dataset,condition,formula,target_name,target_error_hartree,point_role,relative_to_model_time,requested_time,recommended_stage1,existing_nearest_relative_mismatch,relative_to_target_analytic_time
p03,CO_active_stretch150_sto3g,two_term_center,CA_div_100,1.5936001019904e-05,direct_coarse_validation,0.85,0.43257450091683425,False,0.0447929602353192,
p03,CO_active_stretch150_sto3g,two_term_center,CA_div_100,1.5936001019904e-05,direct_coarse_validation,0.9,0.4580200597942951,False,0.013251093111087409,
p03,CO_active_stretch150_sto3g,two_term_center,CA_div_100,1.5936001019904e-05,direct_coarse_validation,0.95,0.4834656186717559,False,0.06518524610524057,
p03,CO_active_stretch150_sto3g,two_term_center,CA_div_100,1.5936001019904e-05,direct_coarse_validation,1.0,0.5089111775492168,False,0.11192598379997865,
p03,CO_active_stretch150_sto3g,two_term_center,CA_div_100,1.5936001019904e-05,direct_coarse_validation,1.05,0.5343567364266777,False,0.15421522266664645,
p03,CO_active_stretch150_sto3g,two_term_center,CA_div_100,1.5936001019904e-05,direct_coarse_validation,1.1,0.5598022953041385,False,0.1926599852727079,
p03,CO_active_stretch150_sto3g,two_term_center,CA_div_100,1.5936001019904e-05,direct_coarse_validation,1.15,0.5852478541815992,False,0.22776172504345948,
p03,CO_active_stretch150_sto3g,two_term_center,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.05083012160899089,False,0.778279410038923,0.1
p03,CO_active_stretch150_sto3g,two_term_center,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.10166024321798178,False,0.11086029498053851,0.2
p03,CO_active_stretch150_sto3g,two_term_center,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.15249036482697265,False,0.18551960669261547,0.3
p03,CO_active_stretch150_sto3g,two_term_center,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.20332048643596357,False,0.11086029498053851,0.4
p03,CO_active_stretch150_sto3g,two_term_center,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.25415060804495443,False,0.0669676460233537,0.5
p03,CO_active_stretch150_sto3g,yoshida6_m3,CA,0.0015936001019904,direct_coarse_validation,0.85,0.6906900469619774,False,0.08077184618185906,
p03,CO_active_stretch150_sto3g,yoshida6_m3,CA,0.0015936001019904,direct_coarse_validation,0.9,0.7313188732538585,False,0.13184007694953348,
p03,CO_active_stretch150_sto3g,yoshida6_m3,CA,0.0015936001019904,direct_coarse_validation,0.95,0.7719476995457395,False,0.17753270447850544,
p03,CO_active_stretch150_sto3g,yoshida6_m3,CA,0.0015936001019904,direct_coarse_validation,1.0,0.8125765258376205,False,0.21865606925458014,
p03,CO_active_stretch150_sto3g,yoshida6_m3,CA,0.0015936001019904,direct_coarse_validation,1.05,0.8532053521295015,False,0.2558629230996001,
p03,CO_active_stretch150_sto3g,yoshida6_m3,CA,0.0015936001019904,direct_coarse_validation,1.1,0.8938341784213827,False,0.28968733568598204,
p03,CO_active_stretch150_sto3g,yoshida6_m3,CA,0.0015936001019904,direct_coarse_validation,1.15,0.9344630047132635,False,0.3205704950039827,
p03,CO_active_stretch150_sto3g,yoshida6_m3,CA,0.0015936001019904,optional_target_specific_refit_training,,0.08078104442167418,False,0.31870793094203875,0.1
p03,CO_active_stretch150_sto3g,yoshida6_m3,CA,0.0015936001019904,optional_target_specific_refit_training,,0.16156208884334836,False,0.021938103586941704,0.2
p03,CO_active_stretch150_sto3g,yoshida6_m3,CA,0.0015936001019904,optional_target_specific_refit_training,,0.24234313326502252,False,0.09161057458938493,0.3
p03,CO_active_stretch150_sto3g,yoshida6_m3,CA,0.0015936001019904,optional_target_specific_refit_training,,0.3231241776866967,False,0.14838491367754847,0.4
p03,CO_active_stretch150_sto3g,yoshida6_m3,CA,0.0015936001019904,optional_target_specific_refit_training,,0.4039052221083709,False,0.16184483642833958,0.5
p03,CO_active_stretch150_sto3g,yoshida6_m3,CA_div_100,1.5936001019904e-05,direct_coarse_validation,0.85,0.3192354054241793,False,0.13801094804039826,
p03,CO_active_stretch150_sto3g,yoshida6_m3,CA_div_100,1.5936001019904e-05,direct_coarse_validation,0.9,0.33801395868442513,False,0.18589922870482067,
p03,CO_active_stretch150_sto3g,yoshida6_m3,CA_div_100,1.5936001019904e-05,direct_coarse_validation,0.95,0.35679251194467093,False,0.2287466377203563,
p03,CO_active_stretch150_sto3g,yoshida6_m3,CA_div_100,1.5936001019904e-05,direct_coarse_validation,1.0,0.3755710652049168,False,0.24949773874888148,
p03,CO_active_stretch150_sto3g,yoshida6_m3,CA_div_100,1.5936001019904e-05,direct_coarse_validation,1.05,0.39434961846516264,False,0.18999784642750628,
p03,CO_active_stretch150_sto3g,yoshida6_m3,CA_div_100,1.5936001019904e-05,direct_coarse_validation,1.1,0.4131281717254085,False,0.1359070352262559,
p03,CO_active_stretch150_sto3g,yoshida6_m3,CA_div_100,1.5936001019904e-05,direct_coarse_validation,1.15,0.43190672498565424,False,0.08651977282511458,
p03,CO_active_stretch150_sto3g,yoshida6_m3,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.03749523937552207,False,0.46779926762206947,0.1
p03,CO_active_stretch150_sto3g,yoshida6_m3,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.07499047875104414,False,0.26610036618896526,0.2
p03,CO_active_stretch150_sto3g,yoshida6_m3,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.11248571812656621,False,0.02146715491862028,0.3
p03,CO_active_stretch150_sto3g,yoshida6_m3,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.14998095750208829,False,0.10084945071655205,0.4
p03,CO_active_stretch150_sto3g,yoshida6_m3,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.18747619687761036,False,0.1193204394267584,0.5
p03,HF_full_eq_sto3g,current_m3,CA,0.0015936001019904,direct_coarse_validation,0.85,0.2651455676466597,False,0.00786315752569311,
p03,HF_full_eq_sto3g,current_m3,CA,0.0015936001019904,direct_coarse_validation,0.9,0.28074236574352207,False,0.02039013785996502,
p03,HF_full_eq_sto3g,current_m3,CA,0.0015936001019904,direct_coarse_validation,0.95,0.29633916384038433,False,0.0719485516568088,
p03,HF_full_eq_sto3g,current_m3,CA,0.0015936001019904,direct_coarse_validation,1.0,0.3119359619372467,False,0.11835112407396842,
p03,HF_full_eq_sto3g,current_m3,CA,0.0015936001019904,direct_coarse_validation,1.05,0.3275327600341091,False,0.16033440387997,
p03,HF_full_eq_sto3g,current_m3,CA,0.0015936001019904,direct_coarse_validation,1.1,0.3431295581309714,False,0.19850102188542595,
p03,HF_full_eq_sto3g,current_m3,CA,0.0015936001019904,direct_coarse_validation,1.15,0.35872635622783366,False,0.23334880354258114,
p03,HF_full_eq_sto3g,current_m3,CA,0.0015936001019904,optional_target_specific_refit_training,,0.05294678128443464,False,0.12468265038069815,0.1
p03,HF_full_eq_sto3g,current_m3,CA,0.0015936001019904,optional_target_specific_refit_training,,0.10589356256886928,False,0.12468265038069815,0.2
p03,HF_full_eq_sto3g,current_m3,CA,0.0015936001019904,optional_target_specific_refit_training,,0.15884034385330392,False,0.06276445801608499,0.3
p03,HF_full_eq_sto3g,current_m3,CA,0.0015936001019904,optional_target_specific_refit_training,,0.21178712513773856,False,0.01389086541835205,0.4
p03,HF_full_eq_sto3g,current_m3,CA,0.0015936001019904,optional_target_specific_refit_training,,0.2647339064221732,False,0.006320384735645446,0.5
p03,HF_full_eq_sto3g,current_m3,CA_div_100,1.5936001019904e-05,direct_coarse_validation,0.85,0.15832116972050805,False,0.059691031697962305,
p03,HF_full_eq_sto3g,current_m3,CA_div_100,1.5936001019904e-05,direct_coarse_validation,0.9,0.16763417970406735,False,0.1119304188258533,
p03,HF_full_eq_sto3g,current_m3,CA_div_100,1.5936001019904e-05,direct_coarse_validation,0.95,0.17694718968762665,False,0.0857814468410325,
p03,HF_full_eq_sto3g,current_m3,CA_div_100,1.5936001019904e-05,direct_coarse_validation,1.0,0.18626019967118596,False,0.03149237449898079,
p03,HF_full_eq_sto3g,current_m3,CA_div_100,1.5936001019904e-05,direct_coarse_validation,1.05,0.19557320965474526,False,0.017626310000970702,
p03,HF_full_eq_sto3g,current_m3,CA_div_100,1.5936001019904e-05,direct_coarse_validation,1.1,0.20488621963830456,False,0.007119639519697629,
p03,HF_full_eq_sto3g,current_m3,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.01674324236335889,False,0.7782794100389228,0.1
p03,HF_full_eq_sto3g,current_m3,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.03348648472671778,False,0.11086029498053862,0.2
p03,HF_full_eq_sto3g,current_m3,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.05022972709007667,False,0.18551960669261525,0.3
p03,HF_full_eq_sto3g,current_m3,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.06697296945343556,False,0.11086029498053862,0.4
p03,HF_full_eq_sto3g,current_m3,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.08371621181679445,False,0.06696764602335348,0.5
p03,HF_full_eq_sto3g,yoshida4,CA,0.0015936001019904,direct_coarse_validation,0.85,0.14811033851063513,False,0.43478700641134704,
p03,HF_full_eq_sto3g,yoshida4,CA,0.0015936001019904,direct_coarse_validation,0.9,0.1568227113642019,False,0.4661877282773833,
p03,HF_full_eq_sto3g,yoshida4,CA,0.0015936001019904,direct_coarse_validation,0.95,0.16553508421776866,False,0.4942831109996263,
p03,HF_full_eq_sto3g,yoshida4,CA,0.0015936001019904,direct_coarse_validation,1.0,0.17424745707133543,False,0.519568955449645,
p03,HF_full_eq_sto3g,yoshida4,CA,0.0015936001019904,direct_coarse_validation,1.05,0.1829598299249022,False,0.542446624237757,
p03,HF_full_eq_sto3g,yoshida4,CA,0.0015936001019904,direct_coarse_validation,1.1,0.191672202778469,False,0.5632445049542227,
p03,HF_full_eq_sto3g,yoshida4,CA,0.0015936001019904,direct_coarse_validation,1.15,0.20038457563203574,False,0.5822338743040391,
p03,HF_full_eq_sto3g,yoshida4,CA,0.0015936001019904,optional_target_specific_refit_training,,0.012135491664960507,False,0.12468265038069837,0.1
p03,HF_full_eq_sto3g,yoshida4,CA,0.0015936001019904,optional_target_specific_refit_training,,0.024270983329921014,False,0.12468265038069837,0.2
p03,HF_full_eq_sto3g,yoshida4,CA,0.0015936001019904,optional_target_specific_refit_training,,0.03640647499488152,False,0.06276445801608477,0.3
p03,HF_full_eq_sto3g,yoshida4,CA,0.0015936001019904,optional_target_specific_refit_training,,0.04854196665984203,False,0.26858579549690864,0.4
p03,HF_full_eq_sto3g,yoshida4,CA,0.0015936001019904,optional_target_specific_refit_training,,0.06067745832480253,False,0.014868636397527002,0.5
p03,HF_full_eq_sto3g,yoshida4,CA_div_100,1.5936001019904e-05,direct_coarse_validation,0.85,0.033007596217378726,False,0.03374514456725164,
p03,HF_full_eq_sto3g,yoshida4,CA_div_100,1.5936001019904e-05,direct_coarse_validation,0.9,0.03494921952428336,False,0.023685141242040353,
p03,HF_full_eq_sto3g,yoshida4,CA_div_100,1.5936001019904e-05,direct_coarse_validation,0.95,0.036890842831187994,False,0.07507013380824867,
p03,HF_full_eq_sto3g,yoshida4,CA_div_100,1.5936001019904e-05,direct_coarse_validation,1.0,0.038832466138092624,False,0.1213166271178362,
p03,HF_full_eq_sto3g,yoshida4,CA_div_100,1.5936001019904e-05,direct_coarse_validation,1.05,0.040774089444997254,False,0.16315869249317738,
p03,HF_full_eq_sto3g,yoshida4,CA_div_100,1.5936001019904e-05,direct_coarse_validation,1.1,0.04271571275190189,False,0.20119693374348757,
p03,HF_full_eq_sto3g,yoshida4,CA_div_100,1.5936001019904e-05,direct_coarse_validation,1.15,0.044657336058806514,False,0.23592750184159672,
p03,HF_full_eq_sto3g,yoshida4,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.0038375794187264184,False,0.778279410038923,0.1
p03,HF_full_eq_sto3g,yoshida4,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.007675158837452837,False,0.11086029498053851,0.2
p03,HF_full_eq_sto3g,yoshida4,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.011512738256179255,False,0.18551960669261525,0.3
p03,HF_full_eq_sto3g,yoshida4,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.015350317674905673,False,0.11086029498053851,0.4
p03,HF_full_eq_sto3g,yoshida4,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.01918789709363209,False,0.0669676460233537,0.5
p03,HF_full_eq_sto3g,two_term_center,CA,0.0015936001019904,direct_coarse_validation,0.85,0.2520038265274103,False,0.023396615301986667,
p03,HF_full_eq_sto3g,two_term_center,CA,0.0015936001019904,direct_coarse_validation,0.9,0.26682758102902276,False,0.02339661530198678,
p03,HF_full_eq_sto3g,two_term_center,CA,0.0015936001019904,direct_coarse_validation,0.95,0.2816513355306351,False,0.02339661530198678,
p03,HF_full_eq_sto3g,two_term_center,CA,0.0015936001019904,direct_coarse_validation,1.0,0.2964750900322475,False,0.02339661530198678,
p03,HF_full_eq_sto3g,two_term_center,CA,0.0015936001019904,direct_coarse_validation,1.05,0.31129884453385986,False,0.023108307778871184,
p03,HF_full_eq_sto3g,two_term_center,CA,0.0015936001019904,direct_coarse_validation,1.1,0.32612259903547225,False,0.02099444763883196,
p03,HF_full_eq_sto3g,two_term_center,CA,0.0015936001019904,direct_coarse_validation,1.15,0.3409463535370846,False,0.023396615301986667,
p03,HF_full_eq_sto3g,two_term_center,CA,0.0015936001019904,optional_target_specific_refit_training,,0.046277232503277525,False,0.12468265038069792,0.1
p03,HF_full_eq_sto3g,two_term_center,CA,0.0015936001019904,optional_target_specific_refit_training,,0.09255446500655505,False,0.12468265038069792,0.2
p03,HF_full_eq_sto3g,two_term_center,CA,0.0015936001019904,optional_target_specific_refit_training,,0.13883169750983257,False,0.06276445801608499,0.3
p03,HF_full_eq_sto3g,two_term_center,CA,0.0015936001019904,optional_target_specific_refit_training,,0.1851089300131101,False,0.005128221126242116,0.4
p03,HF_full_eq_sto3g,two_term_center,CA,0.0015936001019904,optional_target_specific_refit_training,,0.2313861625163876,False,0.005128221126242005,0.5
p03,HF_full_eq_sto3g,two_term_center,CA_div_100,1.5936001019904e-05,direct_coarse_validation,0.85,0.11374865473170853,False,0.08487356396732326,
p03,HF_full_eq_sto3g,two_term_center,CA_div_100,1.5936001019904e-05,direct_coarse_validation,0.9,0.12043975206886787,False,0.08035759809413201,
p03,HF_full_eq_sto3g,two_term_center,CA_div_100,1.5936001019904e-05,direct_coarse_validation,0.95,0.12713084940602717,False,0.023496671878651565,
p03,HF_full_eq_sto3g,two_term_center,CA_div_100,1.5936001019904e-05,direct_coarse_validation,1.0,0.1338219467431865,False,0.027678161715281036,
p03,HF_full_eq_sto3g,two_term_center,CA_div_100,1.5936001019904e-05,direct_coarse_validation,1.05,0.14051304408034584,False,0.07397920163360105,
p03,HF_full_eq_sto3g,two_term_center,CA_div_100,1.5936001019904e-05,direct_coarse_validation,1.1,0.14720414141750518,False,0.11607105610480106,
p03,HF_full_eq_sto3g,two_term_center,CA_div_100,1.5936001019904e-05,direct_coarse_validation,1.15,0.1538952387546645,False,0.10560602488228699,
p03,HF_full_eq_sto3g,two_term_center,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.014634145851953252,False,0.7782794100389225,0.1
p03,HF_full_eq_sto3g,two_term_center,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.029268291703906504,False,0.11086029498053873,0.2
p03,HF_full_eq_sto3g,two_term_center,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.04390243755585975,False,0.18551960669261525,0.3
p03,HF_full_eq_sto3g,two_term_center,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.05853658340781301,False,0.11086029498053873,0.4
p03,HF_full_eq_sto3g,two_term_center,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.07317072925976625,False,0.06696764602335348,0.5
p03,HF_full_eq_sto3g,yoshida6_m3,CA,0.0015936001019904,direct_coarse_validation,0.85,0.12217162007445014,False,0.04437673246306806,
p03,HF_full_eq_sto3g,yoshida6_m3,CA,0.0015936001019904,direct_coarse_validation,0.9,0.1293581859611825,False,0.09746691399289775,
p03,HF_full_eq_sto3g,yoshida6_m3,CA,0.0015936001019904,direct_coarse_validation,0.95,0.13654475184791487,False,0.14496865536169257,
p03,HF_full_eq_sto3g,yoshida6_m3,CA,0.0015936001019904,direct_coarse_validation,1.0,0.14373131773464723,False,0.18772022259360788,
p03,HF_full_eq_sto3g,yoshida6_m3,CA,0.0015936001019904,direct_coarse_validation,1.05,0.1509178836213796,False,0.22640021199391225,
p03,HF_full_eq_sto3g,yoshida6_m3,CA,0.0015936001019904,direct_coarse_validation,1.1,0.15810444950811198,False,0.2615638387214618,
p03,HF_full_eq_sto3g,yoshida6_m3,CA,0.0015936001019904,direct_coarse_validation,1.15,0.1652910153948443,False,0.29366975877705037,
p03,HF_full_eq_sto3g,yoshida6_m3,CA,0.0015936001019904,optional_target_specific_refit_training,,0.013058766886353266,False,0.31870793094203864,0.1
p03,HF_full_eq_sto3g,yoshida6_m3,CA,0.0015936001019904,optional_target_specific_refit_training,,0.026117533772706533,False,0.021938103586941704,0.2
p03,HF_full_eq_sto3g,yoshida6_m3,CA,0.0015936001019904,optional_target_specific_refit_training,,0.0391763006590598,False,0.09161057458938493,0.3
p03,HF_full_eq_sto3g,yoshida6_m3,CA,0.0015936001019904,optional_target_specific_refit_training,,0.052235067545413065,False,0.14838491367754847,0.4
p03,HF_full_eq_sto3g,yoshida6_m3,CA,0.0015936001019904,optional_target_specific_refit_training,,0.06529383443176633,False,0.31870793094203875,0.5
p03,HF_full_eq_sto3g,yoshida6_m3,CA_div_100,1.5936001019904e-05,direct_coarse_validation,0.85,0.05429068850236273,False,0.1806298136224579,
p03,HF_full_eq_sto3g,yoshida6_m3,CA_div_100,1.5936001019904e-05,direct_coarse_validation,0.9,0.05748425841426643,False,0.22615037953232142,
p03,HF_full_eq_sto3g,yoshida6_m3,CA_div_100,1.5936001019904e-05,direct_coarse_validation,0.95,0.060677828326170115,False,0.2668793069253571,
p03,HF_full_eq_sto3g,yoshida6_m3,CA_div_100,1.5936001019904e-05,direct_coarse_validation,1.0,0.0638713982380738,False,0.30353534157908924,
p03,HF_full_eq_sto3g,yoshida6_m3,CA_div_100,1.5936001019904e-05,direct_coarse_validation,1.05,0.0670649681499775,False,0.2867151399342591,
p03,HF_full_eq_sto3g,yoshida6_m3,CA_div_100,1.5936001019904e-05,direct_coarse_validation,1.1,0.07025853806188119,False,0.22822808811906548,
p03,HF_full_eq_sto3g,yoshida6_m3,CA_div_100,1.5936001019904e-05,direct_coarse_validation,1.15,0.07345210797378487,False,0.17482686689649762,
p03,HF_full_eq_sto3g,yoshida6_m3,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.006061342656044964,False,0.46779926762206947,0.1
p03,HF_full_eq_sto3g,yoshida6_m3,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.012122685312089928,False,0.26610036618896526,0.2
p03,HF_full_eq_sto3g,yoshida6_m3,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.01818402796813489,False,0.021467154918620168,0.3
p03,HF_full_eq_sto3g,yoshida6_m3,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.024245370624179856,False,0.10084945071655205,0.4
p03,HF_full_eq_sto3g,yoshida6_m3,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.030306713280224818,False,0.1193204394267584,0.5
p03,HF_full_stretch150_sto3g,current_m3,CA,0.0015936001019904,direct_coarse_validation,0.85,0.36542388762641903,True,0.03776643677869962,
p03,HF_full_stretch150_sto3g,current_m3,CA,0.0015936001019904,direct_coarse_validation,0.9,0.3869194104279731,True,0.09122385695766089,
p03,HF_full_stretch150_sto3g,current_m3,CA,0.0015936001019904,direct_coarse_validation,0.95,0.40841493322952716,True,0.13905418027567862,
p03,HF_full_stretch150_sto3g,current_m3,CA,0.0015936001019904,direct_coarse_validation,1.0,0.42991045603108125,True,0.1821014712618948,
p03,HF_full_stretch150_sto3g,current_m3,CA,0.0015936001019904,direct_coarse_validation,1.05,0.45140597883263534,True,0.22104902024942363,
p03,HF_full_stretch150_sto3g,current_m3,CA,0.0015936001019904,direct_coarse_validation,1.1,0.4729015016341894,True,0.25645588296535893,
p03,HF_full_stretch150_sto3g,current_m3,CA,0.0015936001019904,direct_coarse_validation,1.15,0.4943970244357434,True,0.2887838880538215,
p03,HF_full_stretch150_sto3g,current_m3,CA,0.0015936001019904,optional_target_specific_refit_training,,0.0732635405642606,False,0.12468265038069815,0.1
p03,HF_full_stretch150_sto3g,current_m3,CA,0.0015936001019904,optional_target_specific_refit_training,,0.1465270811285212,False,0.12468265038069815,0.2
p03,HF_full_stretch150_sto3g,current_m3,CA,0.0015936001019904,optional_target_specific_refit_training,,0.2197906216927818,False,0.024183156930316807,0.3
p03,HF_full_stretch150_sto3g,current_m3,CA,0.0015936001019904,optional_target_specific_refit_training,,0.366317702821303,False,0.040114286672959576,0.5
p03,HF_full_stretch150_sto3g,current_m3,CA_div_100,1.5936001019904e-05,direct_coarse_validation,0.85,0.19581506743074714,True,0.05199045787459311,
p03,HF_full_stretch150_sto3g,current_m3,CA_div_100,1.5936001019904e-05,direct_coarse_validation,0.9,0.2073336008090264,True,0.0064534564517733095,
p03,HF_full_stretch150_sto3g,current_m3,CA_div_100,1.5936001019904e-05,direct_coarse_validation,0.95,0.21885213418730562,True,0.01999863335573593,
p03,HF_full_stretch150_sto3g,current_m3,CA_div_100,1.5936001019904e-05,direct_coarse_validation,1.0,0.23037066756558489,True,0.014233919434299191,
p03,HF_full_stretch150_sto3g,current_m3,CA_div_100,1.5936001019904e-05,direct_coarse_validation,1.05,0.24188920094386415,True,0.00901822588633272,
p03,HF_full_stretch150_sto3g,current_m3,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.023167965763120118,False,0.7782794100389228,0.1
p03,HF_full_stretch150_sto3g,current_m3,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.046335931526240236,False,0.11086029498053862,0.2
p03,HF_full_stretch150_sto3g,current_m3,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.06950389728936035,False,0.18551960669261525,0.3
p03,HF_full_stretch150_sto3g,current_m3,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.09267186305248047,False,0.11086029498053862,0.4
p03,HF_full_stretch150_sto3g,current_m3,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.11583982881560058,False,0.0669676460233537,0.5
p03,HF_full_stretch150_sto3g,yoshida4,CA,0.0015936001019904,direct_coarse_validation,0.95,0.18007091430779798,True,0.008715870981504725,
p03,HF_full_stretch150_sto3g,yoshida4,CA,0.0015936001019904,direct_coarse_validation,1.0,0.18954833085031367,True,0.013436271595878568,
p03,HF_full_stretch150_sto3g,yoshida4,CA,0.0015936001019904,direct_coarse_validation,1.05,0.19902574739282936,True,0.017707110246978908,
p03,HF_full_stretch150_sto3g,yoshida4,CA,0.0015936001019904,direct_coarse_validation,1.1,0.20850316393534504,True,0.06235678705393444,
p03,HF_full_stretch150_sto3g,yoshida4,CA,0.0015936001019904,direct_coarse_validation,1.15,0.2179805804778607,True,0.1031238832689807,
p03,HF_full_stretch150_sto3g,yoshida4,CA,0.0015936001019904,optional_target_specific_refit_training,,0.01679499653112827,False,0.12468265038069837,0.1
p03,HF_full_stretch150_sto3g,yoshida4,CA,0.0015936001019904,optional_target_specific_refit_training,,0.03358999306225654,False,0.12468265038069837,0.2
p03,HF_full_stretch150_sto3g,yoshida4,CA,0.0015936001019904,optional_target_specific_refit_training,,0.05038498959338481,False,0.06276445801608477,0.3
p03,HF_full_stretch150_sto3g,yoshida4,CA,0.0015936001019904,optional_target_specific_refit_training,,0.06717998612451308,False,0.2970733435120635,0.4
p03,HF_full_stretch150_sto3g,yoshida4,CA,0.0015936001019904,optional_target_specific_refit_training,,0.08397498265564135,False,0.12428057633318734,0.5
p03,HF_full_stretch150_sto3g,yoshida4,CA_div_100,1.5936001019904e-05,direct_coarse_validation,0.85,0.04651399261912888,True,0.015234349286748827,
p03,HF_full_stretch150_sto3g,yoshida4,CA_div_100,1.5936001019904e-05,direct_coarse_validation,0.9,0.04925010983201881,True,0.04116755900695945,
p03,HF_full_stretch150_sto3g,yoshida4,CA_div_100,1.5936001019904e-05,direct_coarse_validation,0.95,0.05198622704490874,True,0.09163242432238261,
p03,HF_full_stretch150_sto3g,yoshida4,CA_div_100,1.5936001019904e-05,direct_coarse_validation,1.0,0.05472234425779868,True,0.1370508031062635,
p03,HF_full_stretch150_sto3g,yoshida4,CA_div_100,1.5936001019904e-05,direct_coarse_validation,1.05,0.057458461470688615,True,0.17814362200596534,
p03,HF_full_stretch150_sto3g,yoshida4,CA_div_100,1.5936001019904e-05,direct_coarse_validation,1.1,0.06019457868357855,True,0.2155007300966033,
p03,HF_full_stretch150_sto3g,yoshida4,CA_div_100,1.5936001019904e-05,direct_coarse_validation,1.15,0.06293069589646848,True,0.24960939400544646,
p03,HF_full_stretch150_sto3g,yoshida4,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.005311044233299236,False,0.7782794100389228,0.1
p03,HF_full_stretch150_sto3g,yoshida4,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.010622088466598472,False,0.11086029498053862,0.2
p03,HF_full_stretch150_sto3g,yoshida4,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.015933132699897705,False,0.18551960669261547,0.3
p03,HF_full_stretch150_sto3g,yoshida4,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.021244176933196943,False,0.11086029498053862,0.4
p03,HF_full_stretch150_sto3g,yoshida4,CA_div_100,1.5936001019904e-05,optional_target_specific_refit_training,,0.02655522116649618,False,0.0669676460233537,0.5
p03,HF_full_stretch150_sto3g,two_term_center,CA,0.0015936001019904,direct_coarse_validation,0.85,0.48431603854584226,False,0.01888792489229374,
p03,HF_full_stretch150_sto3g,two_term_center,CA,0.0015936001019904,direct_coarse_validation,0.9,0.512805217283833,False,0.03127570361840126,
p03,HF_full_stretch150_sto3g,two_term_center,CA,0.0015936001019904,direct_coarse_validation,0.95,0.5412943960218237,False,0.08226119290164335,
p03,HF_full_stretch150_sto3g,two_term_center,CA,0.0015936001019904,direct_coarse_validation,1.0,0.5697835747598144,False,0.12814813325656116,
p03,HF_full_stretch150_sto3g,two_term_center,CA,0.0015936001019904,direct_coarse_validation,1.05,0.5982727534978052,False,0.16966488881577257,
p03,HF_full_stretch150_sto3g,two_term_center,CA,0.0015936001019904,direct_coarse_validation,1.1,0.6267619322357959,False,0.20740739386960105,
p03,HF_full_stretch150_sto3g,two_term_center,CA,0.0015936001019904,direct_coarse_validation,1.15,0.6552511109737865,False,0.24186794196222694,
p03,HF_full_stretch150_sto3g,two_term_center,CA,0.0015936001019904,optional_target_specific_refit_training,,0.06404581293315512,False,0.12468265038069815,0.1
p03,HF_full_stretch150_sto3g,two_term_center,CA,0.0015936001019904,optional_target_specific_refit_training,,0.12809162586631023,False,0.12468265038069815,0.2
p03,HF_full_stretch150_sto3g,two_term_center,CA,0.0015936001019904,optional_target_specific_refit_training,,0.19213743879946532,False,0.06276445801608488,0.3
p03,HF_full_stretch150_sto3g,two_term_center,CA,0.0015936001019904,optional_target_specific_refit_training,,0.32022906466577555,False,0.07956253063506258,0.5
p03,HF_full_stretch150_sto3g,two_term_center,CA_div_100,1.5936001019904e-05,direct_coarse_validation,0.85,0.19633826904187143,False,0.08281743815203724,
