system_id,formula_id,group_count,symbolic_expansion_seconds,commutator_term_counts_json,significant_commutator_term_counts_json,d4_raw_commutator_term_count,d4_significant_commutator_term_count,maximum_unexpanded_word_occurrences,maximum_rss_before_kib,maximum_rss_after_kib,maximum_rss_increment_upper_bound_kib,stop_threshold_seconds,stop_threshold_terms,stop_before_word_expansion_and_action,action_attempted
H4,yoshida4,13,75.8487379560247,"[13, 0, 0, 10246, 168560]","[13, 0, 0, 10246, 168560]",168560,168560,2696960,395412,5082828,4687416,30.0,100000,True,False
