blas_threads,cisd_proxy_point_seconds,condition,dtype,echo_imaginary,formula,hamiltonian_action_seconds,hamiltonian_evolution_seconds,peak_cpu_rss_kib,pf_action_seconds,pf_reported_seconds,processes,row_type,time,cisd_generation_seconds
1,0.1891814679838717,N2_active_eq_sto3g,complex128,-2.078887673118146e-09,current_m3,0.00031408900395035744,0.006378942867740989,494344,0.1828025251161307,0.1822613060940057,1,cpu_benchmark,0.1,
4,0.17986642313189805,N2_active_eq_sto3g,complex128,-2.078887673118146e-09,current_m3,0.00029379897750914097,0.00602403306402266,494344,0.17384239006787539,0.173384680878371,1,cpu_benchmark,0.1,
8,0.19126182096078992,N2_active_eq_sto3g,complex128,-2.078887673118146e-09,current_m3,0.0003281189128756523,0.006425692001357675,494344,0.18483612895943224,0.18443005997687578,1,cpu_benchmark,0.1,
,,N2_active_eq_sto3g,complex128,,,,,748356.0,,,1,reused_cisd_generation,,0.038551690988242626
,,N2_active_stretch150_sto3g,complex128,,,,,747460.0,,,1,reused_cisd_generation,,0.04485845286399126
,,CO_active_eq_sto3g,complex128,,,,,766160.0,,,1,reused_cisd_generation,,0.035830124048516154
,,CO_active_stretch150_sto3g,complex128,,,,,754896.0,,,1,reused_cisd_generation,,0.04518804093822837
,,HF_full_eq_sto3g,complex128,,,,,444316.0,,,1,reused_cisd_generation,,0.012569822138175368
,,HF_full_stretch150_sto3g,complex128,,,,,446344.0,,,1,reused_cisd_generation,,0.01089910906739533
