formula_id,point_role,relative_to_proxy_t_ana,time_hartree_inverse,echo_real,echo_imaginary,echo_overlap_magnitude,echo_principal_phase_radians,echo_unwrapped_phase_radians,echo_unwrap_integer,proxy_imag_hartree,proxy_arg_hartree,unitarity_residual_frobenius,proxy_repeatability_error_hartree,proxy_noise_hartree,signal_to_noise_rho,quality_class
yoshida4,leading_grid,,0.11772890521456138,0.9999999999999895,-1.0523500136654706e-07,0.999999999999995,-1.0523500136654778e-07,-1.0523500136654778e-07,0,-8.938756474015949e-07,-8.938756474016011e-07,2.3898687416114883e-13,0.0,2.029976187458758e-12,440337.9965361073,resolved
yoshida4,leading_grid,,0.1349281529938828,0.9999999999999619,-2.0789929101337976e-07,0.9999999999999836,-2.0789929101338468e-07,-2.0789929101338468e-07,0,-1.5408147699376365e-06,-1.540814769937673e-06,2.4123336346719537e-13,0.0,1.7878653054572835e-12,861818.149966024,resolved
yoshida4,leading_grid,,0.1546400727770369,0.9999999999998584,-4.1059986220240166e-07,0.9999999999999427,-4.105998622024367e-07,-4.105998622024367e-07,0,-2.6551970315896878e-06,-2.6551970315899143e-06,2.408247433700338e-13,0.0,1.557324301814444e-12,1704973.7350763155,resolved
yoshida4,leading_grid,,0.1772317457689607,0.9999999999994467,-8.106206105492122e-07,0.9999999999997752,-8.106206105494831e-07,-8.106206105494831e-07,0,-4.5737890073369656e-06,-4.5737890073384945e-06,2.3998399093515333e-13,0.0,1.3540688768478107e-12,3377811.1922817887,resolved
yoshida4,leading_grid,,0.20312388079125288,0.9999999999978458,-1.5995469297240249e-06,0.9999999999991251,-1.5995469297261065e-06,-1.5995469297261065e-06,0,-7.874735966510277e-06,-7.874735966520524e-06,2.4014066878645846e-13,0.0,1.182237498865272e-12,6660874.802286815,resolved
yoshida4,leading_grid,,0.2327986488463796,0.9999999999916093,-3.1541885856118142e-06,0.9999999999965837,-3.1541885856278198e-06,-3.1541885856278198e-06,0,-1.3548998678653056e-05,-1.354899867872181e-05,2.380169040705802e-13,0.0,1.0224153157677648e-12,13251951.990252292,resolved
yoshida4,leading_grid,,0.26680866224880534,0.9999999999673442,-6.2143903248395945e-06,0.9999999999866536,-6.214390324962533e-06,-6.214390324962533e-06,0,-2.329156134760171e-05,-2.3291561348062486e-05,2.3855505786245554e-13,0.0,8.941053706869432e-13,26050130.232085228,resolved
yoshida4,leading_grid,,0.3057872655350857,0.9999999998730753,-1.22295217161744e-05,0.9999999999478559,-1.222952171711694e-05,-1.222952171711694e-05,0,-3.999356119285876e-05,-3.9993561195941105e-05,2.401636056213381e-13,0.0,7.853943989494946e-13,50921627.715135485,resolved
yoshida4,leading_grid,,0.3504603297932982,0.9999999995075561,-2.4030452582465583e-05,0.9999999997962875,-2.4030452589673667e-05,-2.4030452589673667e-05,0,-6.85682530648726e-05,-6.856825308544008e-05,2.380296546815411e-13,0.0,6.791914360804579e-13,100955709.13051078,resolved
yoshida4,leading_grid,,0.40165977004930176,0.9999999980941008,-4.712446658722808e-05,0.9999999992044585,-4.7124466642159224e-05,-4.7124466642159224e-05,0,-0.00011732433791276578,-0.00011732433804952616,2.380421836019789e-13,0.0,5.926463174859667e-13,197966872.40116683,resolved
yoshida4,leading_grid,,0.46033903743459603,0.9999999926472605,-9.216915860884568e-05,0.9999999968948374,-9.216915902554443e-05,-9.216915902554443e-05,0,-0.00020022016625505256,-0.00020022016716025225,2.3665171013382e-13,0.0,5.140813419879538e-13,389471762.3495159,resolved
yoshida4,leading_grid,,0.5275908746355139,0.9999999717534147,-0.00017964353492218153,0.9999999878893149,-0.0001796435380640246,-0.0001796435380640246,0,-0.00034049780532365774,-0.00034049781127873244,2.383848107940781e-13,0.0,4.518364934927395e-13,753586330.956973,resolved
yoshida4,leading_grid,,0.6046676652709777,0.9999998920864855,-0.00034852597693878825,0.9999999528216685,-0.0003485260004375936,-0.0003485260004375936,0,-0.0005763926152436127,-0.0005763926541059609,2.358198201880253e-13,0.0,3.8999905854457137e-13,1477933350.3897142,resolved
yoshida4,leading_grid,,0.6930047561509587,0.9999995907168321,-0.0006720535462664748,0.9999998165448836,-0.0006720537201476964,-0.0006720537201476964,0,-0.0009697675813931643,-0.0009697678323022959,2.379366652359543e-13,0.0,3.433405948863705e-13,2824506032.3091464,resolved
yoshida4,leading_grid,,0.7942471867296331,0.9999984624906243,-0.0012854190846198273,0.9999992886426649,-0.0012854203529972595,-0.0012854203529972595,0,-0.0016184118824677592,-0.001618413479423283,2.3239369077049926e-13,0.0,2.925961774285863e-13,5531213349.028674,resolved
yoshida4,leading_grid,,0.9102803235170321,0.9999942963580604,-0.0024321214335341675,0.9999972539778895,-0.002432130509991271,-0.002432130509991271,0,-0.0026718378621403437,-0.002671847833197466,2.3153173895998844e-13,0.0,2.543521297542979e-13,10504483940.123943,resolved
yoshida4,leading_grid,,1.0432649699322605,0.9999791882577979,-0.00453570176067103,0.9999894747142022,-0.0045357650532216855,-0.0045357650532216855,0,-0.004347602853918823,-0.004347663521680589,2.293178148898589e-13,0.0,2.198078354962389e-13,19779107710.622147,resolved
yoshida4,leading_grid,,1.1956776054243634,0.9999256949204608,-0.008296250375181379,0.9999601107706517,-0.008296676502490134,-0.008296676502490134,0,-0.006938534549400479,-0.006938890939205575,2.243312992542793e-13,0.0,1.876185505495529e-13,36982134917.23947,resolved
yoshida4,leading_grid,,1.3703565032056693,0.999742200638331,-0.014783760335480092,0.9998515026276801,-0.014786494826133903,-0.014786494826133903,0,-0.010788258603433853,-0.010790254062752224,2.213779370179766e-13,0.0,1.6154769689501098e-13,66780640088.265,resolved
yoshida4,leading_grid,,1.5705545854156755,0.9991387844498362,-0.025431070289468435,0.99946238044659,-0.025447496322975226,-0.025447496322975226,0,-0.016192414148240283,-0.016202872895525685,2.1787275183178218e-13,0.0,1.3872345084657994e-13,116724418614.32751,resolved
yoshida4,leading_grid,,1.8,0.9972635782394029,-0.0416959074785879,0.9981348572128521,-0.041785980754373446,-0.041785980754373446,0,-0.023164393043659946,-0.02321443375242969,2.1297924902586045e-13,0.0,1.183218050143669e-13,195774506996.8065,resolved
yoshida4,primary_training,0.1,0.028748222764145126,0.999999999999999,-9.16247488150605e-11,0.999999999999999,-9.162474881506058e-11,-9.162474881506058e-11,0,-3.18714480428109e-09,-3.1871448042810932e-09,2.397950162984758e-13,0.0,8.3412118469302e-12,382.0961345627552,resolved
yoshida4,primary_training,0.2,0.05749644552829025,0.9999999999999989,-2.9304329618179645e-09,0.9999999999999989,-2.9304329618179678e-09,-2.9304329618179678e-09,0,-5.09672021442802e-08,-5.096720214428025e-08,2.3703010478417705e-13,0.0,4.12251753314994e-12,12363.125622739824,resolved
yoshida4,primary_training,0.3,0.08624466829243538,0.9999999999999986,-2.2233284691160676e-08,0.9999999999999988,-2.2233284691160706e-08,-2.2233284691160706e-08,0,-2.5779314978373896e-07,-2.5779314978373933e-07,2.400897557251305e-13,0.0,2.7838214289495856e-12,92604.05394645287,resolved
