condition,direct_grid_minimum_cost,direct_grid_minimum_time,display_name,eta_min,eta_star,eta_t,final_passed,formal_order,formula,local_minimum_bracketed,maximum_eigenpair_residual_2_norm,maximum_unseen_residual_over_epsilon,metric_source,minimum_adjacent_vector_overlap_probability,minimum_ground_overlap_probability,model,rotations,s2_stage_count,stable_analytic_model,stage2_reasons,stage2_selected,status,training_design_condition_number
full_equilibrium,2640632139.70709,0.27578805029998676,current_m3,0.10834332276369607,0.003827790351675605,0.13043478260869557,False,4,current_m3,False,3.049357218830734e-14,0.4491539746066318,stage1_coarse_grid_not_selected_for_stage2,0.9999998800895114,0.9999982644599511,three_term,85900,7,True,[],False,complete,875.1029252869498
full_equilibrium,2921957584.8024507,0.293141801353387,two_term_center,0.013028080890558957,0.025001770208636146,0.09090909090909105,False,4,two_term_center,True,7.550720151475178e-14,0.07112397943560876,stage1_coarse_grid_not_selected_for_stage2,0.9999999282649434,0.9999982942592902,short_time_asymptotic_one_term,85900,7,True,[],False,complete,1.0
full_equilibrium,2922638352.127586,0.29878478102943967,two_term_center,0.008141365732726946,0.010304082799970759,0.09090909090909094,False,4,two_term_center,True,7.271605051849059e-14,0.05686887391748119,stage1_coarse_grid_not_selected_for_stage2,0.9999998458931781,0.9999978274879537,direct_refit_one_term,85900,7,True,[],False,complete,1.0
full_equilibrium,4295440490.343318,0.3616936778312433,two_term_center,,,0.17647058823529416,False,4,two_term_center,False,1.0532052508429036e-13,2.2571061518299436,stage1_coarse_grid_not_selected_for_stage2,0.996891435872817,0.9984335134616099,two_term,85900,7,True,[],False,complete,29.20924143389023
full_equilibrium,2907325525.0103807,0.3284553949459695,two_term_center,0.006098971150791055,0.22243900721398394,0.13043478260869557,False,4,two_term_center,False,1.4781806772743746e-13,0.6464010819657321,stage1_coarse_grid_not_selected_for_stage2,0.9999965718949625,0.9999923627755292,three_term,85900,7,True,[],False,complete,875.1029252869498
full_equilibrium,6532304211.522035,0.12775820338205668,joint_refine_r0_s0046,0.0004125224766056146,0.016857406313517776,0.04761904761904767,False,4,joint_refine_r0_s0046,True,3.4965865815482337e-14,0.03169842984965424,stage1_coarse_grid_not_selected_for_stage2,0.9999999992074544,0.9999999873474694,short_time_asymptotic_one_term,85900,7,True,[],False,complete,1.0
full_equilibrium,6532607569.193594,0.12207600519354045,joint_refine_r0_s0046,0.0,0.01386188248974079,0.0,False,4,joint_refine_r0_s0046,True,3.0396369379157246e-14,0.02767489249837159,stage1_coarse_grid_not_selected_for_stage2,0.9999999991618798,0.9999999867801519,direct_refit_one_term,85900,7,True,[],False,complete,1.0
full_equilibrium,6524455855.370318,0.1249779415275043,joint_refine_r0_s0046,0.0,7.550295457397878e-05,0.0,True,4,joint_refine_r0_s0046,,2.8858242016289205e-14,6.460601995864441e-05,stage2_fine_grid,,0.9999999899438252,two_term,85900,7,True,['all_four_coarse_checks_passed'],True,complete,29.20924143389023
full_equilibrium,6524457149.953145,0.12493535545971027,joint_refine_r0_s0046,0.0,0.00010330019981212711,0.0,True,4,joint_refine_r0_s0046,,2.7034542815942272e-14,0.0002856237179462946,stage2_fine_grid,,0.9999999899874343,three_term,85900,7,True,['all_four_coarse_checks_passed'],True,complete,875.1029252869498
full_equilibrium,6725664005.4241295,0.11206259029346258,Yoshida 6th m=3,0.011386888469547163,0.03948447226043084,0.04761904761904767,False,6,yoshida6_m3,True,4.954193356280271e-14,0.10099890264168623,stage1_coarse_grid_not_selected_for_stage2,0.9999999999452174,0.9999999987737678,short_time_asymptotic_one_term,85900,7,True,[],False,complete,1.0
