condition,formula,state_role,point_role,relative_to_full_cisd_t_ana,relative_to_proxy_t_ana,time,echo_real,echo_imaginary,echo_imag_hartree,state_error,diagonal_signal,cancellation_index,pf_state_norm,exact_state_norm,pf_action_seconds,hamiltonian_evolution_seconds,proxy_point_seconds
N2_active_eq_sto3g,current_m3,full_cisd,equal_cost_extra_training,0.4,,0.2505397737518109,0.9999999999962308,-2.0938804787262733e-07,-8.357477327334494e-07,2.7449217246542603e-06,,0.07628197408762213,0.999999999999998,1.0,0.13557379599660635,0.005260466132313013,0.1412267698906362
N2_active_eq_sto3g,current_m3,full_cisd,equal_cost_extra_training,0.7,,0.43844460406566904,0.9999999990298287,-3.556103153501411e-06,-8.110723955833626e-06,4.4049221733697224e-05,,0.0807302152805353,0.9999999999999958,0.9999999999999998,0.13544367719441652,0.005983132869005203,0.1418075067922473
N2_active_eq_sto3g,yoshida4,full_cisd,model_training,0.1,0.1,0.014783387521186096,1.0000000000000016,-4.712526202599321e-11,-3.1877174266356693e-09,6.109969028187365e-11,4.712526202599321e-11,0.7712847938931989,1.0000000000000018,0.9999999999999999,0.07946196501143277,0.004559737863019109,0.08427370199933648
N2_active_eq_sto3g,yoshida4,truncated_cisd,state_convergence_diagnostic,0.1,,0.014783387521186096,1.0000000000000007,-4.545200327221721e-11,-3.0745323564764756e-09,6.06502434305563e-11,,0.7494117204040432,1.0000000000000002,1.0000000000000002,0.06634006509557366,0.003804272972047329,0.0703348470851779
N2_active_eq_sto3g,yoshida4,full_cisd,model_training,0.2,0.2,0.029566775042372193,0.9999999999999997,-1.507700964076264e-09,-5.099308131899997e-08,1.954826188934021e-09,1.507700964076264e-09,0.7712711097340181,0.9999999999999996,1.0,0.07870153710246086,0.004706326872110367,0.08365404419600964
N2_active_eq_sto3g,yoshida4,truncated_cisd,state_convergence_diagnostic,0.2,,0.029566775042372193,0.9999999999999999,-1.4541478299268107e-09,-4.918182073773244e-08,1.9404677456954312e-09,,0.7493800570262343,0.9999999999999998,1.0000000000000002,0.06619383487850428,0.003931670915335417,0.07032110588625073
N2_active_eq_sto3g,yoshida4,full_cisd,model_training,0.3,0.3,0.04435016256355828,1.0000000000000007,-1.144516431628162e-08,-2.580636384337834e-07,1.4839822387088815e-08,1.144516431628162e-08,0.7712467183056941,1.0000000000000009,1.0,0.07719020103104413,0.004934747004881501,0.08237797697074711
N2_active_eq_sto3g,yoshida4,truncated_cisd,state_convergence_diagnostic,0.3,,0.04435016256355828,1.0000000000000024,-1.1038469222013347e-08,-2.4889354590739325e-07,1.4731158445740423e-08,,0.7493279814124304,1.0000000000000022,1.0,0.06621517473831773,0.0041968803852796555,0.07059582462534308
N2_active_eq_sto3g,yoshida4,full_cisd,selection_diagnostic,0.5,0.5,0.07391693760593047,0.9999999999999833,-1.4702342054917494e-07,-1.9890356028139755e-06,1.9065063212033055e-07,1.4702342054917494e-07,0.7711667090428529,1.0000000000000013,1.0,0.07696353108622134,0.005079956026747823,0.08228361699730158
N2_active_eq_sto3g,yoshida4,truncated_cisd,state_convergence_diagnostic,0.5,,0.07391693760593047,0.9999999999999856,-1.4179243079670556e-07,-1.9182671169717035e-06,1.8926834546757638e-07,,0.7491608300712708,1.000000000000003,1.0000000000000002,0.06632106471806765,0.004297369625419378,0.07079751370474696
N2_active_eq_sto3g,yoshida4,full_cisd,equal_cost_extra_training,0.15,,0.02217508128177914,0.9999999999999991,-3.5782757312752267e-10,-1.6136471771201265e-08,4.639401725054222e-10,,0.771279562179627,0.999999999999999,0.9999999999999999,0.06643033493310213,0.0038892319425940514,0.07050382625311613
N2_active_eq_sto3g,yoshida4,full_cisd,equal_cost_extra_training,0.25,,0.03695846880296524,0.9999999999999996,-4.6004258458243186e-09,-1.2447555309583657e-07,5.964817065132985e-09,,0.7712601737136011,0.9999999999999996,1.0,0.0662639350630343,0.004119250923395157,0.07056596502661705
N2_active_eq_sto3g,yoshida4,full_cisd,equal_cost_extra_training,0.4,,0.059133550084744385,0.9999999999999948,-4.8206571179321145e-08,-8.152152392378985e-07,6.250754036151113e-08,,0.7712120953811235,0.9999999999999966,1.0,0.06643070513382554,0.004279640037566423,0.07088885409757495
N2_active_eq_sto3g,yoshida4,full_cisd,equal_cost_extra_training,0.7,,0.10348371264830265,0.9999999999994774,-7.894140899300517e-07,-7.628389721703706e-06,1.0238289327872658e-06,,0.771041005630653,1.0000000000000016,1.0,0.0662871953099966,0.0046572391875088215,0.07113317213952541
N2_active_stretch150_sto3g,current_m3,full_cisd,model_training,0.1,0.1,0.09508828756341367,0.999999999999933,-3.050010244365353e-10,-3.2075561801776312e-09,2.996264847530323e-09,3.050010244365353e-10,0.10179374653343246,0.999999999999933,1.0,0.16504952288232744,0.005294205853715539,0.17082914686761796
