condition,formula,state_role,point_role,relative_to_full_cisd_t_ana,relative_to_proxy_t_ana,time,echo_real,echo_imaginary,echo_imag_hartree,state_error,diagonal_signal,cancellation_index,pf_state_norm,exact_state_norm,pf_action_seconds,hamiltonian_evolution_seconds,proxy_point_seconds
CO_active_stretch150_sto3g,current_m3,full_cisd,equal_cost_extra_training,0.4,,0.3868839690045646,0.9999999999817438,-3.4140825830308863e-07,-8.824564615109719e-07,6.036183002861784e-06,,0.05656028953085506,0.9999999999999613,1.0000000000000002,0.20484794676303864,0.010234263259917498,0.21560757793486118
CO_active_stretch150_sto3g,current_m3,full_cisd,equal_cost_extra_training,0.7,,0.677046945757988,0.9999999950660737,-6.598841099283992e-06,-9.746504493711671e-06,9.933657151990626e-05,,0.06642912069863048,0.9999999999999506,1.0,0.2024979880079627,0.012292313389480114,0.21532259928062558
CO_active_stretch150_sto3g,yoshida4,full_cisd,model_training,0.1,0.1,0.02358696387337826,0.999999999999983,-7.516584576983121e-11,-3.1867537582769664e-09,5.003938267868516e-10,7.516584576983121e-11,0.1502133754376809,0.9999999999999829,1.0,0.11569747608155012,0.0074831899255514145,0.12352910498157144
CO_active_stretch150_sto3g,yoshida4,truncated_cisd,state_convergence_diagnostic,0.1,,0.02358696387337826,0.999999999999981,-6.94273250001487e-11,-2.9434617093092157e-09,4.832183524687283e-10,,0.14367692088979944,0.9999999999999811,1.0,0.09885814506560564,0.006729139015078545,0.10584785277023911
CO_active_stretch150_sto3g,yoshida4,full_cisd,model_training,0.2,0.2,0.04717392774675652,0.9999999999999842,-2.4083220140358463e-09,-5.1051971482307456e-08,1.599305139502306e-08,2.4083220140358463e-09,0.1505855233345465,0.9999999999999841,1.0000000000000002,0.11529069696553051,0.00768699892796576,0.12332073482684791
CO_active_stretch150_sto3g,yoshida4,truncated_cisd,state_convergence_diagnostic,0.2,,0.04717392774675652,0.9999999999999843,-2.224824602325981e-09,-4.716216581051915e-08,1.5444067812523727e-08,,0.14405690452368072,0.9999999999999846,0.9999999999999999,0.0986695671454072,0.0065327901393175125,0.10547731490805745
CO_active_stretch150_sto3g,yoshida4,full_cisd,model_training,0.3,0.3,0.07076089162013477,0.9999999999999828,-1.8326412498659295e-08,-2.589906949878593e-07,1.2119992825918864e-07,1.8326412498659295e-08,0.15120811341957124,0.9999999999999899,1.0000000000000002,0.11671022302471101,0.008466167142614722,0.12551908986642957
CO_active_stretch150_sto3g,yoshida4,truncated_cisd,state_convergence_diagnostic,0.3,,0.07076089162013477,0.9999999999999836,-1.693472667652074e-08,-2.393232517112888e-07,1.1703911303694989e-07,,0.1446928828926989,0.9999999999999905,1.0,0.09857692569494247,0.0069821677170693874,0.10583284310996532
CO_active_stretch150_sto3g,yoshida4,full_cisd,selection_diagnostic,0.5,0.5,0.11793481936689129,0.9999999999987804,-2.37258691082598e-07,-2.0117781360608536e-06,1.548477800628527e-06,2.37258691082598e-07,0.15322059572716815,0.9999999999999793,1.0,0.11549851694144309,0.009331075008958578,0.12520196079276502
CO_active_stretch150_sto3g,yoshida4,truncated_cisd,state_convergence_diagnostic,0.5,,0.11793481936689129,0.9999999999988608,-2.1943193456719357e-07,-1.8606204320756886e-06,1.4953027962834105e-06,,0.14674749162015463,0.9999999999999788,1.0,0.09890112513676286,0.007632714696228504,0.10680172918364406
CO_active_stretch150_sto3g,yoshida4,full_cisd,equal_cost_extra_training,0.15,,0.035380445810067385,0.9999999999999815,-5.710888428822614e-10,-1.614136933005406e-08,3.797932055918e-09,,0.15036836743626872,0.9999999999999813,1.0000000000000002,0.09871553629636765,0.006586910225450993,0.10557983489707112
CO_active_stretch150_sto3g,yoshida4,full_cisd,equal_cost_extra_training,0.25,,0.058967409683445646,0.9999999999999846,-7.356522835344492e-09,-1.2475574007466947e-07,4.8762188611481565e-08,,0.15086531275202694,0.9999999999999856,1.0,0.0987642859108746,0.006724038161337376,0.10576232289895415
CO_active_stretch150_sto3g,yoshida4,full_cisd,equal_cost_extra_training,0.4,,0.09434785549351304,0.9999999999998535,-7.745339170028842e-08,-8.209343105378138e-07,5.092775623327115e-07,,0.15208483041255222,0.999999999999983,1.0000000000000002,0.09895687410607934,0.007296286057680845,0.10652217967435718
CO_active_stretch150_sto3g,yoshida4,full_cisd,equal_cost_extra_training,0.7,,0.16510874711364779,0.9999999999659847,-1.2888661766741194e-06,-7.806165325613948e-06,8.246381278590836e-06,,0.15629475925643402,0.9999999999999859,1.0,0.09881545603275299,0.008142171893268824,0.10722493659704924
HF_full_eq_sto3g,current_m3,full_cisd,model_training,0.1,0.1,0.0297743371948396,0.9999999999998811,-9.461292860279968e-11,-3.1776669950254244e-09,3.185109466832108e-07,9.461292860279968e-11,0.0002970476512284558,0.9999999999999319,0.9999999999999999,0.04318300308659673,0.0013542259112000465,0.044658959144726396
HF_full_eq_sto3g,current_m3,truncated_cisd,state_convergence_diagnostic,0.1,,0.0297743371948396,0.9999999999998768,-3.1387975552021885e-10,-1.0541956096830244e-08,3.346989985871593e-07,,0.0009377971157522933,0.9999999999999326,1.0000000000000002,0.037139599211513996,0.0010261647403240204,0.0382618042640388
HF_full_eq_sto3g,current_m3,full_cisd,model_training,0.2,0.2,0.0595486743896792,0.9999999999570774,-2.84058437882706e-09,-4.7701891065427e-08,9.257949217448229e-06,2.84058437882706e-09,0.00030682652411545753,0.999999999999932,1.0,0.04301483300514519,0.0012380769476294518,0.04437711997888982
HF_full_eq_sto3g,current_m3,truncated_cisd,state_convergence_diagnostic,0.2,,0.0595486743896792,0.9999999999525473,-2.924117781244462e-09,-4.910466624511899e-08,9.734754476340692e-06,,0.0003003792019974644,0.9999999999999301,0.9999999999999999,0.036875440273433924,0.0010495553724467754,0.03801485477015376
HF_full_eq_sto3g,current_m3,full_cisd,model_training,0.3,0.3,0.0893230115845188,0.9999999982111496,-1.939861982158675e-08,-2.1717382203612198e-07,5.9812707868739e-05,1.939861982158675e-08,0.0003243227152356598,0.9999999999999294,1.0000000000000002,0.04318034299649298,0.0013570559676736593,0.04468064894899726
HF_full_eq_sto3g,current_m3,truncated_cisd,state_convergence_diagnostic,0.3,,0.0893230115845188,0.9999999980177785,1.8394059525528306e-08,2.0592744466663627e-07,6.296269723137085e-05,,0.00029214217837484187,0.9999999999999288,1.0000000000000002,0.03720561880618334,0.0011526737362146378,0.038447802886366844
HF_full_eq_sto3g,current_m3,full_cisd,selection_diagnostic,0.5,0.5,0.148871685974198,0.9999998963389103,-2.3227213413745673e-07,-1.5602169923548354e-06,0.0004553262900468327,2.3227213413745673e-07,0.0005101223874280712,0.9999999999999253,1.0000000000000002,0.04334432305768132,0.00215457403101027,0.04565382609143853
HF_full_eq_sto3g,current_m3,truncated_cisd,state_convergence_diagnostic,0.5,,0.148871685974198,0.9999998842813665,-1.6150784598600865e-08,-1.0848795385712278e-07,0.00048107911710760126,,3.357199268117156e-05,0.9999999999999252,0.9999999999999999,0.037006339989602566,0.0013100029900670052,0.038408143911510706
HF_full_eq_sto3g,current_m3,full_cisd,equal_cost_extra_training,0.15,,0.0446615057922594,0.9999999999972301,-7.004719443370888e-10,-1.568401987150403e-08,2.323884909496041e-06,,0.0003014228206718695,0.9999999999999301,1.0000000000000002,0.03696839977055788,0.0008944058790802956,0.03796637477353215
HF_full_eq_sto3g,current_m3,full_cisd,equal_cost_extra_training,0.25,,0.074435842987099,0.9999999996547017,-8.245108706894655e-09,-1.107679899362955e-07,2.6276611871274964e-05,,0.0003137812723834473,0.9999999999999316,1.0000000000000002,0.03698763018473983,0.0009927949868142605,0.038070364855229855
HF_full_eq_sto3g,current_m3,full_cisd,equal_cost_extra_training,0.4,,0.1190973487793584,0.9999999798869035,-7.504795407342613e-08,-6.301395861671206e-07,0.0002005643475806609,,0.0003741839214132717,0.9999999999999322,1.0,0.03700254997238517,0.0011188751086592674,0.038212153129279613
HF_full_eq_sto3g,current_m3,full_cisd,equal_cost_extra_training,0.7,,0.2084203603638772,0.9999993520599763,-1.4437236723272018e-06,-6.926980021561385e-06,0.0011383672132966264,,0.0012682407359100635,0.999999999999932,1.0000000000000002,0.03699013916775584,0.0012989840470254421,0.038378032855689526
HF_full_eq_sto3g,yoshida4,full_cisd,model_training,0.1,0.1,0.006824288858533745,0.999999999999968,-2.2267659938179918e-11,-3.2630007902338866e-09,1.2533972404940003e-09,2.2267659938179918e-11,0.01776584407462361,0.9999999999999676,1.0000000000000002,0.020986091811209917,0.0010685580782592297,0.02213499997742474
HF_full_eq_sto3g,yoshida4,truncated_cisd,state_convergence_diagnostic,0.1,,0.006824288858533745,0.9999999999999685,-2.573039004083455e-11,-3.7704133828770746e-09,1.3196294361404974e-09,,0.01949819345958808,0.9999999999999685,0.9999999999999999,0.01822203630581498,0.0008150162175297737,0.019102931953966618
HF_full_eq_sto3g,yoshida4,full_cisd,model_training,0.2,0.2,0.01364857771706749,0.9999999999999714,-7.092284537435489e-10,-5.196354290137218e-08,3.997274475062442e-08,7.092284537435489e-10,0.01774280095520511,0.9999999999999718,1.0000000000000002,0.02096738386899233,0.0010154270566999912,0.022061859956011176
HF_full_eq_sto3g,yoshida4,truncated_cisd,state_convergence_diagnostic,0.2,,0.01364857771706749,0.9999999999999711,-8.178441257555846e-10,-5.992156418854353e-08,4.2088018101329485e-08,,0.019431756653082943,0.9999999999999718,1.0,0.018187145702540874,0.0008545960299670696,0.019101951736956835
HF_full_eq_sto3g,yoshida4,full_cisd,model_training,0.3,0.3,0.020472866575601233,0.9999999999999257,-5.343660625101165e-09,-2.6101184244855735e-07,3.018304334281642e-07,5.343660625101165e-09,0.01770418100126063,0.999999999999971,1.0,0.02107821311801672,0.0010235069785267115,0.022180309984833002
HF_full_eq_sto3g,yoshida4,truncated_cisd,state_convergence_diagnostic,0.3,,0.020472866575601233,0.9999999999999208,-6.141418151806022e-09,-2.9997841919827315e-07,3.178403486846483e-07,,0.019322336440988973,0.9999999999999715,0.9999999999999999,0.01833361480385065,0.000889285933226347,0.019282600842416286
HF_full_eq_sto3g,yoshida4,full_cisd,selection_diagnostic,0.5,0.5,0.03412144429266872,0.9999999999927045,-6.700130411596561e-08,-1.9636127809033394e-06,3.8119665084188317e-06,6.700130411596561e-08,0.017576572083724085,0.9999999999999699,1.0000000000000002,0.021179673029109836,0.0010701469145715237,0.022327619837597013
HF_full_eq_sto3g,yoshida4,truncated_cisd,state_convergence_diagnostic,0.5,,0.03412144429266872,0.999999999991907,-7.622597286705002e-08,-2.2339609136483064e-06,4.015643075025347e-06,,0.01898225799526988,0.9999999999999698,0.9999999999999998,0.01823639590293169,0.000946936197578907,0.019243500661104918
HF_full_eq_sto3g,yoshida4,full_cisd,equal_cost_extra_training,0.15,,0.010236433287800616,0.9999999999999714,-1.6876394726139665e-10,-1.648659669989966e-08,9.5045271626081e-09,,0.017756164443964488,0.9999999999999715,1.0,0.01820621732622385,0.0008246968500316143,0.01909200195223093
HF_full_eq_sto3g,yoshida4,full_cisd,equal_cost_extra_training,0.25,,0.01706072214633436,0.9999999999999655,-2.1567836960834086e-09,-1.264180775927361e-07,1.2167691107289632e-07,,0.017725496785427803,0.9999999999999727,1.0000000000000002,0.018370145931839943,0.0008387761190533638,0.0192696419544518
HF_full_eq_sto3g,yoshida4,full_cisd,equal_cost_extra_training,0.4,,0.02729715543413498,0.9999999999991751,-2.2271029020970445e-08,-8.158736200446957e-07,1.2618796956364793e-06,,0.01764909055750926,0.9999999999999711,1.0000000000000002,0.01824084622785449,0.0008623162284493446,0.01916286163032055
HF_full_eq_sto3g,yoshida4,full_cisd,equal_cost_extra_training,0.7,,0.04777002200973621,0.9999999998009051,-3.466834982979172e-07,-7.257344328358446e-06,1.99534394473789e-05,,0.01737462351852617,0.999999999999975,1.0,0.01824923697859049,0.000907605979591608,0.019216111861169338
HF_full_stretch150_sto3g,current_m3,full_cisd,model_training,0.1,0.1,0.04120092942699993,0.9999999999996647,-1.2877380412001926e-10,-3.1255072618733396e-09,7.632579267207232e-07,1.2877380412001926e-10,0.00016871597347607728,0.9999999999999559,1.0,0.04304868308827281,0.0011742371134459972,0.04434244008734822
HF_full_stretch150_sto3g,current_m3,truncated_cisd,state_convergence_diagnostic,0.1,,0.04120092942699993,0.9999999999995909,-3.998233549795671e-10,-9.704231446719586e-09,8.545604301009201e-07,,0.0004678701948934724,0.9999999999999563,0.9999999999999997,0.03679192019626498,0.0010187448933720589,0.03790370607748628
HF_full_stretch150_sto3g,current_m3,full_cisd,model_training,0.2,0.2,0.08240185885399987,0.9999999997925929,-3.673545440063819e-09,-4.4580856441268274e-08,2.0364712834417247e-05,3.673545440063819e-09,0.00018038778498537765,0.9999999999999535,1.0,0.04298336314968765,0.0013110057916492224,0.04441572003997862
HF_full_stretch150_sto3g,current_m3,truncated_cisd,state_convergence_diagnostic,0.2,,0.08240185885399987,0.9999999997388902,6.903179416983818e-10,8.377455937268253e-09,2.2850098370225536e-05,,3.021072078174901e-05,0.9999999999999537,0.9999999999999999,0.03689118009060621,0.0011134548112750053,0.03810615371912718
HF_full_stretch150_sto3g,current_m3,full_cisd,model_training,0.3,0.3,0.1236027882809998,0.999999993519099,-2.4873679074777222e-08,-2.0123881848222676e-07,0.00011384950155021568,2.4873679074777222e-08,0.0002184785944258717,0.9999999999999533,1.0000000000000002,0.045768685871735215,0.0016685361042618752,0.0477258509490639
HF_full_stretch150_sto3g,current_m3,truncated_cisd,state_convergence_diagnostic,0.3,,0.1236027882809998,0.9999999917815408,2.5765464164995144e-08,2.0845374544803702e-07,0.00012820616499548636,,0.00020096899525777286,0.9999999999999513,0.9999999999999999,0.03710292000323534,0.0012238440103828907,0.03843139437958598
HF_full_stretch150_sto3g,current_m3,full_cisd,selection_diagnostic,0.5,0.5,0.20600464713499966,0.9999998419419796,-3.5900403888566856e-07,-1.742698739462925e-06,0.0005622418996103045,3.5900403888566856e-07,0.0006385223853549475,0.9999999999999564,1.0,0.04267152398824692,0.0016524659004062414,0.04446187987923622
HF_full_stretch150_sto3g,current_m3,truncated_cisd,state_convergence_diagnostic,0.5,,0.20600464713499966,0.9999997964164876,-4.895245922509339e-07,-2.3762793658248737e-06,0.0006380963384558423,,0.0007671640828335675,0.999999999999956,1.0,0.03694425104185939,0.0014301841147243977,0.03847649414092302
HF_full_stretch150_sto3g,current_m3,full_cisd,equal_cost_extra_training,0.15,,0.0618013941404999,0.99999999998551,-9.321893812419546e-10,-1.508363030003346e-08,5.374459354243399e-06,,0.00017344802887121017,0.9999999999999523,1.0,0.03697217023000121,0.000986605416983366,0.03805002477020025
HF_full_stretch150_sto3g,current_m3,full_cisd,equal_cost_extra_training,0.25,,0.10300232356749983,0.9999999985328542,-1.0456868426711452e-08,-1.0152070423788859e-07,5.416824204770493e-05,,0.00019304426415578133,0.9999999999999533,1.0,0.036929829977452755,0.0010860450565814972,0.03810608386993408
HF_full_stretch150_sto3g,current_m3,full_cisd,equal_cost_extra_training,0.4,,0.16480371770799973,0.9999999512424554,-1.0882288850599942e-07,-6.603181652662259e-07,0.00031227392057366847,,0.0003484853564014707,0.9999999999999558,1.0000000000000002,0.036932159680873156,0.0012237336486577988,0.03824872383847833
HF_full_stretch150_sto3g,current_m3,full_cisd,equal_cost_extra_training,0.7,,0.28840650598899953,0.9999992662277615,-1.5100457533001599e-06,-5.235824164652362e-06,0.0012114224611459816,,0.001246506319415348,0.9999999999999508,1.0000000000000002,0.03702055988833308,0.0017416118644177914,0.03885433217510581
HF_full_stretch150_sto3g,yoshida4,full_cisd,model_training,0.1,0.1,0.009444522181707098,0.999999999999982,-3.07603942317769e-11,-3.256956110639041e-09,3.0308156739573905e-09,3.07603942317769e-11,0.010149213129682842,0.9999999999999817,1.0000000000000002,0.02128754206933081,0.0009856780525296926,0.02235058997757733
HF_full_stretch150_sto3g,yoshida4,truncated_cisd,state_convergence_diagnostic,0.1,,0.009444522181707098,0.9999999999999815,-3.945360704804557e-11,-4.177406362014e-09,3.4219173220894352e-09,,0.011529678637575922,0.9999999999999815,0.9999999999999999,0.018213747069239616,0.0008442960679531097,0.019118332769721746
HF_full_stretch150_sto3g,yoshida4,full_cisd,model_training,0.2,0.2,0.018889044363414195,0.9999999999999781,-9.756810359640156e-10,-5.1653276745635276e-08,9.63579381959996e-08,9.756810359640156e-10,0.010125590628344536,0.9999999999999827,1.0,0.021352892043069005,0.0010225269943475723,0.022461058804765344
HF_full_stretch150_sto3g,yoshida4,truncated_cisd,state_convergence_diagnostic,0.2,,0.018889044363414195,0.9999999999999767,-1.2472969324051064e-09,-6.603282349322926e-08,1.0881520240662076e-07,,0.011462524581300744,0.9999999999999828,0.9999999999999998,0.018199245911091566,0.0008921260014176369,0.019151402171701193
HF_full_stretch150_sto3g,yoshida4,full_cisd,model_training,0.3,0.3,0.028333566545121286,0.9999999999997178,-7.300185567160611e-09,-2.5765148752223073e-07,7.238400853808118e-07,7.300185567160611e-09,0.010085356855195423,0.9999999999999798,0.9999999999999999,0.02130658202804625,0.001033947104588151,0.022415408864617348
HF_full_stretch150_sto3g,yoshida4,truncated_cisd,state_convergence_diagnostic,0.3,,0.028333566545121286,0.9999999999996451,-9.283402380155792e-09,-3.276467989080001e-07,8.177041831696398e-07,,0.011353008302062055,0.9999999999999793,0.9999999999999999,0.018296075984835625,0.0009326557628810406,0.01928913127630949
HF_full_stretch150_sto3g,yoshida4,full_cisd,selection_diagnostic,0.5,0.5,0.04722261090853548,0.9999999999595519,-8.947266616488037e-08,-1.8946996882103399e-06,8.992082426277625e-06,8.947266616488037e-08,0.009950160810738764,0.9999999999999805,1.0000000000000002,0.021796131040900946,0.0011289671529084444,0.023011917946860194
HF_full_stretch150_sto3g,yoshida4,truncated_cisd,state_convergence_diagnostic,0.5,,0.04722261090853548,0.999999999948275,-1.1207254280165557e-07,-2.373281371898869e-06,1.0169104662218618e-05,,0.011020885960397268,0.9999999999999802,1.0,0.01823892630636692,0.0010002362541854382,0.01929942099377513
HF_full_stretch150_sto3g,yoshida4,full_cisd,equal_cost_extra_training,0.15,,0.014166783272560643,0.999999999999981,-2.327304460258972e-10,-1.6427896266096492e-08,2.2953021558913347e-08,,0.010139425235520723,0.9999999999999812,0.9999999999999999,0.018268775660544634,0.0008171964436769485,0.01914653182029724
HF_full_stretch150_sto3g,yoshida4,full_cisd,equal_cost_extra_training,0.25,,0.02361130545426774,0.9999999999999374,-2.957809552839308e-09,-1.2527090289726798e-07,2.9263192615593156e-07,,0.010107610579931092,0.99999999999998,1.0000000000000002,0.018321576062589884,0.0008565261960029602,0.0192381520755589
HF_full_stretch150_sto3g,yoshida4,full_cisd,equal_cost_extra_training,0.4,,0.03777808872682839,0.9999999999954687,-3.012630878096445e-08,-7.974545509384128e-07,3.004409673643232e-06,,0.010027363793045054,0.9999999999999819,0.9999999999999999,0.018257305957376957,0.0008959071710705757,0.019214380998164415
HF_full_stretch150_sto3g,yoshida4,full_cisd,equal_cost_extra_training,0.7,,0.06611165527194966,0.9999999989456267,-4.46900991768473e-07,-6.759791294441956e-06,4.592067070542143e-05,,0.009732022309415255,0.9999999999999808,1.0,0.018199266865849495,0.0009626760147511959,0.019221691880375147
