condition,formula,point_role,relative_to_proxy_t_ana,short_grid_index,time,echo_real,echo_imaginary,echo_imag_hartree,state_error,diagonal_signal,cancellation_index,pf_state_norm,exact_state_norm,pf_action_seconds,hamiltonian_evolution_seconds,proxy_point_seconds
N2_active_stretch150_sto3g,yoshida4,selection_diagnostic,0.05,,0.012414154459856002,0.9999999999999717,-2.4735213877136175e-12,-1.9925008954192674e-10,6.992917855790615e-12,2.4735213877136175e-12,0.3537180671535234,0.9999999999999718,1.0,0.07921574520878494,0.004274589009582996,0.08374919299967587
N2_active_stretch150_sto3g,yoshida4,model_training,0.1,,0.024828308919712005,0.9999999999999745,-7.913722455121786e-11,-3.1873787621672546e-09,2.2373154712753621e-10,7.913722455121786e-11,0.35371509099745496,0.9999999999999744,1.0,0.07903587608598173,0.004601367982104421,0.08389073284342885
N2_active_stretch150_sto3g,yoshida4,model_training,0.2,,0.04965661783942401,0.9999999999999706,-2.530311404846941e-09,-5.095617693958295e-08,7.1543187324171865e-09,2.530311404846941e-09,0.3536760800691976,0.9999999999999706,1.0,0.07921076589263976,0.004706308012828231,0.08416698197834194
N2_active_stretch150_sto3g,yoshida4,model_training,0.3,,0.07448492675913601,0.9999999999999685,-1.9188194699815142e-08,-2.5761178180203553e-07,5.4263833565498e-08,1.9188194699815142e-08,0.3536092723094184,0.9999999999999697,1.0000000000000002,0.07907347590662539,0.00494831707328558,0.08427251107059419
N2_active_stretch150_sto3g,yoshida4,selection_diagnostic,0.5,,0.12414154459856001,0.9999999999997299,-2.456747507095791e-07,-1.978988996020828e-06,6.952081272903874e-07,2.456747507095791e-07,0.3533830245441897,0.9999999999999715,1.0,0.07878648699261248,0.005334705114364624,0.08438405185006559
CO_active_eq_sto3g,current_m3,proxy_scale_fit,,0,0.02,0.9999999999999012,-5.551947790394252e-13,-2.7759738951971258e-11,8.730306634663903e-12,5.551947790394252e-13,0.06359396093088074,0.9999999999999013,0.9999999999999999,0.2810297990217805,0.007991428952664137,0.2897946550510824
CO_active_eq_sto3g,current_m3,proxy_scale_fit,,1,0.02292183941538839,0.9999999999999093,-1.0976497488712766e-12,-4.7886634618615226e-11,1.726186494152184e-11,1.0976497488712766e-12,0.06358813213924414,0.999999999999909,1.0,0.24536157492548227,0.0075209790375083685,0.2535318329464644
CO_active_eq_sto3g,current_m3,proxy_scale_fit,,2,0.026270536109242643,0.9999999999998972,-2.1705415242934123e-12,-8.262265814703951e-11,3.4132610317573394e-11,2.1705415242934123e-12,0.06359143071972714,0.9999999999998973,0.9999999999999999,0.24365446995943785,0.007364569930359721,0.2520263069309294
CO_active_eq_sto3g,current_m3,proxy_scale_fit,,3,0.030108450502611094,0.9999999999998948,-4.293121413923018e-12,-1.4258858699987586e-10,6.749224698698934e-11,4.293121413923018e-12,0.06360910483170924,0.9999999999998946,1.0,0.24648832296952605,0.007374809822067618,0.2545249601826072
CO_active_eq_sto3g,current_m3,proxy_scale_fit,,4,0.034507053373351075,0.9999999999998959,-8.490486091972116e-12,-2.4605074215143223e-10,1.3345526854044166e-10,8.490486091972116e-12,0.06362046388149298,0.9999999999998959,1.0,0.24815199710428715,0.009873253991827369,0.2587830100674182
