condition,formula,point_role,relative_to_proxy_t_ana,short_grid_index,time,echo_real,echo_imaginary,echo_imag_hartree,state_error,diagonal_signal,cancellation_index,pf_state_norm,exact_state_norm,pf_action_seconds,hamiltonian_evolution_seconds,proxy_point_seconds
HF_full_eq_sto3g,current_m3,model_training,0.3,,0.0893230115845188,0.9999999982111496,-1.939861982158675e-08,-2.1717382203612198e-07,5.9812707868739e-05,1.939861982158675e-08,0.0003243227152356598,0.9999999999999294,1.0000000000000002,0.04318034299649298,0.0013570559676736593,0.04468064894899726
HF_full_eq_sto3g,current_m3,selection_diagnostic,0.5,,0.148871685974198,0.9999998963389103,-2.3227213413745673e-07,-1.5602169923548354e-06,0.0004553262900468327,2.3227213413745673e-07,0.0005101223874280712,0.9999999999999253,1.0000000000000002,0.04334432305768132,0.00215457403101027,0.04565382609143853
HF_full_eq_sto3g,yoshida4,proxy_scale_fit,,0,0.02,0.9999999999999355,-4.757468363703055e-09,-2.3787341818515273e-07,2.686715334235938e-07,4.757468363703055e-09,0.01770737786426491,0.9999999999999715,1.0,0.02138503105379641,0.001116377068683505,0.02258253889158368
HF_full_eq_sto3g,yoshida4,proxy_scale_fit,,1,0.02292183941538839,0.9999999999998297,-9.367725206654853e-09,-4.0868121606182736e-07,5.296584311991116e-07,9.367725206654853e-09,0.017686351533094533,0.9999999999999698,1.0,0.023694314993917942,0.0011078370735049248,0.024908231804147363
HF_full_eq_sto3g,yoshida4,proxy_scale_fit,,2,0.026270536109242643,0.9999999999994276,-1.842080604719243e-08,-7.011964266961237e-07,1.043171355340401e-06,1.842080604719243e-08,0.01765846613108109,0.9999999999999714,1.0000000000000002,0.02094584284350276,0.0010845968499779701,0.02211468992754817
HF_full_eq_sto3g,yoshida4,proxy_scale_fit,,3,0.030108450502611094,0.9999999999978662,-3.615858173988684e-08,-1.2009446230635836e-06,2.0519711527405846e-06,3.615858173988684e-08,0.017621388922351044,0.9999999999999711,1.0000000000000002,0.020888584200292826,0.0010864771902561188,0.022057219874113798
HF_full_eq_sto3g,yoshida4,proxy_scale_fit,,4,0.034507053373351075,0.9999999999918487,-7.080957975524882e-08,-2.052032058174323e-06,4.029698064948984e-06,7.080957975524882e-08,0.01757193184550547,0.9999999999999677,1.0000000000000002,0.024240965023636818,0.0014721250627189875,0.025867319898679852
HF_full_eq_sto3g,yoshida4,selection_diagnostic,0.05,,0.0034121444292668727,0.9999999999999696,-6.966649479522857e-13,-2.04172174535405e-10,3.9201944805656845e-11,6.966649479522857e-13,0.017771183327918896,0.9999999999999696,1.0,0.02109932294115424,0.0010047669056802988,0.022190190153196454
HF_full_eq_sto3g,yoshida4,model_training,0.1,,0.006824288858533745,0.999999999999968,-2.2267659938179918e-11,-3.2630007902338866e-09,1.2533972404940003e-09,2.2267659938179918e-11,0.01776584407462361,0.9999999999999676,1.0000000000000002,0.020986091811209917,0.0010685580782592297,0.02213499997742474
HF_full_eq_sto3g,yoshida4,model_training,0.2,,0.01364857771706749,0.9999999999999714,-7.092284537435489e-10,-5.196354290137218e-08,3.997274475062442e-08,7.092284537435489e-10,0.01774280095520511,0.9999999999999718,1.0000000000000002,0.02096738386899233,0.0010154270566999912,0.022061859956011176
HF_full_eq_sto3g,yoshida4,model_training,0.3,,0.020472866575601233,0.9999999999999257,-5.343660625101165e-09,-2.6101184244855735e-07,3.018304334281642e-07,5.343660625101165e-09,0.01770418100126063,0.999999999999971,1.0,0.02107821311801672,0.0010235069785267115,0.022180309984833002
HF_full_eq_sto3g,yoshida4,selection_diagnostic,0.5,,0.03412144429266872,0.9999999999927045,-6.700130411596561e-08,-1.9636127809033394e-06,3.8119665084188317e-06,6.700130411596561e-08,0.017576572083724085,0.9999999999999699,1.0000000000000002,0.021179673029109836,0.0010701469145715237,0.022327619837597013
HF_full_stretch150_sto3g,current_m3,proxy_scale_fit,,0,0.02,0.9999999999999547,-3.5629277306270524e-12,-1.7814638653135262e-10,2.1540793726049016e-08,3.5629277306270524e-12,0.00016540373469703894,0.9999999999999547,1.0000000000000002,0.0429492041002959,0.0011368368286639452,0.045816805912181735
HF_full_stretch150_sto3g,current_m3,proxy_scale_fit,,1,0.02292183941538839,0.9999999999999571,-7.0295436138678724e-12,-3.066744987816574e-10,4.240635898080662e-08,7.0295436138678724e-12,0.00016576626201389956,0.9999999999999578,1.0,0.042910264106467366,0.0011403670068830252,0.044182559940963984
HF_full_stretch150_sto3g,current_m3,proxy_scale_fit,,2,0.026270536109242643,0.9999999999999521,-1.3854251079692403e-11,-5.2736841844724e-10,8.336713892056646e-08,1.3854251079692403e-11,0.00016618359774698462,0.9999999999999557,1.0,0.04286895296536386,0.0011585371103137732,0.044149209978058934
HF_full_stretch150_sto3g,current_m3,proxy_scale_fit,,3,0.030108450502611094,0.999999999999942,-2.728106629490412e-11,-9.060933339142852e-10,1.6359235824405891e-07,2.728106629490412e-11,0.0001667624734292555,0.9999999999999553,1.0000000000000002,0.04316770285367966,0.0011689660605043173,0.04446061002090573
HF_full_stretch150_sto3g,current_m3,proxy_scale_fit,,4,0.034507053373351075,0.9999999999999045,-5.3635373920002394e-11,-1.5543307433321339e-09,3.2024677370018387e-07,5.3635373920002394e-11,0.00016748138724487514,0.9999999999999556,1.0000000000000002,0.043315652990713716,0.0011490071192383766,0.044588969089090824
HF_full_stretch150_sto3g,current_m3,selection_diagnostic,0.05,,0.020600464713499966,0.9999999999999516,-4.129308006639576e-12,-2.0044732310982984e-10,2.4952958862672708e-08,4.129308006639576e-12,0.00016548370192749504,0.9999999999999517,1.0,0.0430880740750581,0.0012009160127490759,0.0444147998932749
HF_full_stretch150_sto3g,current_m3,model_training,0.1,,0.04120092942699993,0.9999999999996647,-1.2877380412001926e-10,-3.1255072618733396e-09,7.632579267207232e-07,1.2877380412001926e-10,0.00016871597347607728,0.9999999999999559,1.0,0.04304868308827281,0.0011742371134459972,0.04434244008734822
HF_full_stretch150_sto3g,current_m3,model_training,0.2,,0.08240185885399987,0.9999999997925929,-3.673545440063819e-09,-4.4580856441268274e-08,2.0364712834417247e-05,3.673545440063819e-09,0.00018038778498537765,0.9999999999999535,1.0,0.04298336314968765,0.0013110057916492224,0.04441572003997862
HF_full_stretch150_sto3g,current_m3,model_training,0.3,,0.1236027882809998,0.999999993519099,-2.4873679074777222e-08,-2.0123881848222676e-07,0.00011384950155021568,2.4873679074777222e-08,0.0002184785944258717,0.9999999999999533,1.0000000000000002,0.045768685871735215,0.0016685361042618752,0.0477258509490639
HF_full_stretch150_sto3g,current_m3,selection_diagnostic,0.5,,0.20600464713499966,0.9999998419419796,-3.5900403888566856e-07,-1.742698739462925e-06,0.0005622418996103045,3.5900403888566856e-07,0.0006385223853549475,0.9999999999999564,1.0,0.04267152398824692,0.0016524659004062414,0.04446187987923622
HF_full_stretch150_sto3g,yoshida4,proxy_scale_fit,,0,0.02,0.9999999999999708,-1.2965434281753119e-09,-6.48271714087656e-08,1.2809495305900985e-07,1.2965434281753119e-09,0.010121737017835744,0.9999999999999788,1.0000000000000002,0.021191862877458334,0.0010842571500688791,0.022356810048222542
HF_full_stretch150_sto3g,yoshida4,proxy_scale_fit,,1,0.02292183941538839,0.9999999999999478,-2.5531702307901583e-09,-1.1138592259206337e-07,2.525266600644853e-07,2.5531702307901583e-09,0.010110497759476878,0.9999999999999797,1.0,0.021220461931079626,0.0010888571850955486,0.022440989036113024
HF_full_stretch150_sto3g,yoshida4,proxy_scale_fit,,2,0.026270536109242643,0.999999999999855,-5.0211242941244905e-09,-1.9113139805159633e-07,4.973570186875384e-07,5.0211242941244905e-09,0.010095613624543986,0.9999999999999786,1.0,0.021171312080696225,0.0010860171169042587,0.022335398942232132
HF_full_stretch150_sto3g,yoshida4,proxy_scale_fit,,3,0.030108450502611094,0.9999999999995025,-9.857512472954966e-09,-3.274001919195441e-07,9.783301459733988e-07,9.857512472954966e-09,0.01007585477512516,0.9999999999999809,1.0000000000000002,0.02147802198305726,0.0011010370217263699,0.022665019147098064
HF_full_stretch150_sto3g,yoshida4,proxy_scale_fit,,4,0.034507053373351075,0.9999999999981337,-1.9307904719489954e-08,-5.595350176842675e-07,1.921271213522197e-06,1.9307904719489954e-08,0.010049546666601782,0.9999999999999791,1.0000000000000002,0.021348221926018596,0.0010819570161402225,0.02252083900384605
HF_full_stretch150_sto3g,yoshida4,selection_diagnostic,0.05,,0.004722261090853549,0.999999999999982,-9.634515407697108e-13,-2.040233528459069e-10,9.486701015140372e-11,9.634515407697108e-13,0.010155812217883572,0.9999999999999818,1.0000000000000002,0.02149826195091009,0.000982077093794942,0.02255583880469203
HF_full_stretch150_sto3g,yoshida4,model_training,0.1,,0.009444522181707098,0.999999999999982,-3.07603942317769e-11,-3.256956110639041e-09,3.0308156739573905e-09,3.07603942317769e-11,0.010149213129682842,0.9999999999999817,1.0000000000000002,0.02128754206933081,0.0009856780525296926,0.02235058997757733
HF_full_stretch150_sto3g,yoshida4,model_training,0.2,,0.018889044363414195,0.9999999999999781,-9.756810359640156e-10,-5.1653276745635276e-08,9.63579381959996e-08,9.756810359640156e-10,0.010125590628344536,0.9999999999999827,1.0,0.021352892043069005,0.0010225269943475723,0.022461058804765344
HF_full_stretch150_sto3g,yoshida4,model_training,0.3,,0.028333566545121286,0.9999999999997178,-7.300185567160611e-09,-2.5765148752223073e-07,7.238400853808118e-07,7.300185567160611e-09,0.010085356855195423,0.9999999999999798,0.9999999999999999,0.02130658202804625,0.001033947104588151,0.022415408864617348
HF_full_stretch150_sto3g,yoshida4,selection_diagnostic,0.5,,0.04722261090853548,0.9999999999595519,-8.947266616488037e-08,-1.8946996882103399e-06,8.992082426277625e-06,8.947266616488037e-08,0.009950160810738764,0.9999999999999805,1.0000000000000002,0.021796131040900946,0.0011289671529084444,0.023011917946860194
