budget_1pct_excess_hartree,budget_1pct_target_met,budget_base_excess_hartree,budget_base_target_met,condition,direct_grid_minimum_cost,direct_grid_minimum_time,eta_min,eta_star,eta_t,fine_selected,formula,maximum_eigenpair_residual_2_norm,maximum_unseen_residual_over_epsilon,minimum_adjacent_vector_overlap_probability,minimum_ground_overlap_probability,model,passed,primary,status,training_design_condition_number
0.0,True,0.0,True,N2_active_eq_sto3g,522028975.1309489,0.14967781858600307,0.0,2.1166897125512333e-06,0.0,True,yoshida4,9.338725185491466e-15,3.9167925092041326e-06,0.9999999999884439,0.9999999995984736,two_term_5point,True,True,complete,29.20924143389023
0.0,True,8.451564755549215e-09,False,N2_active_stretch150_sto3g,286380774.2974635,0.2702818707339026,0.0,6.647738514828412e-05,0.0,True,yoshida4,1.2040788609620296e-14,0.00012304581508170806,0.9999999992246904,0.9999999728594406,two_term_5point,True,True,complete,29.20924143389023
0.0,True,1.5689418028110545e-09,False,CO_active_eq_sto3g,981310127.0587711,0.15677109420783011,0.0,1.231251540090967e-05,0.0,True,yoshida4,1.67227156535513e-14,2.287863901430623e-05,0.9999999999418152,0.9999999979963778,two_term_5point,True,True,complete,29.20924143389024
0.0,True,3.4928637598398166e-08,False,CO_active_stretch150_sto3g,648130766.0179403,0.23588398576779454,0.0,0.00027394065064287033,0.0,True,yoshida4,1.8028080753211857e-14,0.000508043762089376,0.9999999967805147,0.999999887351192,two_term_5point,True,True,complete,29.20924143389023
