point_count,minimum_time,maximum_time,scaled_design_condition_number,fitted_a4,fitted_a6,fitted_a8,maximum_fit_residual_hartree,diagnostic_only,used_to_refute_operator_decomposition,condition,formula,formal_a8,fitted_vs_formal_a8_relative_difference
5,0.006824288464710328,0.03412144232355164,159.29571232408438,-1.5068098186340166,50.36166858478213,-409.71369621795805,7.648839593770641e-14,True,False,HF_full_eq_sto3g,yoshida4,-450.0025365922554,0.08953025171678719
5,0.029774163152052547,0.14887081576026273,159.29571232408438,0.011023861049068346,-2.4859044105291397,81.42995768610315,8.828886369330086e-08,True,False,HF_full_eq_sto3g,current_m3,2.9682438967734193,26.43371519254878
5,0.009444520605881988,0.04722260302940994,159.29571232408438,-0.41053876143281387,13.462856350212187,-114.55794010086254,5.020192278741003e-13,True,False,HF_full_stretch150_sto3g,yoshida4,-135.46912004565667,0.1543612296126712
5,0.0411991164890432,0.205995582445216,159.29571232408438,-0.002395957587387451,0.05917108990360931,-0.2223601986368815,4.995009871180906e-08,True,False,HF_full_stretch150_sto3g,current_m3,0.7071868198127897,1.314429217863175
