condition,formula,model,committed_passed,a4,d4_frobenius_norm,d4_coupling_norm,a8_diag,a8_mix,a8_total,formal_a6,analytic_time,formal_t4_contribution_at_t_ana,formal_t6_contribution_at_t_ana,formal_t8_contribution_at_t_ana,absolute_t8_over_t4_plus_t6_at_t_ana,mixing_fraction,a8_cancellation_ratio,physical_gap_hartree,phase_compression_ratio,leading_diagonal_ratio,leading_coupling_ratio,leading_diagonal_cancellation,substantial_leading_coupling,substantial_state_mixing,strong_a8_cancellation,phase_compression
HF_full_eq_sto3g,yoshida4,two_term_5point,True,-1.506815411980176,620.7642603708211,84.76659774987743,-301.64129975362357,-148.36123683864136,-450.0025365922554,50.38989341521421,0.06824288464710328,-3.268056519286804e-05,5.089647413935453e-06,-2.116771464342645e-07,0.007671986417062699,0.329689779000218,1.0000000000000213,0.5623239661768622,1.0000000051938733,0.002427355291169729,0.13655199430979012,True,True,True,False,False
HF_full_eq_sto3g,current_m3,two_term_5point,diagnostic_control_not_reclassified,-0.004117316787593415,89.64279155146241,14.053057006173834,6.522276870449318,-3.554032973674825,2.9682438967734193,0.0782702363215396,0.29774163152052546,-3.23573195825807e-05,5.4529815469206524e-05,0.00018332263630451296,8.268019858562287,0.352711759429203,3.3947041397364384,0.5623239661768622,0.8151628531668705,4.5930260719622204e-05,0.15676728449611269,True,True,True,True,False
HF_full_stretch150_sto3g,yoshida4,two_term_5point,False,-0.4105505120242126,584.478787192258,40.418279508747176,-100.1276670847472,-35.34145296090789,-135.46912004565667,13.491986128346815,0.09444520605881988,-3.266527148493398e-05,9.575366305061318e-06,-8.57589900036441e-07,0.037141334854159436,0.2608819851269227,0.9999999999999882,0.1751910263264449,1.0000000176227328,0.0007024215780292578,0.06915268850544617,True,False,True,False,False
HF_full_stretch150_sto3g,current_m3,two_term_5point,diagnostic_control_not_reclassified,-0.0011218139274875678,84.26289837917524,6.827430274853189,1.5560113716696673,-0.8488245518566185,0.7071868198127897,0.019764817908529013,0.411991164890432,-3.2320080846473825e-05,9.66540894823881e-05,0.0005869990248384268,9.1242413971191,0.3529656820046004,3.4005666623748825,0.1751910263264449,0.3363995769103476,1.3313260629126582e-05,0.08102534337390561,True,False,True,True,False
