point_role,used_as_direct_truth,used_for_model_fit,used_for_cost_validation,source,time,signed_pf_eigenvalue_shift_hartree,committed_signed_shift_hartree,committed_shift_absolute_difference_hartree,ground_overlap_probability,adjacent_selected_vector_overlap_probability,phase_unwrap_integer,eigenpair_residual_2_norm,selected_phase_gap_radians,phase_gap_over_time_hartree,condition,formula,relative_to_t_ana,physical_excitation_gap_hartree,normalized_phase_gap_over_physical_gap,build_seconds
f05_diagnostic_only,False,False,False,new_predeclared_f05_diagnostic,0.09916746636176088,-2.7058149612457782e-05,,,0.9999998285494769,0.9999999770481086,-1,3.15112566781493e-15,0.017375753580504517,0.17521627019407882,HF_full_stretch150_sto3g,yoshida4,1.05,0.17519102632640937,1.0001440933830847,0.014390017138794065
f05_diagnostic_only,False,False,False,new_predeclared_f05_diagnostic,0.10388972666470188,-3.0297155348080196e-05,,,0.9999994758387009,0.99999989946137,-1,2.50580909641027e-15,0.01820347137294161,0.1752191670663671,HF_full_stretch150_sto3g,yoshida4,1.1,0.17519102632640937,1.0001606288892062,0.014388176845386624
f05_diagnostic_only,False,False,False,new_predeclared_f05_diagnostic,0.10861198696764286,-3.074930226176775e-05,,,0.999997167893275,0.9999990627748754,-1,3.596475292841509e-15,0.019030909338396577,0.17521923564538203,HF_full_stretch150_sto3g,yoshida4,1.15,0.17519102632640937,1.00016102034199,0.01452177600003779
f05_diagnostic_only,False,False,False,new_predeclared_f05_diagnostic,0.11805650757352486,-6.309774371970889e-05,,,0.9999930248964691,0.9999815127172607,-1,3.729235975273981e-15,0.020689483871385694,0.17525068542706476,HF_full_stretch150_sto3g,yoshida4,1.25,0.17519102632640937,1.0003405374230998,0.014477028045803308
f05_diagnostic_only,False,False,False,reused_committed_point,0.0411991164890432,-3.1286191415347275e-09,-3.128634312366871e-09,1.5170832143651623e-14,0.9999999999998204,,0,6.672261820637829e-15,0.007217715623516941,0.1751910292890983,HF_full_stretch150_sto3g,current_m3,0.1,0.17519102632640937,1.0000000169111911,0.02892610221169889
f05_diagnostic_only,False,False,False,reused_committed_point,0.0823982329780864,-4.24496136020025e-08,-4.2449609091477207e-08,4.510525294048418e-15,0.9999999998208389,0.9999999998319677,0,6.4298253737202505e-15,0.014435434290961686,0.17519106623076192,HF_full_stretch150_sto3g,current_m3,0.2,0.17519102632640937,1.0000002277762359,0.028902314137667418
f05_diagnostic_only,False,False,False,reused_committed_point,0.12359734946712961,-3.826391221650738e-07,-3.8263912665369397e-07,4.4886201816169194e-15,0.9999999572659057,0.9999999515939101,-1,5.89680970936144e-15,0.021653192336737296,0.17519139714639193,HF_full_stretch150_sto3g,current_m3,0.3,0.17519102632640937,1.0000021166608264,0.028879318851977587
f05_diagnostic_only,False,False,False,reused_committed_point,0.1647964659561728,-6.976394359980986e-07,-6.976394419309256e-07,5.932826920915907e-15,0.9999999745778537,0.9999999966415118,-1,4.789251169530114e-15,0.02887097185798068,0.17519169291930592,HF_full_stretch150_sto3g,current_m3,0.4,0.17519102632640937,1.0000038049488638,0.028795033926144242
f05_diagnostic_only,False,False,False,reused_committed_point,0.205995582445216,-5.145824601981985e-07,-5.145824538489088e-07,6.349289727674797e-15,0.9999997095712407,0.9999998525840327,-1,4.125348923167434e-15,0.03608867586265786,0.1751915037899201,HF_full_stretch150_sto3g,current_m3,0.5,0.17519102632640937,1.0000027253879422,0.02879586606286466
f05_diagnostic_only,False,False,False,new_predeclared_f05_diagnostic,0.30899337366782403,-3.995845112569896e-06,,,0.9999990466145069,0.9999977059461721,-2,1.9343929986775328e-15,0.05413390665029303,0.17519439335449438,HF_full_stretch150_sto3g,current_m3,0.75,0.17519102632640937,1.000019219181231,0.028705307049676776
f05_diagnostic_only,False,False,False,new_predeclared_f05_diagnostic,0.3501924901568672,-3.698913376837254e-05,,,0.9999799537954936,0.9999713988273629,-2,2.278431580992219e-15,0.06136327762070704,0.17522728026868772,HF_full_stretch150_sto3g,current_m3,0.85,0.17519102632640937,1.0002069394936406,0.028842533007264137
f05_diagnostic_only,False,False,False,new_predeclared_f05_diagnostic,0.37079204840138885,-2.132124809151037e-05,,,0.9999958286468338,0.9999937503417109,-2,3.6498585036281874e-15,0.06496706382418262,0.17521158855557398,HF_full_stretch150_sto3g,current_m3,0.9,0.17519102632640937,1.000117370333377,0.028822154039517045
f05_diagnostic_only,False,False,False,new_predeclared_f05_diagnostic,0.3913916066459104,-1.757305304295187e-05,,,0.9999963157451596,0.9999999236613063,-2,3.5217553342815673e-15,0.06857489412259078,0.17520788120689076,HF_full_stretch150_sto3g,current_m3,0.95,0.17519102632640937,1.0000962085834806,0.0286494679749012
f05_diagnostic_only,False,False,False,new_predeclared_f05_diagnostic,0.411991164890432,-1.2458639268686511e-05,,,0.9999941863959322,0.9999997268554233,-2,2.6676074571440987e-15,0.07218206387302317,0.17520294128690794,HF_full_stretch150_sto3g,current_m3,1.0,0.17519102632640937,1.0000680112489115,0.028823046945035458
f05_diagnostic_only,False,False,False,new_predeclared_f05_diagnostic,0.43259072313495367,3.891613381767911e-06,,,0.9999817537185195,0.9999965078425505,-3,3.5315923654351596e-15,0.07578429651367499,0.17518705894678388,HF_full_stretch150_sto3g,current_m3,1.05,0.17519102632640937,0.9999773539792038,0.02866144711151719
f05_diagnostic_only,False,False,False,new_predeclared_f05_diagnostic,0.45319028137947526,0.0014075945851530491,,,0.9754537496768753,0.9767381596284908,-3,4.356472748455437e-15,0.02670840085044248,0.05893418713469368,HF_full_stretch150_sto3g,current_m3,1.1,0.17519102632640937,0.3363995769103476,0.02864266699180007
f05_diagnostic_only,False,False,False,new_predeclared_f05_diagnostic,0.4737898396239968,-7.361716125586781e-05,,,0.9999716546623326,0.9741314199803116,-3,3.877997358305072e-15,0.08303955696003822,0.1752666478157046,HF_full_stretch150_sto3g,current_m3,1.15,0.17519102632640937,1.000431651614132,0.028765746857970953
f05_diagnostic_only,False,False,False,new_predeclared_f05_diagnostic,0.5149889561130401,-4.8092875609029306e-05,,,0.999995517459622,0.999979993573135,-3,1.6604920657988553e-15,0.09023688625838146,0.17522101238725293,HF_full_stretch150_sto3g,current_m3,1.25,0.17519102632640937,1.0001711620821703,0.028623758116737008
