case,point_index,theta_radians,single_vector_branch_index,continuous_branch_index,selection_rules_agree,single_vector_overlap_probability,continuous_previous_overlap_probability,continuous_ground_subspace_projection_probability,selected_phase_gap_radians,subspace_warning
rotating_near_degenerate_ground_subspace,0,0.0,0,0,True,1.0,1.0,1.0,1.0000000000287557e-07,True
rotating_near_degenerate_ground_subspace,1,0.19634954084936207,0,0,True,0.9619397663485677,0.9619397663485677,1.0000000000000004,9.999999993348663e-08,True
rotating_near_degenerate_ground_subspace,2,0.39269908169872414,0,0,True,0.8535533907817674,0.9619397662647321,1.0,1.0000000018328681e-07,True
rotating_near_degenerate_ground_subspace,3,0.5890486225480862,0,0,True,0.6913417153600456,0.9619397658129413,1.0,9.999999998899778e-08,True
rotating_near_degenerate_ground_subspace,4,0.7853981633974483,1,1,True,0.5000000013297435,0.9619397671052046,1.0,9.999999993348663e-08,True
rotating_near_degenerate_ground_subspace,5,0.9817477042468103,0,1,False,0.6913417164073581,0.9619397654317976,1.0000000000000002,1.0000000003063114e-07,True
rotating_near_degenerate_ground_subspace,6,1.1780972450961724,0,1,False,0.8535533906540679,0.9619397662769628,1.0,1.0000000016940902e-07,True
rotating_near_degenerate_ground_subspace,7,1.3744467859455345,0,1,False,0.961939766265777,0.9619397666471343,1.0000000000000002,9.999999987797548e-08,True
rotating_near_degenerate_ground_subspace,8,1.5707963267948966,0,1,False,1.0,0.9619397661578092,1.0,1.0000000012777566e-07,True
