condition,formula,point_role,new_direct_truth_coordinate,minimum_inserted_time,uniform_anchor_time_factor,source_truth_provenance,source_signed_direct_shift_hartree,source_reproduction_absolute_difference_hartree,time,signed_direct_shift_hartree,direct_error_hartree,direct_cost,ground_state_overlap_probability,previous_branch_overlap_probability,degenerate_subspace_projector_overlap_probability,minimum_selected_phase_gap_radians,phase_cluster_size,branch_quality,selected_eigenvalue,selected_eigenvalue_magnitude,eigenpair_residual_2_norm,unitarity_residual_frobenius,selected_eigenbranch_id,maximum_ground_overlap_comparator_id,branch_selection_disagrees_with_comparator,phase_unwrap_integer,selection_rule,timing_seconds,peak_cpu_rss_kib
CO_active_stretch150_sto3g,current_m3,inserted_exact_time_triplet,True,,,,,,0.8566133367119216,-1.4609246609289908e-05,1.4609246609289908e-05,364968276.04628146,0.9999999520150468,0.9999999999996716,0.9999999999996716,0.05709255199835578,1,resolved,"{'real': -0.743366116698752, 'imag': 0.6688847558018929}",0.9999999999999702,3.114892780449725e-14,9.868283008863366e-12,157,157,False,0,maximum previous-selected-vector overlap from saved lower anchor,"{'schur': 6.107204692903906, 'unitarity': 0.619626218918711, 'backend': 'gpu_component_sector_dense_final_cpu_schur', 'physical_gpu_id': 0, 'build_seconds': 0.8119814600795507, 'cpu_component_gate_materialization_seconds': 0.3440510774962604, 'gpu_transfer_sparse_multiply_seconds': 0.4355974281206727, 'gpu_dense_multiply_seconds': 0.015546690206974745, 'output_transfer_seconds': 0.008166713174432516, 'cupy_pool_peak_reserved_mib': 262.64892578125, 'gpu_memory': {'physical_gpu_id': 0, 'samples': 4, 'minimum_used_mib': 587, 'maximum_used_mib': 701, 'peak_increment_mib': 114}, 'unique_s2_stage_count': 4, 'total': 7.565522842109203}",1007604
CO_active_stretch150_sto3g,current_m3,inserted_exact_time_triplet,True,,,,,,0.8650290302476935,-1.518067578203433e-05,1.518067578203433e-05,362849987.3899019,0.9999999416207193,0.9999999983193602,0.9999999983193602,0.057653564781671586,1,resolved,"{'real': -0.7173740177836463, 'imag': 0.6966882506608301}",0.9999999999999494,2.4173136594644824e-14,1.007210881850367e-11,137,137,False,0,maximum previous-selected-vector overlap from saved lower anchor,"{'schur': 6.088011410087347, 'unitarity': 0.6188858221285045, 'backend': 'gpu_component_sector_dense_final_cpu_schur', 'physical_gpu_id': 0, 'build_seconds': 0.8130182847380638, 'cpu_component_gate_materialization_seconds': 0.34341035271063447, 'gpu_transfer_sparse_multiply_seconds': 0.4372879406437278, 'gpu_dense_multiply_seconds': 0.015556597150862217, 'output_transfer_seconds': 0.008097942918539047, 'cupy_pool_peak_reserved_mib': 262.64892578125, 'gpu_memory': {'physical_gpu_id': 0, 'samples': 4, 'minimum_used_mib': 587, 'maximum_used_mib': 701, 'peak_increment_mib': 114}, 'unique_s2_stage_count': 4, 'total': 7.546687884721905}",1007608
CO_active_stretch150_sto3g,current_m3,inserted_exact_time_triplet,True,,,,,,0.8652659966787087,-1.519699111857161e-05,1.519699111857161e-05,362791668.8405599,0.9999999411606788,0.9999999999976708,0.9999999999976708,0.05766936171373085,1,resolved,"{'real': -0.7166269173040815, 'imag': 0.6974567093341213}",0.9999999999999659,2.893576740455473e-14,9.757313687603783e-12,168,168,False,0,maximum previous-selected-vector overlap from saved lower anchor,"{'schur': 6.128843364305794, 'unitarity': 0.6192308608442545, 'backend': 'gpu_component_sector_dense_final_cpu_schur', 'physical_gpu_id': 0, 'build_seconds': 0.8122665877453983, 'cpu_component_gate_materialization_seconds': 0.3442209386266768, 'gpu_transfer_sparse_multiply_seconds': 0.4356613424606621, 'gpu_dense_multiply_seconds': 0.015553819946944714, 'output_transfer_seconds': 0.008265162352472544, 'cupy_pool_peak_reserved_mib': 262.64892578125, 'gpu_memory': {'physical_gpu_id': 0, 'samples': 4, 'minimum_used_mib': 587, 'maximum_used_mib': 701, 'peak_increment_mib': 114}, 'unique_s2_stage_count': 4, 'total': 7.587412179913372}",1007608
CO_active_stretch150_sto3g,current_m3,inserted_exact_time_triplet,True,,,,,,0.8739186566454958,-1.580077325879098e-05,1.580077325879098e-05,360710395.8555797,0.9999999068569607,0.9999999919683447,0.9999999919683447,0.05824618037152091,1,resolved,"{'real': -0.6887902999705949, 'imag': 0.7249606352529328}",0.9999999999999589,2.6232454947803502e-14,9.735423738561273e-12,149,149,False,0,maximum previous-selected-vector overlap from saved lower anchor,"{'schur': 6.10346411773935, 'unitarity': 0.6185221043415368, 'backend': 'gpu_component_sector_dense_final_cpu_schur', 'physical_gpu_id': 0, 'build_seconds': 0.8121132981032133, 'cpu_component_gate_materialization_seconds': 0.3435411178506911, 'gpu_transfer_sparse_multiply_seconds': 0.4364678910933435, 'gpu_dense_multiply_seconds': 0.01554225105792284, 'output_transfer_seconds': 0.007986383978277445, 'cupy_pool_peak_reserved_mib': 262.64892578125, 'gpu_memory': {'physical_gpu_id': 0, 'samples': 4, 'minimum_used_mib': 587, 'maximum_used_mib': 701, 'peak_increment_mib': 114}, 'unique_s2_stage_count': 4, 'total': 7.560720639768988}",1007608
CO_active_stretch150_sto3g,yoshida4,new_uniform_lower_anchor,True,0.2303235179834158,0.5,,,,0.1151617589917079,-1.8013555132348019e-06,1.8013555132348019e-06,1074030754.2426267,0.9999999998256035,0.9999999998256035,0.9999999998256035,0.007675116495669981,1,resolved,"{'real': 0.8673948323856535, 'imag': -0.49762054293471214}",0.9999999999999868,1.2462922598265103e-14,4.364207975767132e-12,97,97,False,0,maximum exact-ground overlap at preregistered new uniform lower anchor,"{'schur': 5.779995899181813, 'unitarity': 0.6193940700031817, 'backend': 'gpu_component_sector_dense_final_cpu_schur', 'physical_gpu_id': 0, 'build_seconds': 0.4117092485539615, 'cpu_component_gate_materialization_seconds': 0.17246973048895597, 'gpu_transfer_sparse_multiply_seconds': 0.2189771276898682, 'gpu_dense_multiply_seconds': 0.00669596903026104, 'output_transfer_seconds': 0.00799671420827508, 'cupy_pool_peak_reserved_mib': 187.61767578125, 'gpu_memory': {'physical_gpu_id': 0, 'samples': 2, 'minimum_used_mib': 587, 'maximum_used_mib': 625, 'peak_increment_mib': 38}, 'unique_s2_stage_count': 2, 'total': 6.829121706541628}",1007828
CO_active_stretch150_sto3g,yoshida4,inserted_exact_time_triplet,True,,,,,,0.2303235179834158,-2.8872039730880655e-05,2.8872039730880655e-05,648423146.2966211,0.9999999560730379,0.9999999614331835,0.9999999614331835,0.01535153143757965,1,resolved,"{'real': 0.5047422080061577, 'imag': -0.8632701219531568}",0.9999999999999748,1.2236010072228869e-14,4.232316276394511e-12,100,100,False,0,maximum previous-selected-vector overlap from saved lower anchor,"{'schur': 5.839908747933805, 'unitarity': 0.6191636808216572, 'backend': 'gpu_component_sector_dense_final_cpu_schur', 'physical_gpu_id': 0, 'build_seconds': 0.4133525206707418, 'cpu_component_gate_materialization_seconds': 0.1735412646085024, 'gpu_transfer_sparse_multiply_seconds': 0.21925315633416176, 'gpu_dense_multiply_seconds': 0.006684599909931421, 'output_transfer_seconds': 0.008268082048743963, 'cupy_pool_peak_reserved_mib': 187.61767578125, 'gpu_memory': {'physical_gpu_id': 0, 'samples': 2, 'minimum_used_mib': 587, 'maximum_used_mib': 625, 'peak_increment_mib': 38}, 'unique_s2_stage_count': 2, 'total': 6.899655506014824}",1007828
CO_active_stretch150_sto3g,yoshida4,inserted_exact_time_triplet,True,,,,,,0.23265001816506647,-3.005851352474898e-05,3.005851352474898e-05,647829362.5028954,0.9999999524131641,0.999999999926769,0.999999999926769,0.015506656711471792,1,resolved,"{'real': 0.49563056012378165, 'imag': -0.8685334466048694}",0.9999999999999736,1.218248281152428e-14,4.251862736384657e-12,100,100,False,0,maximum previous-selected-vector overlap from saved lower anchor,"{'schur': 5.880773941986263, 'unitarity': 0.6189649421721697, 'backend': 'gpu_component_sector_dense_final_cpu_schur', 'physical_gpu_id': 0, 'build_seconds': 0.41141725005581975, 'cpu_component_gate_materialization_seconds': 0.17281466908752918, 'gpu_transfer_sparse_multiply_seconds': 0.2183206332847476, 'gpu_dense_multiply_seconds': 0.006695710588246584, 'output_transfer_seconds': 0.008000714238733053, 'cupy_pool_peak_reserved_mib': 187.61767578125, 'gpu_memory': {'physical_gpu_id': 0, 'samples': 2, 'minimum_used_mib': 587, 'maximum_used_mib': 625, 'peak_increment_mib': 38}, 'unique_s2_stage_count': 2, 'total': 6.938325140625238}",1007828
CO_active_stretch150_sto3g,yoshida4,inserted_exact_time_triplet,True,,,,,,0.23497651834671715,-3.128128993747285e-05,3.128128993747285e-05,647538845.8352721,0.9999999484895941,0.9999999999222848,0.9999999999222848,0.015661785124986692,1,resolved,"{'real': 0.48646402141332246, 'imag': -0.8737006099747953}",0.9999999999999754,1.2593260215248186e-14,4.105558563771775e-12,98,98,False,0,maximum previous-selected-vector overlap from saved lower anchor,"{'schur': 5.8833153997547925, 'unitarity': 0.6196412583813071, 'backend': 'gpu_component_sector_dense_final_cpu_schur', 'physical_gpu_id': 0, 'build_seconds': 0.4115272192284465, 'cpu_component_gate_materialization_seconds': 0.1725454363040626, 'gpu_transfer_sparse_multiply_seconds': 0.2183698364533484, 'gpu_dense_multiply_seconds': 0.006691099610179663, 'output_transfer_seconds': 0.008293623104691505, 'cupy_pool_peak_reserved_mib': 187.61767578125, 'gpu_memory': {'physical_gpu_id': 0, 'samples': 2, 'minimum_used_mib': 587, 'maximum_used_mib': 625, 'peak_increment_mib': 38}, 'unique_s2_stage_count': 2, 'total': 6.94178795395419}",1007828
HF_full_eq_sto3g,current_m3,new_uniform_lower_anchor,True,0.14738296911445603,0.5,,,,0.07369148455722802,-1.0447748041807226e-07,1.0447748041807226e-07,931306069.0054806,0.9999999997998008,0.9999999997998008,0.9999999997998008,0.04143849465441004,1,resolved,"{'real': -0.938412702068465, 'imag': -0.3455164259430037}",0.9999999999999325,8.653652515016174e-15,5.321207843181073e-13,8,8,False,0,maximum exact-ground overlap at preregistered new uniform lower anchor,"{'schur': 0.0002330988645553589, 'unitarity': 2.8380192816257477e-05, 'backend': 'gpu_component_sector_dense_final_cpu_schur', 'physical_gpu_id': 0, 'build_seconds': 0.20432057697325945, 'cpu_component_gate_materialization_seconds': 0.07266707113012671, 'gpu_transfer_sparse_multiply_seconds': 0.1277159466408193, 'gpu_dense_multiply_seconds': 0.0004726378247141838, 'output_transfer_seconds': 3.3898744732141495e-05, 'cupy_pool_peak_reserved_mib': 0.04736328125, 'gpu_memory': {'physical_gpu_id': 0, 'samples': 1, 'minimum_used_mib': 435, 'maximum_used_mib': 435, 'peak_increment_mib': 0}, 'unique_s2_stage_count': 4, 'total': 0.20480758510529995}",1007828
HF_full_eq_sto3g,current_m3,inserted_exact_time_triplet,True,,,,,,0.14738296911445603,-1.948367412071329e-06,1.948367412071329e-06,471107605.2496157,0.999999927978924,0.9999999202439946,0.9999999202439946,0.08287723649082133,1,resolved,"{'real': 0.7612369750350158, 'imag': 0.6484737988842766}",0.9999999999999332,5.8915738072045125e-15,5.319909486880952e-13,8,8,False,0,maximum previous-selected-vector overlap from saved lower anchor,"{'schur': 0.00019292905926704407, 'unitarity': 2.2840220481157303e-05, 'backend': 'gpu_component_sector_dense_final_cpu_schur', 'physical_gpu_id': 0, 'build_seconds': 0.19770449632778764, 'cpu_component_gate_materialization_seconds': 0.07192996749654412, 'gpu_transfer_sparse_multiply_seconds': 0.12268382450565696, 'gpu_dense_multiply_seconds': 0.00031720753759145737, 'output_transfer_seconds': 3.302004188299179e-05, 'cupy_pool_peak_reserved_mib': 0.04736328125, 'gpu_memory': {'physical_gpu_id': 0, 'samples': 1, 'minimum_used_mib': 435, 'maximum_used_mib': 435, 'peak_increment_mib': 0}, 'unique_s2_stage_count': 4, 'total': 0.1980979540385306}",1007828
HF_full_eq_sto3g,current_m3,inserted_exact_time_triplet,True,,,,,,0.148871685974198,-1.9998854262236836e-06,1.9998854262236836e-06,466549222.40975195,0.9999999270523274,0.9999999999960436,0.9999999999960436,0.08371438697186832,1,resolved,"{'real': 0.7965445096560536, 'imag': 0.6045798906154987}",0.9999999999999256,6.172000395702862e-15,5.098659486711944e-13,8,8,False,0,maximum previous-selected-vector overlap from saved lower anchor,"{'schur': 0.00019077910110354424, 'unitarity': 2.0189210772514343e-05, 'backend': 'gpu_component_sector_dense_final_cpu_schur', 'physical_gpu_id': 0, 'build_seconds': 0.19728232827037573, 'cpu_component_gate_materialization_seconds': 0.07197070447728038, 'gpu_transfer_sparse_multiply_seconds': 0.12225715769454837, 'gpu_dense_multiply_seconds': 0.0003063785843551159, 'output_transfer_seconds': 3.350013867020607e-05, 'cupy_pool_peak_reserved_mib': 0.04736328125, 'gpu_memory': {'physical_gpu_id': 0, 'samples': 1, 'minimum_used_mib': 435, 'maximum_used_mib': 435, 'peak_increment_mib': 0}, 'unique_s2_stage_count': 4, 'total': 0.1976736462675035}",1007828
HF_full_eq_sto3g,current_m3,inserted_exact_time_triplet,True,,,,,,0.15036040283393998,-2.0524094868036995e-06,2.0524094868036995e-06,462084158.7976045,0.9999999258511958,0.9999999999940579,0.9999999999940579,0.08455153771532802,1,resolved,"{'real': 0.8293243719978166, 'imag': 0.5587674704295984}",0.9999999999999325,5.688906149584322e-15,5.303126537258379e-13,8,8,False,0,maximum previous-selected-vector overlap from saved lower anchor,"{'schur': 0.00019153906032443047, 'unitarity': 2.0269770175218582e-05, 'backend': 'gpu_component_sector_dense_final_cpu_schur', 'physical_gpu_id': 0, 'build_seconds': 0.19662319077178836, 'cpu_component_gate_materialization_seconds': 0.07147550163790584, 'gpu_transfer_sparse_multiply_seconds': 0.12206853926181793, 'gpu_dense_multiply_seconds': 0.0003086482174694538, 'output_transfer_seconds': 3.314996138215065e-05, 'cupy_pool_peak_reserved_mib': 0.04736328125, 'gpu_memory': {'physical_gpu_id': 0, 'samples': 1, 'minimum_used_mib': 435, 'maximum_used_mib': 435, 'peak_increment_mib': 0}, 'unique_s2_stage_count': 4, 'total': 0.19700803980231285}",1007828
HF_full_eq_sto3g,yoshida4,new_uniform_lower_anchor,True,0.033780229849742036,0.5,,,,0.016890114924871018,-1.2146127317671547e-07,1.2146127317671547e-07,1761479422.0029073,0.9999999999999334,0.9999999999999334,0.9999999999999334,0.009497718248675586,1,resolved,"{'real': 0.8025763620941083, 'imag': -0.5965493969552929}",0.9999999999999685,4.804162426205242e-15,2.2685461734692998e-13,8,8,False,0,maximum exact-ground overlap at preregistered new uniform lower anchor,"{'schur': 0.000208189245313406, 'unitarity': 2.2849999368190765e-05, 'backend': 'gpu_component_sector_dense_final_cpu_schur', 'physical_gpu_id': 0, 'build_seconds': 0.09990090830251575, 'cpu_component_gate_materialization_seconds': 0.03629210125654936, 'gpu_transfer_sparse_multiply_seconds': 0.06167114106938243, 'gpu_dense_multiply_seconds': 0.00015687989071011543, 'output_transfer_seconds': 3.908015787601471e-05, 'cupy_pool_peak_reserved_mib': 0.03466796875, 'gpu_memory': {'physical_gpu_id': 0, 'samples': 1, 'minimum_used_mib': 435, 'maximum_used_mib': 435, 'peak_increment_mib': 0}, 'unique_s2_stage_count': 2, 'total': 0.10030966717749834}",1007828
HF_full_eq_sto3g,yoshida4,inserted_exact_time_triplet,True,,,,,,0.033780229849742036,-1.8879093142978558e-06,1.8879093142978558e-06,890619435.2732141,0.9999999999828186,0.9999999999848845,0.9999999999848845,0.01899548971879802,1,resolved,"{'real': 0.288257576846339, 'imag': -0.9575529068362799}",0.9999999999999662,5.386710651425558e-15,2.336914898140816e-13,8,8,False,0,maximum previous-selected-vector overlap from saved lower anchor,"{'schur': 0.00019592931494116783, 'unitarity': 1.930026337504387e-05, 'backend': 'gpu_component_sector_dense_final_cpu_schur', 'physical_gpu_id': 0, 'build_seconds': 0.09968204889446497, 'cpu_component_gate_materialization_seconds': 0.03596878610551357, 'gpu_transfer_sparse_multiply_seconds': 0.06186190666630864, 'gpu_dense_multiply_seconds': 0.00013909954577684402, 'output_transfer_seconds': 3.247009590268135e-05, 'cupy_pool_peak_reserved_mib': 0.03466796875, 'gpu_memory': {'physical_gpu_id': 0, 'samples': 1, 'minimum_used_mib': 435, 'maximum_used_mib': 435, 'peak_increment_mib': 0}, 'unique_s2_stage_count': 2, 'total': 0.10006920713931322}",1007828
HF_full_eq_sto3g,yoshida4,inserted_exact_time_triplet,True,,,,,,0.03412144429266872,-1.963799779839093e-06,1.963799779839093e-06,882138369.5061647,0.9999999999813765,0.9999999999999742,0.9999999999999742,0.019187365657969736,1,resolved,"{'real': 0.2758689790559744, 'imag': -0.9611952488410231}",0.999999999999971,5.337503853009423e-15,2.2614385921148768e-13,8,8,False,0,maximum previous-selected-vector overlap from saved lower anchor,"{'schur': 0.0001996392384171486, 'unitarity': 1.9880011677742004e-05, 'backend': 'gpu_component_sector_dense_final_cpu_schur', 'physical_gpu_id': 0, 'build_seconds': 0.09931885125115514, 'cpu_component_gate_materialization_seconds': 0.03577216807752848, 'gpu_transfer_sparse_multiply_seconds': 0.061764081940054893, 'gpu_dense_multiply_seconds': 0.00013777008280158043, 'output_transfer_seconds': 3.2499898225069046e-05, 'cupy_pool_peak_reserved_mib': 0.03466796875, 'gpu_memory': {'physical_gpu_id': 0, 'samples': 1, 'minimum_used_mib': 435, 'maximum_used_mib': 435, 'peak_increment_mib': 0}, 'unique_s2_stage_count': 2, 'total': 0.09970863908529282}",1007828
HF_full_eq_sto3g,yoshida4,inserted_exact_time_triplet,True,,,,,,0.03446265873559541,-2.0419070877174304e-06,2.0419070877174304e-06,873837965.2163758,0.9999999999798199,0.9999999999999747,0.9999999999999747,0.019379241711003053,1,resolved,"{'real': 0.2634343816420107, 'imag': -0.9646773173288755}",0.9999999999999722,5.167626545937204e-15,2.3489109548011696e-13,8,8,False,0,maximum previous-selected-vector overlap from saved lower anchor,"{'schur': 0.0001891893334686756, 'unitarity': 1.9609928131103516e-05, 'backend': 'gpu_component_sector_dense_final_cpu_schur', 'physical_gpu_id': 0, 'build_seconds': 0.09939422085881233, 'cpu_component_gate_materialization_seconds': 0.0360359032638371, 'gpu_transfer_sparse_multiply_seconds': 0.06157604465261102, 'gpu_dense_multiply_seconds': 0.00014060037210583687, 'output_transfer_seconds': 3.291992470622063e-05, 'cupy_pool_peak_reserved_mib': 0.03466796875, 'gpu_memory': {'physical_gpu_id': 0, 'samples': 1, 'minimum_used_mib': 435, 'maximum_used_mib': 435, 'peak_increment_mib': 0}, 'unique_s2_stage_count': 2, 'total': 0.09977692924439907}",1007828
HF_full_stretch150_sto3g,current_m3,new_uniform_lower_anchor,True,0.20394460066364967,0.5,,,,0.10197230033182483,-5.863406164637239e-08,5.863406164637239e-08,672825625.9195031,0.9999999933192891,0.9999999933192891,0.9999999933192891,0.017864637342496284,1,resolved,"{'real': -0.7903769222152724, 'imag': 0.6126208622218315}",0.9999999999999536,5.447976511112677e-15,4.904841012333717e-13,9,9,False,0,maximum exact-ground overlap at preregistered new uniform lower anchor,"{'schur': 0.0002060290426015854, 'unitarity': 2.219993621110916e-05, 'backend': 'gpu_component_sector_dense_final_cpu_schur', 'physical_gpu_id': 0, 'build_seconds': 0.1978983348235488, 'cpu_component_gate_materialization_seconds': 0.07221511518582702, 'gpu_transfer_sparse_multiply_seconds': 0.12242030212655663, 'gpu_dense_multiply_seconds': 0.00032348930835723877, 'output_transfer_seconds': 3.344006836414337e-05, 'cupy_pool_peak_reserved_mib': 0.04736328125, 'gpu_memory': {'physical_gpu_id': 0, 'samples': 1, 'minimum_used_mib': 435, 'maximum_used_mib': 435, 'peak_increment_mib': 0}, 'unique_s2_stage_count': 4, 'total': 0.19830452417954803}",1007828
HF_full_stretch150_sto3g,current_m3,inserted_exact_time_triplet,True,,,,,,0.20394460066364967,-6.190762414550521e-07,6.190762414550521e-07,337600533.8929112,0.9999997645037754,0.9999996862933038,0.9999996862933038,0.03572938221708432,1,resolved,"{'real': 0.249391247653456, 'imag': -0.9684028116407793}",0.9999999999999571,4.483968217239018e-15,4.598246331349345e-13,9,9,False,0,maximum previous-selected-vector overlap from saved lower anchor,"{'schur': 0.00019623897969722748, 'unitarity': 2.043880522251129e-05, 'backend': 'gpu_component_sector_dense_final_cpu_schur', 'physical_gpu_id': 0, 'build_seconds': 0.19682594016194344, 'cpu_component_gate_materialization_seconds': 0.07184476172551513, 'gpu_transfer_sparse_multiply_seconds': 0.12176355440169573, 'gpu_dense_multiply_seconds': 0.0003073778934776783, 'output_transfer_seconds': 3.310013562440872e-05, 'cupy_pool_peak_reserved_mib': 0.04736328125, 'gpu_memory': {'physical_gpu_id': 0, 'samples': 1, 'minimum_used_mib': 435, 'maximum_used_mib': 435, 'peak_increment_mib': 0}, 'unique_s2_stage_count': 4, 'total': 0.19722139788791537}",1007828
HF_full_stretch150_sto3g,current_m3,inserted_exact_time_triplet,True,,,,,,0.20600464713499966,-5.140509990558424e-07,5.140509990558424e-07,334003547.0930502,0.9999997092903141,0.9999999970824904,0.9999999970824904,0.03609026381172218,1,resolved,"{'real': 0.17436853147793227, 'imag': -0.9846804635160279}",0.9999999999999551,4.298790738423877e-15,4.695897960787495e-13,9,9,False,0,maximum previous-selected-vector overlap from saved lower anchor,"{'schur': 0.00020579015836119652, 'unitarity': 1.9740313291549683e-05, 'backend': 'gpu_component_sector_dense_final_cpu_schur', 'physical_gpu_id': 0, 'build_seconds': 0.19723357912153006, 'cpu_component_gate_materialization_seconds': 0.07150618266314268, 'gpu_transfer_sparse_multiply_seconds': 0.12264479883015156, 'gpu_dense_multiply_seconds': 0.0003060586750507355, 'output_transfer_seconds': 3.272993490099907e-05, 'cupy_pool_peak_reserved_mib': 0.04736328125, 'gpu_memory': {'physical_gpu_id': 0, 'samples': 1, 'minimum_used_mib': 435, 'maximum_used_mib': 435, 'peak_increment_mib': 0}, 'unique_s2_stage_count': 4, 'total': 0.19762967666611075}",1007828
HF_full_stretch150_sto3g,current_m3,inserted_exact_time_triplet,True,,,,,,0.20806469360634966,-3.7388552808571375e-07,3.7388552808571375e-07,330405032.3028807,0.9999996340938037,0.9999999956680212,0.9999999956680212,0.03645113779014446,1,resolved,"{'real': 0.09831820475535846, 'imag': -0.995155028432047}",0.9999999999999524,4.229194909883486e-15,4.640561971602717e-13,9,9,False,0,maximum previous-selected-vector overlap from saved lower anchor,"{'schur': 0.00020509911701083183, 'unitarity': 2.053985372185707e-05, 'backend': 'gpu_component_sector_dense_final_cpu_schur', 'physical_gpu_id': 0, 'build_seconds': 0.19702759897336364, 'cpu_component_gate_materialization_seconds': 0.0718672750517726, 'gpu_transfer_sparse_multiply_seconds': 0.12213224172592163, 'gpu_dense_multiply_seconds': 0.00030579790472984314, 'output_transfer_seconds': 3.296881914138794e-05, 'cupy_pool_peak_reserved_mib': 0.04736328125, 'gpu_memory': {'physical_gpu_id': 0, 'samples': 1, 'minimum_used_mib': 435, 'maximum_used_mib': 435, 'peak_increment_mib': 0}, 'unique_s2_stage_count': 4, 'total': 0.19743134686723351}",1007828
HF_full_stretch150_sto3g,yoshida4,new_uniform_lower_anchor,True,0.04675038479945012,0.5,,,,0.02337519239972506,-1.2038186196105438e-07,1.2038186196105438e-07,1272776184.8759997,0.9999999999996048,0.9999999999996048,0.9999999999996048,0.004095126613043059,1,resolved,"{'real': 0.64383370892944, 'imag': -0.7651654430553694}",0.9999999999999793,3.4656476174217638e-15,2.0272642958806856e-13,9,9,False,0,maximum exact-ground overlap at preregistered new uniform lower anchor,"{'schur': 0.00018401909619569778, 'unitarity': 2.1549873054027557e-05, 'backend': 'gpu_component_sector_dense_final_cpu_schur', 'physical_gpu_id': 0, 'build_seconds': 0.09954157890751958, 'cpu_component_gate_materialization_seconds': 0.03603837499395013, 'gpu_transfer_sparse_multiply_seconds': 0.06170406565070152, 'gpu_dense_multiply_seconds': 0.00015428941696882248, 'output_transfer_seconds': 3.283005207777023e-05, 'cupy_pool_peak_reserved_mib': 0.03466796875, 'gpu_memory': {'physical_gpu_id': 0, 'samples': 1, 'minimum_used_mib': 435, 'maximum_used_mib': 435, 'peak_increment_mib': 0}, 'unique_s2_stage_count': 2, 'total': 0.0999171482399106}",1007828
HF_full_stretch150_sto3g,yoshida4,inserted_exact_time_triplet,True,,,,,,0.04675038479945012,-1.823137962207206e-06,1.823137962207206e-06,643266569.1472098,0.9999999999012423,0.9999999999132707,0.9999999999132707,0.008190328488616692,1,resolved,"{'real': -0.17095638892489717, 'imag': -0.9852785966850742}",0.9999999999999749,3.3481721667566565e-15,2.0826338653578736e-13,9,9,False,0,maximum previous-selected-vector overlap from saved lower anchor,"{'schur': 0.00018965918570756912, 'unitarity': 2.0009931176900864e-05, 'backend': 'gpu_component_sector_dense_final_cpu_schur', 'physical_gpu_id': 0, 'build_seconds': 0.09940366074442863, 'cpu_component_gate_materialization_seconds': 0.036055313888937235, 'gpu_transfer_sparse_multiply_seconds': 0.06154778320342302, 'gpu_dense_multiply_seconds': 0.00013938918709754944, 'output_transfer_seconds': 3.27499583363533e-05, 'cupy_pool_peak_reserved_mib': 0.03466796875, 'gpu_memory': {'physical_gpu_id': 0, 'samples': 1, 'minimum_used_mib': 435, 'maximum_used_mib': 435, 'peak_increment_mib': 0}, 'unique_s2_stage_count': 2, 'total': 0.0997826880775392}",1007828
HF_full_stretch150_sto3g,yoshida4,inserted_exact_time_triplet,True,,,,,,0.04722261090853548,-1.8950629946025817e-06,1.8950629946025817e-06,637124789.1414075,0.9999999998929738,0.9999999999998312,0.9999999999998312,0.008273062286499993,1,resolved,"{'real': -0.18827187355764277, 'imag': -0.9821169490580312}",0.9999999999999802,2.8964564474943415e-15,1.9707433710383104e-13,9,9,False,0,maximum previous-selected-vector overlap from saved lower anchor,"{'schur': 0.00018759910017251968, 'unitarity': 1.9280239939689636e-05, 'backend': 'gpu_component_sector_dense_final_cpu_schur', 'physical_gpu_id': 0, 'build_seconds': 0.09866120386868715, 'cpu_component_gate_materialization_seconds': 0.03602426126599312, 'gpu_transfer_sparse_multiply_seconds': 0.06076339352875948, 'gpu_dense_multiply_seconds': 0.0001395498402416706, 'output_transfer_seconds': 3.2499898225069046e-05, 'cupy_pool_peak_reserved_mib': 0.03466796875, 'gpu_memory': {'physical_gpu_id': 0, 'samples': 1, 'minimum_used_mib': 435, 'maximum_used_mib': 435, 'peak_increment_mib': 0}, 'unique_s2_stage_count': 2, 'total': 0.09903566166758537}",1007828
HF_full_stretch150_sto3g,yoshida4,inserted_exact_time_triplet,True,,,,,,0.04769483701762084,-1.969005470322162e-06,1.969005470322162e-06,631112981.289967,0.9999999998841036,0.9999999999998204,0.9999999999998204,0.008355796239092994,1,resolved,"{'real': -0.20552902757814712, 'imag': -0.9786510199364963}",0.9999999999999816,2.7176284288108887e-15,1.8513609226723445e-13,9,9,False,0,maximum previous-selected-vector overlap from saved lower anchor,"{'schur': 0.000196739099919796, 'unitarity': 1.9130297005176544e-05, 'backend': 'gpu_component_sector_dense_final_cpu_schur', 'physical_gpu_id': 0, 'build_seconds': 0.09895055321976542, 'cpu_component_gate_materialization_seconds': 0.035564386285841465, 'gpu_transfer_sparse_multiply_seconds': 0.06161478068679571, 'gpu_dense_multiply_seconds': 0.00013843970373272896, 'output_transfer_seconds': 3.2490119338035583e-05, 'cupy_pool_peak_reserved_mib': 0.03466796875, 'gpu_memory': {'physical_gpu_id': 0, 'samples': 1, 'minimum_used_mib': 435, 'maximum_used_mib': 435, 'peak_increment_mib': 0}, 'unique_s2_stage_count': 2, 'total': 0.09933530120179057}",1007828
