time_hartree_inverse,constant_hartree,base_signed_pf_bias_hartree,shifted_corrected_signed_pf_bias_hartree,corrected_bias_absolute_difference_hartree,shifted_uncorrected_signed_bias_hartree,uncorrected_shift_minus_constant_residual_hartree,global_phase_matrix_residual,base_ground_overlap_probability,shifted_ground_overlap_probability,passed
0.43,0.731,0.0007197214651769148,0.0007197214651762523,6.624475273886432e-16,0.7317197214651762,7.771561172376096e-16,9.17354779339709e-16,0.9999964956593207,0.9999964956593203,True
-0.43,0.731,0.0007197214651766565,0.0007197214651768824,2.2583931252873057e-16,0.7317197214651768,2.220446049250313e-16,1.0893266649514713e-15,0.9999964956593203,0.9999964956593203,True
