system_id,formula_id,time_hartree_inverse,connected_budget_boundary_hartree_inverse,signed_shift_hartree,cost_per_rotation_unit
H2,yoshida4,0.4245511280227318,0.6369325966162637,-3.2067784480996605e-05,18504.10655499497
H2,current_m3,1.879363470925947,2.8450546274857142,-3.253497719773352e-05,4195.504920375472
H2,two_term_center,1.6340495019241474,2.459375383027372,-3.22499135979635e-05,4814.539368728758
H2,m5_best,5.949284531232825,6.643176116674083,-4.074014915570259e-12,1054.765514656211
H4,yoshida4,0.2885729076598008,0.4331579623810144,-3.209981645641946e-05,27230.264790677877
H4,current_m3,1.2809948364169832,1.9460146385894108,-3.268719705725701e-05,6162.674154269332
H4,two_term_center,1.1117627810134516,1.675474006950999,-3.232060673305583e-05,7080.263542213319
H4,m5_best,3.6522432186509235,4.193750145302988,3.4535338456175013e-13,1718.1495420551098
