system_id,formula_id,state_id,sign,time_hartree_inverse,auxiliary_fit_a4,auxiliary_fit_a6,scaled_design_condition_number,fhat_approx_hartree,g_approx_hartree,g_exact_hartree,delta_direct_hartree,E_fit_signed_hartree,E_state_signed_hartree,E_proxy_signed_hartree,E_total_signed_hartree,closure_residual_hartree,closure_over_target_error
H2_stored,m5_best,exact_ground,-1,-0.08,-2.404964457160714e-07,4.764617537404755e-09,17.3589273424777,-9.849485400630561e-12,-9.84975989659631e-12,-9.84975989659631e-12,-9.847123116912826e-12,2.7449596574981146e-16,0.0,-2.6367796834847468e-15,-2.3622837177349353e-15,0.0,0.0
H2_stored,m5_best,exact_ground,-1,-0.12,-2.404964457160714e-07,4.764617537404755e-09,17.3589273424777,-4.985511591195175e-11,-4.985410232786573e-11,-4.985410232786573e-11,-4.985223345244094e-11,-1.0135840860178714e-15,0.0,-1.8688754247899884e-15,-2.88245951080786e-15,0.0,0.0
H2_stored,m5_best,exact_ground,-1,-0.18,-2.404964457160714e-07,4.764617537404755e-09,17.3589273424777,-2.5230149361594655e-10,-2.523009579036284e-10,-2.523009579036284e-10,-2.5229873745757914e-10,-5.357123181627041e-16,0.0,-2.220446049250313e-15,-2.756158367413017e-15,0.0,0.0
H2_stored,m5_best,exact_ground,-1,-0.27,-2.404964457160714e-07,4.764617537404755e-09,17.3589273424777,-1.276250805621708e-09,-1.2762513268427256e-09,-1.2762513268427256e-09,-1.276251659909633e-09,5.212210174738954e-16,0.0,3.3306690738754696e-16,8.542879248614424e-16,0.0,0.0
H2_stored,m5_best,exact_ground,-1,-0.4,-2.404964457160714e-07,4.764617537404755e-09,17.3589273424777,-6.1371931368982194e-09,-6.137193253596962e-09,-6.137193253596962e-09,-6.137243824255734e-09,1.166987425621965e-16,0.0,5.057065877167588e-14,5.068735751423808e-14,0.0,0.0
H2_stored,m5_best,exact_ground,1,0.05,-2.404964457160714e-07,4.764617537404755e-09,17.3589273424777,-1.5030283385764247e-12,-1.503241975342462e-12,-1.503241975342462e-12,-1.5007994846882866e-12,2.1363676603728646e-16,0.0,-2.4424906541753444e-15,-2.228853888138058e-15,0.0,0.0
H2_stored,m5_best,exact_ground,1,0.08,-2.404964457160714e-07,4.764617537404755e-09,17.3589273424777,-9.849485400630561e-12,-9.84906600720592e-12,-9.84906600720592e-12,-9.847123116912826e-12,-4.193934246409114e-16,0.0,-1.942890293094024e-15,-2.3622837177349353e-15,0.0,0.0
H2_stored,m5_best,exact_ground,1,0.12,-2.404964457160714e-07,4.764617537404755e-09,17.3589273424777,-4.985511591195175e-11,-4.985410232786573e-11,-4.985410232786573e-11,-4.985223345244094e-11,-1.0135840860178714e-15,0.0,-1.8688754247899884e-15,-2.88245951080786e-15,0.0,0.0
H2_stored,m5_best,exact_ground,1,0.18,-2.404964457160714e-07,4.764617537404755e-09,17.3589273424777,-2.5230149361594655e-10,-2.523006495083438e-10,-2.523006495083438e-10,-2.5229873745757914e-10,-8.441076027520815e-16,0.0,-1.9120507646609356e-15,-2.756158367413017e-15,0.0,0.0
H2_stored,m5_best,exact_ground,1,0.27,-2.404964457160714e-07,4.764617537404755e-09,17.3589273424777,-1.276250805621708e-09,-1.276251121245869e-09,-1.276251121245869e-09,-1.276251659909633e-09,3.1562416097757954e-16,0.0,5.386637638838629e-16,8.542879248614424e-16,0.0,0.0
