system_id,formula_id,state_id,sign,absolute_time,time_hartree_inverse,echo_real,echo_imaginary,echo_overlap_magnitude,echo_principal_phase_radians,echo_unwrapped_phase_radians,echo_unwrap_integer,proxy_imag_hartree,proxy_arg_hartree,direct_shift_hartree,unitarity_residual_frobenius
two_level_noncommuting,yoshida4,exact_ground,1,0.4,0.4,0.9999920721654422,-0.0028928945252688545,0.9999962566092281,-0.0028929093896325328,-0.0028929093896325328,0,-0.007232236313172136,-0.0072322734740813315,-0.007246919721381362,1.5700924586837751e-15
two_level_noncommuting,yoshida4,real_q001,1,0.4,0.4,0.9999920721654422,-0.003294711895829025,0.99999749975698,-0.003294726094256258,-0.003294726094256258,0,-0.008236779739572563,-0.008236815235640646,-0.007246919721381362,1.5700924586837751e-15
two_level_noncommuting,yoshida4,complex_q001,1,0.4,0.4,0.9999920721654423,-0.002543189673939003,0.99999530609271,-0.002543204353017682,-0.002543204353017682,0,-0.006357974184847508,-0.006358010882544204,-0.007246919721381362,1.5700924586837751e-15
H2_stored,yoshida4,exact_ground,-1,0.05,-0.05,0.9999999999999993,3.1311470083394966e-10,0.9999999999999993,3.1311470083394986e-10,3.1311470083394986e-10,0,-6.262294016678993e-09,-6.262294016678997e-09,-6.262292462366759e-09,3.066709874340965e-15
H2_stored,yoshida4,exact_ground,-1,0.08,-0.08,0.9999999999999993,3.2821722562026423e-09,0.9999999999999993,3.2821722562026444e-09,3.2821722562026444e-09,0,-4.102715320253303e-08,-4.1027153202533055e-08,-4.1027151898020975e-08,1.3733100646888415e-15
H2_stored,yoshida4,exact_ground,-1,0.12,-0.12,0.9999999999999987,2.490727429860229e-08,0.999999999999999,2.4907274298602315e-08,2.4907274298602315e-08,0,-2.0756061915501908e-07,-2.075606191550193e-07,-2.0756062701909883e-07,3.540590548114912e-15
H2_stored,yoshida4,exact_ground,-1,0.18,-0.18,0.9999999999999768,1.888540010486217e-07,0.9999999999999947,1.8885400104862386e-07,1.8885400104862386e-07,0,-1.049188894714565e-06,-1.0491888947145771e-06,-1.0491891466735126e-06,2.1125485887405085e-15
H2_stored,yoshida4,exact_ground,-1,0.27,-0.27,0.9999999999987044,1.4292334871712775e-06,0.9999999999997258,1.429233487172156e-06,1.429233487172156e-06,0,-5.29345735989362e-06,-5.293457359896874e-06,-5.2934638906654286e-06,1.3328660650952414e-15
H2_stored,yoshida4,exact_ground,-1,0.4,-0.4,0.9999999999345713,1.0124899506636087e-05,0.9999999999858281,1.0124899506952566e-05,1.0124899506952566e-05,0,-2.5312248766590217e-05,-2.5312248767381414e-05,-2.5312401415678032e-05,2.208667478427374e-15
H2_stored,yoshida4,exact_ground,1,0.05,0.05,0.9999999999999993,-3.1311470083394966e-10,0.9999999999999993,-3.1311470083394986e-10,-3.1311470083394986e-10,0,-6.262294016678993e-09,-6.262294016678997e-09,-6.262292462366759e-09,3.066709874340965e-15
H2_stored,yoshida4,exact_ground,1,0.08,0.08,0.9999999999999993,-3.2821722562026423e-09,0.9999999999999993,-3.2821722562026444e-09,-3.2821722562026444e-09,0,-4.102715320253303e-08,-4.1027153202533055e-08,-4.1027151898020975e-08,1.3733100646888415e-15
H2_stored,yoshida4,exact_ground,1,0.12,0.12,0.9999999999999984,-2.490727435411344e-08,0.9999999999999988,-2.4907274354113473e-08,-2.4907274354113473e-08,0,-2.0756061961761202e-07,-2.0756061961761228e-07,-2.0756062701909883e-07,3.540590548114912e-15
H2_stored,yoshida4,exact_ground,1,0.18,0.18,0.9999999999999769,-1.8885400099311056e-07,0.9999999999999948,-1.8885400099311268e-07,-1.8885400099311268e-07,0,-1.0491888944061699e-06,-1.0491888944061815e-06,-1.0491891466735126e-06,2.1125485887405085e-15
H2_stored,yoshida4,exact_ground,1,0.27,0.27,0.9999999999987044,-1.4292334871712775e-06,0.9999999999997258,-1.429233487172156e-06,-1.429233487172156e-06,0,-5.29345735989362e-06,-5.293457359896874e-06,-5.2934638906654286e-06,1.3328660650952414e-15
H2_stored,yoshida4,exact_ground,1,0.4,0.4,0.9999999999345712,-1.0124899506691598e-05,0.999999999985828,-1.0124899507008078e-05,-1.0124899507008078e-05,0,-2.5312248766728995e-05,-2.5312248767520195e-05,-2.5312401415678032e-05,2.208667478427374e-15
two_level_commuting,current_m3,exact_ground,-1,0.05,-0.05,0.9999999999999991,2.9439233600320774e-17,0.9999999999999991,2.94392336003208e-17,2.94392336003208e-17,0,-5.887846720064155e-16,-5.88784672006416e-16,0.0,3.1401849173675502e-15
two_level_commuting,current_m3,real_q001,-1,0.05,-0.05,0.9999999999999989,2.8850448928314374e-17,0.9999999999999989,2.8850448928314405e-17,2.8850448928314405e-17,0,-5.770089785662875e-16,-5.770089785662881e-16,0.0,3.1401849173675502e-15
two_level_commuting,current_m3,complex_q001,-1,0.05,-0.05,0.999999999999999,4.85722573273506e-17,0.999999999999999,4.857225732735065e-17,4.857225732735065e-17,0,-9.71445146547012e-16,-9.71445146547013e-16,0.0,3.1401849173675502e-15
two_level_commuting,current_m3,exact_ground,-1,0.08,-0.08,0.9999999999999991,9.813077866773575e-18,0.9999999999999991,9.813077866773584e-18,9.813077866773584e-18,0,-1.2266347333466968e-16,-1.226634733346698e-16,1.1102230246251565e-15,2.6691571797624175e-15
two_level_commuting,current_m3,real_q001,-1,0.08,-0.08,0.9999999999999989,1.1569594148795869e-17,0.9999999999999989,1.1569594148795881e-17,1.1569594148795881e-17,0,-1.4461992685994835e-16,-1.4461992685994852e-16,1.1102230246251565e-15,2.6691571797624175e-15
