system_id,formula_id,sign,absolute_time,time_hartree_inverse,selected_eigenbranch_id,principal_phase_radians,unwrapped_phase_radians,unwrap_integer,direct_shift_hartree,ground_state_overlap_probability,previous_branch_overlap_probability,degenerate_subspace_projector_overlap_probability,eigenpair_residual_2_norm
H2_stored,current_m3,-1,0.27,-0.27,1,0.2088563818761387,0.2088563818761387,0,-1.4538998116542245e-08,0.9999999999999902,0.9999999999999933,0.9999999999999933,2.2247786310271853e-16
H2_stored,current_m3,-1,0.4,-0.4,1,0.3094168842050477,0.3094168842050477,0,-6.995480739124815e-08,0.9999999999997691,0.9999999999998548,0.9999999999998548,2.7230185981536845e-16
H2_stored,current_m3,1,0.05,0.05,1,-0.038677107028746195,-0.038677107028746195,0,-1.7112089523152463e-11,1.0,0.9999999999999998,0.9999999999999998,2.4866521324258985e-16
H2_stored,current_m3,1,0.08,0.08,1,-0.06188337125359724,-0.06188337125359724,0,-1.1215373074691115e-10,1.0,1.0,1.0,1.1449174941446927e-16
H2_stored,current_m3,1,0.12,0.12,1,-0.09282505693506458,-0.09282505693506458,0,-5.677264214298816e-10,1.0,1.0,1.0,1.4950860984252496e-16
H2_stored,current_m3,1,0.18,0.18,1,-0.13923758581762538,-0.13923758581762538,0,-2.8734403745289683e-09,0.9999999999999993,0.9999999999999993,0.9999999999999993,1.8972038662535605e-16
H2_stored,current_m3,1,0.27,0.27,1,-0.2088563818761387,-0.2088563818761387,0,-1.4538998116542245e-08,0.99999999999999,0.9999999999999933,0.9999999999999933,2.2247786310271853e-16
H2_stored,current_m3,1,0.4,0.4,1,-0.3094168842050477,-0.3094168842050477,0,-6.995480739124815e-08,0.9999999999997693,0.9999999999998548,0.9999999999998548,2.7230185981536845e-16
two_level_commuting,two_term_center,-1,0.05,-0.05,1,0.07071067811865488,0.07071067811865488,0,-2.220446049250313e-15,0.9999999999999998,0.9999999999999996,0.9999999999999996,1.2719202621569003e-16
two_level_commuting,two_term_center,-1,0.08,-0.08,1,0.11313708498984762,0.11313708498984762,0,0.0,0.9999999999999998,1.0,1.0,5.808086318414842e-17
two_level_commuting,two_term_center,-1,0.12,-0.12,1,0.16970562748477122,0.16970562748477122,0,1.5543122344752192e-15,0.9999999999999998,0.9999999999999996,0.9999999999999996,1.2412670766236366e-16
two_level_commuting,two_term_center,-1,0.18,-0.18,1,0.25455844122715704,0.25455844122715704,0,4.440892098500626e-16,1.0,0.9999999999999996,0.9999999999999996,1.2412670766236366e-16
two_level_commuting,two_term_center,-1,0.27,-0.27,1,0.3818376618407358,0.3818376618407358,0,-4.440892098500626e-16,1.0,1.0,1.0,1.2412670766236366e-16
two_level_commuting,two_term_center,-1,0.4,-0.4,1,0.5656854249492382,0.5656854249492382,0,-4.440892098500626e-16,0.9999999999999996,1.0,1.0,1.798766884999431e-16
two_level_commuting,two_term_center,1,0.05,0.05,1,-0.07071067811865488,-0.07071067811865488,0,-2.220446049250313e-15,1.0,1.0,1.0,1.2719202621569003e-16
two_level_commuting,two_term_center,1,0.08,0.08,1,-0.11313708498984762,-0.11313708498984762,0,0.0,0.9999999999999998,1.0,1.0,5.808086318414842e-17
two_level_commuting,two_term_center,1,0.12,0.12,1,-0.16970562748477122,-0.16970562748477122,0,1.5543122344752192e-15,0.9999999999999998,0.9999999999999996,0.9999999999999996,1.2412670766236366e-16
two_level_commuting,two_term_center,1,0.18,0.18,1,-0.25455844122715704,-0.25455844122715704,0,4.440892098500626e-16,1.0,0.9999999999999996,0.9999999999999996,1.2412670766236366e-16
two_level_commuting,two_term_center,1,0.27,0.27,1,-0.3818376618407358,-0.3818376618407358,0,-4.440892098500626e-16,1.0,1.0,1.0,1.2412670766236366e-16
two_level_commuting,two_term_center,1,0.4,0.4,1,-0.5656854249492382,-0.5656854249492382,0,-4.440892098500626e-16,0.9999999999999998,1.0,1.0,1.798766884999431e-16
two_level_noncommuting,two_term_center,-1,0.05,-0.05,1,0.07071067861645416,0.07071067861645416,0,-9.95598803399389e-09,1.0,0.9999999999999998,0.9999999999999998,0.0
two_level_noncommuting,two_term_center,-1,0.08,-0.08,1,0.113137090207041,0.113137090207041,0,-6.521491746624974e-08,0.9999999999999989,0.9999999999999991,0.9999999999999991,1.5700924586837752e-16
two_level_noncommuting,two_term_center,-1,0.12,-0.12,1,0.16970566706217152,0.16970566706217152,0,-3.2981166753209834e-07,0.9999999999999718,0.999999999999982,0.999999999999982,5.551115123125783e-17
two_level_noncommuting,two_term_center,-1,0.18,-0.18,1,0.2545587410740622,0.2545587410740622,0,-1.6658161392513193e-06,0.999999999999275,0.9999999999995328,0.9999999999995328,1.2719202621569003e-16
two_level_noncommuting,two_term_center,-1,0.27,-0.27,1,0.3818399269758705,0.3818399269758705,0,-8.389389388074875e-06,0.9999999999811724,0.9999999999878368,0.9999999999878368,1.2412670766236366e-16
two_level_noncommuting,two_term_center,-1,0.4,-0.4,1,0.5657014094160542,0.5657014094160542,0,-3.996116704030328e-05,0.9999999995504147,0.9999999997155935,0.9999999997155935,1.942890293094024e-16
two_level_noncommuting,two_term_center,1,0.05,0.05,1,-0.07071067861645416,-0.07071067861645416,0,-9.95598803399389e-09,0.9999999999999998,0.9999999999999996,0.9999999999999996,0.0
two_level_noncommuting,two_term_center,1,0.08,0.08,1,-0.113137090207041,-0.113137090207041,0,-6.521491746624974e-08,0.9999999999999989,0.9999999999999991,0.9999999999999991,1.5700924586837752e-16
