dataset,condition,formula,target_name,target_error_hartree,source_status,analysis_status,model_name,formal_order,rotations,alpha,source_analytic_time_ca_div_10,target_analytic_time,saved_direct_point_count,model_time,model_relative_to_target_t_ana,model_signed_shift_hartree,model_absolute_error_hartree,model_cost,model_optimum_at_search_boundary,model_status,nearest_direct_time,nearest_direct_time_relative_mismatch,model_time_direct_point_covered,nearest_direct_error_hartree,nearest_direct_cost,direct_grid_status,direct_grid_minimum_time,direct_grid_minimum_cost,direct_grid_minimum_error_hartree,direct_grid_minimum_bracketed,direct_grid_minimum_lower_gap_fraction,direct_grid_minimum_upper_gap_fraction,feasible_saved_point_count,local_unseen_point_count,local_unseen_coverage,full_existing_curve_coverage,check_eta_star,check_eta_min,check_eta_t,check_maximum_local_unseen_residual_over_target_error,fixed_model_passed,maximum_local_unseen_residual_over_target_error,eta_star,eta_min,eta_t
p03,HF_full_stretch150_sto3g,current_m3,CA,0.0015936001019904,complete,insufficient_existing_curve,two_term_5point,4,9108,0.001106261335019731,0.411991164890432,0.732635405642606,80,0.42991045603108125,0.5868000000000001,0.0002064319018531555,0.0002064319018531555,18327242.897090394,False,complete,0.42991045603108125,0.0,True,6.267454657379383e-08,15953794.435701236,complete,0.4943970244357434,14289179.916335275,4.649037999830446e-05,False,0.04347826086956505,,80,23,True,False,False,False,False,False,False,0.42789162544947446,0.14877015439523775,0.11649475541020982,0.13043478260869557
p03,HF_full_stretch150_sto3g,current_m3,CA_div_10,0.00015936001019904,complete,validated_existing_curve,two_term_5point,4,9108,0.001106261335019731,0.411991164890432,0.411991164890432,80,0.30575924302343416,0.7421500000000001,1.734236606477764e-05,1.734236606477764e-05,251699509.61386412,False,complete,0.30575924302343416,0.0,True,4.440023685088469e-06,230736990.03899008,complete,0.42991045603108125,159594436.64832813,6.267454657379383e-08,True,0.009999999999999962,0.009999999999999962,77,26,True,True,False,False,False,False,False,0.5318731568006224,0.09085027750137412,0.4457708857823599,0.2887838880538214
p03,HF_full_stretch150_sto3g,current_m3,CA_div_100,1.5936001019904e-05,complete,validated_existing_curve,two_term_5point,4,9108,0.001106261335019731,0.411991164890432,0.23167965763120116,80,0.23037066756558489,0.9943500000000001,5.29551622138899e-07,5.29551622138899e-07,3079459702.59041,False,complete,0.23037066756558489,0.0,True,6.20833487325094e-06,4877176021.993676,complete,0.42991045603108125,1601615678.0842211,6.267454657379383e-08,True,0.009999999999999962,0.009999999999999962,59,27,True,True,False,False,False,False,False,34.7301698752199,0.36859779333295445,2.0451600148092517,0.4641426735875208
p03,HF_full_stretch150_sto3g,two_term_center,CA,0.0015936001019904,complete,insufficient_existing_curve,two_term_5point,4,9108,0.0018942895980133586,0.3601560731772364,0.6404581293315511,19,0.5697835747598144,0.88965,0.00016937306896963643,0.00016937306896963643,13468372.446165096,False,complete,0.49676687329409397,0.12814813325656116,False,3.112506222442624e-05,14081163.859581616,complete,0.49676687329409397,14081163.859581616,3.112506222442624e-05,False,0.04347826086956513,,19,1,False,False,False,False,False,True,False,0.04847785358532225,,,
p03,HF_full_stretch150_sto3g,two_term_center,CA_div_10,0.00015936001019904,complete,insufficient_existing_curve,two_term_5point,4,9108,0.0018942895980133586,0.3601560731772364,0.3601560731772364,19,0.4319711941687774,1.1994,3.5179331631608388e-06,3.5179331631608388e-06,162354658.00961748,False,complete,0.4319711941687774,0.0,True,2.1627694607676432e-05,183701893.13984895,complete,0.49676687329409397,171571536.53469363,3.112506222442624e-05,False,0.04347826086956513,,18,7,True,False,False,False,False,False,False,6.785510529470651,0.11620585267447518,0.07070145112736936,0.13043478260869557
p03,HF_full_stretch150_sto3g,two_term_center,CA_div_100,1.5936001019904e-05,complete,insufficient_existing_curve,two_term_5point,4,9108,0.0018942895980133586,0.3601560731772364,0.20253064346583946,19,0.23098619887278993,1.1405,-3.849968672803445e-06,3.849968672803445e-06,3915024494.6292953,False,complete,0.2306745625289223,0.001349155687172754,True,2.206825106551922e-06,3451120254.8827553,complete,0.2306745625289223,3451120254.8827553,2.206825106551922e-06,False,0.055555555555555615,0.0555555555555555,12,4,True,False,False,True,True,False,False,0.17010787497976532,0.1344213488620669,0.0,0.0013509783673202325
p03,HF_full_stretch150_sto3g,yoshida4,CA,0.0015936001019904,complete,insufficient_existing_curve,two_term_5point,4,3948,0.40058037670727464,0.09444520605881988,0.1679499653112827,80,0.18954833085031367,1.1286,7.63602098641466e-05,7.63602098641466e-05,16473435.231822798,False,complete,0.18954833085031367,0.0,True,0.00011745792529539827,16932077.06458204,complete,0.20850316393534504,14482962.273755025,2.4725107443924754e-05,False,0.009090909090909122,0.04545454545454534,80,27,True,False,False,False,False,False,False,0.20256849809321512,0.02708715717569066,0.1691031671928831,0.09090909090909094
p03,HF_full_stretch150_sto3g,yoshida4,CA_div_10,0.00015936001019904,complete,insufficient_existing_curve,two_term_5point,4,3948,0.40058037670727464,0.09444520605881988,0.09444520605881988,80,0.1700013709058758,1.8,-2.7279689823075676e-05,2.7279689823075676e-05,210992905.55105302,True,complete,0.1700013709058758,0.0,True,0.00012043818580308936,715999596.4921417,complete,0.20850316393534504,168767213.35464355,2.4725107443924754e-05,False,0.009090909090909122,,78,21,True,False,False,False,False,False,False,1.4765355061970022,0.7053170049469871,3.2425278124818986,0.18465807569907333
p03,HF_full_stretch150_sto3g,yoshida4,CA_div_100,1.5936001019904e-05,complete,insufficient_existing_curve,two_term_5point,4,3948,0.40058037670727464,0.09444520605881988,0.05311044233299236,80,0.05472234425779868,1.03035,-3.327717641801435e-06,3.327717641801435e-06,6866536530.398389,False,complete,0.05472234425779868,0.0,True,3.3289466864840346e-06,6867205939.761383,complete,0.11218300743132989,5881111371.968948,8.755216284172487e-06,False,0.4390353999469128,,29,23,True,False,True,False,False,True,False,0.00043704508952017605,9.747914491952082e-05,0.16767146639875619,0.5122046956060111
p03,HF_full_stretch150_sto3g,yoshida6_m3,CA,0.0015936001019904,complete,insufficient_existing_curve,three_term_5point,6,9108,11.49749652334009,0.112058895352307,0.16447996452865435,42,0.16679913202850838,1.0141,0.00015354373755366643,0.00015354373755366643,45502052.869070075,False,complete,0.16679913202850838,0.0,True,3.9956550908381666e-05,42175388.80356859,complete,0.1918190018327846,36969150.11356928,5.234980033767412e-05,False,0.04347826086956493,,42,9,True,False,False,False,False,False,False,0.3666405283110655,0.07887690332851205,0.1408265722637856,0.13043478260869557
p03,HF_full_stretch150_sto3g,yoshida6_m3,CA_div_10,0.00015936001019904,complete,insufficient_existing_curve,three_term_5point,6,9108,11.49749652334009,0.112058895352307,0.112058895352307,42,0.12969696548076012,1.1574,2.3907814122448408e-05,2.3907814122448408e-05,622140397.5292709,False,complete,0.12969696548076015,2.220446049250313e-16,True,1.8550886099338e-05,598471751.4018097,complete,0.1918190018327846,532460536.5992718,5.234980033767412e-05,False,0.04347826086956493,,42,7,True,False,False,False,False,False,False,0.10876813766674011,0.039548476719279996,0.12397391029979321,0.32385757280802896
p03,HF_full_stretch150_sto3g,yoshida6_m3,CA_div_100,1.5936001019904e-05,complete,validated_existing_curve,three_term_5point,6,9108,11.49749652334009,0.112058895352307,0.0763448366709228,42,0.08358996167099338,1.0949,2.6046497938262367e-06,2.6046497938262367e-06,9807898696.217733,False,complete,0.08358996167099338,0.0,True,2.5893008704701506e-06,9796619452.383154,complete,0.08358996167099338,9796619452.383154,2.5893008704701506e-06,True,0.010000000000000005,0.010000000000000005,31,23,True,True,True,True,True,True,True,0.006880470703386345,0.001151340407719486,0.0,0.0
p03,N2_active_eq_sto3g,current_m3,CA,0.0015936001019904,complete,insufficient_existing_curve,two_term_5point,4,19176,0.00017505408662476412,0.6532196982527025,1.161607139634619,97,1.2157961126985741,1.04665,-0.0003369404334093147,0.0003369404334093147,15061243.834756726,False,complete,1.2157961126985741,0.0,True,0.000323144220129028,14897689.841912622,complete,1.3373757239684316,14768172.583877802,0.000428511181062845,False,0.009090909090909097,0.04545454545454532,97,23,True,False,False,True,False,True,False,0.03187567825350602,0.010978480192544209,0.008770026033973366,0.09090909090909094
p03,N2_active_eq_sto3g,current_m3,CA_div_10,0.00015936001019904,complete,validated_existing_curve,two_term_5point,4,19176,0.00017505408662476412,0.6532196982527025,0.6532196982527025,97,0.6615482494054246,1.01275,-3.234730751900248e-05,3.234730751900248e-05,273861249.39141214,False,complete,0.6615482494054246,0.0,True,3.229774516888311e-05,273754426.1176161,complete,0.6615482494054246,273754426.1176161,3.229774516888311e-05,True,0.00019748210318443654,0.009800543075783734,74,45,True,True,True,True,True,True,True,0.0011426144117466135,0.0003902156955450513,0.0,0.0
p03,N2_active_eq_sto3g,current_m3,CA_div_100,1.5936001019904e-05,complete,validated_existing_curve,two_term_5point,4,19176,0.00017505408662476412,0.6532196982527025,0.3673324307558647,97,0.36874666061427475,1.00385,-3.2011850644583863e-06,3.2011850644583863e-06,4900252942.970541,False,complete,0.36874666061427475,0.0,True,3.2011091396006005e-06,4900223727.880903,complete,0.36874666061427475,4900223727.880903,3.2011091396006005e-06,True,0.010000000000000075,0.010000000000000075,28,23,True,True,True,True,True,True,True,3.3110510465855166e-05,5.9619909743162655e-06,0.0,0.0
p03,N2_active_eq_sto3g,two_term_center,CA,0.0015936001019904,complete,insufficient_existing_curve,two_term_5point,4,19176,0.0002976328635197803,0.5720475309498442,1.0172603458517113,51,1.0369951965612345,1.0194,-0.0003259742893780276,0.0003259742893780276,17505376.1923505,False,complete,0.6616702176237562,0.36193511810092105,False,5.578801574147852e-05,22614886.37862193,complete,0.6616702176237562,22614886.37862193,5.578801574147852e-05,False,4.971167230053002e-05,,51,0,False,False,False,False,False,False,False,,,,
p03,N2_active_eq_sto3g,two_term_center,CA_div_10,0.00015936001019904,complete,validated_existing_curve,two_term_5point,4,19176,0.0002976328635197803,0.5720475309498442,0.5720475309498442,51,0.5753654066293533,1.0058,-3.2086608853841236e-05,3.2086608853841236e-05,314237397.7579586,False,complete,0.5753654066293533,0.0,True,3.2077663779321396e-05,314215313.9653595,complete,0.5753654066293533,314215313.9653595,3.2077663779321396e-05,True,4.9711672300580345e-05,0.009949791210976342,51,45,True,True,True,True,True,True,True,0.00020120864989873612,7.028235613467461e-05,0.0,0.0
p03,N2_active_eq_sto3g,two_term_center,CA_div_100,1.5936001019904e-05,complete,insufficient_existing_curve,two_term_5point,4,19176,0.0002976328635197803,0.5720475309498442,0.32168596662620264,51,0.3222650013661298,1.0018,-3.1937976982525354e-06,3.1937976982525354e-06,5603786667.466987,False,complete,0.2860237654749221,0.11245787081307512,False,1.9839759438695624e-06,5766335393.674555,complete,0.2860237654749221,5766335393.674555,1.9839759438695624e-06,False,0.19999999999999996,,5,0,False,False,False,False,False,False,False,,,,
p03,N2_active_eq_sto3g,yoshida4,CA,0.0015936001019904,complete,validated_existing_curve,two_term_5point,4,8296,0.06404872479004288,0.14935670167739665,0.2655979473442403,74,0.26748369277038436,1.0070999999999999,-0.00032136498221259905,0.00032136498221259905,29254002.83580625,False,complete,0.26748369277038436,0.0,True,0.00032132777635011207,29253147.34254057,complete,0.26748369277038436,29253147.34254057,0.00032132777635011207,True,0.010000000000000106,0.010000000000000106,74,23,True,True,True,True,True,True,True,7.33232016949554e-05,2.9244486265479258e-05,0.0,0.0
p03,N2_active_eq_sto3g,yoshida4,CA_div_10,0.00015936001019904,complete,validated_existing_curve,two_term_5point,4,8296,0.06404872479004288,0.14935670167739665,0.14935670167739665,74,0.14967781858600307,1.00215,-3.195191703594562e-05,3.195191703594562e-05,522030080.1043102,False,complete,0.14967781858600307,0.0,True,3.195164735254551e-05,522028975.1309489,complete,0.14967781858600307,522028975.1309489,3.195164735254551e-05,True,0.009999999999999969,0.009999999999999969,51,23,True,True,True,True,True,True,True,5.76045850731291e-06,2.1166897125512333e-06,0.0,0.0
p03,N2_active_eq_sto3g,yoshida4,CA_div_100,1.5936001019904e-05,complete,validated_existing_curve,two_term_5point,4,8296,0.06404872479004288,0.14935670167739665,0.08398944554732686,74,0.08404403868693262,1.00065,-3.1898373445240113e-06,3.1898373445240113e-06,9293163636.866999,False,complete,0.08404403868693262,0.0,True,3.1898367375838735e-06,9293163194.350027,complete,0.08404403868693262,9293163194.350027,3.1898367375838735e-06,True,0.009999999999999998,0.009999999999999998,28,23,True,True,True,True,True,True,True,2.3238980330065956e-07,4.761747559293613e-08,0.0,0.0
p03,N2_active_eq_sto3g,yoshida6_m3,CA,0.0015936001019904,complete,validated_existing_curve,three_term_5point,6,19176,0.007050042597146682,0.38445743250709524,0.5643063378657756,74,0.5780471971928073,1.02435,0.00023506236810089936,0.00023506236810089936,29302472.141259164,False,complete,0.5780471971928073,0.0,True,0.00023467946720929275,29294215.63059769,complete,0.5780471971928073,29294215.63059769,0.00023467946720929275,True,0.010000000000000052,0.010000000000000052,74,23,True,True,True,True,True,True,True,0.0010510704107601677,0.00028184781479014817,0.0,0.0
p03,N2_active_eq_sto3g,yoshida6_m3,CA_div_10,0.00015936001019904,complete,validated_existing_curve,three_term_5point,6,19176,0.007050042597146682,0.38445743250709524,0.38445743250709524,74,0.38870568713629866,1.01105,2.3106914741790786e-05,2.3106914741790786e-05,434482205.8621552,False,complete,0.38870568713629866,0.0,True,2.3101572603999946e-05,434465171.58631617,complete,0.38870568713629866,434465171.58631617,2.3101572603999946e-05,True,0.009999999999999986,0.009999999999999986,56,23,True,True,True,True,True,True,True,0.00015461139772769217,3.9207460006138845e-05,0.0,0.0
p03,N2_active_eq_sto3g,yoshida6_m3,CA_div_100,1.5936001019904e-05,complete,validated_existing_curve,three_term_5point,6,19176,0.007050042597146682,0.38445743250709524,0.26192779965747043,74,0.26323743865575777,1.005,2.2921611041755745e-06,2.2921611041755745e-06,6407004005.902914,False,complete,0.26323743865575777,0.0,True,2.2921099363230474e-06,6406979978.106584,complete,0.26323743865575777,6406979978.106584,2.2921099363230474e-06,True,0.00999999999999992,0.00999999999999992,33,23,True,True,True,True,True,True,True,1.8851471370907743e-05,3.750253069708009e-06,0.0,0.0
p03,N2_active_stretch150_sto3g,current_m3,CA,0.0015936001019904,complete,insufficient_existing_curve,two_term_5point,4,18952,1.6956502752989327e-05,1.1708958451897937,2.082179972801132,97,2.3890933007920188,1.1474,-0.00038550951514048607,0.00038550951514048607,7879591.133603601,False,complete,2.3890933007920188,0.0,True,0.0003483698986087966,7644578.368627439,complete,2.7474572959108214,6486068.085172938,0.00031738511697694,False,0.04347826086956504,,97,23,True,False,False,False,False,False,False,0.5631811055489054,0.03074241032581073,0.1786151900105457,0.13043478260869557
p03,N2_active_stretch150_sto3g,current_m3,CA_div_10,0.00015936001019904,complete,validated_existing_curve,two_term_5point,4,18952,1.6956502752989327e-05,1.1708958451897937,1.1708958451897937,97,1.2046761903235192,1.02885,-3.296981413833239e-05,3.296981413833239e-05,149366284.96177188,False,complete,1.2046761903235192,0.0,True,3.28543394852154e-05,149229943.08993316,complete,1.2408164760332248,147957576.27790663,3.548276646411064e-05,True,0.0001943917966660372,0.009512458768414887,74,45,True,True,True,True,True,True,True,0.009017172898013199,0.000913636157835646,0.008599538084056446,0.029126213592232997
p03,N2_active_stretch150_sto3g,current_m3,CA_div_100,1.5936001019904e-05,complete,validated_existing_curve,two_term_5point,4,18952,1.6956502752989327e-05,1.1708958451897937,0.6584431212439024,97,0.663941121306289,1.00835,-3.21822291206032e-06,3.21822291206032e-06,2693366677.9667206,False,complete,0.663941121306289,0.0,True,3.2181371671478415e-06,2693348519.0610466,complete,0.663941121306289,2693348519.0610466,3.2181371671478415e-06,True,0.009999999999999992,0.009999999999999992,28,23,True,True,True,True,True,True,True,3.780659779371471e-05,6.742129934343313e-06,0.0,0.0
p03,N2_active_stretch150_sto3g,two_term_center,CA,0.0015936001019904,complete,insufficient_existing_curve,two_term_5point,4,18952,2.8825178999400516e-05,1.0254378246094789,1.8235149697781405,28,1.9520727751474996,1.0705,-0.0003472621991048761,0.0003472621991048761,9347693.985245325,False,complete,1.2002442105706566,0.38514371705226746,False,5.596992265244886e-05,12322952.645196974,complete,1.2002442105706566,12322952.645196974,5.596992265244886e-05,False,0.043478260869564925,,28,0,False,False,False,False,False,False,False,,,,
p03,N2_active_stretch150_sto3g,two_term_center,CA_div_10,0.00015936001019904,complete,validated_existing_curve,two_term_5point,4,18952,2.8825178999400516e-05,1.0254378246094789,1.0254378246094789,28,1.0436906178875276,1.0178,-3.254095892572101e-05,3.254095892572101e-05,171822492.36130968,False,complete,1.0436906178875276,0.0,True,3.2546479434552595e-05,171829972.22233734,complete,1.0436906178875276,171829972.22233734,3.2546479434552595e-05,True,0.010000000000000103,0.010000000000000103,28,23,True,True,True,True,True,True,True,4.693719229676634e-05,4.353059557025074e-05,0.0,0.0
p03,N2_active_stretch150_sto3g,two_term_center,CA_div_100,1.5936001019904e-05,complete,insufficient_existing_curve,two_term_5point,4,18952,2.8825178999400516e-05,1.0254378246094789,0.5766460651912031,28,0.5797022893367165,1.0053,-3.2068644051166535e-06,3.2068644051166535e-06,3081997845.1547093,False,complete,0.5127189123047394,0.11554789115740449,False,1.9688781403452415e-06,3175777025.127957,complete,0.5127189123047394,3175777025.127957,1.9688781403452415e-06,False,0.19999999999999996,,5,0,False,False,False,False,False,False,False,,,,
p03,N2_active_stretch150_sto3g,yoshida4,CA,0.0015936001019904,complete,validated_existing_curve,two_term_5point,4,8200,0.0062037317732908945,0.2677250960664678,0.4760900258856924,120,0.4921818687606288,1.0338,-0.00033168370496004264,0.00033168370496004264,15843054.056385785,False,complete,0.4921818687606288,0.0,True,0.00033303244253305526,15860005.246682318,complete,0.4921818687606288,15860005.246682318,0.00033303244253305526,True,0.009999999999999967,0.009999999999999967,120,23,True,True,True,True,True,True,True,0.0026278164168018646,0.001068801052261854,0.0,0.0
p03,N2_active_stretch150_sto3g,yoshida4,CA_div_10,0.00015936001019904,complete,validated_existing_curve,two_term_5point,4,8200,0.0062037317732908945,0.2677250960664678,0.2677250960664678,120,0.2702818707339026,1.00955,-3.222557588434064e-05,3.222557588434064e-05,286361736.45243144,False,complete,0.2702818707339026,0.0,True,3.223402744909618e-05,286380774.2974635,complete,0.27025509822429594,286380765.18562657,3.222142981504116e-05,True,0.009852890187725921,9.906384664915103e-05,97,67,True,True,True,True,True,True,True,0.00018105691111205998,6.647738514828412e-05,3.181720997780246e-08,9.906384664915002e-05
p03,N2_active_stretch150_sto3g,yoshida4,CA_div_100,1.5936001019904e-05,complete,validated_existing_curve,two_term_5point,4,8200,0.0062037317732908945,0.2677250960664678,0.15055288530873104,120,0.15098948867612635,1.0029,-3.198119984770689e-06,3.198119984770689e-06,5116243378.08529,False,complete,0.15098948867612635,0.0,True,3.1981350373070815e-06,5116249424.030485,complete,0.15098948867612635,5116249424.030485,3.1981350373070815e-06,True,0.009999999999999972,0.009999999999999972,28,23,True,True,True,True,True,True,True,6.4639381826937215e-06,1.1817143172889287e-06,0.0,0.0
p03,N2_active_stretch150_sto3g,yoshida6_m3,CA,0.0015936001019904,complete,validated_existing_curve,three_term_5point,6,18952,0.00026771507062511916,0.6631341822259273,0.9733478670063762,74,1.005079007470784,1.0326,0.00023685297158444217,0.00023685297158444217,16677739.262465602,False,complete,1.005079007470784,0.0,True,0.00023599542450280283,16667204.570835534,complete,1.005079007470784,16667204.570835534,0.00023599542450280283,True,0.010000000000000042,0.00999999999999993,74,23,True,True,True,True,True,True,True,0.0029355862858623572,0.0006320610985060463,0.0,0.0
p03,N2_active_stretch150_sto3g,yoshida6_m3,CA_div_10,0.00015936001019904,complete,validated_existing_curve,three_term_5point,6,18952,0.00026771507062511916,0.6631341822259273,0.6631341822259273,74,0.6734459187595405,1.01555,2.323298342404263e-05,2.323298342404263e-05,248078546.94497487,False,complete,0.6734459187595405,0.0,True,2.3227627510658222e-05,248068786.68673414,complete,0.6734459187595405,248068786.68673414,2.3227627510658222e-05,True,0.010000000000000007,0.010000000000000007,56,23,True,True,True,True,True,True,True,0.00020653362994640419,3.9344967059701084e-05,0.0,0.0
p03,N2_active_stretch150_sto3g,yoshida6_m3,CA_div_100,1.5936001019904e-05,complete,validated_existing_curve,three_term_5point,6,18952,0.00026771507062511916,0.6631341822259273,0.4517880590717612,74,0.4550183436941243,1.00715,2.298266414619875e-06,2.298266414619875e-06,3664925525.681694,False,complete,0.4550183436941243,0.0,True,2.29824655070264e-06,3664920187.5758142,complete,0.4550183436941243,3664920187.5758142,2.29824655070264e-06,True,0.010000000000000007,0.010000000000000007,33,23,True,True,True,True,True,True,True,1.0383712320404161e-05,1.4565408266952072e-06,0.0,0.0
