condition,formula,model,committed_passed,a4,d4_frobenius_norm,d4_coupling_norm,a8_diag,a8_mix,a8_total,mixing_fraction,a8_cancellation_ratio,physical_gap_hartree,phase_compression_ratio,leading_diagonal_ratio,leading_coupling_ratio,leading_diagonal_cancellation,substantial_leading_coupling,substantial_state_mixing,strong_a8_cancellation,phase_compression
HF_full_eq_sto3g,yoshida4,two_term_5point,True,-1.5068154110433307,620.764260370776,84.76659774987627,-301.64388032337655,-148.36123683863678,-450.00511716201595,0.32968788838288465,0.9999999999999942,0.5623239661768551,1.0000000051933913,0.002427355289660725,0.13655199430979817,True,True,True,False,False
HF_full_eq_sto3g,current_m3,two_term_5point,diagnostic_control_not_reclassified,-0.00411731585480473,89.64279155146154,14.053057006173644,6.519710716278959,-3.5540329736747287,2.9656777426034155,0.352801608126985,3.39677623945428,0.5623239661768551,0.8151628531668142,4.593025031400421e-05,0.15676728449611207,True,True,True,True,False
HF_full_stretch150_sto3g,yoshida4,two_term_5point,False,-0.4105505111581,584.4787871922169,40.41827950874646,-100.12989378982064,-35.34145296090654,-135.47134675072857,0.2608776970818505,0.9999999999999897,0.17519102632642358,1.0000000176226165,0.0007024215765474524,0.0691526885054498,True,False,True,False,False
HF_full_stretch150_sto3g,current_m3,two_term_5point,diagnostic_control_not_reclassified,-0.001121813059796003,84.26289837917444,6.827430274853067,1.553791817621529,-0.8488245518565893,0.7049672657647802,0.3532917542058393,3.408124726006465,0.17519102632642358,0.3363995769103558,1.3313250331693537e-05,0.08102534337390493,True,False,True,True,False
