point_count,minimum_time,maximum_time,scaled_design_condition_number,fitted_a4,fitted_a6,fitted_a8,maximum_fit_residual_hartree,diagnostic_only,used_to_refute_operator_decomposition,condition,formula,formal_a8,fitted_vs_formal_a8_relative_difference
5,0.006824288464710328,0.03412144232355164,159.29571232408438,-1.5068098186340166,50.361668584782116,-409.7136962179617,7.648839593729282e-14,True,False,HF_full_eq_sto3g,yoshida4,-450.00511716201595,0.0895354728367413
5,0.029774163152052547,0.14887081576026273,159.29571232408438,0.011023861049068348,-2.4859044105291397,81.42995768610315,8.828886369330087e-08,True,False,HF_full_eq_sto3g,current_m3,2.9656777426034155,26.45745315356482
5,0.009444520605881988,0.04722260302940994,159.29571232408438,-0.4105387614328143,13.462856350212693,-114.55794010100277,5.020192278410131e-13,True,False,HF_full_stretch150_sto3g,yoshida4,-135.47134675072857,0.15437512914230572
5,0.0411991164890432,0.205995582445216,159.29571232408438,-0.0023959575873874505,0.05917108990360929,-0.22236019863688136,4.9950098711809046e-08,True,False,HF_full_stretch150_sto3g,current_m3,0.7049672657647802,1.3154191824717636
