dataset_id,condition,molecule,analysis_cluster,variation_axis,pf,model,target_error_hartree,beta,rotations_per_pf_step,selected_time,model_signed_shift_hartree,direct_signed_shift_hartree,signed_shift_residual_hartree,frozen_model_cost,stored_direct_required_cost,model_error_hartree,direct_error_hartree,predicted_qpe_allowance_hartree,frozen_qpe_error_hartree,qpe_allowance_reproduction_difference_hartree,actual_total_error_bound_hartree,actual_total_error_over_target,budget_margin_hartree,target_excess_hartree,target_excess_over_epsilon,strict_frozen_budget_pass,tolerance_frozen_budget_pass,pf_error_direction,required_direct_cost,frozen_over_required_cost_ratio,additional_cost_fraction_needed,avoidable_cost_fraction_vs_direct,pf_error_underestimate_hartree,pf_error_overestimate_hartree,model_cost_reproduction_relative_difference,direct_cost_reproduction_relative_difference,stored_eta_star,eta_star_1pct_pass,four_metric_pass,eta_min,eta_t,maximum_unseen_residual_over_epsilon,source
five_condition_holdout,NH3_631g,NH3,NH3,basis,two_term_center,two_term,0.00015936001019904,1.2,49728,1.2975864092352123,-3.210093663833021e-05,-3.205276550411528e-05,4.817113421492987e-08,361374241.744596,361237503.20200473,3.210093663833021e-05,3.205276550411528e-05,0.0001272590735607098,0.00012725907356070978,2.710505431213761e-20,0.00015931183906482506,0.9996977213156878,4.81711342149502e-08,0.0,0.0,True,True,conservative_pf_error,361237503.20200473,1.0003785280912951,0.0,0.0003785280912951272,0.0,4.817113421492987e-08,0.0,0.0,0.00037852809129513144,True,True,0.0,0.0,0.0007467436360333587,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json
five_condition_holdout,NH3_631g,NH3,NH3,basis,current_m3,original_one_term,0.00015936001019904,1.2,49728,1.472675834722534,-3.1872002039808e-05,-2.9992509705190476e-05,1.8794923346175259e-06,317837943.80532575,313220292.720221,3.1872002039808e-05,2.9992509705190476e-05,0.000127488008159232,0.00012748800815923198,2.710505431213761e-20,0.00015748051786442245,0.9882059976510413,1.8794923346175598e-06,0.0,0.0,True,True,conservative_pf_error,313220292.720221,1.0147425029361983,0.0,0.014742502936198276,0.0,1.8794923346175259e-06,0.0,0.0,0.014742502936198347,False,False,0.0012237637979628513,0.018554232239512025,0.024763502796801264,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json
five_condition_holdout,NH3_631g,NH3,NH3,basis,current_m3,refit_one_term,0.00015936001019904,1.2,49728,1.4734619878396804,-3.1872002039807995e-05,-3.0053684414848958e-05,1.8183176249590374e-06,317668364.0724706,313201281.879996,3.1872002039807995e-05,3.0053684414848958e-05,0.000127488008159232,0.000127488008159232,0.0,0.00015754169257408096,0.9885898750716194,1.818317624959051e-06,0.0,0.0,True,True,conservative_pf_error,313201281.879996,1.0142626561604757,0.0,0.014262656160475728,0.0,1.8183176249590374e-06,0.0,0.0,0.014262656160475676,False,False,0.0011629947308064992,0.01803031065986549,0.024090501162272907,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json
five_condition_holdout,NH3_631g,NH3,NH3,basis,current_m3,two_term,0.00015936001019904,1.2,49728,1.5005167713779635,-3.258039959762939e-05,-3.223744650803167e-05,3.4295308959772015e-07,313683714.02719384,312837453.56989527,3.258039959762939e-05,3.223744650803167e-05,0.00012677961060141062,0.00012677961060141062,0.0,0.0001590170571094423,0.9978479350674654,3.4295308959771337e-07,0.0,0.0,True,True,conservative_pf_error,312837453.56989527,1.0027051123439397,0.0,0.002705112343939664,0.0,3.4295308959772015e-07,0.0,0.0,0.0027051123439396692,True,True,0.0,0.0,0.005063230659501993,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json
five_condition_holdout,NH3_ccpvdz,NH3,NH3,basis,two_term_center,original_one_term,0.00015936001019904,1.2,47040,1.4232456021074709,-3.1872002039808e-05,-3.136475645171033e-05,5.072455880976694e-07,311099542.7242976,309866654.27034277,3.1872002039808e-05,3.136475645171033e-05,0.000127488008159232,0.000127488008159232,0.0,0.00015885276461094234,0.9968169832101283,5.072455880976694e-07,0.0,0.0,True,True,conservative_pf_error,309866654.27034277,1.0039787709873396,0.0,0.003978770987339564,0.0,5.072455880976694e-07,0.0,0.0,0.003978770987339553,True,True,9.078465817147219e-05,0.005034525301972015,0.005989485164464104,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json
five_condition_holdout,NH3_ccpvdz,NH3,NH3,basis,two_term_center,refit_one_term,0.00015936001019904,1.2,47040,1.4234572913589463,-3.1872002039808e-05,-3.1383229577538865e-05,4.887724622691368e-07,311053277.5994263,309865294.3133113,3.1872002039808e-05,3.1383229577538865e-05,0.000127488008159232,0.000127488008159232,0.0,0.00015887123773677088,0.996932903922015,4.8877246226913e-07,0.0,0.0,True,True,conservative_pf_error,309865294.3133113,1.0038338700974814,0.0,0.0038338700974813733,0.0,4.887724622691368e-07,0.0,0.0,0.0038338700974813126,True,True,8.639541371424642e-05,0.004886537142886338,0.005811785679391178,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json
five_condition_holdout,NH3_ccpvdz,NH3,NH3,basis,two_term_center,two_term,0.00015936001019904,1.2,47040,1.4304472248541347,-3.206112960189181e-05,-3.1997590291085555e-05,6.353931080625507e-08,309993176.8993709,309838525.68570006,3.206112960189181e-05,3.1997590291085555e-05,0.0001272988805971482,0.0001272988805971482,0.0,0.00015929647088823375,0.9996012844707596,6.353931080626185e-08,0.0,0.0,True,True,conservative_pf_error,309838525.68570006,1.0004991348746208,0.0,0.0004991348746208324,0.0,6.353931080625507e-08,0.0,0.0,0.0004991348746208787,True,True,0.0,0.0,0.000862127034312337,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json
five_condition_holdout,NH3_ccpvdz,NH3,NH3,basis,current_m3,original_one_term,0.00015936001019904,1.2,47040,1.6252528475272714,-3.1872002039808e-05,-2.9950516774942923e-05,1.921485264865079e-06,272432105.9788651,268387006.4775554,3.1872002039808e-05,2.9950516774942923e-05,0.000127488008159232,0.00012748800815923198,2.710505431213761e-20,0.0001574385249341749,0.9879424878144449,1.9214852648650994e-06,0.0,0.0,True,True,conservative_pf_error,268387006.4775554,1.0150718902319438,0.0,0.015071890231943774,0.0,1.921485264865079e-06,0.0,0.0,0.015071890231943757,False,False,0.001527578180685163,0.018366365305140908,0.04010786117985829,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json
five_condition_holdout,NH3_ccpvdz,NH3,NH3,basis,current_m3,refit_one_term,0.00015936001019904,1.2,47040,1.6261169860085423,-3.1872002039807995e-05,-3.001104502776144e-05,1.8609570120465537e-06,272287332.2212968,268369906.0593039,3.1872002039807995e-05,3.001104502776144e-05,0.000127488008159232,0.000127488008159232,0.0,0.00015749905318699346,0.9883223086537066,1.8609570120465537e-06,0.0,0.0,True,True,conservative_pf_error,268369906.0593039,1.0145971141828667,0.0,0.014597114182866688,0.0,1.8609570120465537e-06,0.0,0.0,0.014597114182866732,False,False,0.0014637653281106555,0.01784443580996098,0.039438056211636964,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json
five_condition_holdout,NH3_ccpvdz,NH3,NH3,basis,current_m3,two_term,0.00015936001019904,1.2,47040,1.6556613283045067,-3.257201734083294e-05,-3.2133246406964506e-05,4.387709338684318e-07,268905030.8878178,267977649.66701275,3.257201734083294e-05,3.2133246406964506e-05,0.00012678799285820706,0.00012678799285820709,2.710505431213761e-20,0.0001589212392651716,0.9972466685128824,4.387709338684047e-07,0.0,0.0,True,True,conservative_pf_error,267977649.66701275,1.0034606662979446,0.0,0.0034606662979446146,0.0,4.387709338684318e-07,0.0,0.0,0.0034606662979446484,True,True,0.0,0.0,0.020607519614708802,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json
