system,formula,time_hartree_inverse,selection_rules_agree,ground_overlap_probability,previous_overlap_probability,phase_gap_radians
H2,yoshida4,5.953116338442668,True,0.5222355318537404,0.9999553385076754,0.011435804615726129
H2,yoshida4,5.982101651610648,True,0.5288299520257352,0.9999563999224286,0.014537101233103034
H2,yoshida4,5.9823435608335025,True,0.5288865787618287,0.9999999967826942,0.014752376170662718
H2,yoshida4,5.982343560833505,True,0.5288865787618297,0.9999999999999996,0.014752376170665382
H2,yoshida4,5.996423756971447,True,0.5322280016237422,0.9999887930348644,0.027238278335136812
H2,yoshida4,6.0035951254218825,True,0.5339642926947069,0.9999969720264539,0.03356377783527532
H2,yoshida4,6.039731175500226,True,0.5430678632306081,0.9999166302500698,0.06507433283130037
H2,yoshida4,6.042526920818836,True,0.543796877602556,0.9999994644974175,0.06748607571966625
H2,yoshida4,6.042526920818837,True,0.5437968776025566,0.9999999999999996,0.0674860757196667
H2,yoshida4,6.042771273569194,True,0.5438607633696579,0.9999999958870045,0.06769668246990612
H2,yoshida4,6.042771273569197,True,0.5438607633696587,0.9999999999999991,0.06769668246990834
H2,yoshida4,6.042771273569198,True,0.5438607633696593,0.9999999999999998,0.06769668246990879
H2,yoshida4,6.083038594029004,True,0.5547591130279781,0.9998800593059946,0.10198718323564204
H2,yoshida4,6.1029521900270245,True,0.560420605120237,0.999967516555986,0.11862646111475161
H2,yoshida4,6.1031989863048866,True,0.5604918960782723,0.9999999948421936,0.11883129985348928
H2,yoshida4,6.103198986304889,True,0.5604918960782727,1.0,0.11883129985349149
H2,yoshida4,6.126346012557783,True,0.567300453561445,0.9999528738977893,0.13788882614412534
H2,yoshida4,6.163377459235213,True,0.578692649194468,0.9998673910791093,0.16771741192976242
H2,yoshida4,6.163626699040579,True,0.5787713906208027,0.9999999936421455,0.1679153132747362
H2,yoshida4,6.163626699040581,True,0.5787713906208033,1.0000000000000004,0.16791531327473797
H2,yoshida4,6.169653431086561,True,0.5806837445488625,0.9999962474910276,0.17268870447737594
H2,yoshida4,6.21296084961534,True,0.5948923442809936,0.9997916928798558,0.20629414141519264
H2,yoshida4,6.223802728443402,True,0.5985756892588595,0.9999859054032745,0.21450918219033932
H2,yoshida4,6.224054411776271,True,0.5986617852619738,0.9999999922874396,0.2146989150726073
H2,yoshida4,6.224054411776273,True,0.5986617852619747,1.0000000000000004,0.21469891507260996
H2,yoshida4,6.256268268144119,True,0.6098994003809253,0.999867972339551,0.23861095750477102
H2,yoshida4,6.284227997651589,True,0.6199946590688155,0.9998923982499738,0.2587460662567409
H2,yoshida4,6.284482124511962,True,0.6200878294705741,0.9999999907883179,0.2589263520295888
H2,yoshida4,6.284482124511965,True,0.620087829470575,0.9999999999999998,0.258926352029591
H2,yoshida4,6.299575686672897,True,0.6256661760313189,0.9999668818092389,0.2695442912767154
H2,yoshida4,6.342883105201675,True,0.6421405266772414,0.9997076200200128,0.298999637729898
H2,yoshida4,6.344653266859778,True,0.6428280429652978,0.9999994855438474,0.3001708119200916
H2,yoshida4,6.344909837247655,True,0.642927781510184,0.9999999891676952,0.3003403458233098
H2,yoshida4,6.344909837247657,True,0.6429277815101849,0.9999999999999993,0.3003403458233116
H2,yoshida4,6.386190523730455,True,0.6592556692321463,0.9997066004909413,0.32688410952993996
H2,yoshida4,6.4050785360679665,True,0.6669005722194771,0.9999345976377035,0.3385306392838614
H2,yoshida4,6.405337549983346,True,0.6670061122346529,0.9999999874635734,0.3386881199417475
H2,yoshida4,6.405337549983349,True,0.667006112234654,1.0,0.33868811994174886
H2,yoshida4,6.429497942259233,True,0.6769294057970242,0.9998883154166112,0.35310791242021367
H2,yoshida4,6.465503805276155,True,0.691978860465435,0.999737824182706,0.3735848478609207
H2,yoshida4,6.465765262719039,True,0.6920891556685771,0.9999999857300301,0.3737290146968646
H2,yoshida4,6.465765262719041,True,0.6920891556685774,1.0000000000000004,0.3737290146968655
H2,yoshida4,6.472805360788012,True,0.6950639705021541,0.9999895901542614,0.37758600936722875
H2,yoshida4,6.51611277931679,True,0.7135466547098034,0.999589889089856,0.400239928235814
H2,yoshida4,6.525929074484344,True,0.7177716613382182,0.9999780693503687,0.40511377091378215
H2,yoshida4,6.52619297545473,True,0.717885389892052,0.9999999840358716,0.40524344821413205
H2,yoshida4,6.526192975454733,True,0.7178853898920533,0.9999999999999998,0.40524344821413427
H2,yoshida4,6.559420197845569,True,0.7322513272140879,0.999741159137141,0.4209996470108712
H2,yoshida4,6.586354343692531,True,0.7439362028693784,0.9998234151995713,0.43292855939673597
H2,yoshida4,6.586620688190422,True,0.7440518011942713,0.9999999824602449,0.4330427043732912
H2,yoshida4,6.5866206881904255,True,0.7440518011942734,0.9999999999999998,0.4330427043732925
H2,yoshida4,6.602727616374348,True,0.7510409003017259,0.9999352899472332,0.4398054712484045
H2,yoshida4,6.646035034903126,True,0.7697707028971703,0.9995185373961574,0.456609803614739
H2,yoshida4,6.64677961290072,True,0.7700913291082286,0.9999998549131036,0.4568809960142315
H2,yoshida4,6.647048400926114,True,0.7702070579270697,0.9999999810851824,0.4569787468651443
H2,yoshida4,6.647048400926117,True,0.7702070579270703,1.0000000000000004,0.45697874686514517
H2,yoshida4,6.689342453431904,True,0.7882926181387827,0.9995245335787533,0.4713786982176438
H2,yoshida4,6.7326498719606835,True,0.8064597400546907,0.9994891657354089,0.4840930955286318
H2,yoshida4,6.775957290489462,True,0.8241312212072984,0.9994813884987324,0.49474964833132784
H2,yoshida4,6.81926470901824,True,0.8411769378877211,0.9994784802037594,0.5033610747495132
H2,yoshida4,6.862572127547019,True,0.8574816033794967,0.9994803939861809,0.5099560084381904
H2,yoshida4,6.905879546075798,True,0.8729480149886811,0.9994868928190287,0.5145783542064768
H2,yoshida4,6.949186964604576,True,0.8874992181011583,0.9994975728931615,0.5172861945487575
H2,current_m3,5.390119897568547,True,0.8590489874186934,0.9916168342345413,0.1679537988290252
H2,current_m3,5.433427316097325,True,0.7528275932858873,0.9817619854012904,0.1397671477354574
H2,current_m3,5.438274228736953,True,0.7368529508574613,0.9996642832376934,0.13739506212264074
H2,current_m3,5.438494146212275,True,0.7361073347614031,0.9999992838627573,0.13729191172805133
H2,current_m3,5.438494146212277,True,0.7361073347613936,1.0000000000000004,0.1372919117280491
H2,current_m3,5.4767347346261035,True,0.582205686436685,0.973562845987833,0.1260869845344097
H2,current_m3,5.498699497945141,False,0.48178784800026847,0.98987436734529,0.12641303868988873
H2,current_m3,5.498921858947966,False,0.4807778482197396,0.9999989784689425,0.12644257393710734
H2,current_m3,5.498921858947969,False,0.4807778482197285,1.0,0.12644257393710756
H2,current_m3,5.499977873658315,False,0.4759890201004114,0.9999770241800676,0.1265899180945886
H2,current_m3,5.50103388836866,False,0.47121395184295173,0.9999771349848512,0.12674892618428069
H2,current_m3,5.502089903079006,False,0.466453896729332,0.9999772534963802,0.1269195547037545
H2,current_m3,5.503145917789352,False,0.4617100858868945,0.9999773795250487,0.12710175718909644
H2,current_m3,5.504201932499697,False,0.45698372683966726,0.9999775128712395,0.12729548427707305
H2,current_m3,5.505257947210043,False,0.4522760021336131,0.9999776533260079,0.127500683770565
H2,current_m3,5.506313961920389,False,0.4475880680390345,0.9999778006717814,0.12771730070704201
H2,current_m3,5.507369976630734,False,0.4429210533325934,0.999977954683078,0.12794527742989947
H2,current_m3,5.50842599134108,False,0.4382760581613719,0.9999781151272409,0.12818455366243775
H2,current_m3,5.509482006051426,False,0.43365415299072796,0.9999782817651748,0.12843506658428816
H2,current_m3,5.510538020761771,False,0.42905637763740556,0.9999784543520951,0.12869675091004962
H2,current_m3,5.511594035472117,False,0.4244837403889502,0.9999786326382705,0.12896953896994012
H2,current_m3,5.5126500501824625,False,0.41993721721000243,0.9999788163697737,0.12925336079224037
H2,current_m3,5.5137060648928085,False,0.41541775103572864,0.9999790052892146,0.12954814418730543
H2,current_m3,5.5147620796031545,False,0.410926251152272,0.9999791991364715,0.1298538148329338
H2,current_m3,5.5158180943135,False,0.40646359266367804,0.9999793976494116,0.13017029636088887
H2,current_m3,5.516874109023846,False,0.4020306160444093,0.9999796005645879,0.13049751044433955
H2,current_m3,5.517930123734192,False,0.3976281267763212,0.999979807617927,0.1308353768860313
H2,current_m3,5.518986138444537,False,0.3932568950685654,0.9999800185453885,0.13118381370697518
H2,current_m3,5.520042153154883,False,0.38891765565857894,0.99998023308361,0.1315427372354554
H2,current_m3,5.55912476715333,False,0.25448858219699333,0.9792319719107857,0.1513454165725885
H2,current_m3,5.559349571683659,False,0.25386861120746,0.9999994931155188,0.15149111762881273
H2,current_m3,5.559349571683661,False,0.25386861120745496,0.9999999999999991,0.1514911176288145
H2,current_m3,5.563349571683661,False,0.24311796838238064,0.9998452665840193,0.15413445214868426
H2,current_m3,5.606656990212439,False,0.15609895752511602,0.9880694968983162,0.18779165128201455
H2,current_m3,5.619550036361518,False,0.1383925647930647,0.9993753991380803,0.19917096287106273
H2,current_m3,5.61977728441935,False,0.13810632709340032,0.9999998280711387,0.19937579550324536
H2,current_m3,5.619777284419353,False,0.13810632709339699,1.0,0.19937579550324758
H2,current_m3,5.649964408741218,False,0.10656441596893777,0.9976762940232695,0.22767160524798635
H2,current_m3,5.679975305569706,False,0.08481136643749136,0.9986293312145182,0.2574637908727144
H2,current_m3,5.680204997155043,False,0.08467218711835892,0.9999999375621013,0.2576967407564883
H2,current_m3,5.6802049971550455,False,0.08467218711835704,1.0000000000000009,0.2576967407564914
H2,current_m3,5.693271827269997,False,0.07730945317576104,0.9998178415774887,0.27105260728016356
H2,current_m3,5.736579245798775,False,0.05902096190669341,0.9986784469240583,0.31650808230154515
H2,current_m3,5.740400574777895,False,0.057753188886698704,0.9999926912156871,0.3205896926999936
H2,current_m3,5.740632709890734,False,0.05767764191102625,0.9999999737638376,0.3208379518796753
H2,current_m3,5.740632709890737,False,0.057677641911025784,0.9999999999999998,0.3208379518796771
H2,current_m3,5.779886664327554,False,0.04694654038275876,0.9994179168861486,0.3632687363103033
H2,current_m3,5.8008258439860825,False,0.04254536656165401,0.9998866443435758,0.3862078563620719
H2,current_m3,5.801060422626427,False,0.042500192269916234,0.9999999874693775,0.38646584313082893
H2,current_m3,5.8010604226264295,False,0.042500192269915575,1.0000000000000004,0.3864658431308321
H2,current_m3,5.823194082856332,False,0.038591254900770346,0.9999017529055632,0.41089691312452015
H2,current_m3,5.861251113194271,False,0.033212959868432514,0.9997908036930043,0.45325613342493964
H2,current_m3,5.861488135362118,False,0.033183819730512945,0.9999999933859298,0.45352114612251193
H2,current_m3,5.861488135362121,False,0.03318381973051264,1.0000000000000004,0.45352114612251465
H2,current_m3,5.866501501385112,False,0.03257845539618315,0.9999971189183435,0.4591296730575525
H2,current_m3,5.90980891991389,False,0.02810853157365644,0.9998300149820735,0.5078011229872257
H2,current_m3,5.92167638240246,False,0.0270835199785588,0.9999902109700907,0.5211996504761798
H2,current_m3,5.921915848097811,False,0.02706359118452715,0.9999999962305595,0.5214702509851656
H2,current_m3,5.921915848097814,False,0.027063591184526902,0.9999999999999996,0.5214702509851674
H2,current_m3,5.953116338442668,False,0.024694646996055156,0.9999443195139991,0.5568020799979001
H2,current_m3,5.982101651610648,False,0.0228412288092968,0.9999629746233815,0.5897440672495486
H2,current_m3,5.9823435608335025,False,0.022826966667315464,0.9999999977209308,0.5900194284423266
H2,current_m3,5.982343560833505,False,0.022826966667315252,0.9999999999999998,0.5900194284423306
H2,current_m3,5.996423756971447,False,0.022027805562132123,0.9999927169397077,0.6060580400238609
H2,current_m3,6.0035951254218825,False,0.021643019802289817,0.9999982669435538,0.614235155030217
H2,current_m3,6.039731175500226,False,0.019904635333418116,0.999962845248888,0.6555165651203487
H2,current_m3,6.042526920818836,False,0.019782718527162433,0.9999998089484106,0.6587154019064128
H2,current_m3,6.042526920818837,False,0.019782718527162464,0.9999999999999993,0.658715401906413
H2,current_m3,6.042771273569194,False,0.019772141441463355,0.9999999985572952,0.6589950176826425
H2,current_m3,6.042771273569197,False,0.01977214144146323,1.0000000000000004,0.6589950176826442
H2,current_m3,6.042771273569198,False,0.01977214144146323,1.0000000000000004,0.6589950176826458
H2,current_m3,6.083038594029004,False,0.018186981199179886,0.9999662476256744,0.7051397518160287
H2,current_m3,6.1029521900270245,False,0.01750558023508865,0.9999933769739766,0.7280047284395268
H2,current_m3,6.1031989863048866,False,0.01749751139958994,0.9999999990534287,0.7282882733381957
H2,current_m3,6.103198986304889,False,0.017497511399589855,1.0,0.728288273338199
H2,current_m3,6.126346012557783,False,0.016778362177511958,0.9999923233263133,0.7548995626549359
H2,current_m3,6.163377459235213,False,0.015766325202991417,0.9999840003912402,0.7975405848841339
H2,current_m3,6.163626699040579,False,0.015760029853809743,0.9999999993613888,0.79782784099243
H2,current_m3,6.163626699040581,False,0.015760029853809674,1.0,0.7978278409924331
H2,current_m3,6.169653431086561,False,0.015609747730572738,0.9999996342860976,0.8047748356611266
H2,current_m3,6.21296084961534,False,0.014630681279920569,0.9999839034221338,0.8547493121395195
H2,current_m3,6.223802728443402,False,0.01441060526366686,0.9999991538290613,0.8672742409343852
H2,current_m3,6.224054411776271,False,0.014405605024904553,0.9999999995598337,0.8675650574419731
H2,current_m3,6.224054411776273,False,0.014405605024904589,1.0000000000000004,0.8675650574419767
H2,current_m3,6.256268268144119,False,0.013803578075297028,0.9999934832873626,0.9048103020853826
H2,current_m3,6.284227997651589,False,0.013336682808740901,0.9999959284481358,0.9371713715640477
H2,current_m3,6.284482124511962,False,0.013332655039470084,0.9999999996917404,0.93746564120184
H2,current_m3,6.284482124511965,False,0.013332655039470061,1.0,0.9374656412018421
H2,current_m3,6.299575686672897,False,0.013099966121742563,0.9999989620715897,0.9549477600877836
H2,current_m3,6.342883105201675,False,0.012497949751586308,0.9999928280886744,1.0051536321797172
H2,current_m3,6.344653266859778,False,0.012475243059895821,0.9999999895465235,1.0072071198145363
H2,current_m3,6.344909837247655,False,0.012471963527799005,0.999999999781715,1.0075047645160589
H2,current_m3,6.344909837247657,False,0.01247196352779903,1.0000000000000009,1.0075047645160617
H2,current_m3,6.386190523730455,False,0.011980461937099054,0.9999949986964729,1.0554213855774794
H2,current_m3,6.4050785360679665,False,0.011777707969209681,0.9999991244249629,1.0773630469760598
H2,current_m3,6.405337549983346,False,0.01177501678534803,0.9999999998444182,1.0776640088172877
H2,current_m3,6.405337549983349,False,0.011775016785347961,1.0,1.0776640088172915
H2,current_m3,6.429497942259233,False,0.011534037035451274,0.9999987395982016,1.105745664390309
H2,current_m3,6.465503805276155,False,0.011209195228839727,0.9999976533397248,1.1476251810905154
H2,current_m3,6.465765262719039,False,0.011206975846158531,0.9999999998888862,1.1479294163750207
H2,current_m3,6.465765262719041,False,0.011206975846158535,1.0000000000000004,1.1479294163750233
H2,current_m3,6.472805360788012,False,0.011147934037296112,0.9999999211505315,1.1561220336979985
H2,current_m3,6.51611277931679,False,0.010813500323943338,0.9999974251657943,1.138525022448498
H2,current_m3,6.525929074484344,False,0.010744125781240668,0.9999998871563757,1.1306983102115533
H2,current_m3,6.52619297545473,False,0.010742291624118742,0.9999999999208646,1.1304878812454826
H2,current_m3,6.526192975454733,False,0.010742291624118674,1.0,1.1304878812454808
H2,current_m3,6.559420197845569,False,0.010523703299053,0.9999988644872168,1.1039866982892035
H2,current_m3,6.586354343692531,False,0.010363398791820288,0.9999993783456613,1.0824954890376388
H2,current_m3,6.586620688190422,False,0.010361884500023654,0.9999999999441,1.0822829281154756
H2,current_m3,6.5866206881904255,False,0.010361884500023644,0.9999999999999996,1.082282928115472
H2,current_m3,6.602727616374348,False,0.010272781046713532,0.9999998056128013,1.0694270747688839
H2,current_m3,6.646035034903126,False,0.0100559786074705,0.999998832017138,1.0348472922017857
H2,current_m3,6.64677961290072,False,0.010052525268881039,0.9999999997004589,1.0342525968694096
H2,current_m3,6.647048400926114,False,0.010051280818508397,0.9999999999610927,1.0340379141632339
H2,current_m3,6.647048400926117,False,0.010051280818508403,1.0,1.034037914163233
H2,current_m3,6.689342453431904,False,0.009869346666608991,0.9999991608265741,1.0002483367838624
H2,current_m3,6.7326498719606835,False,0.009709586303312315,0.9999993417382675,0.9656310684860643
H2,current_m3,6.775957290489462,False,0.009573928125110997,0.9999995181756701,0.9309962434680846
H2,current_m3,6.81926470901824,False,0.009460037347360613,0.9999996559871829,0.8963445322438555
H2,current_m3,6.862572127547019,False,0.009365938645911837,0.9999997625950366,0.8616765345253817
H2,current_m3,6.905879546075798,False,0.009289956221388602,0.999999843810416,0.8269927914491435
H2,current_m3,6.949186964604576,False,0.00923066566981976,0.9999999042085045,0.792293795725197
H2,two_term_center,5.433427316097325,True,0.7901794493440827,0.9730195452686825,0.09632628084908412
H2,two_term_center,5.438274228736953,True,0.7690946323201789,0.999352892195614,0.09337389127507256
H2,two_term_center,5.438494146212275,True,0.7680892002783003,0.9999985790743187,0.09324586239919874
