condition,formula,time,truth_provenance,signed_direct_shift_hartree,ground_overlap_probability,eigenpair_residual_2_norm,branch_disagreement,wall_seconds,gpu_maximum_used_mib,gpu_peak_increment_mib
CO_active_stretch150_sto3g,current_m3,1.6894100205377074,new_h01_continuous_branch_calculation,-0.00020079156745484038,0.9997428674828206,3.626167168442506e-14,False,4.804712470155209,701,114
CO_active_stretch150_sto3g,current_m3,1.7154664452496293,new_h01_continuous_branch_calculation,-0.00018052598397382067,0.9975812396973994,4.0646950695076175e-14,False,4.8496574009768665,701,114
CO_active_stretch150_sto3g,current_m3,1.7662013851076028,new_h01_continuous_branch_calculation,-0.0002628280016739001,0.9966046135156166,1.2750159997069149e-14,False,5.163232505088672,701,114
CO_active_stretch150_sto3g,current_m3,1.7934421927609758,new_h01_continuous_branch_calculation,-0.0002657508560489183,0.9995362602520748,1.1332710105460625e-14,False,4.879914120072499,701,114
CO_active_stretch150_sto3g,current_m3,0.9449518017184654,audited_source_artifact,-2.1474773424262634e-05,0.9999998986338342,2.242933693625133e-14,False,4.738617287948728,701,114
CO_active_stretch150_sto3g,current_m3,0.9452769264474912,audited_source_artifact,-2.150366686665361e-05,0.9999998982696293,2.1436988981706562e-14,False,4.758375825826079,701,114
CO_active_stretch150_sto3g,current_m3,0.9554512661820038,new_h01_continuous_branch_calculation,-2.242211464742597e-05,0.9999998848312293,2.3412759239209814e-14,False,4.269009093055502,701,114
CO_active_stretch150_sto3g,current_m3,0.9557800034080188,new_h01_continuous_branch_calculation,-2.2452252716794897e-05,0.9999998843205571,2.4313982582338072e-14,False,4.367175377905369,701,114
CO_active_stretch150_sto3g,current_m3,0.9659507306455424,new_h01_continuous_branch_calculation,-2.3399051861756657e-05,0.9999998649421816,2.5436573459349857e-14,False,4.327879520133138,701,114
CO_active_stretch150_sto3g,current_m3,0.9662830803685466,new_h01_continuous_branch_calculation,-2.3430460061620094e-05,0.9999998641536045,2.394753357940166e-14,False,4.322142496006563,701,114
CO_active_stretch150_sto3g,current_m3,0.9764501951090809,new_h01_continuous_branch_calculation,-2.44055203575823e-05,0.9999998301842433,2.1674102122118515e-14,False,4.454565881984308,701,114
CO_active_stretch150_sto3g,current_m3,0.9767861573290743,new_h01_continuous_branch_calculation,-2.4438204224680172e-05,0.9999998285381204,2.3203449299742982e-14,False,5.50071626692079,701,114
CO_active_stretch150_sto3g,current_m3,0.9869496595726194,new_h01_continuous_branch_calculation,-2.5439751547872927e-05,0.9999997213039847,2.0153352661682297e-14,False,4.5110393690411,701,114
CO_active_stretch150_sto3g,current_m3,0.9872892342896019,new_h01_continuous_branch_calculation,-2.5473578821462397e-05,0.9999997132464832,2.3833138052693543e-14,False,4.209901335882023,701,114
CO_active_stretch150_sto3g,current_m3,0.9974491240361578,audited_source_artifact,-2.644924387750729e-05,0.9999935894765386,2.4345295997571548e-14,False,4.881624032976106,701,114
CO_active_stretch150_sto3g,current_m3,0.9977923112501296,audited_source_artifact,-2.6467870334784893e-05,0.9999902430322328,2.2543244455346087e-14,False,4.848880833014846,701,114
CO_active_stretch150_sto3g,current_m3,1.0079485884996964,new_h01_continuous_branch_calculation,-2.7635852890574784e-05,0.9999995031260245,2.455194720429592e-14,False,4.299573840107769,701,114
CO_active_stretch150_sto3g,current_m3,1.0082953882106573,new_h01_continuous_branch_calculation,-2.7672207414628477e-05,0.9999995223422937,2.482487919325353e-14,False,4.283391684992239,701,114
CO_active_stretch150_sto3g,current_m3,1.018448052963235,new_h01_continuous_branch_calculation,-2.876035930145131e-05,0.9999996704980569,2.4104675594884348e-14,False,4.196055318927392,701,114
CO_active_stretch150_sto3g,current_m3,1.018798465171185,new_h01_continuous_branch_calculation,-2.8798556744360067e-05,0.999999668925832,2.4093206056067492e-14,False,4.298526524100453,701,114
CO_active_stretch150_sto3g,current_m3,1.0289475174267735,new_h01_continuous_branch_calculation,-2.9921698327566028e-05,0.9999996455915748,2.206825649800739e-14,False,4.38065062277019,701,114
CO_active_stretch150_sto3g,current_m3,1.0293015421317127,new_h01_continuous_branch_calculation,-2.9961398653932107e-05,0.9999996437555136,2.2719252892211017e-14,False,4.435377147048712,701,114
CO_active_stretch150_sto3g,current_m3,1.039446981890312,new_h01_continuous_branch_calculation,-3.111359660150414e-05,0.9999995562264042,2.3821546118682693e-14,False,4.343536143889651,701,114
CO_active_stretch150_sto3g,current_m3,1.0398046190922403,new_h01_continuous_branch_calculation,-3.1154701394801445e-05,0.999999551860463,2.397379273070841e-14,False,5.241297698114067,701,114
CO_active_stretch150_sto3g,current_m3,1.0499464463538504,audited_source_artifact,-3.233284593693629e-05,0.9999993668612844,2.2250904062306186e-14,False,4.892968238098547,701,114
CO_active_stretch150_sto3g,current_m3,1.050307696052768,audited_source_artifact,-3.2375183425832514e-05,0.9999993600937296,2.334326552635186e-14,False,4.861975552048534,701,114
CO_active_stretch150_sto3g,current_m3,1.0604459108173891,new_h01_continuous_branch_calculation,-3.357055992399173e-05,0.9999989577255564,2.018429932386961e-14,False,5.459596653934568,701,114
CO_active_stretch150_sto3g,current_m3,1.0608107730132958,new_h01_continuous_branch_calculation,-3.3613686228318085e-05,0.9999989341432929,1.9425885253447174e-14,False,5.90390652208589,701,114
CO_active_stretch150_sto3g,current_m3,1.0709453752809275,new_h01_continuous_branch_calculation,-3.479744496726168e-05,0.9999975346927961,2.1643972713510708e-14,False,5.274151314049959,701,114
CO_active_stretch150_sto3g,current_m3,1.0713138499738233,new_h01_continuous_branch_calculation,-3.4839216120820794e-05,0.9999974295164048,2.1292024238253413e-14,False,4.740933718159795,701,114
CO_active_stretch150_sto3g,current_m3,1.081444839744466,new_h01_continuous_branch_calculation,-3.5765991765099875e-05,0.9999811243084272,2.0910277103765375e-14,False,4.712125860853121,701,114
CO_active_stretch150_sto3g,current_m3,1.0818169269343512,new_h01_continuous_branch_calculation,-3.5773392435613395e-05,0.9999782900805813,1.8733969938134058e-14,False,4.679749091854319,701,114
CO_active_stretch150_sto3g,current_m3,1.0919443042080044,new_h01_continuous_branch_calculation,-3.819749155214574e-05,0.9999758154018739,2.179711735713985e-14,False,4.6761220779735595,701,114
CO_active_stretch150_sto3g,current_m3,1.0923200038948788,new_h01_continuous_branch_calculation,-3.820432285281098e-05,0.9999785641644925,2.1810976103856932e-14,False,4.717922683106735,701,114
CO_active_stretch150_sto3g,current_m3,1.102443768671543,audited_source_artifact,-3.879944892445209e-05,0.9999666156999251,2.0782619287823777e-14,False,4.798619115026668,701,114
CO_active_stretch150_sto3g,current_m3,1.1028230808554065,audited_source_artifact,-3.877923382183978e-05,0.9999591878460103,2.0397517308415122e-14,False,4.829477571183816,701,114
CO_active_stretch150_sto3g,current_m3,1.1129432331350815,new_h01_continuous_branch_calculation,-4.108778378730123e-05,0.9999889908343047,2.0339485564617366e-14,False,4.698398604057729,701,114
CO_active_stretch150_sto3g,current_m3,1.1133261578159341,new_h01_continuous_branch_calculation,-4.112298495109206e-05,0.9999899392510202,2.013425639527557e-14,False,4.7214045971632,701,114
CO_active_stretch150_sto3g,current_m3,1.1234426975986203,new_h01_continuous_branch_calculation,-4.235156475940444e-05,0.999996320376571,1.773211190567555e-14,False,4.752356243086979,701,114
CO_active_stretch150_sto3g,current_m3,1.123829234776462,new_h01_continuous_branch_calculation,-4.240135308500501e-05,0.9999959607834074,1.9083578492445914e-14,False,8.215253683971241,701,680
CO_active_stretch150_sto3g,current_m3,1.1339421620621584,new_h01_continuous_branch_calculation,-4.384256651583625e-05,0.999991986273613,1.9049850551390423e-14,False,5.070854841032997,701,114
CO_active_stretch150_sto3g,current_m3,1.1343323117369895,new_h01_continuous_branch_calculation,-4.389617741993808e-05,0.9999967262037703,2.0564402611013964e-14,False,4.987190159037709,701,114
CO_active_stretch150_sto3g,current_m3,1.1444416265256971,new_h01_continuous_branch_calculation,-4.5299636574753774e-05,0.9999878580977121,1.744453505399029e-14,False,4.902714010095224,701,114
CO_active_stretch150_sto3g,current_m3,1.1448353886975173,new_h01_continuous_branch_calculation,-4.533146956445227e-05,0.9999802524232562,1.8591280518791452e-14,False,4.89933653594926,701,114
CO_active_stretch150_sto3g,current_m3,1.1549410909892355,audited_source_artifact,-4.695393888565887e-05,0.9999484339504777,1.7923760621428923e-14,False,4.942975074984133,701,114
CO_active_stretch150_sto3g,current_m3,1.1553384656580448,audited_source_artifact,-4.711825922290208e-05,0.9999368016703762,1.9898794990990484e-14,False,4.874155353056267,701,114
CO_active_stretch150_sto3g,yoshida4,0.19774339062005122,new_h01_continuous_branch_calculation,-1.5674061003335395e-05,0.9999999869659142,1.1610353938998132e-14,False,10.490718081127852,579,575
CO_active_stretch150_sto3g,yoshida4,0.1977534197010788,new_h01_continuous_branch_calculation,-1.567724421171886e-05,0.99999998696065,1.2703316418856387e-14,False,4.795584868872538,625,38
CO_active_stretch150_sto3g,yoshida4,0.20071199860420372,new_h01_continuous_branch_calculation,-1.6637696880184035e-05,0.9999999853225188,1.2200625423057026e-14,False,4.797489440068603,625,38
CO_active_stretch150_sto3g,yoshida4,0.2007320567662588,new_h01_continuous_branch_calculation,-1.6644355520353762e-05,0.9999999853108232,1.2730375022323035e-14,False,4.578014648053795,625,38
CO_active_stretch150_sto3g,yoshida4,0.2093753547741719,new_h01_continuous_branch_calculation,-1.9705381301026708e-05,0.9999999794467408,1.2644481242967439e-14,False,4.664164606016129,625,38
CO_active_stretch150_sto3g,yoshida4,0.20938597380114224,new_h01_continuous_branch_calculation,-1.9709384090033213e-05,0.9999999794384332,1.218224071800894e-14,False,4.766416172962636,625,38
CO_active_stretch150_sto3g,yoshida4,0.21251858675739219,new_h01_continuous_branch_calculation,-2.0917157480346156e-05,0.9999999768561304,1.1304977512634925e-14,False,4.3634370299987495,625,38
CO_active_stretch150_sto3g,yoshida4,0.21253982481133285,new_h01_continuous_branch_calculation,-2.0925530906588197e-05,0.9999999768376989,1.1940292110823044e-14,False,4.707322006113827,625,38
CO_active_stretch150_sto3g,yoshida4,0.22100731892829253,new_h01_continuous_branch_calculation,-2.4470100627372565e-05,0.9999999683825387,1.6080875910017687e-14,False,4.642912663985044,625,38
CO_active_stretch150_sto3g,yoshida4,0.22101852790120569,new_h01_continuous_branch_calculation,-2.447507266289757e-05,0.9999999683697578,1.1203534713903782e-14,False,4.612947212066501,625,38
CO_active_stretch150_sto3g,yoshida4,0.22432517491058063,new_h01_continuous_branch_calculation,-2.5975310406819332e-05,0.9999999643985727,1.2885041086077454e-14,False,5.027792698005214,625,38
CO_active_stretch150_sto3g,yoshida4,0.2243475928564069,new_h01_continuous_branch_calculation,-2.598571164906809e-05,0.9999999643702272,1.2431871041630842e-14,False,4.150393076008186,625,38
CO_active_stretch150_sto3g,yoshida4,0.23263928308241322,new_h01_continuous_branch_calculation,-3.0052956038068193e-05,0.9999999524306445,1.1472299317305032e-14,False,4.542394658084959,625,38
CO_active_stretch150_sto3g,yoshida4,0.23265108200126916,new_h01_continuous_branch_calculation,-3.0059064334429736e-05,0.9999999524114381,1.1650898701705915e-14,False,4.107922140974551,625,38
CO_active_stretch150_sto3g,yoshida4,0.2361317630637691,new_h01_continuous_branch_calculation,-3.1902188342386345e-05,0.9999999464383851,1.3510177468321741e-14,False,4.0997531490866095,625,38
CO_active_stretch150_sto3g,yoshida4,0.23615536090148095,new_h01_continuous_branch_calculation,-3.191496708002631e-05,0.9999999463957596,1.3348969250740877e-14,False,4.233572829980403,625,38
CO_active_stretch150_sto3g,yoshida4,0.2442712472365339,new_h01_continuous_branch_calculation,-3.6543608569059016e-05,0.9999999298501504,1.4090509733462946e-14,False,4.004116322146729,625,38
CO_active_stretch150_sto3g,yoshida4,0.24428363610133264,new_h01_continuous_branch_calculation,-3.6551038715688434e-05,0.9999999298218275,1.2101597036859343e-14,False,4.0277226329781115,625,38
CO_active_stretch150_sto3g,yoshida4,0.24793835121695756,new_h01_continuous_branch_calculation,-3.879307623437542e-05,0.9999999210157058,1.2553058106624189e-14,False,3.9823686429299414,625,38
CO_active_stretch150_sto3g,yoshida4,0.247963128946555,new_h01_continuous_branch_calculation,-3.880862103587569e-05,0.9999999209528543,1.2806810432583855e-14,False,3.975207354873419,625,38
CO_active_stretch150_sto3g,yoshida4,0.2559032113906546,new_h01_continuous_branch_calculation,-4.403673312445653e-05,0.9999998984124961,1.1386338156505874e-14,False,3.997756310971454,625,38
CO_active_stretch150_sto3g,yoshida4,0.2559161902013961,new_h01_continuous_branch_calculation,-4.404569048180197e-05,0.9999998983714863,1.3351803376751594e-14,False,4.149304496822879,625,38
CO_active_stretch150_sto3g,yoshida4,0.25974493937014603,new_h01_continuous_branch_calculation,-4.6748612327686e-05,0.99999988562168,1.1992514122168856e-14,False,4.271067142020911,625,38
CO_active_stretch150_sto3g,yoshida4,0.2597708969916291,new_h01_continuous_branch_calculation,-4.676735304443423e-05,0.9999998855306829,1.6245894569398026e-14,False,4.105758907971904,625,38
CO_active_stretch150_sto3g,yoshida4,0.2675351755447752,new_h01_continuous_branch_calculation,-5.263212144300188e-05,0.9999998552979023,1.1738912954697756e-14,False,3.9730431539937854,625,38
CO_active_stretch150_sto3g,yoshida4,0.26754874430145953,new_h01_continuous_branch_calculation,-5.264283206110528e-05,0.9999998552394708,1.5568857803741044e-14,False,3.9867362901568413,625,38
CO_active_stretch150_sto3g,yoshida4,0.27155152752333445,new_h01_continuous_branch_calculation,-5.587490312584787e-05,0.9999998370817273,1.0956954003274633e-14,False,4.033557812916115,625,38
CO_active_stretch150_sto3g,yoshida4,0.2715786650367031,new_h01_continuous_branch_calculation,-5.5897313338909605e-05,0.9999998369521368,1.1278838293806118e-14,False,4.195313661824912,625,38
CO_active_stretch150_sto3g,yoshida4,0.3327247921697428,new_h01_continuous_branch_calculation,-0.0001264252482965424,0.9999991796850806,2.0406450836888515e-14,False,4.144527158001438,625,38
CO_active_stretch150_sto3g,yoshida4,0.33293540287132123,new_h01_continuous_branch_calculation,-0.00012674783906819204,0.9999991755439094,1.850365791465978e-14,False,3.952569776913151,625,38
CO_active_stretch150_sto3g,yoshida4,0.352296838767963,new_h01_continuous_branch_calculation,-0.0001591768760816174,0.9999987071178538,1.7433585006001966e-14,False,4.016761428909376,625,38
CO_active_stretch150_sto3g,yoshida4,0.35251983833434014,new_h01_continuous_branch_calculation,-0.00015958368305338415,0.9999987005882067,1.2287737384121286e-14,False,3.9937939648516476,625,38
CO_active_stretch150_sto3g,yoshida4,0.3718688853661831,new_h01_continuous_branch_calculation,-0.000198005384526752,0.9999980113726071,1.3219463318319063e-14,False,3.9627621399704367,625,38
CO_active_stretch150_sto3g,yoshida4,0.372104273797359,new_h01_continuous_branch_calculation,-0.00019851235325494526,0.999998001322444,1.6084653505081395e-14,False,4.0355010910425335,625,38
CO_active_stretch150_sto3g,yoshida4,0.3914409319644033,new_h01_continuous_branch_calculation,-0.00024366122699712774,0.9999970070854082,1.3132379867913203e-14,False,4.998487624805421,625,38
CO_active_stretch150_sto3g,yoshida4,0.3916887092603779,new_h01_continuous_branch_calculation,-0.0002442863975160945,0.9999969919457489,1.608488364261406e-14,False,3.9257685800548643,625,38
CO_active_stretch150_sto3g,yoshida4,0.41101297856262353,new_h01_continuous_branch_calculation,-0.00029695382618390376,0.9999955827718844,1.3378738987113733e-14,False,3.9833293629344553,625,38
CO_active_stretch150_sto3g,yoshida4,0.4112731447233968,new_h01_continuous_branch_calculation,-0.00029771753340868064,0.9999955604004346,1.5543977959233728e-14,False,3.9941946920007467,625,38
CO_active_stretch150_sto3g,yoshida4,0.4305850251608437,new_h01_continuous_branch_calculation,-0.0003587560333111658,0.9999935944608276,1.6813872914451995e-14,False,3.9753551890607923,625,38
CO_active_stretch150_sto3g,yoshida4,0.43085758018641573,new_h01_continuous_branch_calculation,-0.0003596811276730196,0.9999935619708856,1.5798699274991283e-14,False,5.055728137027472,625,38
CO_active_stretch150_sto3g,yoshida4,0.4501570717590638,new_h01_continuous_branch_calculation,-0.0004300090803484405,0.99999085806172,1.6122785038135157e-14,False,4.028767371084541,625,38
CO_active_stretch150_sto3g,yoshida4,0.45044201564943454,new_h01_continuous_branch_calculation,-0.0004311211705410661,0.9999908116089179,1.674112205347242e-14,False,4.340816261945292,625,38
CO_active_stretch150_sto3g,yoshida4,0.2093753547741719,audited_source_artifact,-1.9705381301026708e-05,0.9999999794467408,1.2644481242967439e-14,False,4.664164606016129,625,38
CO_active_stretch150_sto3g,yoshida4,0.20938597380114224,audited_source_artifact,-1.9709384090033213e-05,0.9999999794384332,1.218224071800894e-14,False,4.766416172962636,625,38
CO_active_stretch150_sto3g,yoshida4,0.21170174760499605,new_h01_continuous_branch_calculation,-2.059701188644165e-05,0.9999999775553811,1.0942453916385206e-14,False,5.043303343001753,625,38
CO_active_stretch150_sto3g,yoshida4,0.21171248462115494,new_h01_continuous_branch_calculation,-2.0601196033735e-05,0.9999999775463068,1.3269275754449085e-14,False,4.8602140720468014,625,38
CO_active_stretch150_sto3g,yoshida4,0.21251858675739219,audited_source_artifact,-2.0917157480346156e-05,0.9999999768561304,1.1304977512634925e-14,False,4.3634370299987495,625,38
CO_active_stretch150_sto3g,yoshida4,0.21253982481133285,audited_source_artifact,-2.0925530906588197e-05,0.9999999768376989,1.1940292110823044e-14,False,4.707322006113827,625,38
CO_active_stretch150_sto3g,yoshida4,0.21402814043582016,new_h01_continuous_branch_calculation,-2.1518625205063955e-05,0.9999999755136634,1.2154899426064383e-14,False,4.770568948006257,625,38
CO_active_stretch150_sto3g,yoshida4,0.21403899544116764,new_h01_continuous_branch_calculation,-2.1522996788774095e-05,0.9999999755037693,1.116933523593619e-14,False,4.878088589059189,625,38
CO_active_stretch150_sto3g,yoshida4,0.2148799043880299,new_h01_continuous_branch_calculation,-2.186368651617091e-05,0.9999999747265537,1.244281231022238e-14,False,4.916555970208719,625,38
CO_active_stretch150_sto3g,yoshida4,0.21490137842034768,new_h01_continuous_branch_calculation,-2.1872439353914727e-05,0.99999997470643,1.1851864989284484e-14,False,5.002586799906567,625,38
CO_active_stretch150_sto3g,yoshida4,0.2163545332666443,new_h01_continuous_branch_calculation,-2.2470891268941974e-05,0.9999999733115033,1.2152761776961521e-14,False,4.712887953966856,625,38
CO_active_stretch150_sto3g,yoshida4,0.21636550626118034,new_h01_continuous_branch_calculation,-2.2475456521431915e-05,0.999999973300713,1.3725835744338638e-14,False,4.502364920917898,625,38
CO_active_stretch150_sto3g,yoshida4,0.21724122201866758,new_h01_continuous_branch_calculation,-2.2842050303910396e-05,0.9999999724277224,1.0609018829866184e-14,False,4.50071224803105,625,38
CO_active_stretch150_sto3g,yoshida4,0.21726293202936248,new_h01_continuous_branch_calculation,-2.2851195316365534e-05,0.9999999724057433,1.4705158476789338e-14,False,4.736085365992039,625,38
CO_active_stretch150_sto3g,yoshida4,0.21868092609746845,new_h01_continuous_branch_calculation,-2.3454487827337434e-05,0.9999999709381806,1.5687582799420178e-14,False,5.015183809911832,625,38
CO_active_stretch150_sto3g,yoshida4,0.218692017081193,new_h01_continuous_branch_calculation,-2.3459253246865475e-05,0.9999999709264569,1.2838862078215576e-14,False,4.132597334915772,625,38
CO_active_stretch150_sto3g,yoshida4,0.21960253964930526,new_h01_continuous_branch_calculation,-2.3852960729701775e-05,0.9999999699482036,1.0972137275049319e-14,False,4.431243519065902,625,38
CO_active_stretch150_sto3g,yoshida4,0.2196244856383773,new_h01_continuous_branch_calculation,-2.3862510972427564e-05,0.9999999699242794,1.081125011431419e-14,False,4.857012263033539,625,38
CO_active_stretch150_sto3g,yoshida4,0.22100731892829253,audited_source_artifact,-2.4470100627372565e-05,0.9999999683825387,1.6080875910017687e-14,False,4.642912663985044,625,38
CO_active_stretch150_sto3g,yoshida4,0.22101852790120569,audited_source_artifact,-2.447507266289757e-05,0.9999999683697578,1.1203534713903782e-14,False,4.612947212066501,625,38
CO_active_stretch150_sto3g,yoshida4,0.22196385727994297,new_h01_continuous_branch_calculation,-2.4897137917418272e-05,0.9999999672760498,1.146823712857279e-14,False,4.761258666869253,625,38
CO_active_stretch150_sto3g,yoshida4,0.2219860392473921,new_h01_continuous_branch_calculation,-2.4907106829062185e-05,0.9999999672499977,1.167730592952297e-14,False,4.68251169193536,625,38
CO_active_stretch150_sto3g,yoshida4,0.2233337117591167,new_h01_continuous_branch_calculation,-2.551842312498755e-05,0.9999999656326078,1.0646346514494405e-14,False,4.675000975839794,625,38
CO_active_stretch150_sto3g,yoshida4,0.22334503872121841,new_h01_continuous_branch_calculation,-2.5523608409020083e-05,0.9999999656187274,1.6185582997530864e-14,False,4.658071534940973,625,38
CO_active_stretch150_sto3g,yoshida4,0.22432517491058063,audited_source_artifact,-2.5975310406819332e-05,0.9999999643985727,1.2885041086077454e-14,False,5.027792698005214,625,38
CO_active_stretch150_sto3g,yoshida4,0.2243475928564069,audited_source_artifact,-2.598571164906809e-05,0.9999999643702272,1.2431871041630842e-14,False,4.150393076008186,625,38
CO_active_stretch150_sto3g,yoshida4,0.22566010458994085,new_h01_continuous_branch_calculation,-2.6600156667630034e-05,0.9999999626759629,1.1389412162666043e-14,False,4.4184593060053885,625,38
CO_active_stretch150_sto3g,yoshida4,0.22567154954123111,new_h01_continuous_branch_calculation,-2.6605562150221684e-05,0.9999999626608765,1.51259324008314e-14,False,5.089428441831842,625,38
CO_active_stretch150_sto3g,yoshida4,0.22668649254121834,new_h01_continuous_branch_calculation,-2.7088215108747352e-05,0.9999999613024201,1.3694493844514501e-14,False,5.926129459170625,625,38
CO_active_stretch150_sto3g,yoshida4,0.22670914646542173,new_h01_continuous_branch_calculation,-2.709906266702217e-05,0.9999999612715923,1.1568045352002904e-14,False,7.368485174840316,625,38
CO_active_stretch150_sto3g,yoshida4,0.227986497420765,new_h01_continuous_branch_calculation,-2.771601053379778e-05,0.9999999594994415,1.2344342798220914e-14,False,5.8387329638935626,625,38
CO_active_stretch150_sto3g,yoshida4,0.2279980603612438,new_h01_continuous_branch_calculation,-2.7721643113958834e-05,0.9999999594830788,1.1709055926155763e-14,False,4.504080987069756,625,38
CO_active_stretch150_sto3g,yoshida4,0.22904781017185605,new_h01_continuous_branch_calculation,-2.8236597307931508e-05,0.9999999579735084,1.1713748280393875e-14,False,3.8726703671272844,625,38
CO_active_stretch150_sto3g,yoshida4,0.22907070007443656,new_h01_continuous_branch_calculation,-2.8247905447750847e-05,0.9999999579400503,1.3124932703809473e-14,False,3.9890964468941092,625,38
CO_active_stretch150_sto3g,yoshida4,0.2303128902515891,new_h01_continuous_branch_calculation,-2.8866701941498234e-05,0.9999999560891779,1.4431360855428948e-14,False,4.179452694021165,625,38
CO_active_stretch150_sto3g,yoshida4,0.2303245711812565,new_h01_continuous_branch_calculation,-2.8872568751561063e-05,0.9999999560714479,1.1569400347573068e-14,False,4.3906515629496425,625,38
CO_active_stretch150_sto3g,yoshida4,0.23140912780249373,new_h01_continuous_branch_calculation,-2.9421210682889247e-05,0.999999954397066,1.0788280202152877e-14,False,4.402389787836,625,38
CO_active_stretch150_sto3g,yoshida4,0.23143225368345136,new_h01_continuous_branch_calculation,-2.943299403217999e-05,0.9999999543607608,1.3223602101979693e-14,False,4.373256503138691,625,38
CO_active_stretch150_sto3g,yoshida4,0.23263928308241322,audited_source_artifact,-3.0052956038068193e-05,0.9999999524306445,1.1472299317305032e-14,False,4.542394658084959,625,38
CO_active_stretch150_sto3g,yoshida4,0.23265108200126916,audited_source_artifact,-3.0059064334429736e-05,0.9999999524114381,1.1650898701705915e-14,False,4.107922140974551,625,38
CO_active_stretch150_sto3g,yoshida4,0.23377044543313144,new_h01_continuous_branch_calculation,-3.0642817460689264e-05,0.9999999505574864,1.1654508843253723e-14,False,4.419661388034001,625,38
CO_active_stretch150_sto3g,yoshida4,0.23379380729246615,new_h01_continuous_branch_calculation,-3.065509088796238e-05,0.9999999505181347,1.1165825189885313e-14,False,4.362124314066023,625,38
CO_active_stretch150_sto3g,yoshida4,0.23496567591323742,new_h01_continuous_branch_calculation,-3.1275506001164025e-05,0.9999999485085178,1.541549838356517e-14,False,7.55395880411379,625,621
CO_active_stretch150_sto3g,yoshida4,0.23497759282128192,new_h01_continuous_branch_calculation,-3.1281863185148685e-05,0.9999999484877227,1.2776638667104902e-14,False,4.31746639800258,625,38
CO_active_stretch150_sto3g,yoshida4,0.2361317630637691,audited_source_artifact,-3.1902188342386345e-05,0.9999999464383851,1.3510177468321741e-14,False,4.0997531490866095,625,38
CO_active_stretch150_sto3g,yoshida4,0.23615536090148095,audited_source_artifact,-3.191496708002631e-05,0.9999999463957596,1.3348969250740877e-14,False,4.233572829980403,625,38
CO_active_stretch150_sto3g,yoshida4,0.23729206874406147,new_h01_continuous_branch_calculation,-3.2535092936602125e-05,0.9999999443067175,1.234363738040522e-14,False,4.333627593005076,625,38
CO_active_stretch150_sto3g,yoshida4,0.23730410364129456,new_h01_continuous_branch_calculation,-3.2541706655692586e-05,0.9999999442842219,1.3646812317803265e-14,False,4.320771801983938,625,38
CO_active_stretch150_sto3g,yoshida4,0.23849308069440683,new_h01_continuous_branch_calculation,-3.320010244661997e-05,0.9999999420225316,1.6556299090531992e-14,False,4.283398065948859,625,38
CO_active_stretch150_sto3g,yoshida4,0.2385169145104958,new_h01_continuous_branch_calculation,-3.321340205210322e-05,0.9999999419764052,1.111435636705056e-14,False,4.322568403091282,625,38
CO_active_stretch150_sto3g,yoshida4,0.23961846157488567,new_h01_continuous_branch_calculation,-3.383246614818069e-05,0.9999999398083574,1.237706720719639e-14,False,4.3748393398709595,625,38
CO_active_stretch150_sto3g,yoshida4,0.2396306144613073,new_h01_continuous_branch_calculation,-3.383934406520906e-05,0.9999999397840389,1.1941687185416622e-14,False,4.3449931589420885,625,38
CO_active_stretch150_sto3g,yoshida4,0.2408543983250445,new_h01_continuous_branch_calculation,-3.453734766378055e-05,0.9999999372918426,1.242032054665131e-14,False,4.2945682720746845,625,38
CO_active_stretch150_sto3g,yoshida4,0.24087846811951058,new_h01_continuous_branch_calculation,-3.4551183909661624e-05,0.9999999372419287,1.1659067186970351e-14,False,4.372424500994384,625,38
CO_active_stretch150_sto3g,yoshida4,0.24194485440570976,new_h01_continuous_branch_calculation,-3.516838287501496e-05,0.9999999349956994,1.2542144683677573e-14,False,4.366403300082311,625,38
CO_active_stretch150_sto3g,yoshida4,0.24195712528131993,new_h01_continuous_branch_calculation,-3.5175532876090524e-05,0.9999999349694493,1.1754821091303918e-14,False,4.310278020100668,625,38
CO_active_stretch150_sto3g,yoshida4,0.24321571595568223,new_h01_continuous_branch_calculation,-3.5914720218329544e-05,0.9999999322272679,1.2192614825880623e-14,False,4.413811628008261,625,38
CO_active_stretch150_sto3g,yoshida4,0.24324002172852544,new_h01_continuous_branch_calculation,-3.5929109397675436e-05,0.9999999321733359,1.1547832399694436e-14,False,4.3848810729105026,625,38
CO_active_stretch150_sto3g,yoshida4,0.2442712472365339,audited_source_artifact,-3.6543608569059016e-05,0.9999999298501504,1.4090509733462946e-14,False,4.004116322146729,625,38
CO_active_stretch150_sto3g,yoshida4,0.24428363610133264,audited_source_artifact,-3.6551038715688434e-05,0.9999999298218275,1.2101597036859343e-14,False,4.0277226329781115,625,38
CO_active_stretch150_sto3g,yoshida4,0.24557703358631988,new_h01_continuous_branch_calculation,-3.73330251985168e-05,0.9999999268088671,1.5412099130052178e-14,False,4.323389167897403,625,38
CO_active_stretch150_sto3g,yoshida4,0.2456015753375402,new_h01_continuous_branch_calculation,-3.734798374902612e-05,0.9999999267506317,1.2358324074757373e-14,False,4.388064407976344,625,38
CO_active_stretch150_sto3g,yoshida4,0.24659764006735801,new_h01_continuous_branch_calculation,-3.7958916752850314e-05,0.9999999243521968,1.1637560932730267e-14,False,4.343454935122281,625,38
