system_id,formula_id,degenerate_group_index,excited_energy_hartree,excitation_gap_hartree,state_count,first_state_index,last_state_index,squared_d4_coupling,mixing_contribution_hartree,absolute_mixing_share
H4,current_m3,18,-0.29316734012866336,1.5417422950892887,1,19,19,2.4754890577251622e-39,-1.6056438651323347e-39,1.1220305691429535e-31
H4,current_m3,19,-0.22007959130858268,1.6148300439093695,1,20,20,3.4007276753640717e-09,-2.1059353510238093e-09,0.1471636327208065
H4,current_m3,20,-0.14399057828486375,1.6909190569330883,1,21,21,4.4014765455867405e-09,-2.6030084216863327e-09,0.181899304340935
H4,current_m3,21,-0.08053792042241656,1.7543717147955356,1,22,22,9.309244723159819e-41,-5.306312593078241e-41,3.708073171239186e-33
H4,current_m3,22,-0.050547185476518444,1.7843624497414337,1,23,23,1.1276701368004331e-38,-6.31973698484767e-39,4.416258324730049e-31
H4,current_m3,23,0.07234165859462317,1.9072512938125754,1,24,24,2.0694783891004685e-38,-1.0850580601592372e-38,7.5824305702639495e-31
H4,current_m3,24,0.07339260942198376,1.9083022446399358,1,25,25,1.2404353265877692e-12,-6.500203676183478e-13,4.542369194511358e-05
H4,current_m3,25,0.11442070813562433,1.9493303433535765,1,26,26,2.3754506394386252e-36,-1.2185982984043446e-36,8.51561527439069e-29
H4,current_m3,26,0.15305739017078104,1.9879670253887332,1,27,27,1.236060023583786e-09,-6.217708884492604e-10,0.04344960666515826
H4,current_m3,27,0.24490149864373725,2.0798111338616896,1,28,28,8.10706782555213e-09,-3.897982703121379e-09,0.27239264234551785
H4,current_m3,28,0.4760791285885283,2.3109887638064803,1,29,29,3.1620885950130195e-14,-1.3682838465231973e-14,9.561624071207093e-07
H4,current_m3,29,0.5392582979922533,2.3741679332102055,1,30,30,3.8319449572166094e-38,-1.6140159689695102e-38,1.1278810299066022e-30
H4,current_m3,30,0.5810447925825365,2.4159544278004885,1,31,31,5.552979714935424e-37,-2.298462111303531e-37,1.6061748230121146e-29
H4,current_m3,31,0.581467266408673,2.416376901626625,1,32,32,8.158189124090413e-09,-3.376207212789772e-09,0.23593075542930778
H4,current_m3,32,0.8523222709984262,2.687231906216378,1,33,33,9.245681976507183e-10,-3.4405969782954467e-10,0.024043033885538457
H4,current_m3,33,0.9853212346857831,2.8202308699037353,1,34,34,1.1988641962469012e-37,-4.250943456582414e-38,2.9705768567742574e-30
H4,current_m3,34,1.0824414016901154,2.9173510369080677,1,35,35,2.788240333982778e-09,-9.557438575982524e-10,0.06678777578161554
H4,two_term_center,0,-1.602279420097768,0.23263021512018422,1,1,1,1.9357249001725024e-41,-8.321038172846312e-41,1.0287927001258103e-32
H4,two_term_center,1,-1.3880163292143617,0.44689330600359045,1,2,2,1.613899456923522e-14,-3.611375322123432e-14,4.465015652661285e-06
H4,two_term_center,2,-1.3181800727844573,0.5167295624334949,1,3,3,1.3862237199900702e-13,-2.6826870780563914e-13,3.3168083420559385e-05
H4,two_term_center,3,-1.291660212963727,0.5432494222542252,1,4,4,5.405875336257802e-41,-9.951000617407018e-41,1.2303172490595492e-32
H4,two_term_center,4,-1.1062134698360315,0.7286961653819206,1,5,5,9.173995686374302e-41,-1.2589603352126978e-40,1.5565476034485306e-32
H4,two_term_center,5,-1.0007975440348666,0.8341120911830855,1,6,6,6.849428890484743e-13,-8.211640812890831e-13,0.00010152670795244645
H4,two_term_center,6,-0.953344752704397,0.8815648825135551,1,7,7,4.1000140958681866e-14,-4.650836458206063e-14,5.750179843297961e-06
H4,two_term_center,7,-0.8831787619676617,0.9517308732502905,1,8,8,4.513952174325574e-11,-4.742887197627427e-11,0.005863989114197494
H4,two_term_center,8,-0.8153265384161082,1.0195830968018438,1,9,9,3.237834181966023e-12,-3.1756452143255732e-12,0.00039262896610052077
H4,two_term_center,9,-0.7905198429945312,1.0443897922234209,1,10,10,2.7145673902268727e-40,-2.5991898910154796e-40,3.2135744730069447e-32
H4,two_term_center,10,-0.7745036666381158,1.0604059685798364,1,11,11,9.361682582082419e-42,-8.828394840723298e-42,1.0915210310659691e-33
H4,two_term_center,11,-0.6519625219697148,1.1829471132482374,1,12,12,5.089261710613916e-40,-4.302188706170799e-40,5.319120335147117e-32
H4,two_term_center,12,-0.6124975827078092,1.222412052510143,1,13,13,8.53485690403573e-41,-6.981980328572482e-41,8.63234880702433e-33
H4,two_term_center,13,-0.6117724713365257,1.2231371638814266,1,14,14,2.7012332427467584e-10,-2.2084467077877305e-10,0.027304692087618664
H4,two_term_center,14,-0.448057410146619,1.386852225071333,1,15,15,4.572489240487116e-13,-3.2970270067900915e-13,4.076363124702547e-05
H4,two_term_center,15,-0.38821455096863083,1.4466950842493214,1,16,16,2.2557275032924817e-12,-1.5592280141485107e-12,0.00019277911787766045
H4,two_term_center,16,-0.36917036738694675,1.4657392678310055,1,17,17,1.045506442251371e-39,-7.1329633120801e-40,8.819020455500519e-32
H4,two_term_center,17,-0.30790137719737587,1.5270082580205764,1,18,18,8.645371545350905e-14,-5.661640334910624e-14,6.999912903057269e-06
H4,two_term_center,18,-0.29316734012866336,1.5417422950892887,1,19,19,1.3221146367352106e-39,-8.575458044748273e-40,1.0602485475264175e-31
H4,two_term_center,19,-0.22007959130858268,1.6148300439093695,1,20,20,1.6677802093012126e-09,-1.0327899307989436e-09,0.12769160764538875
