system_id,formula_id,excited_state_index,excited_energy_hartree,excitation_gap_hartree,d4_coupling_real,d4_coupling_imaginary,d4_coupling_absolute,mixing_contribution_hartree
H4,m5_best,2,-1.3880163292143617,0.44689330600359045,-3.235438710174095e-08,0.0,3.235438710174095e-08,-2.3424077977146768e-15
H4,m5_best,3,-1.3181800727844573,0.5167295624334949,8.281098256661435e-08,0.0,8.281098256661435e-08,-1.3271272503459125e-14
H4,m5_best,4,-1.291660212963727,0.5432494222542252,4.349901601933864e-22,0.0,4.349901601933864e-22,-3.483049069429476e-43
H4,m5_best,5,-1.1062134698360315,0.7286961653819206,1.7611845656979435e-21,0.0,1.7611845656979435e-21,-4.256604085225245e-42
H4,m5_best,6,-1.0007975440348666,0.8341120911830855,7.853943673318624e-07,0.0,7.853943673318624e-07,-7.395220843300551e-13
H4,m5_best,7,-0.953344752704397,0.8815648825135551,-4.06677764757677e-09,0.0,4.06677764757677e-09,-1.876059353416422e-17
H4,m5_best,8,-0.8831787619676617,0.9517308732502905,-1.7330343709697834e-06,0.0,1.7330343709697834e-06,-3.1557325872024987e-12
H4,m5_best,9,-0.8153265384161082,1.0195830968018438,-2.000939717646023e-06,0.0,2.000939717646023e-06,-3.9268596804047225e-12
H4,m5_best,10,-0.7905198429945312,1.0443897922234209,-2.3250838161235874e-23,0.0,2.3250838161235874e-23,-5.176242426202633e-46
H4,m5_best,11,-0.7745036666381158,1.0604059685798364,7.890144969527751e-22,0.0,7.890144969527751e-22,-5.870806981927794e-43
H4,m5_best,12,-0.6519625219697148,1.1829471132482374,7.085141578053348e-21,0.0,7.085141578053348e-21,-4.2435735815119364e-41
H4,m5_best,13,-0.6124975827078092,1.222412052510143,3.2659542942887624e-21,0.0,3.2659542942887624e-21,-8.725746306640497e-42
H4,m5_best,14,-0.6117724713365257,1.2231371638814266,-9.183163812321657e-06,0.0,9.183163812321657e-06,-6.894606761544626e-11
H4,m5_best,15,-0.448057410146619,1.386852225071333,-2.3975278495145003e-07,0.0,2.3975278495145003e-07,-4.1447384842332195e-14
H4,m5_best,16,-0.38821455096863083,1.4466950842493214,1.0634272388662162e-08,0.0,1.0634272388662162e-08,-7.816971970630755e-17
H4,m5_best,17,-0.36917036738694675,1.4657392678310055,9.27117557037819e-21,0.0,9.27117557037819e-21,-5.864255556445093e-41
H4,m5_best,18,-0.30790137719737587,1.5270082580205764,1.778610203972133e-07,0.0,1.778610203972133e-07,-2.0716680745227277e-14
H4,m5_best,19,-0.29316734012866336,1.5417422950892887,2.2549514378355623e-20,0.0,2.2549514378355623e-20,-3.2980907400624874e-40
H4,m5_best,20,-0.22007959130858268,1.6148300439093695,-2.7100323183777528e-05,0.0,2.7100323183777528e-05,-4.5480174179023926e-10
H4,m5_best,21,-0.14399057828486375,1.6909190569330883,-3.018526532712498e-05,0.0,3.018526532712498e-05,-5.38849118254978e-10
H4,m5_best,22,-0.08053792042241656,1.7543717147955356,4.722800560239525e-21,0.0,4.722800560239525e-21,-1.271386499433976e-41
H4,m5_best,23,-0.050547185476518444,1.7843624497414337,4.660744768770228e-20,0.0,4.660744768770228e-20,-1.2173839346802435e-39
H4,m5_best,24,0.07234165859462317,1.9072512938125754,6.79748807256419e-20,0.0,6.79748807256419e-20,-2.4226405952142487e-39
H4,m5_best,25,0.07339260942198376,1.9083022446399358,5.14275744257878e-07,0.0,5.14275744257878e-07,-1.385941571231014e-13
H4,m5_best,26,0.11442070813562433,1.9493303433535765,7.347246549973316e-19,0.0,7.347246549973316e-19,-2.7692603283046184e-37
H4,m5_best,27,0.15305739017078104,1.9879670253887332,-1.6747951583090958e-05,0.0,1.6747951583090958e-05,-1.410958424598166e-10
H4,m5_best,28,0.24490149864373725,2.0798111338616896,-4.0070443893948455e-05,0.0,4.0070443893948455e-05,-7.720126350496056e-10
H4,m5_best,29,0.4760791285885283,2.3109887638064803,-1.7988697827344323e-07,0.0,1.7988697827344323e-07,-1.4002372256908113e-14
H4,m5_best,30,0.5392582979922533,2.3741679332102055,8.646069916219078e-20,0.0,8.646069916219078e-20,-3.148662061788951e-39
H4,m5_best,31,0.5810447925825365,2.4159544278004885,-3.2464233569125283e-19,0.0,3.2464233569125283e-19,-4.36236068488356e-38
H4,m5_best,32,0.581467266408673,2.416376901626625,3.935707749004564e-05,0.0,3.935707749004564e-05,-6.410339163210571e-10
H4,m5_best,33,0.8523222709984262,2.687231906216378,-1.2287753730123164e-05,0.0,1.2287753730123164e-05,-5.618751823498109e-11
H4,m5_best,34,0.9853212346857831,2.8202308699037353,1.5493739121334298e-19,0.0,1.5493739121334298e-19,-8.511925549136297e-39
H4,m5_best,35,1.0824414016901154,2.9173510369080677,2.234840947610107e-05,0.0,2.234840947610107e-05,-1.7120031144446158e-10
