experiment_id,case_id,formula_id,grid_role,sign,absolute_time,time_hartree_inverse,selected_eigenbranch_id,principal_phase_radians,unwrapped_phase_radians,unwrap_integer,direct_shift_hartree,ground_state_overlap_probability,previous_branch_overlap_probability,degenerate_subspace_projector_overlap_probability,eigenpair_residual_2_norm,unitarity_residual_frobenius,branch_reliable,direct_cost,infeasible_error_budget
B,H4,current_m3,decision_frozen_grid,1,0.4475441430527887,0.4475441430527887,0,-0.8212032898570035,-0.8212032898570035,0,-5.129864439901155e-07,0.9999999999877929,0.9999999999999936,0.9999999999999936,3.407354866051335e-15,5.552042401942546e-13,True,43144668.40723919,False
B,H4,current_m3,decision_frozen_grid,1,0.44987680580112216,0.44987680580112216,0,-0.8254835212385523,-0.8254835212385523,0,-5.237278144498703e-07,0.9999999999872691,0.9999999999999944,0.9999999999999944,2.5470510913937055e-15,5.591759078121789e-13,True,42923860.90942161,False
B,H4,current_m3,decision_frozen_grid,1,0.45222162671436944,0.45222162671436944,0,-0.8297860619121824,-0.8297860619121824,0,-5.346936857719697e-07,0.9999999999867211,0.9999999999999944,0.9999999999999944,4.905226312123876e-15,5.576784879051635e-13,True,42704244.026989296,False
B,H4,current_m3,decision_frozen_grid,1,0.4545786691625888,0.4545786691625888,0,-0.8341110281603731,-0.8341110281603731,0,-5.458887546438973e-07,0.9999999999861517,0.999999999999996,0.999999999999996,3.3397682905409603e-15,5.561865519059953e-13,True,42485812.31588731,False
B,H4,current_m3,decision_frozen_grid,1,0.4569479968461319,0.4569479968461319,0,-0.8384585368717526,-0.8384585368717526,0,-5.573177759288228e-07,0.9999999999855531,0.9999999999999949,0.9999999999999949,1.897989619836189e-15,5.58826036540454e-13,True,42268560.36157253,False
B,H4,current_m3,decision_frozen_grid,1,0.4593296737973659,0.4593296737973659,0,-0.842828705544293,-0.842828705544293,0,-5.6898563438601e-07,0.9999999999849329,0.9999999999999929,0.9999999999999929,1.1825693693908697e-15,5.576629312237062e-13,True,42052482.797730826,False
B,H4,current_m3,decision_frozen_grid,1,0.4617237643824032,0.4617237643824032,0,-0.8472216522884687,-0.8472216522884687,0,-5.80897308477546e-07,0.9999999999842837,0.9999999999999931,0.9999999999999931,4.170472120540771e-15,5.542438544831929e-13,True,41837574.29599039,False
B,H4,current_m3,decision_frozen_grid,1,0.46413033330284176,0.46413033330284176,0,-0.8516374958304561,-0.8516374958304561,0,-5.930578781399021e-07,0.999999999983608,0.9999999999999931,0.9999999999999931,3.1142375843875035e-15,5.548276670096758e-13,True,41623829.56746171,False
B,H4,current_m3,decision_frozen_grid,1,0.46654944559751305,0.46654944559751305,0,-0.8560763555153409,-0.8560763555153409,0,-6.054725207871314e-07,0.999999999982905,0.9999999999999964,0.9999999999999964,2.5322469565742526e-15,5.554579174891507e-13,True,41411243.36115489,False
B,H4,current_m3,decision_frozen_grid,1,0.4689811666442402,0.4689811666442402,0,-0.8605383513103618,-0.8605383513103618,0,-6.181465450616486e-07,0.9999999999821636,0.9999999999999936,0.9999999999999936,3.26259695052184e-15,5.593878883338118e-13,True,41199810.47223459,False
B,H4,current_m3,decision_frozen_grid,1,0.4714255621616048,0.4714255621616048,0,-0.8650236038081324,-0.8650236038081324,0,-6.310853428725949e-07,0.999999999981398,0.9999999999999898,0.9999999999999898,4.134051744595656e-15,5.563641655232818e-13,True,40989525.72891859,False
B,H4,current_m3,decision_frozen_grid,1,0.4738826982107225,0.4738826982107225,0,-0.8695322342299171,-0.8695322342299171,0,-6.442944233686632e-07,0.9999999999805946,0.9999999999999898,0.9999999999999898,1.880070072861171e-15,5.578422934878911e-13,True,40780384.00081404,False
B,H4,current_m3,decision_frozen_grid,1,0.4763526411970293,0.4763526411970293,0,-0.8740643644289149,-0.8740643644289149,0,-6.577794202655696e-07,0.9999999999797557,0.9999999999999842,0.9999999999999842,4.537579539580194e-15,5.569273781964681e-13,True,40572380.20018593,False
B,H4,current_m3,decision_frozen_grid,1,0.47883545787207515,0.47883545787207515,0,-0.878620116893553,-0.878620116893553,0,-6.715460929562767e-07,0.999999999978888,0.9999999999999847,0.9999999999999847,2.06028877791039e-15,5.555694440588712e-13,True,40365509.28159849,False
B,H4,current_m3,decision_frozen_grid,1,0.4813312153353287,0.4813312153353287,0,-0.8831996147507823,-0.8831996147507823,0,-6.856002867650091e-07,0.9999999999779852,0.9999999999999951,0.9999999999999951,1.852856493257547e-15,5.56357536552958e-13,True,40159766.23121885,False
B,H4,current_m3,decision_frozen_grid,1,0.4838399810359902,0.4838399810359902,0,-0.8878029817694363,-0.8878029817694363,0,-6.999479957858767e-07,0.9999999999770284,0.999999999999994,0.999999999999994,1.868576363552727e-15,5.563635581833385e-13,True,39955146.0822679,False
B,H4,current_m3,decision_frozen_grid,1,0.48636182277481477,0.48636182277481477,0,-0.8924303423635647,-0.8924303423635647,0,-7.145953344611655e-07,0.9999999999760425,0.9999999999999893,0.9999999999999893,2.9638660843742776e-15,5.581397892017208e-13,True,39751643.90713619,False
B,H4,current_m3,decision_frozen_grid,1,0.4888968087059446,0.4888968087059446,0,-0.897081821595798,-0.897081821595798,0,-7.295485351388464e-07,0.9999999999750104,0.9999999999999938,0.9999999999999938,2.699609465674834e-15,5.563890927011148e-13,True,39549254.8162041,False
B,H4,current_m3,decision_frozen_grid,1,0.49144500733875063,0.49144500733875063,0,-0.9017575451807339,-0.9017575451807339,0,-7.448139589527614e-07,0.9999999999739311,0.9999999999999925,0.9999999999999925,2.1735866480335233e-15,5.597244342631866e-13,True,39347973.95999574,False
B,H4,current_m3,decision_frozen_grid,1,0.4940064875396844,0.4940064875396844,0,-0.9064576394883498,-0.9064576394883498,0,-7.603981191373066e-07,0.9999999999728086,0.999999999999992,0.999999999999992,3.5906960401193764e-15,5.573674375576829e-13,True,39147796.53433133,False
B,H4,current_m3,decision_frozen_grid,1,0.49658131853413884,0.49658131853413884,0,-0.9111822315473939,-0.9111822315473939,0,-7.76307628624906e-07,0.9999999999716351,0.999999999999992,0.999999999999992,1.730226267859311e-15,5.612247843301136e-13,True,38948717.766722284,False
B,H4,current_m3,decision_frozen_grid,1,0.49916956990831957,0.49916956990831957,0,-0.9159314490488563,-0.9159314490488563,0,-7.925492693239278e-07,0.9999999999704112,0.9999999999999905,0.9999999999999905,3.0950572041878156e-15,5.616856607338707e-13,True,38750732.93290087,False
B,H4,current_m3,decision_frozen_grid,1,0.501771311611125,0.501771311611125,0,-0.9207054203494006,-0.9207054203494006,0,-8.091299499302096e-07,0.9999999999691334,0.9999999999999878,0.9999999999999878,1.863740365538241e-15,5.561183401687695e-13,True,38553837.345747426,False
B,H4,current_m3,decision_frozen_grid,1,0.5043866139560372,0.5043866139560372,0,-0.9255042744748451,-0.9255042744748451,0,-8.260567221363146e-07,0.9999999999677984,0.9999999999999838,0.9999999999999838,1.2723768038839846e-15,5.551762427613714e-13,True,38358026.35866857,False
B,H4,current_m3,decision_frozen_grid,1,0.507015547623022,0.507015547623022,0,-0.9303281411236534,-0.9303281411236534,0,-8.433367852944684e-07,0.9999999999664106,0.9999999999999813,0.9999999999999813,1.4874568282913919e-15,5.589753246419907e-13,True,38163295.366089225,False
B,H4,current_m3,decision_frozen_grid,1,0.5096581836604388,0.5096581836604388,0,-0.9351771506704427,-0.9351771506704427,0,-8.609774850842911e-07,0.999999999964958,0.9999999999999798,0.9999999999999798,3.64503237409577e-15,5.569542122238215e-13,True,37969639.80248718,False
B,H4,current_m3,decision_frozen_grid,1,0.5123145934869612,0.5123145934869612,0,-0.9400514341695145,-0.9400514341695145,0,-8.789863203961801e-07,0.9999999999634497,0.9999999999999809,0.9999999999999809,2.079367529877267e-15,5.591849336988266e-13,True,37777055.143408075,False
B,H4,current_m3,decision_frozen_grid,1,0.514984848893507,0.514984848893507,0,-0.9449511233584036,-0.9449511233584036,0,-8.97370953101273e-07,0.9999999999618754,0.9999999999999889,0.9999999999999889,3.3579578560035473e-15,5.568347139637457e-13,True,37585536.907128625,False
B,H4,current_m3,decision_frozen_grid,1,0.5176690220451784,0.5176690220451784,0,-0.94987635066143,-0.94987635066143,0,-9.161391849588085e-07,0.999999999960226,0.9999999999999893,0.9999999999999893,2.03436111513235e-15,5.581395083267388e-13,True,37395080.64850793,False
B,H4,current_m3,decision_frozen_grid,1,0.5203671854832117,0.5203671854832117,0,-0.9548272491933041,-0.9548272491933041,0,-9.35299003357315e-07,0.9999999999585072,0.9999999999999851,0.9999999999999851,2.840036286327749e-15,5.551505891586871e-13,True,37205681.96917977,False
B,H4,current_m3,decision_frozen_grid,1,0.5230794121269388,0.5230794121269388,0,-0.9598039527627046,-0.9598039527627046,0,-9.548585342411542e-07,0.9999999999567126,0.9999999999999813,0.9999999999999813,2.05135145804941e-15,5.582599409782886e-13,True,37017336.505748235,False
B,H4,current_m3,decision_frozen_grid,1,0.5258057752757573,0.5258057752757573,0,-0.9648065958759241,-0.9648065958759241,0,-9.748260936248698e-07,0.9999999999548435,0.99999999999998,0.99999999999998,1.9520023123764854e-15,5.521347531227045e-13,True,36830039.94125006,False
B,H4,current_m3,decision_frozen_grid,1,0.5285463486111114,0.5285463486111114,0,-0.9698353137404931,-0.9698353137404931,0,-9.952101605037456e-07,0.9999999999528937,0.9999999999999822,0.9999999999999822,1.1500518337829447e-15,5.566593951692171e-13,True,36643787.99808582,False
B,H4,current_m3,decision_frozen_grid,1,0.5313012061984832,0.5313012061984832,0,-0.9748902422688455,-0.9748902422688455,0,-1.0160193890662583e-06,0.9999999999508535,0.9999999999999796,0.9999999999999796,1.6571688180102412e-15,5.559331414965723e-13,True,36458576.44020151,False
B,H4,current_m3,decision_frozen_grid,1,0.5340704224893948,0.5340704224893948,0,-0.9799715180819946,-0.9799715180819946,0,-1.0372626086940784e-06,0.999999999948733,0.9999999999999793,0.9999999999999793,1.2768436580222908e-15,5.566206609669078e-13,True,36274401.072402634,False
B,H4,current_m3,decision_frozen_grid,1,0.5368540723234198,0.5368540723234198,0,-0.9850792785132355,-0.9850792785132355,0,-1.0589488368406563e-06,0.9999999999465112,0.9999999999999778,0.9999999999999778,1.710535573300786e-15,5.5532418103792e-13,True,36091257.74261874,False
B,H4,current_m3,decision_frozen_grid,1,0.5396522309302061,0.5396522309302061,0,-0.990213661611861,-0.990213661611861,0,-1.0810872765887325e-06,0.9999999999441971,0.999999999999972,0.999999999999972,2.3742482515881535e-15,5.544702350760711e-13,True,35909142.340619974,False
B,H4,current_m3,decision_frozen_grid,1,0.5424649739315092,0.5424649739315092,0,-0.9953748061468976,-0.9953748061468976,0,-1.1036873219794074e-06,0.999999999941785,0.9999999999999718,0.9999999999999718,1.854904038908405e-15,5.559876906570284e-13,True,35728050.7985201,False
B,H4,current_m3,decision_frozen_grid,1,0.5452923773432358,0.5452923773432358,0,-1.000562851610857,-1.000562851610857,0,-1.1267585500185362e-06,0.9999999999392699,0.9999999999999762,0.9999999999999762,3.2581440005517603e-15,5.551328336760674e-13,True,35547979.08826617,False
B,H4,current_m3,decision_frozen_grid,1,0.5481345175774981,0.5481345175774981,0,-1.005777938223523,-1.005777938223523,0,-1.1503107462118578e-06,0.9999999999366365,0.9999999999999738,0.9999999999999738,1.6024470535447889e-15,5.592984210331593e-13,True,35368923.226692185,False
B,H4,current_m3,decision_frozen_grid,1,0.5509914714446789,0.5509914714446789,0,-1.011020206935748,-1.011020206935748,0,-1.1743539078956644e-06,0.9999999999338918,0.9999999999999656,0.9999999999999656,4.49053343983501e-15,5.557356197535432e-13,True,35190879.275480464,False
B,H4,current_m3,decision_frozen_grid,1,0.5538633161555073,0.5538633161555073,0,-1.0162897994332443,-1.0162897994332443,0,-1.1988982042687724e-06,0.9999999999310376,0.9999999999999709,0.9999999999999709,4.4317804286326385e-15,5.591478105770693e-13,True,35013843.331532925,False
B,H4,current_m3,decision_frozen_grid,1,0.5567501293231462,0.5567501293231462,0,-1.0215868581404597,-1.0215868581404597,0,-1.2239540507774649e-06,0.9999999999280473,0.999999999999974,0.999999999999974,2.639652407167324e-15,5.575631287468565e-13,True,34837811.542810604,False
B,H4,current_m3,decision_frozen_grid,1,0.5596519889652881,0.5596519889652881,0,-1.0269115262244068,-1.0269115262244068,0,-1.2495320673711063e-06,0.9999999999249265,0.9999999999999647,0.9999999999999647,2.8249993842670603e-15,5.582122428690375e-13,True,34662780.09824909,False
B,H4,current_m3,decision_frozen_grid,1,0.5625689735062658,0.5625689735062658,0,-1.0322639475985358,-1.0322639475985358,0,-1.2756430727289825e-06,0.999999999921682,0.9999999999999671,0.9999999999999671,5.264302730930421e-15,5.52726154881572e-13,True,34488745.22580881,False
B,H4,current_m3,decision_frozen_grid,1,0.5655011617791698,0.5655011617791698,0,-1.0376442669266568,-1.0376442669266568,0,-1.3022981386612287e-06,0.9999999999182856,0.9999999999999714,0.9999999999999714,1.7159370662162752e-15,5.555725863564306e-13,True,34315703.20364275,False
B,H4,current_m3,decision_frozen_grid,1,0.5684486330279801,0.5684486330279801,0,-1.0430526296268297,-1.0430526296268297,0,-1.3295085419251507e-06,0.9999999999147418,0.9999999999999658,0.9999999999999658,3.2906702053791394e-15,5.578500054029985e-13,True,34143650.34877232,False
B,H4,current_m3,decision_frozen_grid,1,0.5714114669097076,0.5714114669097076,0,-1.0484891818753188,-1.0484891818753188,0,-1.3572858008625843e-06,0.9999999999110472,0.9999999999999636,0.9999999999999636,2.2220551121942373e-15,5.572114691395042e-13,True,33972583.024323866,False
B,H4,current_m3,decision_frozen_grid,1,0.574389743496546,0.574389743496546,0,-1.053954070610551,-1.053954070610551,0,-1.385641679174654e-06,0.999999999907188,0.9999999999999618,0.9999999999999618,2.303217838903081e-15,5.590461863749067e-13,True,33802497.6395212,False
B,H4,current_m3,decision_frozen_grid,1,0.5773835432780375,0.5773835432780375,0,-1.059447443537081,-1.059447443537081,0,-1.4145881643834457e-06,0.9999999999031617,0.9999999999999576,0.9999999999999576,2.2093034846941495e-15,5.542366678107097e-13,True,33633390.64428402,False
B,H4,current_m3,decision_frozen_grid,1,0.5803929471632463,0.5803929471632463,0,-1.0649694491296062,-1.0649694491296062,0,-1.4441375002505197e-06,0.9999999998989595,0.999999999999954,0.999999999999954,2.3108256307492306e-15,5.564300842832871e-13,True,33465258.53541311,False
B,H4,current_m3,decision_frozen_grid,1,0.583418036482946,0.583418036482946,0,-1.070520236636986,-1.070520236636986,0,-1.4743021878871332e-06,0.9999999998945739,0.99999999999995,0.99999999999995,2.701854618687199e-15,5.552767884598708e-13,True,33298097.855992075,False
B,H4,current_m3,decision_frozen_grid,1,0.5864588929918181,0.5864588929918181,0,-1.0760999560862752,-1.0760999560862752,0,-1.5050949739858765e-06,0.9999999998900033,0.999999999999952,0.999999999999952,1.7985469056408846e-15,5.533756189674343e-13,True,33131905.19209988,False
B,H4,current_m3,decision_frozen_grid,1,0.5895155988706603,0.5895155988706603,0,-1.0817087582868017,-1.0817087582868017,0,-1.5365288816848732e-06,0.9999999998852203,0.9999999999999476,0.9999999999999476,3.3377477532085902e-15,5.546355404468496e-13,True,32966677.17852036,False
B,H4,current_m3,decision_frozen_grid,1,0.5925882367286087,0.5925882367286087,0,-1.0873467948342348,-1.0873467948342348,0,-1.5686171852546948e-06,0.9999999998802382,0.9999999999999403,0.9999999999999403,2.3045590291044724e-15,5.517959001001346e-13,True,32802410.492607664,False
B,H4,current_m3,decision_frozen_grid,1,0.5956768896053696,0.5956768896053696,0,-1.0930142181147096,-1.0930142181147096,0,-1.601373447845944e-06,0.9999999998750431,0.9999999999999458,0.9999999999999458,3.5478814395344637e-15,5.577731764417389e-13,True,32639101.86137164,False
B,H4,current_m3,decision_frozen_grid,1,0.5987816409734635,0.5987816409734635,0,-1.0987111813089416,-1.0987111813089416,0,-1.634811503725686e-06,0.9999999998696063,0.999999999999942,0.999999999999942,4.2016213298564e-15,5.567372056269456e-13,True,32476748.056929443,False
B,H4,current_m3,decision_frozen_grid,1,0.6019025747404819,0.6019025747404819,0,-1.104437838396379,-1.104437838396379,0,-1.6689454662710546e-06,0.9999999998639402,0.9999999999999318,0.9999999999999318,2.5925481714758154e-15,5.569227064889997e-13,True,32315345.897363294,False
B,H4,current_m3,decision_frozen_grid,1,0.6050397752513542,0.6050397752513542,0,-1.1101943441593825,-1.1101943441593825,0,-1.7037897481753106e-06,0.9999999998580269,0.9999999999999307,0.9999999999999307,2.9665277634799196e-15,5.573651870222956e-13,True,32154892.250043828,False
B,H4,current_m3,decision_frozen_grid,1,0.6081933272906275,0.6081933272906275,0,-1.1159808541874094,-1.1159808541874094,0,-1.7393590525660585e-06,0.9999999998518561,0.9999999999999309,0.9999999999999309,2.3962098792526225e-15,5.55337197813873e-13,True,31995384.02895399,False
B,H4,current_m3,decision_frozen_grid,1,0.6113633160847574,0.6113633160847574,0,-1.1217975248812344,-1.1217975248812344,0,-1.775668385883833e-06,0.9999999998454159,0.9999999999999323,0.9999999999999323,2.9707502833965076e-15,5.546257864041711e-13,True,31836818.19648439,False
B,H4,current_m3,decision_frozen_grid,1,0.6145498273044123,0.6145498273044123,0,-1.1276445134571902,-1.1276445134571902,0,-1.8127330672079722e-06,0.999999999838693,0.9999999999999334,0.9999999999999334,1.7186704498826752e-15,5.550730874317532e-13,True,31679191.764463652,False
B,H4,current_m3,decision_frozen_grid,1,0.6177529470667876,0.6177529470667876,0,-1.1335219779514178,-1.1335219779514178,0,-1.850568721817325e-06,0.9999999998316718,0.9999999999999301,0.9999999999999301,2.8525960889136527e-15,5.533981833301458e-13,True,31522501.79200506,False
B,H4,current_m3,decision_frozen_grid,1,0.6209727619379343,0.6209727619379343,0,-1.1394300772241592,-1.1394300772241592,0,-1.8891912976215508e-06,0.999999999824349,0.9999999999999281,0.9999999999999281,5.156446456032563e-15,5.543399322109932e-13,True,31366745.387970075,False
B,H4,current_m3,decision_frozen_grid,1,0.6242093589350969,0.6242093589350969,0,-1.145368970964061,-1.145368970964061,0,-1.9286170760413057e-06,0.9999999998166946,0.9999999999999216,0.9999999999999216,2.3137070788178923e-15,5.559148862179738e-13,True,31211919.7122638,False
B,H4,current_m3,decision_frozen_grid,1,0.6274628255290664,0.6274628255290664,0,-1.1513388196924974,-1.1513388196924974,0,-1.968862664458726e-06,0.9999999998087103,0.9999999999999092,0.9999999999999092,3.0901095908126116e-15,5.571835076050691e-13,True,31058021.97345886,False
B,H4,current_m3,decision_frozen_grid,1,0.6307332496465442,0.6307332496465442,0,-1.157339784767928,-1.157339784767928,0,-2.0099450166455313e-06,0.9999999998003763,0.9999999999999027,0.9999999999999027,2.8527459808391113e-15,5.553725620510598e-13,True,30905049.43198303,False
B,H4,current_m3,decision_frozen_grid,1,0.6340207196725169,0.6340207196725169,0,-1.1633720283902622,-1.1633720283902622,0,-2.0518814263237317e-06,0.9999999997916806,0.9999999999998996,0.9999999999998996,3.575041739880404e-15,5.534243583224107e-13,True,30752999.39796841,False
B,H4,current_m3,decision_frozen_grid,1,0.6373253244526477,0.6373253244526477,0,-1.1694357136052702,-1.1694357136052702,0,-2.094689550480311e-06,0.9999999997826037,0.9999999999999005,0.9999999999999005,1.4334864916565765e-15,5.542608551382056e-13,True,30601869.234953225,False
B,H4,current_m3,decision_frozen_grid,1,0.6406471532956738,0.6406471532956738,0,-1.1755310043089877,-1.1755310043089877,0,-2.1383874013736204e-06,0.9999999997731297,0.9999999999999025,0.9999999999999025,4.247818166979071e-15,5.549602332846539e-13,True,30451656.357421115,False
B,H4,current_m3,decision_frozen_grid,1,0.6439862959758238,0.6439862959758238,0,-1.1816580652521689,-1.1816580652521689,0,-2.1829933594119666e-06,0.9999999997632341,0.9999999999999005,0.9999999999999005,2.496729912792647e-15,5.566149034581053e-13,True,30302358.23243643,False
B,H4,current_m3,decision_frozen_grid,1,0.6473428427352411,0.6473428427352411,0,-1.1878170620447583,-1.1878170620447583,0,-2.2285261958021607e-06,0.9999999997529037,0.9999999999998925,0.9999999999998925,1.6001366167872494e-15,5.510073472628962e-13,True,30153972.383114714,False
B,H4,current_m3,decision_frozen_grid,1,0.6507168842864243,0.6507168842864243,0,-1.1940081611603601,-1.1940081611603601,0,-2.2750050423514523e-06,0.9999999997421187,0.9999999999998828,0.9999999999998828,2.855086659979287e-15,5.550875562302906e-13,True,30006496.381908175,False
B,H4,current_m3,decision_frozen_grid,1,0.654108511814678,0.654108511814678,0,-1.2002315299407735,-1.2002315299407735,0,-2.322449433878049e-06,0.9999999997308606,0.9999999999998739,0.9999999999998739,2.9800705641881787e-15,5.56067176827348e-13,True,29859927.85788801,False
B,H4,current_m3,decision_frozen_grid,1,0.6575178169805775,0.6575178169805775,0,-1.2064873366005269,-1.2064873366005269,0,-2.3708793110976956e-06,0.9999999997191094,0.999999999999867,0.999999999999867,2.7634435252056347e-15,5.546984825694853e-13,True,29714264.49635371,False
B,H4,current_m3,decision_frozen_grid,1,0.6609448919224459,0.6609448919224459,0,-1.2127757502314283,-1.2127757502314283,0,-2.420315009077356e-06,0.9999999997068454,0.9999999999998652,0.9999999999998652,2.1140827664520027e-15,5.559027841203506e-13,True,29569504.035741128,False
B,H4,current_m3,decision_frozen_grid,1,0.6643898292588438,0.6643898292588438,0,-1.2190969408071648,-1.2190969408071648,0,-2.4707772872112344e-06,0.9999999996940396,0.9999999999998657,0.9999999999998657,3.936974074130987e-15,5.551100979867217e-13,True,29425644.272411097,False
B,H4,current_m3,decision_frozen_grid,1,0.6678527220910733,0.6678527220910733,0,-1.225451079187915,-1.225451079187915,0,-2.5222873387686917e-06,0.9999999996806674,0.9999999999998608,0.9999999999998608,3.752615597060221e-15,5.516356340052896e-13,True,29282683.061503325,False
B,H4,current_m3,decision_frozen_grid,1,0.6713336640056928,0.6713336640056928,0,-1.2318383371249553,-1.2318383371249553,0,-2.574866759363914e-06,0.9999999996667042,0.9999999999998515,0.9999999999998515,2.781240019078362e-15,5.558393106124759e-13,True,29140618.31014224,False
B,H4,current_m3,decision_frozen_grid,1,0.6748327490770475,0.6748327490770475,0,-1.2382588872653606,-1.2382588872653606,0,-2.628537615789739e-06,0.9999999996521289,0.9999999999998419,0.9999999999998419,3.4062236588492007e-15,5.534688166587917e-13,True,28999447.989407238,False
B,H4,current_m3,decision_frozen_grid,1,0.6783500718698113,0.6783500718698113,0,-1.2447129031566608,-1.2447129031566608,0,-2.6833224127109645e-06,0.9999999996369147,0.9999999999998384,0.9999999999998384,2.0458213548364127e-15,5.541355188219671e-13,True,28859170.127179116,False
B,H4,current_m3,decision_frozen_grid,1,0.681885727441542,0.681885727441542,0,-1.251200559251553,-1.251200559251553,0,-2.739244110649963e-06,0.9999999996210192,0.9999999999998284,0.9999999999998284,3.4742591735834775e-15,5.522523481925915e-13,True,28719782.810596593,False
B,H4,current_m3,decision_frozen_grid,1,0.685439811345251,0.685439811345251,0,-1.257722030912642,-1.257722030912642,0,-2.7963261419738927e-06,0.9999999996044346,0.9999999999998195,0.9999999999998195,3.593366682827488e-15,5.554355283357059e-13,True,28581284.18809625,False
B,H4,current_m3,decision_frozen_grid,1,0.6890124196319852,0.6890124196319852,0,-1.2642774944172,-1.2642774944172,0,-2.854592423995328e-06,0.9999999995871094,0.999999999999813,0.999999999999813,2.9501025603819884e-15,5.574801096497893e-13,True,28443672.470888514,False
B,H4,current_m3,decision_frozen_grid,1,0.6926036488534234,0.6926036488534234,0,-1.2708671269619387,-1.2708671269619387,0,-2.9140673485361646e-06,0.9999999995690274,0.9999999999998059,0.9999999999998059,3.6291945807512276e-15,5.542500070938653e-13,True,28306945.930151667,False
B,H4,current_m3,decision_frozen_grid,1,0.6962135960644846,0.6962135960644846,0,-1.2774911066678347,-1.2774911066678347,0,-2.9747758187870232e-06,0.9999999995501401,0.9999999999997995,0.9999999999997995,2.257946228518761e-15,5.53853611227518e-13,True,28171102.902837038,False
B,H4,current_m3,decision_frozen_grid,1,0.6998423588259522,0.6998423588259522,0,-1.2841496125849448,-1.2841496125849448,0,-3.0367432271027894e-06,0.9999999995304178,0.9999999999997864,0.9999999999997864,4.414659796999252e-15,5.535017239475822e-13,True,28036141.786746573,False
B,H4,current_m3,decision_frozen_grid,1,0.70349003520711,0.70349003520711,0,-1.2908428246972896,-1.2908428246972896,0,-3.0999955020760694e-06,0.9999999995098281,0.9999999999997757,0.9999999999997757,2.520526364364067e-15,5.558398490531287e-13,True,27902061.048129644,False
B,H4,current_m3,decision_frozen_grid,1,0.7071567237883921,0.7071567237883921,0,-1.2975709239277164,-1.2975709239277164,0,-3.164559083002061e-06,0.9999999994883237,0.9999999999997655,0.9999999999997655,3.0454086899551814e-15,5.513447444949964e-13,True,27768859.216193464,False
B,H4,current_m3,decision_frozen_grid,1,0.7108425236640485,0.7108425236640485,0,-1.3043340921428308,-1.3043340921428308,0,-3.2304609589584032e-06,0.9999999994658721,0.9999999999997553,0.9999999999997553,2.4729467956015134e-15,5.531322113423728e-13,True,27636534.889216263,False
B,H4,current_m3,decision_frozen_grid,1,0.7145475344448217,0.7145475344448217,0,-1.3111325121579223,-1.3111325121579223,0,-3.2977286625879287e-06,0.9999999994424262,0.999999999999748,0.999999999999748,2.4685728347566105e-15,5.555818425738554e-13,True,27505086.7325422,False
B,H4,current_m3,decision_frozen_grid,1,0.7182718562606396,0.7182718562606396,0,-1.3179663677419318,-1.3179663677419318,0,-3.366390283421339e-06,0.9999999994179432,0.9999999999997411,0.9999999999997411,3.915432752829061e-15,5.531435018439932e-13,True,27374513.480082124,False
B,H4,current_m3,decision_frozen_grid,1,0.7220155897633209,0.7220155897633209,0,-1.3248358436224474,-1.3248358436224474,0,-3.4364744896375754e-06,0.9999999993923674,0.9999999999997269,0.9999999999997269,2.2444997866197122e-15,5.546364655832775e-13,True,27244813.937276874,False
B,H4,current_m3,decision_frozen_grid,1,0.725778836129296,0.725778836129296,0,-1.331741125490716,-1.331741125490716,0,-3.5080105269535977e-06,0.9999999993656641,0.9999999999997111,0.9999999999997111,2.7571655973158966e-15,5.521235219362619e-13,True,27115986.9800337,False
B,H4,current_m3,decision_frozen_grid,1,0.7295616970623414,0.7295616970623414,0,-1.3386824000066913,-1.3386824000066913,0,-3.5810282370540847e-06,0.9999999993377728,0.9999999999996969,0.9999999999996969,3.2484055991684876e-15,5.528797644239945e-13,True,26988031.55710515,False
B,H4,current_m3,decision_frozen_grid,1,0.733364274796327,0.733364274796327,0,-1.3456598548040928,-1.3456598548040928,0,-3.655558057591435e-06,0.9999999993086517,0.9999999999996863,0.9999999999996863,2.5707288412506562e-15,5.536143038485639e-13,True,26860946.68926007,False
B,H4,current_m3,decision_frozen_grid,1,0.7371866720979809,0.7371866720979809,0,-1.352673678495529,-1.352673678495529,0,-3.7316310623758397e-06,0.9999999992782325,0.9999999999996771,0.9999999999996771,3.914399010490643e-15,5.556588449608511e-13,True,26734731.475413155,False
B,H4,current_m3,decision_frozen_grid,1,0.7410289922696652,0.7410289922696652,0,-1.3597240606775882,-1.3597240606775882,0,-3.809278931177218e-06,0.9999999992464619,0.9999999999996625,0.9999999999996625,1.924168643194132e-15,5.514797183043705e-13,True,26609385.086595055,False
B,H4,current_m3,decision_frozen_grid,1,0.7448913391521687,0.7448913391521687,0,-1.3668111919360237,-1.3668111919360237,0,-3.888534006790678e-06,0.9999999992132798,0.999999999999647,0.999999999999647,2.9818830086390368e-15,5.51023956742125e-13,True,26484906.774976626,False
B,H4,current_m3,decision_frozen_grid,1,0.7487738171275121,0.7487738171275121,0,-1.3739352638509155,-1.3739352638509155,0,-3.969429283046111e-06,0.9999999991786155,0.9999999999996243,0.9999999999996243,3.007309255020591e-15,5.509150797600761e-13,True,26361295.87099308,False
