experiment_id,case_id,formula_id,state_id,order,state_expectation_real,state_expectation_imaginary,exact_expectation_real,state_minus_exact_expectation_real,operator_frobenius_norm,operator_action_2_norm
B,H4,two_term_center,controlled_q0.010_phi3.141592653590,6,1.1012752923960217e-06,0.0,5.934314751720294e-07,5.078438172239923e-07,4.632831436266484e-05,1.994866835943203e-05
B,H4,two_term_center,controlled_q0.010_phi3.141592653590,8,1.9737230826883143e-07,1.6313261169996311e-55,8.287922473902417e-09,1.89084385794929e-07,6.573940678997761e-06,3.446006808649736e-06
B,H4,two_term_center,controlled_q0.010_phi4.712388980385,4,-2.1022452894783016e-05,0.0,-2.188967073957748e-05,8.672178447944634e-07,0.000381814871643235,0.00013152100823324647
B,H4,two_term_center,controlled_q0.010_phi4.712388980385,6,6.311112311167343e-07,-1.852884572118782e-22,5.934314751720294e-07,3.767975594470497e-08,4.632831436266484e-05,1.9787630804355093e-05
B,H4,two_term_center,controlled_q0.010_phi4.712388980385,8,1.2334673782376589e-08,0.0,8.287922473902417e-09,4.0467513084741725e-09,6.573940678997761e-06,3.4242640898427584e-06
B,H4,two_term_center,controlled_q0.050_phi0.000000000000,4,-1.2914577126999137e-05,-5.64237288394698e-37,-2.188967073957748e-05,8.975093612578343e-06,0.000381814871643235,0.000130433712866465
B,H4,two_term_center,controlled_q0.050_phi0.000000000000,6,-2.4803080343129026e-07,1.1754943508222875e-38,5.934314751720294e-07,-8.414622786033196e-07,4.632831436266484e-05,1.9130242187841747e-05
B,H4,two_term_center,controlled_q0.050_phi0.000000000000,8,-3.7679014674090107e-07,5.877471754111438e-39,8.287922473902417e-09,-3.8507806921480347e-07,6.573940678997761e-06,3.318085585584176e-06
B,H4,two_term_center,controlled_q0.050_phi1.570796326795,4,-1.7553581515605186e-05,4.235164736271502e-22,-2.188967073957748e-05,4.336089223972293e-06,0.000381814871643235,0.00013027234824814697
B,H4,two_term_center,controlled_q0.050_phi1.570796326795,6,7.818302548955534e-07,-5.293955920339377e-22,5.934314751720294e-07,1.88398779723524e-07,4.632831436266484e-05,1.9493147567243718e-05
B,H4,two_term_center,controlled_q0.050_phi1.570796326795,8,2.8521679016273213e-08,5.293955920339377e-23,8.287922473902417e-09,2.0233756542370796e-08,6.573940678997761e-06,3.3670305438699143e-06
B,H4,two_term_center,controlled_q0.050_phi3.141592653590,4,-2.2192585904211253e-05,-1.305060893599705e-53,-2.188967073957748e-05,-3.029151646337734e-07,0.000381814871643235,0.00013011078350406448
B,H4,two_term_center,controlled_q0.050_phi3.141592653590,6,1.8116913132224e-06,0.0,5.934314751720294e-07,1.2182598380503706e-06,4.632831436266484e-05,1.984941908447699e-05
