experiment_id,case_id,formula_id,state_id,sign,absolute_time,time_hartree_inverse,model_status,quality_class,fhat_approx_hartree,g_approx_hartree,g_exact_hartree,delta_direct_hartree,E_fit_signed_hartree,E_state_signed_hartree,E_proxy_signed_hartree,E_total_signed_hartree,E_fit_hartree,E_state_hartree,E_proxy_hartree,E_total_hartree,closure_residual_hartree
B,H4,two_term_center,controlled_q0.050_phi0.000000000000,1,0.125,0.125,fit_ok,resolved,-3.1380389538401282e-09,-3.1392618263039567e-09,-5.3418943461858125e-09,-5.341890263466098e-09,1.222872463828475e-12,2.2026325198818558e-09,-4.082719714410071e-15,2.20385130962597e-09,1.222872463828475e-12,2.2026325198818558e-09,4.082719714410071e-15,2.20385130962597e-09,0.0
B,H4,two_term_center,controlled_q0.050_phi1.570796326795,1,0.125,0.125,fit_ok,resolved,-4.252347289536722e-09,-4.263036187945879e-09,-5.3418943461858125e-09,-5.341890263466098e-09,1.0688898409157304e-11,1.0788581582399336e-09,-4.082719714410071e-15,1.0895429739293765e-09,1.0688898409157304e-11,1.0788581582399336e-09,4.082719714410071e-15,1.0895429739293765e-09,0.0
B,H4,two_term_center,controlled_q0.050_phi3.141592653590,1,0.125,0.125,fit_ok,resolved,-5.437744129253753e-09,-5.436346834281588e-09,-5.3418943461858125e-09,-5.341890263466098e-09,-1.3972949721650223e-12,-9.445248809577517e-11,-4.082719714410071e-15,-9.58538657876546e-11,1.3972949721650223e-12,9.445248809577517e-11,4.082719714410071e-15,9.58538657876546e-11,0.0
B,H4,two_term_center,controlled_q0.050_phi4.712388980385,1,0.125,0.125,fit_ok,resolved,-4.32343579527454e-09,-4.312572479681087e-09,-5.3418943461858125e-09,-5.341890263466098e-09,-1.0863315593452545e-11,1.0293218665047253e-09,-4.082719714410071e-15,1.0184544681915584e-09,1.0863315593452545e-11,1.0293218665047253e-09,4.082719714410071e-15,1.0184544681915584e-09,0.0
B,H4,two_term_center,rhf,1,0.175,0.175,fit_ok,resolved,-4.4470503293708203e-08,-4.447289171847859e-08,-2.051306397172829e-08,-2.0513067688909814e-08,2.388424770387011e-12,-2.39598277467503e-08,3.7171815235383866e-15,-2.395743560479839e-08,2.388424770387011e-12,2.39598277467503e-08,3.7171815235383866e-15,2.395743560479839e-08,0.0
B,H4,two_term_center,cisd,1,0.175,0.175,fit_ok,resolved,-2.0943800214778308e-08,-2.0943538783604345e-08,-2.051306397172829e-08,-2.0513067688909814e-08,-2.614311739629715e-13,-4.304748118760541e-10,3.7171815235383866e-15,-4.3073252586849353e-10,2.614311739629715e-13,4.304748118760541e-10,3.7171815235383866e-15,4.3073252586849353e-10,0.0
B,H4,two_term_center,controlled_q0.001_phi0.000000000000,1,0.175,0.175,fit_ok,resolved,-1.9783788468262497e-08,-1.978411807650946e-08,-2.051306397172829e-08,-2.0513067688909814e-08,3.2960824696342527e-13,7.289458952188303e-10,3.7171815235383866e-15,7.292792206473172e-10,3.2960824696342527e-13,7.289458952188303e-10,3.7171815235383866e-15,7.292792206473172e-10,0.0
B,H4,two_term_center,controlled_q0.001_phi1.570796326795,1,0.175,0.175,fit_ok,resolved,-2.0412112410750877e-08,-2.041438784138237e-08,-2.051306397172829e-08,-2.0513067688909814e-08,2.2754306314947302e-12,9.867613034591891e-11,3.7171815235383866e-15,1.0095527815893718e-10,2.2754306314947302e-12,9.867613034591891e-11,3.7171815235383866e-15,1.0095527815893718e-10,0.0
B,H4,two_term_center,controlled_q0.001_phi3.141592653590,1,0.175,0.175,fit_ok,resolved,-2.108105481574625e-08,-2.1080699669423653e-08,-2.051306397172829e-08,-2.0513067688909814e-08,-3.551463225964212e-13,-5.676356976953625e-10,3.7171815235383866e-15,-5.679871268364354e-10,3.551463225964212e-13,5.676356976953625e-10,3.7171815235383866e-15,5.679871268364354e-10,0.0
B,H4,two_term_center,controlled_q0.001_phi4.712388980385,1,0.175,0.175,fit_ok,resolved,-2.045273087185718e-08,-2.045042990233519e-08,-2.051306397172829e-08,-2.0513067688909814e-08,-2.300969521989965e-12,6.263406939309919e-11,3.7171815235383866e-15,6.033681705263277e-11,2.300969521989965e-12,6.263406939309919e-11,3.7171815235383866e-15,6.033681705263277e-11,0.0
B,H4,two_term_center,controlled_q0.010_phi0.000000000000,1,0.175,0.175,fit_ok,resolved,-1.7664654728616363e-08,-1.7665692933233027e-08,-2.051306397172829e-08,-2.0513067688909814e-08,1.0382046166638196e-12,2.8473710384952633e-09,3.7171815235383866e-15,2.8484129602934506e-09,1.0382046166638196e-12,2.8473710384952633e-09,3.7171815235383866e-15,2.8484129602934506e-09,0.0
B,H4,two_term_center,controlled_q0.010_phi1.570796326795,1,0.175,0.175,fit_ok,resolved,-1.9642619093682053e-08,-1.964978273844009e-08,-2.051306397172829e-08,-2.0513067688909814e-08,7.163644758038719e-12,8.632812332881991e-10,3.7171815235383866e-15,8.704485952277614e-10,7.163644758038719e-12,8.632812332881991e-10,3.7171815235383866e-15,8.704485952277614e-10,0.0
B,H4,two_term_center,controlled_q0.010_phi3.141592653590,1,0.175,0.175,fit_ok,resolved,-2.1748450408209055e-08,-2.1747333004797952e-08,-2.051306397172829e-08,-2.0513067688909814e-08,-1.117403411103102e-12,-1.2342690330696612e-09,3.7171815235383866e-15,-1.2353827192992408e-09,1.117403411103102e-12,1.2342690330696612e-09,3.7171815235383866e-15,1.2353827192992408e-09,0.0
B,H4,two_term_center,controlled_q0.010_phi4.712388980385,1,0.175,0.175,fit_ok,resolved,-1.9770486045599956e-08,-1.9763243214573504e-08,-2.051306397172829e-08,-2.0513067688909814e-08,-7.242831026452207e-12,7.498207571547864e-10,3.7171815235383866e-15,7.425816433098578e-10,7.242831026452207e-12,7.498207571547864e-10,3.7171815235383866e-15,7.425816433098578e-10,0.0
B,H4,two_term_center,controlled_q0.050_phi0.000000000000,1,0.175,0.175,fit_ok,resolved,-1.200783527673486e-08,-1.2010037284610199e-08,-2.051306397172829e-08,-2.0513067688909814e-08,2.202007875338943e-12,8.503026687118092e-09,3.7171815235383866e-15,8.505232412174954e-09,2.202007875338943e-12,8.503026687118092e-09,3.7171815235383866e-15,8.505232412174954e-09,0.0
B,H4,two_term_center,controlled_q0.050_phi1.570796326795,1,0.175,0.175,fit_ok,resolved,-1.6340426046606422e-08,-1.6356045387125714e-08,-2.051306397172829e-08,-2.0513067688909814e-08,1.5619340519291116e-11,4.157018584602577e-09,3.7171815235383866e-15,4.1726416423033916e-09,1.5619340519291116e-11,4.157018584602577e-09,3.7171815235383866e-15,4.1726416423033916e-09,0.0
B,H4,two_term_center,controlled_q0.050_phi3.141592653590,1,0.175,0.175,fit_ok,resolved,-2.0953100317053665e-08,-2.09505806183001e-08,-2.051306397172829e-08,-2.0513067688909814e-08,-2.519698753565391e-12,-4.375166465718088e-10,3.7171815235383866e-15,-4.4003262814385066e-10,2.519698753565391e-12,4.375166465718088e-10,3.7171815235383866e-15,4.4003262814385066e-10,0.0
B,H4,two_term_center,controlled_q0.050_phi4.712388980385,1,0.175,0.175,fit_ok,resolved,-1.6620509552696574e-08,-1.660457249871453e-08,-2.051306397172829e-08,-2.0513067688909814e-08,-1.5937053982043063e-11,3.908491473013759e-09,3.7171815235383866e-15,3.8925581362132396e-09,1.5937053982043063e-11,3.908491473013759e-09,3.7171815235383866e-15,3.8925581362132396e-09,0.0
B,H4,two_term_center,rhf,1,0.225,0.225,fit_ok,resolved,-1.2078205457867662e-07,-1.2078238088698691e-07,-5.602378339049399e-08,-5.6023833350238306e-08,3.263083102962841e-13,-6.475859749649293e-08,4.9959744318516605e-14,-6.475822122843831e-08,3.263083102962841e-13,6.475859749649293e-08,4.9959744318516605e-14,6.475822122843831e-08,0.0
B,H4,two_term_center,cisd,1,0.225,0.225,fit_ok,resolved,-5.722279512043349e-08,-5.722276050646076e-08,-5.602378339049399e-08,-5.6023833350238306e-08,-3.461397272939312e-14,-1.1989771159667702e-09,4.9959744318516605e-14,-1.1989617701951811e-09,3.461397272939312e-14,1.1989771159667702e-09,4.9959744318516605e-14,1.1989617701951811e-09,0.0
B,H4,two_term_center,controlled_q0.001_phi0.000000000000,1,0.225,0.225,fit_ok,resolved,-5.4002879812492196e-08,-5.400292496435749e-08,-5.602378339049399e-08,-5.6023833350238306e-08,4.515186529592048e-14,2.020858426136495e-09,4.9959744318516605e-14,2.0209535377461096e-09,4.515186529592048e-14,2.020858426136495e-09,4.9959744318516605e-14,2.0209535377461096e-09,0.0
B,H4,two_term_center,controlled_q0.001_phi1.570796326795,1,0.225,0.225,fit_ok,resolved,-5.574724920911377e-08,-5.5747294463926514e-08,-5.602378339049399e-08,-5.6023833350238306e-08,4.5254812740652594e-14,2.7648892656747357e-10,4.9959744318516605e-14,2.7658414112453273e-10,4.5254812740652594e-14,2.7648892656747357e-10,4.9959744318516605e-14,2.7658414112453273e-10,0.0
B,H4,two_term_center,controlled_q0.001_phi3.141592653590,1,0.225,0.225,fit_ok,resolved,-5.760630645660698e-08,-5.760625919189832e-08,-5.602378339049399e-08,-5.6023833350238306e-08,-4.726470866030013e-14,-1.582475801404331e-09,4.9959744318516605e-14,-1.5824731063686728e-09,4.726470866030013e-14,1.582475801404331e-09,4.9959744318516605e-14,1.5824731063686728e-09,0.0
B,H4,two_term_center,controlled_q0.001_phi4.712388980385,1,0.225,0.225,fit_ok,resolved,-5.586193705757297e-08,-5.5861889689596325e-08,-5.602378339049399e-08,-5.6023833350238306e-08,-4.7367976647445776e-14,1.6189370089766228e-10,4.9959744318516605e-14,1.6189629266533335e-10,4.7367976647445776e-14,1.6189370089766228e-10,4.9959744318516605e-14,1.6189629266533335e-10,0.0
B,H4,two_term_center,controlled_q0.010_phi0.000000000000,1,0.225,0.225,fit_ok,resolved,-4.816007996088855e-08,-4.8160220695955575e-08,-5.602378339049399e-08,-5.6023833350238306e-08,1.4073506702192463e-13,7.863562694538412e-09,4.9959744318516605e-14,7.863753389349753e-09,1.4073506702192463e-13,7.863562694538412e-09,4.9959744318516605e-14,7.863753389349753e-09,0.0
B,H4,two_term_center,controlled_q0.010_phi1.570796326795,1,0.225,0.225,fit_ok,resolved,-5.3651356466602726e-08,-5.3651497527081496e-08,-5.602378339049399e-08,-5.6023833350238306e-08,1.410604787697897e-13,2.372285863412491e-09,4.9959744318516605e-14,2.3724768836355794e-09,1.410604787697897e-13,2.372285863412491e-09,4.9959744318516605e-14,2.3724768836355794e-09,0.0
B,H4,two_term_center,controlled_q0.010_phi3.141592653590,1,0.225,0.225,fit_ok,resolved,-5.950367041901483e-08,-5.950352022662028e-08,-5.602378339049399e-08,-5.6023833350238306e-08,-1.5019239455558966e-13,-3.4797368361262902e-09,4.9959744318516605e-14,-3.4798370687765273e-09,1.5019239455558966e-13,3.4797368361262902e-09,4.9959744318516605e-14,3.4798370687765273e-09,0.0
B,H4,two_term_center,controlled_q0.010_phi4.712388980385,1,0.225,0.225,fit_ok,resolved,-5.401239391778706e-08,-5.4012243396986094e-08,-5.602378339049399e-08,-5.6023833350238306e-08,-1.505208009685874e-13,2.0115399935078935e-09,4.9959744318516605e-14,2.0114394324512434e-09,1.505208009685874e-13,2.0115399935078935e-09,4.9959744318516605e-14,2.0114394324512434e-09,0.0
B,H4,two_term_center,controlled_q0.050_phi0.000000000000,1,0.225,0.225,fit_ok,resolved,-3.264057435986759e-08,-3.264087193812176e-08,-5.602378339049399e-08,-5.6023833350238306e-08,2.9757825417168936e-13,2.3382911452372226e-08,4.9959744318516605e-14,2.3383258990370716e-08,2.9757825417168936e-13,2.3382911452372226e-08,4.9959744318516605e-14,2.3383258990370716e-08,0.0
B,H4,two_term_center,controlled_q0.050_phi1.570796326795,1,0.225,0.225,fit_ok,resolved,-4.466882640220967e-08,-4.4669124672306694e-08,-5.602378339049399e-08,-5.6023833350238306e-08,2.982700970246004e-13,1.1354658718187293e-08,4.9959744318516605e-14,1.1355006948028636e-08,2.982700970246004e-13,1.1354658718187293e-08,4.9959744318516605e-14,1.1355006948028636e-08,0.0
B,H4,two_term_center,controlled_q0.050_phi3.141592653590,1,0.225,0.225,fit_ok,resolved,-5.748790540138811e-08,-5.748756572365413e-08,-5.602378339049399e-08,-5.6023833350238306e-08,-3.396777339828029e-13,-1.463782333160143e-09,4.9959744318516605e-14,-1.4640720511498072e-09,3.396777339828029e-13,1.463782333160143e-09,4.9959744318516605e-14,1.4640720511498072e-09,0.0
B,H4,two_term_center,controlled_q0.050_phi4.712388980385,1,0.225,0.225,fit_ok,resolved,-4.545965337016901e-08,-4.5459312980611344e-08,-5.602378339049399e-08,-5.6023833350238306e-08,-3.403895576679603e-13,1.0564470409882643e-08,4.9959744318516605e-14,1.0564179980069294e-08,3.403895576679603e-13,1.0564470409882643e-08,4.9959744318516605e-14,1.0564179980069294e-08,0.0
B,H4,two_term_center,rhf,1,0.275,0.275,fit_ok,resolved,-2.674674087732163e-07,-2.674637872795477e-07,-1.2493317798716616e-07,-1.2493343626296394e-07,-3.6214936685954958e-12,-1.4253060929238156e-07,2.5827579777519514e-13,-1.4253397251025238e-07,3.6214936685954958e-12,1.4253060929238156e-07,2.5827579777519514e-13,1.4253397251025238e-07,0.0
B,H4,two_term_center,cisd,1,0.275,0.275,fit_ok,resolved,-1.2767015526084574e-07,-1.2767055082061032e-07,-1.2493317798716616e-07,-1.2493343626296394e-07,3.955597645854211e-13,-2.7373728334441625e-09,2.5827579777519514e-13,-2.736718997881802e-09,3.955597645854211e-13,2.7373728334441625e-09,2.5827579777519514e-13,2.736718997881802e-09,0.0
B,H4,two_term_center,controlled_q0.001_phi0.000000000000,1,0.275,0.275,fit_ok,resolved,-1.2034523066569852e-07,-1.2034473212490604e-07,-1.2493317798716616e-07,-1.2493343626296394e-07,-4.985407924798257e-13,4.588445862260125e-09,2.5827579777519514e-13,4.588205597265421e-09,4.985407924798257e-13,4.588445862260125e-09,2.5827579777519514e-13,4.588205597265421e-09,0.0
B,H4,two_term_center,controlled_q0.001_phi1.570796326795,1,0.275,0.275,fit_ok,resolved,-1.2431426645834009e-07,-1.2431141732234782e-07,-1.2493317798716616e-07,-1.2493343626296394e-07,-2.849135992262928e-12,6.217606648183397e-10,2.5827579777519514e-13,6.191698046238519e-10,2.849135992262928e-12,6.217606648183397e-10,2.5827579777519514e-13,6.191698046238519e-10,0.0
B,H4,two_term_center,controlled_q0.001_phi3.141592653590,1,0.275,0.275,fit_ok,resolved,-1.2854953273943964e-07,-1.2855007007494242e-07,-1.2493317798716616e-07,-1.2493343626296394e-07,5.373355027780558e-13,-3.6168920877762547e-09,2.5827579777519514e-13,-3.6160964764757014e-09,5.373355027780558e-13,3.6168920877762547e-09,2.5827579777519514e-13,3.6160964764757014e-09,0.0
B,H4,two_term_center,controlled_q0.001_phi4.712388980385,1,0.275,0.275,fit_ok,resolved,-1.2458049694536195e-07,-1.2458338487578158e-07,-1.2493317798716616e-07,-1.2493343626296394e-07,2.887930419625684e-12,3.497931113845844e-10,2.5827579777519514e-13,3.529393176019853e-10,2.887930419625684e-12,3.497931113845844e-10,2.5827579777519514e-13,3.529393176019853e-10,0.0
