experiment_id,case_id,formula_id,state_id,sign,absolute_time,time_hartree_inverse,echo_real,echo_imaginary,echo_overlap_magnitude,echo_principal_phase_radians,echo_unwrapped_phase_radians,echo_unwrap_integer,proxy_imag_hartree,proxy_arg_hartree,unitarity_residual_frobenius,unitary_cold_repeatability_frobenius,proxy_repeatability_error_hartree,proxy_noise_hartree,signal_to_noise_rho,quality_class
B,H4,yoshida4,controlled_q0.010_phi4.712388980385,1,0.4,0.4,0.9999999981801897,-4.655369531106346e-05,0.999999999263813,-4.655369536215124e-05,-4.655369536215124e-05,0,-0.00011638423827765865,-0.0001163842384053781,2.399057712909183e-13,0.0,0.0,5.997644282272957e-13,194049918.26816365,resolved
B,H4,yoshida4,controlled_q0.050_phi0.000000000000,1,0.4,0.4,0.9999999981878166,-4.755095151480211e-05,0.9999999993183631,-4.755095156513411e-05,-4.755095156513411e-05,0,-0.00011887737878700527,-0.00011887737891283528,2.399057712909183e-13,0.0,0.0,5.997644282272957e-13,198206784.51766017,resolved
B,H4,yoshida4,controlled_q0.050_phi1.570796326795,1,0.4,0.4,0.9999999981931613,-4.2376490324140884e-05,0.9999999990910448,-4.2376490375342263e-05,-4.2376490375342263e-05,0,-0.00010594122581035221,-0.00010594122593835565,2.399057712909183e-13,0.0,0.0,5.997644282272957e-13,176638061.25261423,resolved
B,H4,yoshida4,controlled_q0.050_phi3.141592653590,1,0.4,0.4,0.9999999982184276,-3.9566790374522693e-05,0.999999999001193,-3.956679042436612e-05,-3.956679042436612e-05,0,-9.891697593630673e-05,-9.891697606091529e-05,2.399057712909183e-13,0.0,0.0,5.997644282272957e-13,164926379.8933065,resolved
B,H4,yoshida4,controlled_q0.050_phi4.712388980385,1,0.4,0.4,0.9999999982130822,-4.4741251565181064e-05,0.999999999213972,-4.474125161527596e-05,-4.474125161527596e-05,0,-0.00011185312891295266,-0.0001118531290381899,2.399057712909183e-13,0.0,0.0,5.997644282272957e-13,186495103.15834057,resolved
B,H4,current_m3,rhf,-1,0.1,-0.1,0.999999999999996,4.93054957972916e-10,0.999999999999996,4.93054957972918e-10,4.93054957972918e-10,0,-4.93054957972916e-09,-4.930549579729179e-09,5.594637135915295e-13,0.0,0.0,5.5946371359152945e-12,881.2992621231924,resolved
B,H4,current_m3,cisd,-1,0.1,-0.1,0.9999999999999992,1.3585146699040463e-10,0.9999999999999992,1.3585146699040473e-10,1.3585146699040473e-10,0,-1.3585146699040462e-09,-1.3585146699040473e-09,5.594637135915295e-13,0.0,0.0,5.5946371359152945e-12,242.82444721623403,resolved
B,H4,current_m3,controlled_q0.001_phi0.000000000000,-1,0.1,-0.1,0.9999999999999988,1.1733680638759655e-10,0.9999999999999988,1.173368063875967e-10,1.173368063875967e-10,0,-1.1733680638759654e-09,-1.173368063875967e-09,5.594637135915295e-13,0.0,0.0,5.5946371359152945e-12,209.73086106754266,resolved
B,H4,current_m3,controlled_q0.001_phi1.570796326795,-1,0.1,-0.1,0.999999999999999,1.2781940588423024e-10,0.999999999999999,1.2781940588423037e-10,1.2781940588423037e-10,0,-1.2781940588423024e-09,-1.2781940588423037e-09,5.594637135915295e-13,0.0,0.0,5.5946371359152945e-12,228.46773218531305,resolved
B,H4,current_m3,controlled_q0.001_phi3.141592653590,-1,0.1,-0.1,0.9999999999999993,1.3824768899276074e-10,0.9999999999999993,1.3824768899276084e-10,1.3824768899276084e-10,0,-1.3824768899276074e-09,-1.3824768899276084e-09,5.594637135915295e-13,0.0,0.0,5.5946371359152945e-12,247.10751677757045,resolved
B,H4,current_m3,controlled_q0.001_phi4.712388980385,-1,0.1,-0.1,0.999999999999999,1.2776508930695263e-10,0.999999999999999,1.2776508930695276e-10,1.2776508930695276e-10,0,-1.2776508930695263e-09,-1.2776508930695275e-09,5.594637135915295e-13,0.0,0.0,5.5946371359152945e-12,228.3706453216648,resolved
B,H4,current_m3,controlled_q0.010_phi0.000000000000,-1,0.1,-0.1,0.9999999999999991,8.67212440342667e-11,0.9999999999999991,8.672124403426678e-11,8.672124403426678e-11,0,-8.67212440342667e-10,-8.672124403426677e-10,5.594637135915295e-13,0.0,0.0,5.5946371359152945e-12,155.00780824113076,resolved
B,H4,current_m3,controlled_q0.010_phi1.570796326795,-1,0.1,-0.1,0.9999999999999988,1.1972047919001083e-10,0.9999999999999988,1.1972047919001099e-10,1.1972047919001099e-10,0,-1.1972047919001083e-09,-1.1972047919001098e-09,5.594637135915295e-13,0.0,0.0,5.5946371359152945e-12,213.99149986234863,resolved
B,H4,current_m3,controlled_q0.010_phi3.141592653590,-1,0.1,-0.1,0.9999999999999997,1.5254872210388342e-10,0.9999999999999997,1.5254872210388347e-10,1.5254872210388347e-10,0,-1.525487221038834e-09,-1.5254872210388347e-09,5.594637135915295e-13,0.0,0.0,5.5946371359152945e-12,272.6695555008969,resolved
B,H4,current_m3,controlled_q0.010_phi4.712388980385,-1,0.1,-0.1,0.9999999999999992,1.1954948923170727e-10,0.9999999999999992,1.1954948923170738e-10,1.1954948923170738e-10,0,-1.1954948923170727e-09,-1.1954948923170738e-09,5.594637135915295e-13,0.0,0.0,5.5946371359152945e-12,213.68586796138786,resolved
B,H4,current_m3,controlled_q0.050_phi0.000000000000,-1,0.1,-0.1,0.9999999999999994,1.1285260699362008e-11,0.9999999999999994,1.1285260699362014e-11,1.1285260699362014e-11,0,-1.1285260699362007e-10,-1.1285260699362014e-10,5.594637135915295e-13,0.0,0.0,5.5946371359152945e-12,20.17156863832191,marginal
B,H4,current_m3,controlled_q0.050_phi1.570796326795,-1,0.1,-0.1,0.9999999999999991,8.356774473805562e-11,0.9999999999999991,8.356774473805569e-11,8.356774473805569e-11,0,-8.356774473805562e-10,-8.356774473805569e-10,5.594637135915295e-13,0.0,0.0,5.5946371359152945e-12,149.37116153894002,resolved
B,H4,current_m3,controlled_q0.050_phi3.141592653590,-1,0.1,-0.1,1.0000000000000002,1.5547568658453395e-10,1.0000000000000002,1.5547568658453392e-10,1.5547568658453392e-10,0,-1.5547568658453394e-09,-1.5547568658453392e-09,5.594637135915295e-13,0.0,0.0,5.5946371359152945e-12,277.9012879788812,resolved
B,H4,current_m3,controlled_q0.050_phi4.712388980385,-1,0.1,-0.1,0.9999999999999998,8.319320232708094e-11,0.9999999999999998,8.319320232708095e-11,8.319320232708095e-11,0,-8.319320232708094e-10,-8.319320232708095e-10,5.594637135915295e-13,0.0,0.0,5.5946371359152945e-12,148.70169468724688,resolved
B,H4,current_m3,rhf,-1,0.125,-0.125,0.9999999999999952,1.5014001986113357e-09,0.9999999999999952,1.501400198611343e-09,1.501400198611343e-09,0,-1.2011201588890685e-08,-1.2011201588890743e-08,5.61761123426081e-13,0.0,0.0,4.494088987408648e-12,2672.666612197304,resolved
B,H4,current_m3,cisd,-1,0.125,-0.125,0.999999999999999,4.1460482874230905e-10,0.999999999999999,4.1460482874230947e-10,4.1460482874230947e-10,0,-3.3168386299384724e-09,-3.3168386299384757e-09,5.61761123426081e-13,0.0,0.0,4.494088987408648e-12,738.0447158993632,resolved
B,H4,current_m3,controlled_q0.001_phi0.000000000000,-1,0.125,-0.125,0.9999999999999987,3.578896032609371e-10,0.9999999999999987,3.578896032609376e-10,3.578896032609376e-10,0,-2.863116826087497e-09,-2.8631168260875007e-09,5.61761123426081e-13,0.0,0.0,4.494088987408648e-12,637.08503194068,resolved
B,H4,current_m3,controlled_q0.001_phi1.570796326795,-1,0.125,-0.125,0.9999999999999989,3.9001090399760907e-10,0.9999999999999989,3.900109039976095e-10,3.900109039976095e-10,0,-3.1200872319808726e-09,-3.120087231980876e-09,5.61761123426081e-13,0.0,0.0,4.494088987408648e-12,694.2646753819524,resolved
B,H4,current_m3,controlled_q0.001_phi3.141592653590,-1,0.125,-0.125,0.999999999999999,4.219535966852541e-10,0.999999999999999,4.219535966852545e-10,4.219535966852545e-10,0,-3.375628773482033e-09,-3.375628773482036e-09,5.61761123426081e-13,0.0,0.0,4.494088987408648e-12,751.1263757659738,resolved
B,H4,current_m3,controlled_q0.001_phi4.712388980385,-1,0.125,-0.125,0.999999999999999,3.898322955674799e-10,0.999999999999999,3.898322955674803e-10,3.898322955674803e-10,0,-3.118658364539839e-09,-3.1186583645398424e-09,5.61761123426081e-13,0.0,0.0,4.494088987408648e-12,693.946731646295,resolved
B,H4,current_m3,controlled_q0.010_phi0.000000000000,-1,0.125,-0.125,0.9999999999999989,2.642390607373098e-10,0.9999999999999989,2.642390607373101e-10,2.642390607373101e-10,0,-2.113912485898478e-09,-2.1139124858984807e-09,5.61761123426081e-13,0.0,0.0,4.494088987408648e-12,470.37619678229566,resolved
B,H4,current_m3,controlled_q0.010_phi1.570796326795,-1,0.125,-0.125,0.9999999999999988,3.6535694521860895e-10,0.9999999999999988,3.653569452186094e-10,3.653569452186094e-10,0,-2.9228555617488716e-09,-2.9228555617488753e-09,5.61761123426081e-13,0.0,0.0,4.494088987408648e-12,650.3777673156911,resolved
B,H4,current_m3,controlled_q0.010_phi3.141592653590,-1,0.125,-0.125,0.9999999999999993,4.659125721724434e-10,0.9999999999999993,4.659125721724437e-10,4.659125721724437e-10,0,-3.7273005773795475e-09,-3.72730057737955e-09,5.61761123426081e-13,0.0,0.0,4.494088987408648e-12,829.3784541922831,resolved
B,H4,current_m3,controlled_q0.010_phi4.712388980385,-1,0.125,-0.125,0.9999999999999992,3.6479468404349014e-10,0.9999999999999992,3.647946840434904e-10,3.647946840434904e-10,0,-2.918357472347921e-09,-2.918357472347923e-09,5.61761123426081e-13,0.0,0.0,4.494088987408648e-12,649.3768771656399,resolved
B,H4,current_m3,controlled_q0.050_phi0.000000000000,-1,0.125,-0.125,0.999999999999999,3.377434426875161e-11,0.999999999999999,3.3774344268751644e-11,3.3774344268751644e-11,0,-2.701947541500129e-10,-2.7019475415001315e-10,5.61761123426081e-13,0.0,0.0,4.494088987408648e-12,60.12225278739102,marginal
B,H4,current_m3,controlled_q0.050_phi1.570796326795,-1,0.125,-0.125,0.9999999999999989,2.55265907370128e-10,0.9999999999999989,2.5526590737012826e-10,2.5526590737012826e-10,0,-2.042127258961024e-09,-2.042127258961026e-09,5.61761123426081e-13,0.0,0.0,4.494088987408648e-12,454.4029423277045,resolved
B,H4,current_m3,controlled_q0.050_phi3.141592653590,-1,0.125,-0.125,1.0,4.755258795901676e-10,1.0,4.755258795901676e-10,4.755258795901676e-10,0,-3.804207036721341e-09,-3.804207036721341e-09,5.61761123426081e-13,0.0,0.0,4.494088987408648e-12,846.4912571557462,resolved
B,H4,current_m3,controlled_q0.050_phi4.712388980385,-1,0.125,-0.125,0.9999999999999996,2.5403432135640003e-10,0.9999999999999996,2.5403432135640013e-10,2.5403432135640013e-10,0,-2.0322745708512002e-09,-2.032274570851201e-09,5.61761123426081e-13,0.0,0.0,4.494088987408648e-12,452.2105762803413,resolved
B,H4,current_m3,rhf,-1,0.15,-0.15,0.9999999999999936,3.725993402703409e-09,0.9999999999999936,3.725993402703433e-09,3.725993402703433e-09,0,-2.483995601802273e-08,-2.4839956018022888e-08,5.607048516963514e-13,0.0,0.0,3.738032344642343e-12,6645.195580938567,resolved
B,H4,current_m3,cisd,-1,0.15,-0.15,0.9999999999999973,1.0317259874982665e-09,0.9999999999999973,1.0317259874982692e-09,1.0317259874982692e-09,0,-6.878173249988444e-09,-6.878173249988462e-09,5.607048516963514e-13,0.0,0.0,3.738032344642343e-12,1840.0518282959245,resolved
B,H4,current_m3,controlled_q0.001_phi0.000000000000,-1,0.15,-0.15,0.9999999999999969,8.899567680123358e-10,0.9999999999999969,8.899567680123386e-10,8.899567680123386e-10,0,-5.933045120082239e-09,-5.933045120082257e-09,5.607048516963514e-13,0.0,0.0,3.738032344642343e-12,1587.2107496838464,resolved
B,H4,current_m3,controlled_q0.001_phi1.570796326795,-1,0.15,-0.15,0.999999999999997,9.702540205731164e-10,0.999999999999997,9.702540205731193e-10,9.702540205731193e-10,0,-6.4683601371541095e-09,-6.4683601371541285e-09,5.607048516963514e-13,0.0,0.0,3.738032344642343e-12,1730.4184503446306,resolved
B,H4,current_m3,controlled_q0.001_phi3.141592653590,-1,0.15,-0.15,0.9999999999999974,1.0501211492169768e-09,0.9999999999999974,1.0501211492169795e-09,1.0501211492169795e-09,0,-7.000807661446512e-09,-7.00080766144653e-09,5.607048516963514e-13,0.0,0.0,3.738032344642343e-12,1872.85903811952,resolved
B,H4,current_m3,controlled_q0.001_phi4.712388980385,-1,0.15,-0.15,0.9999999999999971,9.698238965377692e-10,0.9999999999999971,9.698238965377721e-10,9.698238965377721e-10,0,-6.4654926435851285e-09,-6.4654926435851475e-09,5.607048516963514e-13,0.0,0.0,3.738032344642343e-12,1729.6513372475247,resolved
B,H4,current_m3,controlled_q0.010_phi0.000000000000,-1,0.15,-0.15,0.9999999999999972,6.562623237723829e-10,0.9999999999999972,6.562623237723848e-10,6.562623237723848e-10,0,-4.375082158482553e-09,-4.375082158482565e-09,5.607048516963514e-13,0.0,0.0,3.738032344642343e-12,1170.4238366886477,resolved
B,H4,current_m3,controlled_q0.010_phi1.570796326795,-1,0.15,-0.15,0.9999999999999969,9.090381485749033e-10,0.9999999999999969,9.090381485749061e-10,9.090381485749061e-10,0,-6.060254323832689e-09,-6.060254323832707e-09,5.607048516963514e-13,0.0,0.0,3.738032344642343e-12,1621.2418098839478,resolved
B,H4,current_m3,controlled_q0.010_phi3.141592653590,-1,0.15,-0.15,0.9999999999999976,1.1604599461471783e-09,0.9999999999999976,1.1604599461471812e-09,1.1604599461471812e-09,0,-7.73639964098119e-09,-7.736399640981208e-09,5.607048516963514e-13,0.0,0.0,3.738032344642343e-12,2069.644916815564,resolved
B,H4,current_m3,controlled_q0.010_phi4.712388980385,-1,0.15,-0.15,0.9999999999999973,9.076841197067087e-10,0.9999999999999973,9.076841197067111e-10,9.076841197067111e-10,0,-6.051227464711392e-09,-6.051227464711408e-09,5.607048516963514e-13,0.0,0.0,3.738032344642343e-12,1618.8269406990316,resolved
B,H4,current_m3,controlled_q0.050_phi0.000000000000,-1,0.15,-0.15,0.9999999999999973,8.203289320252351e-11,0.9999999999999973,8.203289320252373e-11,8.203289320252373e-11,0,-5.468859546834901e-10,-5.468859546834916e-10,5.607048516963514e-13,0.0,0.0,3.738032344642343e-12,146.3031628036425,resolved
B,H4,current_m3,controlled_q0.050_phi1.570796326795,-1,0.15,-0.15,0.9999999999999972,6.357204276885575e-10,0.9999999999999972,6.357204276885593e-10,6.357204276885593e-10,0,-4.238136184590384e-09,-4.238136184590395e-09,5.607048516963514e-13,0.0,0.0,3.738032344642343e-12,1133.78799160602,resolved
B,H4,current_m3,controlled_q0.050_phi3.141592653590,-1,0.15,-0.15,0.9999999999999983,1.1864420553403694e-09,0.9999999999999983,1.1864420553403714e-09,1.1864420553403714e-09,0,-7.909613702269129e-09,-7.909613702269144e-09,5.607048516963514e-13,0.0,0.0,3.738032344642343e-12,2115.9832160376677,resolved
B,H4,current_m3,controlled_q0.050_phi4.712388980385,-1,0.15,-0.15,0.9999999999999981,6.327545275935931e-10,0.9999999999999981,6.327545275935943e-10,6.327545275935943e-10,0,-4.218363517290621e-09,-4.218363517290629e-09,5.607048516963514e-13,0.0,0.0,3.738032344642343e-12,1128.4983992545513,resolved
B,H4,current_m3,rhf,-1,0.175,-0.175,0.9999999999999918,8.027921272191207e-09,0.9999999999999918,8.027921272191274e-09,8.027921272191274e-09,0,-4.5873835841092614e-08,-4.5873835841093e-08,5.618476461916515e-13,0.0,0.0,3.2105579782380087e-12,14288.430905791867,resolved
B,H4,current_m3,cisd,-1,0.175,-0.175,0.9999999999999956,2.230103940583782e-09,0.9999999999999956,2.230103940583792e-09,2.230103940583792e-09,0,-1.2743451089050184e-08,-1.274345108905024e-08,5.618476461916515e-13,0.0,0.0,3.2105579782380087e-12,3969.232505822535,resolved
B,H4,current_m3,controlled_q0.001_phi0.000000000000,-1,0.175,-0.175,0.9999999999999951,1.9220535565913266e-09,0.9999999999999951,1.922053556591336e-09,1.922053556591336e-09,0,-1.0983163180521867e-08,-1.098316318052192e-08,5.618476461916515e-13,0.0,0.0,3.2105579782380087e-12,3420.9515152719823,resolved
B,H4,current_m3,controlled_q0.001_phi1.570796326795,-1,0.175,-0.175,0.9999999999999952,2.096485775563914e-09,0.9999999999999952,2.0964857755639237e-09,2.0964857755639237e-09,0,-1.197991871750808e-08,-1.1979918717508136e-08,5.618476461916515e-13,0.0,0.0,3.2105579782380087e-12,3731.413292864064,resolved
B,H4,current_m3,controlled_q0.001_phi3.141592653590,-1,0.175,-0.175,0.9999999999999958,2.270139733695323e-09,0.9999999999999958,2.2701397336953326e-09,2.2701397336953326e-09,0,-1.2972227049687561e-08,-1.2972227049687616e-08,5.618476461916515e-13,0.0,0.0,3.2105579782380087e-12,4040.489889177105,resolved
B,H4,current_m3,controlled_q0.001_phi4.712388980385,-1,0.175,-0.175,0.9999999999999953,2.095707513994141e-09,0.9999999999999953,2.095707513994151e-09,2.095707513994151e-09,0,-1.197547150853795e-08,-1.1975471508538007e-08,5.618476461916515e-13,0.0,0.0,3.2105579782380087e-12,3730.028110288239,resolved
B,H4,current_m3,controlled_q0.010_phi0.000000000000,-1,0.175,-0.175,0.9999999999999956,1.415272221118725e-09,0.9999999999999956,1.4152722211187312e-09,1.4152722211187312e-09,0,-8.087269834964143e-09,-8.087269834964178e-09,5.618476461916515e-13,0.0,0.0,3.2105579782380087e-12,2518.960844121722,resolved
B,H4,current_m3,controlled_q0.010_phi1.570796326795,-1,0.175,-0.175,0.9999999999999953,1.964385011425651e-09,0.9999999999999953,1.9643850114256602e-09,1.9643850114256602e-09,0,-1.1225057208146579e-08,-1.122505720814663e-08,5.618476461916515e-13,0.0,0.0,3.2105579782380087e-12,3496.294813622092,resolved
B,H4,current_m3,controlled_q0.010_phi3.141592653590,-1,0.175,-0.175,0.9999999999999958,2.511047833382519e-09,0.9999999999999958,2.5110478333825297e-09,2.5110478333825297e-09,0,-1.4348844762185824e-08,-1.4348844762185885e-08,5.618476461916515e-13,0.0,0.0,3.2105579782380087e-12,4469.268226721337,resolved
B,H4,current_m3,controlled_q0.010_phi4.712388980385,-1,0.175,-0.175,0.9999999999999957,1.961935045848018e-09,0.9999999999999957,1.9619350458480265e-09,1.9619350458480265e-09,0,-1.1211057404845816e-08,-1.1211057404845866e-08,5.618476461916515e-13,0.0,0.0,3.2105579782380087e-12,3491.9342621554447,resolved
B,H4,current_m3,controlled_q0.050_phi0.000000000000,-1,0.175,-0.175,0.999999999999996,1.7222120081610246e-10,0.999999999999996,1.7222120081610316e-10,1.7222120081610316e-10,0,-9.841211475205855e-10,-9.841211475205895e-10,5.618476461916515e-13,0.0,0.0,3.2105579782380087e-12,306.5265147651009,resolved
B,H4,current_m3,controlled_q0.050_phi1.570796326795,-1,0.175,-0.175,0.9999999999999956,1.3750138579821103e-09,0.9999999999999956,1.3750138579821165e-09,1.3750138579821165e-09,0,-7.85722204561206e-09,-7.857222045612094e-09,5.618476461916515e-13,0.0,0.0,3.2105579782380087e-12,2447.3073213037546,resolved
B,H4,current_m3,controlled_q0.050_phi3.141592653590,-1,0.175,-0.175,0.9999999999999966,2.5724400279722348e-09,0.9999999999999966,2.5724400279722434e-09,2.5724400279722434e-09,0,-1.4699657302698486e-08,-1.4699657302698535e-08,5.618476461916515e-13,0.0,0.0,3.2105579782380087e-12,4578.536628940066,resolved
B,H4,current_m3,controlled_q0.050_phi4.712388980385,-1,0.175,-0.175,0.9999999999999966,1.36964737815215e-09,0.9999999999999966,1.3696473781521549e-09,1.3696473781521549e-09,0,-7.826556446583716e-09,-7.826556446583742e-09,5.618476461916515e-13,0.0,0.0,3.2105579782380087e-12,2437.755835475994,resolved
B,H4,current_m3,rhf,-1,0.2,-0.2,0.9999999999999907,1.5594700142340656e-08,0.9999999999999908,1.5594700142340802e-08,1.5594700142340802e-08,0,-7.797350071170328e-08,-7.797350071170401e-08,5.576885890779707e-13,0.0,0.0,2.7884429453898533e-12,27963.097054080758,resolved
B,H4,current_m3,cisd,-1,0.2,-0.2,0.9999999999999947,4.348246953434125e-09,0.9999999999999947,4.348246953434148e-09,4.348246953434148e-09,0,-2.1741234767170626e-08,-2.174123476717074e-08,5.576885890779707e-13,0.0,0.0,2.7884429453898533e-12,7796.908594854171,resolved
B,H4,current_m3,controlled_q0.001_phi0.000000000000,-1,0.2,-0.2,0.9999999999999942,3.744015974788408e-09,0.9999999999999942,3.7440159747884296e-09,3.7440159747884296e-09,0,-1.872007987394204e-08,-1.8720079873942145e-08,5.576885890779707e-13,0.0,0.0,2.7884429453898533e-12,6713.452719157134,resolved
B,H4,current_m3,controlled_q0.001_phi1.570796326795,-1,0.2,-0.2,0.9999999999999943,4.085942741051049e-09,0.9999999999999943,4.085942741051072e-09,4.085942741051072e-09,0,-2.0429713705255245e-08,-2.042971370525536e-08,5.576885890779707e-13,0.0,0.0,2.7884429453898533e-12,7326.566870959936,resolved
B,H4,current_m3,controlled_q0.001_phi3.141592653590,-1,0.2,-0.2,0.9999999999999947,4.426920241800221e-09,0.9999999999999947,4.4269202418002445e-09,4.4269202418002445e-09,0,-2.2134601209001106e-08,-2.2134601209001222e-08,5.576885890779707e-13,0.0,0.0,2.7884429453898533e-12,7937.978880147558,resolved
B,H4,current_m3,controlled_q0.001_phi4.712388980385,-1,0.2,-0.2,0.9999999999999946,4.084993475211504e-09,0.9999999999999946,4.0849934752115265e-09,4.0849934752115265e-09,0,-2.042496737605752e-08,-2.042496737605763e-08,5.576885890779707e-13,0.0,0.0,2.7884429453898533e-12,7324.864727760065,resolved
B,H4,current_m3,controlled_q0.010_phi0.000000000000,-1,0.2,-0.2,0.9999999999999946,2.752233351789752e-09,0.9999999999999946,2.752233351789767e-09,2.752233351789767e-09,0,-1.376116675894876e-08,-1.3761166758948835e-08,5.576885890779707e-13,0.0,0.0,2.7884429453898533e-12,4935.072019924297,resolved
B,H4,current_m3,controlled_q0.010_phi1.570796326795,-1,0.2,-0.2,0.9999999999999941,3.828619131798772e-09,0.9999999999999941,3.828619131798794e-09,3.828619131798794e-09,0,-1.9143095658993858e-08,-1.9143095658993968e-08,5.576885890779707e-13,0.0,0.0,2.7884429453898533e-12,6865.15594326333,resolved
B,H4,current_m3,controlled_q0.010_phi3.141592653590,-1,0.2,-0.2,0.9999999999999948,4.902016625369319e-09,0.9999999999999948,4.902016625369345e-09,4.902016625369345e-09,0,-2.4510083126846594e-08,-2.4510083126846723e-08,5.576885890779707e-13,0.0,0.0,2.7884429453898533e-12,8789.881524156424,resolved
B,H4,current_m3,controlled_q0.010_phi4.712388980385,-1,0.2,-0.2,0.9999999999999948,3.825630843362626e-09,0.9999999999999948,3.825630843362646e-09,3.825630843362646e-09,0,-1.912815421681313e-08,-1.912815421681323e-08,5.576885890779707e-13,0.0,0.0,2.7884429453898533e-12,6859.797597235333,resolved
B,H4,current_m3,controlled_q0.050_phi0.000000000000,-1,0.2,-0.2,0.9999999999999952,3.244593865915317e-10,0.9999999999999952,3.244593865915333e-10,3.244593865915333e-10,0,-1.6222969329576586e-09,-1.6222969329576662e-09,5.576885890779707e-13,0.0,0.0,2.7884429453898533e-12,581.7931242379588,resolved
B,H4,current_m3,controlled_q0.050_phi1.570796326795,-1,0.2,-0.2,0.9999999999999944,2.6822061655051854e-09,0.9999999999999944,2.6822061655052003e-09,2.6822061655052003e-09,0,-1.3411030827525927e-08,-1.3411030827526002e-08,5.576885890779707e-13,0.0,0.0,2.7884429453898533e-12,4809.505193462342,resolved
B,H4,current_m3,controlled_q0.050_phi3.141592653590,-1,0.2,-0.2,0.9999999999999954,5.033407304213961e-09,0.9999999999999954,5.033407304213984e-09,5.033407304213984e-09,0,-2.5167036521069805e-08,-2.516703652106992e-08,5.576885890779707e-13,0.0,0.0,2.7884429453898533e-12,9025.48017440292,resolved
B,H4,current_m3,controlled_q0.050_phi4.712388980385,-1,0.2,-0.2,0.9999999999999954,2.6756605282091117e-09,0.9999999999999954,2.6756605282091237e-09,2.6756605282091237e-09,0,-1.3378302641045559e-08,-1.3378302641045618e-08,5.576885890779707e-13,0.0,0.0,2.7884429453898533e-12,4797.76811039436,resolved
B,H4,current_m3,rhf,-1,0.225,-0.225,0.999999999999988,2.7985961326137954e-08,0.9999999999999885,2.798596132613828e-08,2.798596132613828e-08,0,-1.243820503383909e-07,-1.2438205033839237e-07,5.584125649683397e-13,0.0,0.0,2.4818336220815095e-12,50116.99786469647,resolved
B,H4,current_m3,cisd,-1,0.225,-0.225,0.999999999999992,7.836247539353382e-09,0.999999999999992,7.836247539353445e-09,7.836247539353445e-09,0,-3.482776684157058e-08,-3.4827766841570866e-08,5.584125649683397e-13,0.0,0.0,2.4818336220815095e-12,14033.078821923846,resolved
B,H4,current_m3,controlled_q0.001_phi0.000000000000,-1,0.225,-0.225,0.9999999999999917,6.740054603080712e-09,0.9999999999999917,6.740054603080768e-09,6.740054603080768e-09,0,-2.9955798235914275e-08,-2.995579823591453e-08,5.584125649683397e-13,0.0,0.0,2.4818336220815095e-12,12070.026761419405,resolved
B,H4,current_m3,controlled_q0.001_phi1.570796326795,-1,0.225,-0.225,0.9999999999999918,7.359726016554352e-09,0.9999999999999918,7.3597260165544125e-09,7.3597260165544125e-09,0,-3.270989340690823e-08,-3.27098934069085e-08,5.584125649683397e-13,0.0,0.0,2.4818336220815095e-12,13179.72853453186,resolved
B,H4,current_m3,controlled_q0.001_phi3.141592653590,-1,0.225,-0.225,0.9999999999999921,7.979267094291614e-09,0.9999999999999921,7.979267094291677e-09,7.979267094291677e-09,0,-3.546340930796273e-08,-3.546340930796301e-08,5.584125649683397e-13,0.0,0.0,2.4818336220815095e-12,14289.19690362629,resolved
B,H4,current_m3,controlled_q0.001_phi4.712388980385,-1,0.225,-0.225,0.999999999999992,7.35959568070807e-09,0.999999999999992,7.3595956807081285e-09,7.3595956807081285e-09,0,-3.270931413648031e-08,-3.270931413648057e-08,5.584125649683397e-13,0.0,0.0,2.4818336220815095e-12,13179.49513031702,resolved
B,H4,current_m3,controlled_q0.010_phi0.000000000000,-1,0.225,-0.225,0.9999999999999919,4.9453061467613345e-09,0.9999999999999919,4.945306146761374e-09,4.945306146761374e-09,0,-2.1979138430050375e-08,-2.197913843005055e-08,5.584125649683397e-13,0.0,0.0,2.4818336220815095e-12,8856.008007344388,resolved
B,H4,current_m3,controlled_q0.010_phi1.570796326795,-1,0.225,-0.225,0.9999999999999916,6.896032338048197e-09,0.9999999999999916,6.896032338048255e-09,6.896032338048255e-09,0,-3.0649032613547543e-08,-3.06490326135478e-08,5.584125649683397e-13,0.0,0.0,2.4818336220815095e-12,12349.350230754893,resolved
B,H4,current_m3,controlled_q0.010_phi3.141592653590,-1,0.225,-0.225,0.9999999999999923,8.846348232313239e-09,0.9999999999999923,8.846348232313306e-09,8.846348232313306e-09,0,-3.93171032547255e-08,-3.9317103254725807e-08,5.584125649683397e-13,0.0,0.0,2.4818336220815095e-12,15841.957698095135,resolved
B,H4,current_m3,controlled_q0.010_phi4.712388980385,-1,0.225,-0.225,0.9999999999999922,6.895622041251659e-09,0.9999999999999922,6.895622041251713e-09,6.895622041251713e-09,0,-3.0647209072229597e-08,-3.0647209072229835e-08,5.584125649683397e-13,0.0,0.0,2.4818336220815095e-12,12348.615475088067,resolved
B,H4,current_m3,controlled_q0.050_phi0.000000000000,-1,0.225,-0.225,0.9999999999999923,5.618661383363962e-10,0.9999999999999923,5.618661383364005e-10,5.618661383364005e-10,0,-2.4971828370506496e-09,-2.497182837050669e-09,5.584125649683397e-13,0.0,0.0,2.4818336220815095e-12,1006.184626895443,resolved
