system_id,formula_id,method_id,direct_point_count,requires_compact_a4,shared_preparation_seconds,compact_a4_seconds,direct_unitary_build_seconds,direct_schur_seconds,direct_point_total_seconds,fit_seconds,marginal_seconds_warm_cache,cold_seconds_no_reuse,batched_seconds_setup_amortized,pf_exponential_action_count,compact_group_matvec_action_count,shared_input_bytes,incremental_working_bytes,estimated_peak_bytes,higher_order_residual_over_epsilon,meets_residual_threshold
H2,m5_best,direct_fixed_a4_5_tail,5,True,0.06781270890496671,0.0013170838356018066,0.00041748001240193844,4.113209433853626e-05,0.0004593287594616413,4.1904859244823456e-05,0.0018183174543082714,0.06963102635927498,0.01877149468054995,115,212,1408,896,2304,0.008300016378547178,True
H2,m5_best,direct_free_3_tail,3,False,0.06781270890496671,0.0,0.0002511870115995407,2.418900839984417e-05,0.0002761047799140215,4.264712333679199e-05,0.0003187519032508135,0.06813146080821753,0.01727192912949249,69,0,1408,768,2176,0.02259423161628038,True
H2,m5_best,direct_free_5_tail,5,False,0.06781270890496671,0.0,0.00041748001240193844,4.113209433853626e-05,0.0004593287594616413,4.308018833398819e-05,0.0005024089477956295,0.06831511785276234,0.017455586174037308,115,0,1408,768,2176,0.028922652570314112,True
H4,yoshida4,direct_fixed_a4_2_tail,2,True,0.3749687490053475,0.03535464406013489,0.005263187922537327,0.0012897311244159937,0.006544747157022357,7.967301644384861e-05,0.04197906423360109,0.4169478132389486,0.13572125148493797,146,18384,564192,280512,844704,1.4469732573721356e-08,True
H4,yoshida4,direct_fixed_a4_3_tail,3,True,0.3749687490053475,0.03535464406013489,0.007997252978384495,0.0019490851555019617,0.009951990097761154,7.819198071956635e-05,0.04538482613861561,0.4203535751439631,0.13912701338995248,219,18384,564192,280512,844704,5.082561415803276e-08,True
H4,yoshida4,direct_fixed_a4_5_tail,5,True,0.3749687490053475,0.03535464406013489,0.013260120991617441,0.003253570292145014,0.016530117252841592,7.888302206993103e-05,0.05196364433504641,0.4269323933403939,0.14570583158638328,365,18384,564192,280512,844704,5.4377203735508215e-08,True
H4,yoshida4,direct_free_3_tail,3,False,0.3749687490053475,0.0,0.00806597899645567,0.0019841832108795643,0.01005890709348023,8.137105032801628e-05,0.010140278143808246,0.38510902714915574,0.10388246539514512,219,0,564192,62208,626400,1.1238449767602275e-07,True
H4,yoshida4,direct_free_5_tail,5,False,0.3749687490053475,0.0,0.013260120991617441,0.003253570292145014,0.016530117252841592,8.142995648086071e-05,0.016611547209322453,0.39158029621466994,0.11035373446065933,365,0,564192,62208,626400,1.4079438666756708e-07,True
H4,current_m3,direct_fixed_a4_2_tail,2,True,0.3749687490053475,0.035412013065069914,0.00852961023338139,0.0013275588862597942,0.009878594661131501,7.861293852329254e-05,0.04536922066472471,0.4203379696700722,0.13911140791606158,338,18384,564192,280512,844704,3.1495275991718956e-05,True
H4,current_m3,direct_fixed_a4_3_tail,3,True,0.3749687490053475,0.035412013065069914,0.013913902221247554,0.002015005797147751,0.015950686763972044,7.983087562024593e-05,0.051442530704662204,0.4264112797100097,0.14518471795599908,507,18384,564192,280512,844704,3.58496219679464e-05,True
H4,current_m3,direct_fixed_a4_5_tail,5,True,0.3749687490053475,0.035412013065069914,0.024458483327180147,0.0033353790640830994,0.027796181617304683,7.91430938988924e-05,0.06328733777627349,0.438256086781621,0.15702952502761036,845,18384,564192,280512,844704,3.734575293498835e-05,True
H4,current_m3,direct_free_3_tail,3,False,0.3749687490053475,0.0,0.01489647920243442,0.0020189860370010138,0.016892656916752458,8.081109263002872e-05,0.016973468009382486,0.39194221701473,0.11071565526071936,507,0,564192,62208,626400,4.8494684919847184e-05,True
H4,current_m3,direct_free_5_tail,5,False,0.3749687490053475,0.0,0.024458483327180147,0.0033353790640830994,0.027796181617304683,8.249608799815178e-05,0.027878677705302835,0.4028474267106503,0.12162086495663971,845,0,564192,62208,626400,4.556758408037677e-05,True
H4,two_term_center,direct_fixed_a4_2_tail,2,True,0.3749687490053475,0.03552481182850897,0.009665742283686996,0.0013483120128512383,0.011016601230949163,7.922807708382607e-05,0.04662064113654196,0.42158939014188945,0.14036282838787884,338,18384,564192,280512,844704,5.2100867187140765e-06,True
H4,two_term_center,direct_fixed_a4_3_tail,3,True,0.3749687490053475,0.03552481182850897,0.015043280087411404,0.002006965922191739,0.01704966207034886,7.94620718806982e-05,0.05265393597073853,0.427622684976086,0.1463961232220754,507,18384,564192,280512,844704,5.888422992066573e-06,True
H4,two_term_center,direct_fixed_a4_5_tail,5,True,0.3749687490053475,0.03552481182850897,0.025766013888642192,0.003330250969156623,0.029115574900060892,7.964693941175938e-05,0.06472003366798162,0.4396887826733291,0.1584622209193185,845,18384,564192,280512,844704,6.115829295471066e-06,True
H4,two_term_center,direct_free_3_tail,3,False,0.3749687490053475,0.0,0.015065875835716724,0.0019909129478037357,0.017058073775842786,8.131703361868858e-05,0.017139390809461474,0.39210813981480896,0.11088157806079835,507,0,564192,62208,626400,7.564481196471234e-06,True
H4,two_term_center,direct_free_5_tail,5,False,0.3749687490053475,0.0,0.025766013888642192,0.003330250969156623,0.029115574900060892,8.221506141126156e-05,0.029197789961472154,0.40416653896681964,0.12293997721280903,845,0,564192,62208,626400,7.198057666318701e-06,True
H4,m5_best,direct_fixed_a4_2_tail,2,True,0.3749687490053475,0.03592447214759886,0.020719798048958182,0.001400546869263053,0.02212516195140779,7.808906957507133e-05,0.058127723168581724,0.4330964721739292,0.1518699104199186,530,18384,564192,280512,844704,0.028294840995209642,True
H4,m5_best,direct_fixed_a4_3_tail,3,True,0.3749687490053475,0.03592447214759886,0.033791025169193745,0.002096456941217184,0.03589797602035105,7.799197919666767e-05,0.07190044014714658,0.4468691891524941,0.16564262739848346,795,18384,564192,280512,844704,0.03357700819286204,True
H4,m5_best,direct_fixed_a4_5_tail,5,True,0.3749687490053475,0.03592447214759886,0.05982405412942171,0.003474803175777197,0.06330840499140322,7.84390140324831e-05,0.09931131615303457,0.47428006515838206,0.19305350340437144,1325,18384,564192,280512,844704,0.03529156968062462,True
H4,m5_best,direct_free_3_tail,3,False,0.3749687490053475,0.0,0.033345167990773916,0.0020988720934838057,0.03545267810113728,8.100108243525028e-05,0.03553367918357253,0.41050242818892,0.1292758664349094,795,0,564192,62208,626400,0.05142719197646407,False
H4,m5_best,direct_free_5_tail,5,False,0.3749687490053475,0.0,0.05982405412942171,0.003474803175777197,0.06330840499140322,8.155801333487034e-05,0.06338996300473809,0.4383587120100856,0.15713215025607497,1325,0,564192,62208,626400,0.04741832040161132,True
