point_count,fixed_method_id,free_method_id,fixed_to_free_median_time_ratio,fixed_worst_residual_over_epsilon,free_worst_residual_over_epsilon,fixed_residual_pass_count,free_residual_pass_count
3,direct_fixed_a4_3_tail,direct_free_3_tail,4.4956117816285905,0.03357700819286204,0.05142719197646407,8,7
5,direct_fixed_a4_5_tail,direct_free_5_tail,3.1425791497651785,0.03529156968062462,0.04741832040161132,8,8
