system_id,formula_id,state_id,requested_grouped_term_count,selected_grouped_term_count,selected_fraction,approximate_expectation_real_hartree,full_expectation_real_hartree,expectation_relative_error,action_relative_error,expectation_sign_matches_full,selected_importance_score_fraction,selected_actual_absolute_contribution_fraction,dropped_signed_expectation_real_hartree,selected_linear_combination_action_count,selected_equivalent_fragment_action_count,analytic_time_from_truncated_expectation,analytic_cost_from_truncated_expectation,accuracy_worsened_from_previous_count
H4,current_m3,hf,200,200,0.43859649122807015,-4.9446015054470475e-05,-4.9497215119792494e-05,0.001034402949703443,0.0017778360549023653,True,0.9979574621332923,0.9953324587606094,-5.120006532201922e-08,7904,33626,0.8960237308650478,22375461.507748503,True
H4,current_m3,hf,300,300,0.6578947368421053,-4.941843299102775e-05,-4.9497215119792494e-05,0.001591647703291504,0.0007311887720418735,True,0.9997208836243119,0.9975860225469062,-7.878212876474323e-08,11892,43530,0.8961487298325505,22372340.474941384,True
H4,current_m3,hf,400,400,0.8771929824561403,-4.9513469993043655e-05,-4.9497215119792494e-05,0.00032839975363908766,0.000267202513407966,True,0.9999832128137585,0.999546324849257,1.625487325116078e-08,15916,51836,0.8957183991608387,22383088.835490152,False
H4,current_m3,hf,456,456,1.0,-4.9497215119792514e-05,-4.9497215119792494e-05,4.1070574748304003e-16,1.0275531258376651e-15,True,0.9999999999999994,1.0000000000000004,2.0328790734103208e-20,18384,55216,0.8957919285317264,22381251.56235989,False
H4,current_m3,cisd,1,1,0.0021929824561403508,9.979386524746466e-08,-1.3583990899996278e-05,1.007346431986162,0.8602724099372228,False,0.3558766474487759,0.0017735141071402326,-1.3683784765243743e-05,46,382,4.227429513641359,4742585.1655964395,False
H4,current_m3,cisd,5,5,0.010964912280701754,1.5320954005365204e-05,-1.3583990899996278e-05,2.1278683943589365,0.2980944206044039,False,0.6381837846684757,0.3094511963214818,-2.890494490536148e-05,212,1626,1.2009664741765775,16694008.476586578,True
H4,current_m3,cisd,10,10,0.021929824561403508,-1.4644084727228604e-05,-1.3583990899996278e-05,0.0780399394431733,0.09377208765778076,True,0.797355492719611,0.8443664158998928,1.0600938272323267e-06,442,3064,1.2146097916701841,16506490.098709976,False
H4,current_m3,cisd,25,25,0.05482456140350877,-1.1805437239130969e-05,-1.3583990899996278e-05,0.13093012752723474,0.08719606641478185,True,0.9119267055166165,0.8982334923972356,-1.7785536608653088e-06,1042,6516,1.2818340888761801,15640826.432988338,True
H4,current_m3,cisd,50,50,0.10964912280701754,-1.2528278442730423e-05,-1.3583990899996278e-05,0.07771740021308052,0.03326696894104253,True,0.9590899788443311,0.9261822876393485,-1.0557124572658545e-06,2102,11984,1.262930602359827,15874937.595571741,False
H4,current_m3,cisd,100,100,0.21929824561403508,-1.3490919994235478e-05,-1.3583990899996278e-05,0.006851514142344223,0.02472656030294864,True,0.9872659255134367,0.9710414553332155,-9.307090576079973e-08,3970,20002,1.2397723447490567,16171472.597300274,False
H4,current_m3,cisd,200,200,0.43859649122807015,-1.352818490268893e-05,-1.3583990899996278e-05,0.004108218101601036,0.002448502434836806,True,0.9979574621332923,0.9907222627646844,-5.580599730734845e-08,7904,33626,1.238917688271494,16182628.345529433,False
H4,current_m3,cisd,300,300,0.6578947368421053,-1.3530517873514123e-05,-1.3583990899996278e-05,0.0039364739623146605,0.000880432112849082,True,0.9997208836243119,0.9960391415370318,-5.347302648215464e-08,11892,43530,1.2388642803799066,16183325.98454766,False
H4,current_m3,cisd,400,400,0.8771929824561403,-1.359419089663034e-05,-1.3583990899996278e-05,0.0007508836474607257,0.00027413131655959673,True,0.9999832128137585,0.9993182461800485,1.0199996634062511e-08,15916,51836,1.237411064696231,16202331.684274899,False
H4,current_m3,cisd,456,456,1.0,-1.3583990899996286e-05,-1.3583990899996278e-05,6.23552351801511e-16,4.965551646317897e-16,True,0.9999999999999994,1.000000000000001,8.470329472543003e-21,18384,55216,1.2376432872503287,16199291.59438404,False
H4,two_term_center,exact,1,1,0.0021929824561403508,-7.411538288475128e-22,-2.188967073820951e-05,1.0,0.9080876142232307,True,0.18978775214130292,8.041787847081697e-18,-2.188967073820951e-05,46,382,14400.422923418499,1392.2469226508445,False
H4,two_term_center,exact,5,5,0.010964912280701754,-2.296823124753353e-05,-2.188967073820951e-05,0.04927257802198631,0.36180524313267,True,0.5758688523112786,0.845386286943006,1.0785605093240188e-06,212,1514,1.0853515932697309,18472303.928352486,False
H4,two_term_center,exact,10,10,0.021929824561403508,-2.2242552399822443e-05,-2.188967073820951e-05,0.0161209214077834,0.17339527480716058,True,0.6860275240074928,0.8532601656322407,3.528816616129316e-07,424,3016,1.0940978901460066,18324635.00804719,False
H4,two_term_center,exact,25,25,0.05482456140350877,-1.83428837271307e-05,-2.188967073820951e-05,0.16203016726458644,0.12053309378285726,True,0.8576179480851341,0.9033638476761972,-3.5467870110788106e-06,1042,6700,1.1481151106550658,17462486.395254396,True
H4,two_term_center,exact,50,50,0.10964912280701754,-1.9498849690902387e-05,-2.188967073820951e-05,0.10922142575373811,0.09982993262973698,True,0.928957166254784,0.9272192475015409,-2.390821047307124e-06,2048,11714,1.1307070193922255,17731334.6040575,False
H4,two_term_center,exact,100,100,0.21929824561403508,-2.1611673685769043e-05,-2.188967073820951e-05,0.012699919325657599,0.05626985779262999,True,0.9769045539982083,0.9715383164927399,-2.779970524404686e-07,3952,19930,1.1019965522230624,18193291.494020794,False
H4,two_term_center,exact,200,200,0.43859649122807015,-2.1804032003706546e-05,-2.188967073820951e-05,0.0039122897519640945,0.005373079409583698,True,0.9961171733678048,0.990299522087903,-8.563873450296539e-08,7904,33650,1.0995579766131764,18233640.177623197,False
H4,two_term_center,exact,300,300,0.6578947368421053,-2.179779688371265e-05,-2.188967073820951e-05,0.004197132775345495,0.001985520219473013,True,0.999465704497463,0.9958093135602089,-9.187385449686036e-08,11892,43530,1.099636598556932,18232336.50672466,True
H4,two_term_center,exact,400,400,0.8771929824561403,-2.1908193175839695e-05,-2.188967073820951e-05,0.0008461725099341983,0.0006226931011130124,True,0.9999678653103534,0.9992739375711928,1.852243763018392e-08,15916,51836,1.0982486945744299,18255377.492407605,False
H4,two_term_center,exact,456,456,1.0,-2.1889670738209443e-05,-2.188967073820951e-05,3.0956443607925527e-15,1.2042806662647576e-15,True,1.0000000000000009,0.9999999999999991,-6.776263578034403e-20,18384,55216,1.0984809478536446,18251517.73380715,False
H4,two_term_center,hf,1,1,0.0021929824561403508,-1.937380981209318e-06,-4.786610277461749e-05,0.959524990151555,0.8936753003105945,True,0.18978775214130292,0.015331919626781938,-4.592872179340817e-05,46,382,2.013949508097846,9955038.306266228,False
H4,two_term_center,hf,5,5,0.010964912280701754,-5.1901398769464826e-05,-4.786610277461749e-05,0.08430383425715578,0.33711968534509174,True,0.5758688523112786,0.8791848888050543,4.035295994847337e-06,212,1514,0.8852329494329871,22648213.120446894,False
H4,two_term_center,hf,10,10,0.021929824561403508,-5.0214706861334145e-05,-4.786610277461749e-05,0.04906612300933087,0.1611644657131119,True,0.6860275240074928,0.8925329215468957,2.3486040867166556e-06,424,3016,0.8925747628489566,22461921.773372844,False
H4,two_term_center,hf,25,25,0.05482456140350877,-4.4610874904709486e-05,-4.786610277461749e-05,0.06800695442525541,0.10600995671856955,True,0.8576179480851341,0.9425684947331926,-3.255227869908003e-06,1042,6700,0.9193738587483257,21807172.685218133,True
H4,two_term_center,hf,50,50,0.10964912280701754,-4.497770060238835e-05,-4.786610277461749e-05,0.060343374638822764,0.09618272491004201,True,0.928957166254784,0.9547754782749566,-2.888402172229137e-06,2048,11714,0.9174935584469293,21851864.043533526,False
H4,two_term_center,hf,100,100,0.21929824561403508,-4.780376597799229e-05,-4.786610277461749e-05,0.0013023161070521124,0.05264701043543952,True,0.9769045539982083,0.9852894285687951,-6.233679662519617e-08,3952,19930,0.9036220256112664,22187312.761038247,False
H4,two_term_center,hf,200,200,0.43859649122807015,-4.777905878873352e-05,-4.786610277461749e-05,0.001818489094335141,0.00396793563457061,True,0.9961171733678048,0.9937285450510558,-8.704398588396694e-08,7904,33650,0.903738821718609,22184445.34879413,True
H4,two_term_center,hf,300,300,0.6578947368421053,-4.7732151683047236e-05,-4.786610277461749e-05,0.00279845410020064,0.001626157163749678,True,0.999465704497463,0.9967565453625764,-1.3395109157025354e-07,11892,43530,0.9039607693877398,22178998.446558025,True
H4,two_term_center,hf,400,400,0.8771929824561403,-4.7893740489534175e-05,-4.786610277461749e-05,0.0005773963893994246,0.0005942559540906604,True,0.9999678653103534,0.9993904355777301,2.7637714916685916e-08,15916,51836,0.9031973339441866,22197745.43891536,False
H4,two_term_center,hf,456,456,1.0,-4.7866102774617544e-05,-4.786610277461749e-05,1.132536502491735e-15,8.516474000125185e-16,True,1.0000000000000009,0.9999999999999974,5.421010862427522e-20,18384,55216,0.9033276814441481,22194542.370214842,False
H4,two_term_center,cisd,1,1,0.0021929824561403508,4.727100978440617e-08,-2.233478267744574e-05,1.0021164750276321,0.9077072960312187,False,0.18978775214130292,0.0005048069195451565,-2.2382053687230145e-05,46,382,5.09569723610575,3934485.031399147,False
H4,two_term_center,cisd,5,5,0.010964912280701754,-2.3710994738729076e-05,-2.233478267744574e-05,0.06161743685435868,0.3607002490135964,True,0.5758688523112786,0.8449434353105685,1.3762120612833368e-06,212,1514,1.076750030149163,18619868.993384365,False
H4,two_term_center,cisd,10,10,0.021929824561403508,-2.3021550943437358e-05,-2.233478267744574e-05,0.030748822404488233,0.1728728266987474,True,0.6860275240074928,0.8533458796466084,6.867682659916193e-07,424,3016,1.0847226071148497,18483015.25984266,False
H4,two_term_center,cisd,25,25,0.05482456140350877,-1.916873731324827e-05,-2.233478267744574e-05,0.14175402599258893,0.1205071560324069,True,0.8576179480851341,0.9033644332791686,-3.1660453641974684e-06,1042,6700,1.1355439810699857,17655806.234038264,True
H4,two_term_center,cisd,50,50,0.10964912280701754,-2.0371008303836817e-05,-2.233478267744574e-05,0.08792448988509718,0.09968619949873675,True,0.928957166254784,0.9271275851393237,-1.9637743736089217e-06,2048,11714,1.1184052696187718,17926368.056933526,False
H4,two_term_center,cisd,100,100,0.21929824561403508,-2.2332096256411383e-05,-2.233478267744574e-05,0.0001202797033287939,0.056171171844761524,True,0.9769045539982083,0.9720887693022623,-2.6864210343562588e-09,3952,19930,1.0929995002094302,18343050.016178865,False
H4,two_term_center,cisd,200,200,0.43859649122807015,-2.225062493529506e-05,-2.233478267744574e-05,0.003768012582260925,0.005380146646926307,True,0.9961171733678048,0.9906356107267583,-8.41577421506789e-08,7904,33650,1.0939986418560903,18326297.431215104,True
H4,two_term_center,cisd,300,300,0.6578947368421053,-2.224386395794477e-05,-2.233478267744574e-05,0.004070723266664267,0.0019551598861352907,True,0.999465704497463,0.9959532396560191,-9.091871950096841e-08,11892,43530,1.0940817620498835,18324905.13545913,True
H4,two_term_center,cisd,400,400,0.8771929824561403,-2.235212545181052e-05,-2.233478267744574e-05,0.0007764917445242574,0.0006087585241935898,True,0.9999678653103534,0.9993034605127306,1.7342774364780006e-08,15916,51836,1.092754565328905,18347161.509195443,False
H4,two_term_center,cisd,456,456,1.0,-2.2334782677445732e-05,-2.233478267744574e-05,3.0339509794636393e-16,7.184631269610297e-16,True,1.0000000000000009,0.9999999999999997,-6.776263578034403e-21,18384,55216,1.0929666323129845,18343601.63180061,False
H4,m5_best,exact,1,1,0.0021929824561403508,-5.823351512373315e-22,-1.1306501279435177e-06,0.9999999999999994,0.8367786121472454,True,0.49703991343567966,1.223286699935229e-16,-1.130650127943517e-06,46,382,15295.338213415384,2049.2599812215017,False
H4,m5_best,exact,5,5,0.010964912280701754,-3.3881317890172014e-20,-1.1306501279435177e-06,0.99999999999997,0.1322434490558343,True,0.7990110998279399,9.335901678142044e-15,-1.1306501279434838e-06,230,1678,5538.118732665153,5659.706122789488,False
H4,m5_best,exact,10,10,0.021929824561403508,8.921628450128757e-08,-1.1306501279435177e-06,1.0789070662058462,0.09875281342189562,False,0.9196116311671001,0.01874128566964705,-1.2198664124448053e-06,460,3062,4.3475171409240865,7209660.936112555,True
H4,m5_best,exact,25,25,0.05482456140350877,-1.006129484429853e-06,-1.1306501279435177e-06,0.1101318970707137,0.01531042200532518,True,0.9715683812958888,0.8832465819505094,-1.2452064351366477e-07,1078,6486,2.3724051990732566,13211960.803426085,False
H4,m5_best,exact,50,50,0.10964912280701754,-1.0094190189663216e-06,-1.1306501279435177e-06,0.1072224784493654,0.007507791535027929,True,0.9899281124321864,0.9194013218287137,-1.2123110897719605e-07,2120,11824,2.3704700106164722,13222746.695643144,False
H4,m5_best,exact,100,100,0.21929824561403508,-1.1107569059620972e-06,-1.1306501279435177e-06,0.017594498501144036,0.004945102838435107,True,0.9969644878190723,0.9680521825349876,-1.9893221981420534e-08,4024,20038,2.314448814961243,13542803.062821247,False
H4,m5_best,exact,200,200,0.43859649122807015,-1.1256618366732503e-06,-1.1306501279435177e-06,0.004411878747442719,0.00048447743501350393,True,0.9995445868233738,0.9901808642726787,-4.9882912702673965e-09,7904,33626,2.3067490505158013,13588007.977283623,False
H4,m5_best,exact,300,300,0.6578947368421053,-1.1259046392340963e-06,-1.1306501279435177e-06,0.004197132775328775,0.00017715073765125474,True,0.9999377669920477,0.9958093135602104,-4.745488709421411e-09,11892,43530,2.3066246772215533,13588740.643213667,False
H4,m5_best,exact,400,400,0.8771929824561403,-1.131606853000159e-06,-1.1306501279435177e-06,0.0008461725099534955,5.555750130934795e-05,True,0.9999962570555306,0.999273937571194,9.567250566412073e-10,15916,51836,2.303713375815383,13605913.317626199,False
H4,m5_best,exact,456,456,1.0,-1.1306501279435355e-06,-1.1306501279435177e-06,1.5732268942200043e-14,7.176206393730758e-16,True,0.9999999999999998,1.0000000000000004,1.7787691892340307e-20,18384,55216,2.304200555985546,13603036.601383733,False
H4,m5_best,hf,1,1,0.0021929824561403508,-2.250027614199215e-06,-1.8025835902815974e-05,0.8751776269167236,0.8096217487288173,True,0.49703991343567966,0.08951835355253002,-1.577580828861676e-05,46,382,1.9400162785999515,16156629.635407077,False
H4,m5_best,hf,5,5,0.010964912280701754,-1.5580437946869806e-05,-1.8025835902815974e-05,0.13566072436974486,0.1250772853408426,True,0.7990110998279399,0.7189626767818269,-2.4453979559461686e-06,230,1678,1.1959345727216928,26208895.716316286,False
H4,m5_best,hf,10,10,0.021929824561403508,-1.5463743615105463e-05,-1.8025835902815974e-05,0.14213445088059765,0.10074857709638303,True,0.9196116311671001,0.737254671439695,-2.562092287710511e-06,460,3062,1.1981844416030993,26159682.4425992,True
H4,m5_best,hf,25,25,0.05482456140350877,-1.7968208151644943e-05,-1.8025835902815974e-05,0.0031969530556987457,0.013015987097658364,True,0.9715683812958888,0.9769174899171298,-5.762775117103169e-08,1078,6486,1.1540540345899823,27160014.66182319,False
H4,m5_best,hf,50,50,0.10964912280701754,-1.7936758992585543e-05,-1.8025835902815974e-05,0.004941624383505877,0.007263663807785576,True,0.9899281124321864,0.9869122061553685,-8.907691023043109e-08,2120,11824,1.1545595633470718,27148122.535257872,True
H4,m5_best,hf,100,100,0.21929824561403508,-1.8018680444462724e-05,-1.8025835902815974e-05,0.0003969557024610841,0.004697221112075386,True,0.9969644878190723,0.9959407356189003,-7.155458353250545e-09,4024,20038,1.1532450264348268,27179067.57152746,False
H4,m5_best,hf,200,200,0.43859649122807015,-1.802133936689014e-05,-1.8025835902815974e-05,0.00024944950958600973,0.00035271540120403253,True,0.9995445868233738,0.9983714746405736,-4.496535925835332e-09,7904,33626,1.153202485774053,27180070.1842585,False
H4,m5_best,hf,300,300,0.6578947368421053,-1.801891703132478e-05,-1.8025835902815974e-05,0.0003838308264036154,0.0001450648615073082,True,0.9999377669920477,0.9991577528086372,-6.918871491193816e-09,11892,43530,1.1532412409136863,27179156.786976248,True
H4,m5_best,hf,400,400,0.8771929824561403,-1.80272634521967e-05,-1.8025835902815974e-05,7.91946286663891e-05,5.3011885690718396e-05,True,0.9999962570555306,0.9998417107744672,1.4275493807247759e-09,15916,51836,1.153107733290406,27182303.60883914,False
H4,m5_best,hf,456,456,1.0,-1.8025835902815978e-05,-1.8025835902815974e-05,1.8795975994033716e-16,8.629451815895408e-16,True,0.9999999999999998,1.0000000000000009,3.3881317890172014e-21,18384,55216,1.1531305625971204,27181765.462365173,False
H4,m5_best,cisd,1,1,0.0021929824561403508,5.489941234976122e-08,-1.4800743119260043e-06,1.0370923350992567,0.8362279235575791,False,0.49703991343567966,0.009619411350050818,-1.5349737242757654e-06,46,382,4.908631298407728,6385512.089728068,False
H4,m5_best,cisd,5,5,0.010964912280701754,-5.278911794413659e-07,-1.4800743119260043e-06,0.6433346790848448,0.13203662829320142,True,0.7990110998279399,0.11973336943755145,-9.521831324846383e-07,230,1678,2.787508720928587,11244493.789263783,False
H4,m5_best,cisd,10,10,0.021929824561403508,-4.4090702959041634e-07,-1.4800743119260043e-06,0.7021048024158537,0.09883157641828862,True,0.9196116311671001,0.14022663838986563,-1.039167282335588e-06,460,3062,2.9158526960263877,10749556.91099029,True
H4,m5_best,cisd,25,25,0.05482456140350877,-1.3651577615542192e-06,-1.4800743119260043e-06,0.07764241933382751,0.015192688555648872,True,0.9715683812958888,0.9020986193424434,-1.1491655037178505e-07,1078,6486,2.198146459425929,14259343.07770648,False
H4,m5_best,cisd,50,50,0.10964912280701754,-1.3729563145153068e-06,-1.4800743119260043e-06,0.0723733913544557,0.007482755994811084,True,0.9899281124321864,0.9335271135840782,-1.0711799741069743e-07,2120,11824,2.1950183560691694,14279663.955125673,False
H4,m5_best,cisd,100,100,0.21929824561403508,-1.4742303186656674e-06,-1.4800743119260043e-06,0.003948445840352543,0.004940213127005327,True,0.9969644878190723,0.9734869741523668,-5.843993260336884e-09,4024,20038,2.156309029482338,14536007.627591701,False
H4,m5_best,cisd,200,200,0.43859649122807015,-1.4751732699021204e-06,-1.4800743119260043e-06,0.0033113486156693315,0.0004854098176671324,True,0.9995445868233738,0.9919665958080751,-4.901042023883913e-09,7904,33626,2.155964361184712,14538331.460533231,False
H4,m5_best,cisd,300,300,0.6578947368421053,-1.475378158061223e-06,-1.4800743119260043e-06,0.003172917621055294,0.00017454358439102893,True,0.9999377669920477,0.996570373122994,-4.696153864781309e-09,11892,43530,2.155889506719012,14538836.244767422,False
H4,m5_best,cisd,400,400,0.8771929824561403,-1.480970104754008e-06,-1.4800743119260043e-06,0.00060523503501529,5.434588526201006e-05,True,0.9999962570555306,0.9994096832173442,8.957928280037665e-10,15916,51836,2.1538515305620396,14552592.904034102,False
H4,m5_best,cisd,456,456,1.0,-1.4800743119260189e-06,-1.4800743119260043e-06,9.872016710514443e-15,6.19758811103991e-16,True,0.9999999999999998,0.9999999999999992,1.461131834013668e-20,18384,55216,2.1541773532232513,14550391.801817317,False
