system_id,formula_id,state_id,requested_grouped_term_count,selected_grouped_term_count,selected_fraction,approximate_expectation_real_hartree,full_expectation_real_hartree,expectation_relative_error,action_relative_error,expectation_sign_matches_full,selected_importance_score_fraction,selected_actual_absolute_contribution_fraction,dropped_signed_expectation_real_hartree,selected_linear_combination_action_count,selected_equivalent_fragment_action_count,analytic_time_from_truncated_expectation,analytic_cost_from_truncated_expectation,accuracy_worsened_from_previous_count
H2,two_term_center,exact,2,2,0.4,-7.98405576737662e-06,-4.656046198994233e-06,0.7147715950716469,0.24307579503964594,True,0.6703248655622039,0.6579395954652257,3.3280095683823864e-06,92,100,1.4135020597959376,599318.9002655587,False
H2,two_term_center,exact,3,3,0.6,-7.98405576737662e-06,-4.656046198994233e-06,0.7147715950716469,0.3121763261422226,True,0.803802138508484,0.6579395954652257,3.3280095683823864e-06,138,152,1.4135020597959376,599318.9002655587,False
H2,two_term_center,exact,4,4,0.8,-4.244610194669007e-06,-4.656046198994233e-06,0.08836596260881201,0.027238272885860334,True,0.9296314651758315,0.9660949214117882,-4.1143600432522565e-07,166,184,1.6553616245116196,511754.34265001415,False
H2,two_term_center,exact,5,5,1.0,-4.656046198994235e-06,-4.656046198994233e-06,3.6667365669289815e-16,2.1215549657219293e-16,True,1.0,0.9999999999999999,1.6940658945086007e-21,212,238,1.6175138794170942,523728.7362908366,False
H2,two_term_center,hf,1,1,0.2,-1.1342590925265938e-05,-9.6878445624128e-06,0.17080645258009966,0.33563167272956396,True,0.4198732797270079,0.5843664468678956,1.6547463628531382e-06,46,48,1.2947152659671914,654304.8670760557,False
H2,two_term_center,hf,2,2,0.4,-1.3521171369954732e-05,-9.6878445624128e-06,0.3956841775119507,0.24307579503964605,True,0.6703248655622039,0.6966061742870365,3.833326807541932e-06,92,100,1.239078315998464,683684.3878729079,True
H2,two_term_center,hf,3,3,0.6,-1.4110573412192893e-05,-9.6878445624128e-06,0.45652351472891434,0.31217632614222285,True,0.803802138508484,0.726971968087479,4.422728849780093e-06,138,152,1.2259314046436738,691016.2320592729,True
H2,two_term_center,hf,4,4,0.8,-9.249463015650349e-06,-9.6878445624128e-06,0.0452506792339854,0.027238272885860164,True,0.9296314651758315,0.9774147310308628,-4.383815467624513e-07,166,184,1.3624582596698085,621772.0755755904,False
H2,two_term_center,hf,5,5,1.0,-9.687844562412802e-06,-9.6878445624128e-06,1.748650985876972e-16,1.4885814368696543e-16,True,1.0,1.0000000000000002,1.6940658945086007e-21,212,238,1.3467765491849166,629011.9177622305,False
H2,two_term_center,cisd,1,1,0.2,-7.984055767376628e-06,-4.656046198994236e-06,0.7147715950716474,0.335631672729564,True,0.4198732797270079,0.6579395954652257,3.3280095683823915e-06,46,48,1.4135020597959373,599318.9002655589,False
