condition,residual,odd_moment_tolerance,odd_moment_passed,complete_word_hard_linf,complete_word_conditions_passed
power_sum_1,-0.00000000000000011102230246251565404236316680908203125,1e-12,True,1.7847489463921043371983510165746735707788204362498433214935368942482897772002831,False
power_sum_3,0.000000000000030532671450355671884329817459451712509871104057616439432314628520991602470287343,1e-12,True,1.7847489463921043371983510165746735707788204362498433214935368942482897772002831,False
power_sum_5,-0.000000000000019376687103940444872443734288509638302096792923339893135048023446936246973104132,1e-12,True,1.7847489463921043371983510165746735707788204362498433214935368942482897772002831,False
power_sum_7,-0.000000000000036335331269131086192583202250910376390708053857471676169319477666540174961620962,1e-12,True,1.7847489463921043371983510165746735707788204362498433214935368942482897772002831,False
