formula_id,formal_order,variant,degree,word_count,l1,l2,linf,maximum_word,maximum_signed_residual
m5_best,4,stored_float_binary,0,1,0.0,0.0,0.0,I,0.0
m5_best,4,stored_float_binary,1,2,0.0,0.0,0.0,X,0.0
m5_best,4,stored_float_binary,2,4,0.0,0.0,0.0,XX,0.0
m5_best,4,stored_float_binary,3,8,0.000000000000000019890655182540650161515605147833980230185465498118043469950617204492878869916122,0.0000000000000000090788004391954596963204869434090844424012816640151165280008302841942487341564479,0.0000000000000000066302183941802167205052017159446600767284884993726811566502057349188112728322949,YXY,0.0000000000000000066302183941802167205052017159446600767284884993726811566502057349188112728322949
m5_best,4,stored_float_binary,4,16,0.000000000000000019890655182540650161515605147833980230185465498118043469950617204624656344206503,0.0000000000000000058603404840907662584875887261774448543197568262172771622143304145522322913178706,0.0000000000000000033151091970901083602526008579723300383642442496863405783251028673935168992709567,XYYX,-0.0000000000000000033151091970901083602526008579723300383642442496863405783251028673935168992709567
m5_best,4,stored_float_binary,5,32,0.004690068092076372565684674943439623610475235143558403425684564477883569733372925,0.0010134976444891106796090138360566742874018280128615867084206700228928939765224033,0.00036221492108879900325938892830781278723637426630406089954469783501915122745032179,YXYXY,-0.00036221492108879900325938892830781278723637426630406089954469783501915122745032179
m5_best,4,exact_printed_decimal_literals,0,1,0.0,0.0,0.0,I,0.0
m5_best,4,exact_printed_decimal_literals,1,2,0.0,0.0,0.0,X,0.0
m5_best,4,exact_printed_decimal_literals,2,4,3.1626593829691569673045722153810057023129884147105522650233289075324432872909279e-81,1.8259622461123384971540781198230216112425685025850604002671477706517527873378057e-81,1.054219794323052322434857405127001900770996138236850755007776302510814429096976e-81,XX,1.054219794323052322434857405127001900770996138236850755007776302510814429096976e-81
m5_best,4,exact_printed_decimal_literals,3,8,0.000000000000000020577980928454713601092161141113861000000000000000000000000000000651587562870556,0.0000000000000000093925202853547903672599922788449004038313730828079845373836591227628556988139481,0.0000000000000000068593269761515712003640537137046203333333333333333333333333333335505291876235187,YXY,0.0000000000000000068593269761515712003640537137046203333333333333333333333333333335505291876235187
m5_best,4,exact_printed_decimal_literals,4,16,0.000000000000000020577980928454713601092161141113861000000000000000000000000000000058588928563839,0.0000000000000000060628457740157396825484215649630642554032954904282574721939309071052114647751815,0.0000000000000000034296634880757856001820268568523101666666666666666666666666666664458209080858055,XYYX,-0.0000000000000000034296634880757856001820268568523101666666666666666666666666666664458209080858055
m5_best,4,exact_printed_decimal_literals,5,32,0.0046900680920763728312891041392950541045321654968972910619574995216508309933437891,0.0010134976444891107389241642807677129289749851406590918635027847869394822341616485,0.00036221492108879898530151304901576021482065267188132863349720853599510875133642151,YXYXY,-0.00036221492108879898530151304901576021482065267188132863349720853599510875133642151
current_m3,4,stored_float_binary,0,1,0.0,0.0,0.0,I,0.0
current_m3,4,stored_float_binary,1,2,0.00000000000000011102230246251565404236316680908203125,0.00000000000000007850462293418875296966911859817817457117116593950645737502334819916852018185133,0.000000000000000055511151231257827021181583404541015625,X,0.000000000000000055511151231257827021181583404541015625
current_m3,4,stored_float_binary,2,4,0.00000000000000022204460492503131424770215565731879227912941627176741932192527428924222476780415,0.00000000000000011102230246251565712385107782865939613956470813588370966096263714462111238390207,0.000000000000000055511151231257828561925538914329698069782354067941854830481318572310556191951036,XX,0.000000000000000055511151231257828561925538914329698069782354067941854830481318572310556191951036
current_m3,4,stored_float_binary,3,8,0.0000000000000027669634067229523231252834637031979890570813129176708759551652088499890599043828,0.0000000000000012400903543825601399048845155702517181748398173154543346797806405364262224159087,0.00000000000000093157299411286041272553940363841906927461796932301098542823405901284852723535615,YXY,0.00000000000000093157299411286041272553940363841906927461796932301098542823405901284852723535615
current_m3,4,stored_float_binary,4,16,0.0000000000000027299559725687805874195879968583042209333398569479596366238094100958410259414241,0.00000000000000079972600298712868300039755578479655966226039177777048882325946074801287313843891,0.00000000000000044265685071007280198250612171329354037415919657924898579780950315781664569616729,XYYX,-0.00000000000000044265685071007280198250612171329354037415919657924898579780950315781664569616729
current_m3,4,stored_float_binary,5,32,0.010550491590599332154834535665661686442553712009623046084524251551635684189845357,0.0023297499756420474539841955001768106321215503779012129792111080323125441745049046,0.0010634354277307222512952160616406247085454558576907402931008098070906385988685463,YXYXY,-0.0010634354277307222512952160616406247085454558576907402931008098070906385988685463
current_m3,4,exact_saved_decimal_literals,0,1,0.0,0.0,0.0,I,0.0
current_m3,4,exact_saved_decimal_literals,1,2,0.00000000000000020000000000000000000000000000000000000000000000000000000000000000151294076449173,0.00000000000000014142135623730950488016887242096980785696718753769480731766797380014305852031637,0.00000000000000010000000000000000000000000000000000000000000000000000000000000000075647038224587,X,0.00000000000000010000000000000000000000000000000000000000000000000000000000000000075647038224587
