time,printed_unitary_error_frobenius,projected_unitary_error_frobenius,projected_over_printed_error_ratio,maximum_coefficient_change,note
0.0001,0.00000000000000000000027837669861457265542409845803659537629713186025403237972239201302340966778995176,0.000000000000000000000003525889904354641384276809623596299507138736795207641404208058087138929739658327,0.012665894530333601950577499475721487585790754725865279743698983513105775174442621,0.0000000093683973911851126104011200368404388427734375,deterministic two-noncommuting-term sentinel
0.001,0.000000000000000000071123791739225823252042097332986163096883689013774720421034513236625620477929148,0.00000000000000000035263259309729573968305902805332016017251323411495517276173534701424902620816516,4.9580117211722508352546577107226427375076525363002319047623685979943682356528952,0.0000000093683973911851126104011200368404388427734375,deterministic two-noncommuting-term sentinel
0.02,0.0000000000011261601111929276976144675264554306744133814474832133687882685529408779900715263,0.0000000000011284146876943438459937682521860626270785505568539875452623853760692836661520551,1.0020020035153153337451808111629847488635467925815072043979170247269805021853266,0.0000000093683973911851126104011200368404388427734375,deterministic two-noncommuting-term sentinel
0.1,0.0000000035251860096771099326398059208363762698897391049524619979911982423950067808775356,0.0000000035254678231437549125790027882524905681346833050206496749279268941623451146448647,1.000079942864254925570869693535731588905807579600787910418998338618754277916351,0.0000000093683973911851126104011200368404388427734375,deterministic two-noncommuting-term sentinel
0.5,0.000010952764119953713084264762510208238880443150203812807626134674836049990648567184,0.000010952799317220864175477424149398500801394080398869940914350634743198800176788833,1.0000032135510968385538490414816323472139018850845038584373092704394155334038124,0.0000000093683973911851126104011200368404388427734375,deterministic two-noncommuting-term sentinel
