formula_id,formal_order,variant,degree,word_count,l1,l2,linf,maximum_word,maximum_signed_residual
moment_only_eighth_order_control,8,stored_float_binary,0,1,0.0,0.0,0.0,I,0.0
moment_only_eighth_order_control,8,stored_float_binary,1,2,0.0000000000000002220446049250313080847263336181640625,0.00000000000000015700924586837750593933823719635634914234233187901291475004669639833704036370266,0.00000000000000011102230246251565404236316680908203125,X,-0.00000000000000011102230246251565404236316680908203125
moment_only_eighth_order_control,8,stored_float_binary,2,4,0.00000000000000044408920985006259151754937907970920588348233491293032271229890284303110092878342,0.00000000000000022204460492503129575877468953985460294174116745646516135614945142151555046439171,0.00000000000000011102230246251564787938734476992730147087058372823258067807472571075777523219585,XX,-0.00000000000000011102230246251564787938734476992730147087058372823258067807472571075777523219585
moment_only_eighth_order_control,8,stored_float_binary,3,8,0.000000000000015377358027640351583881320252456629282779137051999408485498354105758803388963164,0.0000000000000069698657269710044752608331451779971342942282781373380305793466826390485112566897,0.0000000000000051442897262905364682465086712740052655669765211983342900562913428023906608606932,YXY,-0.0000000000000051442897262905364682465086712740052655669765211983342900562913428023906608606932
moment_only_eighth_order_control,8,stored_float_binary,4,16,0.000000000000015303343159332006125778978254954437553316518356611540777198757901508657705375281,0.0000000000000044984962316344560891826668515296509888855304900876941421908278981258474852379354,0.0000000000000025258855704525531019512884423387131010264989886821833331513680236943372040418833,XYYX,0.0000000000000025258855704525531019512884423387131010264989886821833331513680236943372040418833
moment_only_eighth_order_control,8,stored_float_binary,5,32,14.204456863872139021483020101953628613475395609492607554701185213630955636016299,3.067208472370851814978423895440075316215407779552163081545843706753254667234314,1.0146040617051541151390528688241927623580193755040462786825854514676138606849393,YXYXY,-1.0146040617051541151390528688241927623580193755040462786825854514676138606849393
moment_only_eighth_order_control,8,stored_float_binary,6,64,8.9623358783955168066724205274673196761675518797322118127247013937592758398401531,1.3995571327205083900703814565159348499125226155228453476058522524073730532434453,0.50730203085257609137784929100363115462067930538868011112804301511662111125274366,YXYYXY,-0.50730203085257609137784929100363115462067930538868011112804301511662111125274366
moment_only_eighth_order_control,8,stored_float_binary,7,128,81.972202795419525075309683317072085907769116300531865845197758411018672364733102,9.2882195390184287063120212663673268827721043325216923250532862732818560644015154,1.7847489463921043371983510165746735707788204362498433214935368942482897772002831,XYYXYYX,-1.7847489463921043371983510165746735707788204362498433214935368942482897772002831
moment_only_eighth_order_control,8,stored_float_binary,8,256,50.716744789781082925174459261018949425442740796815831067021847537700245207486371,4.2343119183291501968545556380970679900487702849735507596018307246106142082548356,1.1714819383316380338574858599069462173619105119793196805907066897276088166062445,XYXYYXYX,1.1714819383316380338574858599069462173619105119793196805907066897276088166062445
moment_only_eighth_order_control,8,stored_float_binary,9,512,150.40215786105553462441283295536059405043376944497730307996036235363730267648043,9.0929692669567084721033807368498700205293084760919850506068660461091146332681411,1.2794387825455755203910959224774666721904804555187750897784687835546990055992695,XXYYXYYXX,1.2794387825455755203910959224774666721904804555187750897784687835546990055992695
