condition,formula,formal_order,protocol,qualified,failure_reasons,t_start,t_stop,free_order,r2,lambda_h_sector_centered_half_width,tau_start__lambda_h_sector_centered_half_width,tau_stop__lambda_h_sector_centered_half_width,lambda_group_half_width_sum,tau_start__lambda_group_half_width_sum,tau_stop__lambda_group_half_width_sum,lambda_pauli_nonidentity_l1,tau_start__lambda_pauli_nonidentity_l1,tau_stop__lambda_pauli_nonidentity_l1
active_stretch150,yoshida4,4,legacy_molecular_sensitivity,True,,0.02,0.034507053373351075,3.9995791774545806,0.9999999996359201,1.9379558728040103,0.038759117456080204,0.06687314673804715,19.33984192107232,0.3867968384214464,0.6673609574026151,34.923207330135035,0.6984641466027007,1.2050969793095752
active_stretch150,yoshida4,4,shared_molecular,True,,0.06,0.12576573057683554,3.9952058077873462,0.9999999336480236,1.9379558728040103,0.1162773523682406,0.24372843616886533,19.33984192107232,1.1603905152643392,2.432289348444171,34.923207330135035,2.095392439808102,4.392142683960731
active_stretch150,yoshida6_m3,6,legacy_molecular_sensitivity,True,,0.059536836625564964,0.10272203995594266,5.999415785752255,0.9999999835153833,1.9379558728040103,0.11537976218668651,0.19907078059902727,19.33984192107232,1.1514330088191351,1.9866280145580058,34.923207330135035,2.0792172892549825,3.587383098755801
active_stretch150,yoshida6_m3,6,shared_molecular,True,,0.06,0.12576573057683554,5.998269803781851,0.9999999966162925,1.9379558728040103,0.1162773523682406,0.24372843616886533,19.33984192107232,1.1603905152643392,2.432289348444171,34.923207330135035,2.095392439808102,4.392142683960731
full_equilibrium,joint_refine_r0_s0046,4,legacy_molecular_sensitivity,True,,0.02,0.034507053373351075,3.9930421310945077,0.9999999220716655,19.437353742532018,0.38874707485064036,0.6707258030302576,42.34877421691797,0.8469754843383593,1.461331412199182,74.70171787162863,1.4940343574325727,2.5777361656773032
full_equilibrium,joint_refine_r0_s0046,4,shared_molecular,True,,0.06,0.12576573057683554,3.919091049508894,0.999979427316139,19.437353742532018,1.1662412245519211,2.444552993909928,42.34877421691797,2.540926453015078,5.326024528424145,74.70171787162863,4.4821030722977175,9.394916123470027
full_equilibrium,m5_best,4,legacy_molecular_sensitivity,True,,0.02,0.034507053373351075,3.97786317318849,0.9999994250237492,19.437353742532018,0.38874707485064036,0.6707258030302576,42.34877421691797,0.8469754843383593,1.461331412199182,74.70171787162863,1.4940343574325727,2.5777361656773032
full_equilibrium,m5_best,4,shared_molecular,False,formal-order condition is met but R2 is below threshold; R2 is high but fitted order is outside tolerance; sign reversal or cancellation occurs inside the grid,,,,,19.437353742532018,,,42.34877421691797,,,74.70171787162863,,
full_equilibrium,paper_new4,4,legacy_molecular_sensitivity,True,,0.02,0.034507053373351075,3.963073008253643,0.9999975457709064,19.437353742532018,0.38874707485064036,0.6707258030302576,42.34877421691797,0.8469754843383593,1.461331412199182,74.70171787162863,1.4940343574325727,2.5777361656773032
full_equilibrium,paper_new4,4,shared_molecular,False,sign reversal or cancellation occurs inside the grid,,,,,19.437353742532018,,,42.34877421691797,,,74.70171787162863,,
full_equilibrium,two_term_center,4,legacy_molecular_sensitivity,True,,0.02,0.034507053373351075,3.995068786445197,0.9999999507003029,19.437353742532018,0.38874707485064036,0.6707258030302576,42.34877421691797,0.8469754843383593,1.461331412199182,74.70171787162863,1.4940343574325727,2.5777361656773032
full_equilibrium,two_term_center,4,shared_molecular,True,,0.06,0.12576573057683554,3.9351070421661922,0.9999873439510578,19.437353742532018,1.1662412245519211,2.444552993909928,42.34877421691797,2.540926453015078,5.326024528424145,74.70171787162863,4.4821030722977175,9.394916123470027
full_equilibrium,yoshida4,4,legacy_molecular_sensitivity,True,,0.02,0.034507053373351075,3.9830438764674803,0.9999995328311088,19.437353742532018,0.38874707485064036,0.6707258030302576,42.34877421691797,0.8469754843383593,1.461331412199182,74.70171787162863,1.4940343574325727,2.5777361656773032
full_equilibrium,yoshida4,4,shared_molecular,False,R2 is high but fitted order is outside tolerance,,,,,19.437353742532018,,,42.34877421691797,,,74.70171787162863,,
full_equilibrium,yoshida6_m3,6,legacy_molecular_sensitivity,True,,0.02,0.034507053373351075,5.963827301931019,0.999999047973766,19.437353742532018,0.38874707485064036,0.6707258030302576,42.34877421691797,0.8469754843383593,1.461331412199182,74.70171787162863,1.4940343574325727,2.5777361656773032
full_equilibrium,yoshida6_m3,6,shared_molecular,False,R2 is high but fitted order is outside tolerance,,,,,19.437353742532018,,,42.34877421691797,,,74.70171787162863,,
full_stretch150,joint_refine_r0_s0046,4,legacy_molecular_sensitivity,True,,0.02,0.034507053373351075,3.9931711745399023,0.9999999256248462,18.821680838632126,0.37643361677264253,0.649480745274858,43.64915499023773,0.8729830998047546,1.506203720949807,74.54925934522794,1.4909851869045587,2.572475271169572
full_stretch150,joint_refine_r0_s0046,4,shared_molecular,True,,0.06,0.12576573057683554,3.921154102091693,0.9999806528342539,18.821680838632126,1.1293008503179276,2.367122441354596,43.64915499023773,2.618949299414264,5.489567866408775,74.54925934522794,4.472955560713676,9.375742065514576
full_stretch150,m5_best,4,legacy_molecular_sensitivity,True,,0.02,0.034507053373351075,3.968647303700582,0.9999958690853481,18.821680838632126,0.37643361677264253,0.649480745274858,43.64915499023773,0.8729830998047546,1.506203720949807,74.54925934522794,1.4909851869045587,2.572475271169572
full_stretch150,m5_best,4,shared_molecular,False,formal-order condition is met but R2 is below threshold; R2 is high but fitted order is outside tolerance; sign reversal or cancellation occurs inside the grid,,,,,18.821680838632126,,,43.64915499023773,,,74.54925934522794,,
full_stretch150,paper_new4,4,legacy_molecular_sensitivity,True,,0.02,0.034507053373351075,3.9661715671152202,0.9999980092347565,18.821680838632126,0.37643361677264253,0.649480745274858,43.64915499023773,0.8729830998047546,1.506203720949807,74.54925934522794,1.4909851869045587,2.572475271169572
full_stretch150,paper_new4,4,shared_molecular,False,formal-order plateau is not reached before the current grid ends,,,,,18.821680838632126,,,43.64915499023773,,,74.54925934522794,,
full_stretch150,two_term_center,4,legacy_molecular_sensitivity,True,,0.02,0.034507053373351075,3.9955393103896033,0.9999999274868863,18.821680838632126,0.37643361677264253,0.649480745274858,43.64915499023773,0.8729830998047546,1.506203720949807,74.54925934522794,1.4909851869045587,2.572475271169572
full_stretch150,two_term_center,4,shared_molecular,True,,0.06,0.12576573057683554,3.9397544358345646,0.9999890076718075,18.821680838632126,1.1293008503179276,2.367122441354596,43.64915499023773,2.618949299414264,5.489567866408775,74.54925934522794,4.472955560713676,9.375742065514576
full_stretch150,yoshida4,4,legacy_molecular_sensitivity,True,,0.02,0.034507053373351075,3.9833890488226444,0.9999995526484452,18.821680838632126,0.37643361677264253,0.649480745274858,43.64915499023773,0.8729830998047546,1.506203720949807,74.54925934522794,1.4909851869045587,2.572475271169572
full_stretch150,yoshida4,4,shared_molecular,True,,0.06,0.12576573057683554,3.8037192127356323,0.9998685102010063,18.821680838632126,1.1293008503179276,2.367122441354596,43.64915499023773,2.618949299414264,5.489567866408775,74.54925934522794,4.472955560713676,9.375742065514576
full_stretch150,yoshida6_m3,6,legacy_molecular_sensitivity,True,,0.02,0.034507053373351075,5.965473515669766,0.9999990979258697,18.821680838632126,0.37643361677264253,0.649480745274858,43.64915499023773,0.8729830998047546,1.506203720949807,74.54925934522794,1.4909851869045587,2.572475271169572
full_stretch150,yoshida6_m3,6,shared_molecular,False,R2 is high but fitted order is outside tolerance,,,,,18.821680838632126,,,43.64915499023773,,,74.54925934522794,,
