condition,state_id,direction_id,source_state_method,source_state_exact_overlap_probability,target_energy_error_hartree,direction_excitation_energy_hartree,excited_weight,phase_index,relative_phase_radians,normalization,energy_error_hartree,energy_variance_hartree2,hamiltonian_residual_2_norm,exact_ground_overlap_probability
CO_active_eq_sto3g,cisd_orthogonal_component__de0.005__phase3,cisd_orthogonal_component,cisd,0.9948983097603786,0.005,2.4230074130413453,0.0020635512599295057,3,4.71238898038469,1.0,0.004999999999999005,0.017624283373017136,0.13275648147272184,0.9979364487400707
CO_active_eq_sto3g,cisd_orthogonal_component__de0.01__phase0,cisd_orthogonal_component,cisd,0.9948983097603786,0.01,2.4230074130413453,0.004127102519859011,0,0.0,1.0000000000000002,0.00999999999999801,0.035198566746025506,0.18761281071937894,0.9958728974801412
CO_active_eq_sto3g,cisd_orthogonal_component__de0.01__phase1,cisd_orthogonal_component,cisd,0.9948983097603786,0.01,2.4230074130413453,0.004127102519859011,1,1.5707963267948966,1.0,0.00999999999999801,0.035198566746025506,0.18761281071937894,0.9958728974801412
CO_active_eq_sto3g,cisd_orthogonal_component__de0.01__phase2,cisd_orthogonal_component,cisd,0.9948983097603786,0.01,2.4230074130413453,0.004127102519859011,2,3.141592653589793,1.0,0.009999999999999787,0.03519856674604682,0.18761281071943575,0.995872897480141
CO_active_eq_sto3g,cisd_orthogonal_component__de0.01__phase3,cisd_orthogonal_component,cisd,0.9948983097603786,0.01,2.4230074130413453,0.004127102519859011,3,4.71238898038469,1.0,0.00999999999999801,0.035198566746025506,0.18761281071937894,0.9958728974801412
CO_active_eq_sto3g,cisd_orthogonal_component__de0.05__phase0,cisd_orthogonal_component,cisd,0.9948983097603786,0.05,2.4230074130413453,0.020635512599295056,0,0.0,1.0,0.05000000000000071,0.17399283373023167,0.4171244822954314,0.979364487400705
CO_active_eq_sto3g,cisd_orthogonal_component__de0.05__phase1,cisd_orthogonal_component,cisd,0.9948983097603786,0.05,2.4230074130413453,0.020635512599295056,1,1.5707963267948966,1.0,0.05000000000000071,0.17399283373023167,0.4171244822954314,0.9793644874007048
CO_active_eq_sto3g,cisd_orthogonal_component__de0.05__phase2,cisd_orthogonal_component,cisd,0.9948983097603786,0.05,2.4230074130413453,0.020635512599295056,2,3.141592653589793,1.0,0.04999999999999982,0.17399283373022456,0.41712448229542287,0.979364487400705
CO_active_eq_sto3g,cisd_orthogonal_component__de0.05__phase3,cisd_orthogonal_component,cisd,0.9948983097603786,0.05,2.4230074130413453,0.020635512599295056,3,4.71238898038469,1.0,0.05000000000000071,0.17399283373023167,0.4171244822954314,0.9793644874007048
CO_active_eq_sto3g,rhf_orthogonal_component__de0.001__phase0,rhf_orthogonal_component,rhf_determinant,0.9188449291901134,0.001,1.7060003326109792,0.0005861663569956823,0,0.0,1.0,0.0009999999999985576,0.0021876282981452277,0.046772088879429234,0.9994138336430043
CO_active_eq_sto3g,rhf_orthogonal_component__de0.001__phase1,rhf_orthogonal_component,rhf_determinant,0.9188449291901134,0.001,1.7060003326109792,0.0005861663569956823,1,1.5707963267948966,1.0,0.001000000000000334,0.002187628298166544,0.04677208887965711,0.9994138336430043
CO_active_eq_sto3g,rhf_orthogonal_component__de0.001__phase2,rhf_orthogonal_component,rhf_determinant,0.9188449291901134,0.001,1.7060003326109792,0.0005861663569956823,2,3.141592653589793,1.0,0.0009999999999994458,0.002187628298152333,0.046772088879505194,0.9994138336430038
CO_active_eq_sto3g,rhf_orthogonal_component__de0.001__phase3,rhf_orthogonal_component,rhf_determinant,0.9188449291901134,0.001,1.7060003326109792,0.0005861663569956823,3,4.71238898038469,1.0,0.001000000000000334,0.002187628298166544,0.04677208887965711,0.9994138336430043
CO_active_eq_sto3g,rhf_orthogonal_component__de0.005__phase0,rhf_orthogonal_component,rhf_determinant,0.9188449291901134,0.005,1.7060003326109792,0.0029308317849784118,0,0.0,1.0,0.004999999999999005,0.01091814149078374,0.10448991095212848,0.9970691682150216
CO_active_eq_sto3g,rhf_orthogonal_component__de0.005__phase1,rhf_orthogonal_component,rhf_determinant,0.9188449291901134,0.005,1.7060003326109792,0.0029308317849784118,1,1.5707963267948966,1.0,0.004999999999999893,0.01091814149079795,0.10448991095219648,0.9970691682150216
CO_active_eq_sto3g,rhf_orthogonal_component__de0.005__phase2,rhf_orthogonal_component,rhf_determinant,0.9188449291901134,0.005,1.7060003326109792,0.0029308317849784118,2,3.141592653589793,1.0,0.004999999999999005,0.010918141490776634,0.10448991095209448,0.9970691682150218
