condition,formula,state_id,direction_id,target_energy_error_hartree,phase_index,relative_phase_radians,a4,a6,coefficient_relative_2_norm_error,predicted_time,exact_echo_predicted_time,predicted_time_relative_error,predicted_model_cost,exact_echo_predicted_model_cost,predicted_model_cost_relative_error,minimum_echo_magnitude,training_design_condition_number,training_maximum_absolute_residual_hartree
N2_active_eq_sto3g,yoshida4,cisd_orthogonal_component__de0.005__phase3,cisd_orthogonal_component,0.005,3,4.71238898038469,-0.06105688905570585,-0.000368249049411868,0.28004508599084244,0.15114898209752542,0.14978236827717722,0.009123996609662566,516626816.01146424,521673365.26555234,0.009673772115084356,0.9999999999999932,29.20924143389023,2.3276697070841088e-11
N2_active_eq_sto3g,yoshida4,cisd_orthogonal_component__de0.01__phase0,cisd_orthogonal_component,0.01,0,0.0,-0.06382725759399537,0.02151130224926179,0.0528545055126648,0.1498869179683514,0.14978236827717722,0.0006980106695917421,521381139.1996067,521673365.26555234,0.0005601705691776759,0.9999999999999939,29.20924143389023,7.935306527126731e-14
N2_active_eq_sto3g,yoshida4,cisd_orthogonal_component__de0.01__phase1,cisd_orthogonal_component,0.01,1,1.5707963267948966,-0.06075248693382702,0.044116063880706484,0.396220323466741,0.15224675385485426,0.14978236827717722,0.016453108640374747,513782716.5170152,521673365.26555234,0.015125650021485137,0.9999999999999925,29.20924143389023,3.278119285898362e-11
N2_active_eq_sto3g,yoshida4,cisd_orthogonal_component__de0.01__phase2,cisd_orthogonal_component,0.01,2,3.141592653589793,-0.057893373891992284,0.014590580235859792,0.10394867539085198,0.15349388231386055,0.14978236827717722,0.02477937877050418,509025196.4909357,521673365.26555234,0.024245379612544027,0.9999999999999923,29.20924143389023,6.326737422514592e-15
N2_active_eq_sto3g,yoshida4,cisd_orthogonal_component__de0.01__phase3,cisd_orthogonal_component,0.01,3,4.71238898038469,-0.060968143311843824,-0.008014435584302908,0.39442840387492684,0.15105190024143508,0.14978236827717722,0.00847584384504163,516808097.09200317,521673365.26555234,0.009326272908475097,0.9999999999999927,29.20924143389023,3.2866866925199705e-11
N2_active_eq_sto3g,yoshida4,cisd_orthogonal_component__de0.05__phase0,cisd_orthogonal_component,0.05,0,0.0,-0.06648176407386237,0.02549672085589788,0.11944811725613942,0.1484082866217452,0.14978236827717722,0.00917385451463304,526603441.2627039,521673365.26555234,0.009450503562975499,0.9999999999999925,29.20924143389023,1.2683071287936993e-13
N2_active_eq_sto3g,yoshida4,cisd_orthogonal_component__de0.05__phase1,cisd_orthogonal_component,0.05,1,1.5707963267948966,-0.059659024094545335,0.07565536083524535,0.8708713753044507,0.15366564252078954,0.14978236827717722,0.025926110584833184,509749654.61417913,521673365.26555234,0.022856659828326853,0.9999999999999896,29.20924143389023,7.277859571847572e-11
N2_active_eq_sto3g,yoshida4,cisd_orthogonal_component__de0.05__phase2,cisd_orthogonal_component,0.05,2,3.141592653589793,-0.05331481642134108,0.010139984513465072,0.19853585381910216,0.15662290521400202,0.14978236827717722,0.045669840953283414,498807306.8663777,521673365.26555234,0.043832136968570135,0.9999999999999891,29.20924143389023,2.2164740126521282e-14
N2_active_eq_sto3g,yoshida4,cisd_orthogonal_component__de0.05__phase3,cisd_orthogonal_component,0.05,3,4.71238898038469,-0.06013755622526082,-0.04001868594303182,0.8759399560824088,0.15093241488009318,0.14978236827717722,0.007678117365508275,516595650.4359343,521673365.26555234,0.009733513665266869,0.9999999999999911,29.20924143389023,7.288215865567555e-11
N2_active_eq_sto3g,yoshida4,rhf_orthogonal_component__de0.001__phase0,rhf_orthogonal_component,0.001,0,0.0,-0.062180612548393174,0.019288255524901373,0.03221676801095317,0.15084280085908677,0.14978236827717722,0.007079822505858591,518052299.94984466,521673365.26555234,0.006941250132378229,0.9999999999999936,29.20924143389023,1.7800528888414183e-14
N2_active_eq_sto3g,yoshida4,rhf_orthogonal_component__de0.001__phase1,rhf_orthogonal_component,0.001,1,1.5707963267948966,-0.06107124668189899,0.022800338150595963,0.08381986448191225,0.15160452003764147,0.14978236827717722,0.012165328812883347,515528512.956629,521673365.26555234,0.011779118348883677,0.9999999999999928,29.20924143389023,6.090532184516593e-12
N2_active_eq_sto3g,yoshida4,rhf_orthogonal_component__de0.001__phase2,rhf_orthogonal_component,0.001,2,3.141592653589793,-0.060001700982387204,0.016999722060458616,0.06050030236612882,0.1521646076689317,0.14978236827717722,0.015904671685695648,513517315.825306,521673365.26555234,0.015634398808332062,0.999999999999994,29.20924143389023,5.2695949457269e-14
N2_active_eq_sto3g,yoshida4,rhf_orthogonal_component__de0.001__phase3,rhf_orthogonal_component,0.001,3,4.71238898038469,-0.06111106729950973,0.013487750070339307,0.07988096837247853,0.15138795282020925,0.14978236827717722,0.010719449568729278,516069236.0287355,521673365.26555234,0.010742601807865126,0.999999999999993,29.20924143389023,6.169541786503957e-12
N2_active_eq_sto3g,yoshida4,rhf_orthogonal_component__de0.005__phase0,rhf_orthogonal_component,0.005,0,0.0,-0.06348600884191816,0.02083891017408072,0.04314801715593689,0.15007361384544818,0.14978236827717722,0.0019444582938625832,520706213.8277074,521673365.26555234,0.0018539406115790635,0.9999999999999921,29.20924143389023,3.2442655722666634e-15
N2_active_eq_sto3g,yoshida4,rhf_orthogonal_component__de0.005__phase1,rhf_orthogonal_component,0.005,1,1.5707963267948966,-0.06100801676593076,0.02868344732221759,0.16665132925087067,0.15176134457440274,0.14978236827717722,0.013212344817270738,515103191.1223199,521673365.26555234,0.012594421300171188,0.9999999999999921,29.20924143389023,1.3664554389960767e-11
N2_active_eq_sto3g,yoshida4,rhf_orthogonal_component__de0.005__phase2,rhf_orthogonal_component,0.005,2,3.141592653589793,-0.05861897620795118,0.01572723433241972,0.08649883179561785,0.15303834437374447,0.14978236827717722,0.021738046567283176,510568373.17077285,521673365.26555234,0.021287251437739463,0.999999999999993,29.20924143389023,7.356823019989022e-14
N2_active_eq_sto3g,yoshida4,rhf_orthogonal_component__de0.005__phase3,rhf_orthogonal_component,0.005,3,4.71238898038469,-0.06109696797345438,0.007882615256721938,0.15817253758435104,0.15128340312903507,0.14978236827717722,0.010021438899137536,516312035.72200286,521673365.26555234,0.010277177062356535,0.9999999999999928,29.20924143389023,1.3739421279587504e-11
N2_active_eq_sto3g,yoshida4,rhf_orthogonal_component__de0.01__phase0,rhf_orthogonal_component,0.01,0,0.0,-0.06444110809071045,0.022066754757906454,0.06177418816685208,0.14952846188432564,0.14978236827717722,0.0016951687690084372,522619015.9193776,521673365.26555234,0.001812725580390584,0.999999999999991,29.20924143389023,2.3295127538079435e-14
N2_active_eq_sto3g,yoshida4,rhf_orthogonal_component__de0.01__phase1,rhf_orthogonal_component,0.01,1,1.5707963267948966,-0.06094134847941449,0.03314594735876223,0.2324091702691867,0.15189576560591242,0.14978236827717722,0.01410978710674593,514738871.6827936,521673365.26555234,0.013292788255020116,0.9999999999999912,29.20924143389023,1.9315920602919865e-11
N2_active_eq_sto3g,yoshida4,rhf_orthogonal_component__de0.01__phase2,rhf_orthogonal_component,0.01,2,3.141592653589793,-0.05756721636974945,0.014847100713972099,0.10646513684245196,0.1537253852014605,0.14978236827717722,0.026324973824599862,508286762.0404598,521673365.26555234,0.02566089073433564,0.9999999999999927,29.20924143389023,8.344317339186003e-14
