qpe_runs_per_condition,current_m3_total_quantum_cost,two_term_center_total_quantum_cost,quantum_cost_ratio_new_over_current,incremental_quantum_cost_units_for_new_pf,current_m3_one_time_calibration_seconds,two_term_center_one_time_calibration_seconds,calibration_seconds_new_minus_current,current_m3_amortized_calibration_seconds_per_run,two_term_center_amortized_calibration_seconds_per_run,aggregate_dominance,unit_separation_note
1,1813691881.854351,2085392427.7811556,1.1498052390514166,271700545.92680454,211.53492418600945,212.60991901095258,1.0749948249431327,211.53492418600945,212.60991901095258,current_m3 lower quantum cost and lower saved calibration time,quantum cost units and classical seconds are not added
2,3627383763.708702,4170784855.562311,1.1498052390514166,543401091.8536091,211.53492418600945,212.60991901095258,1.0749948249431327,105.76746209300472,106.30495950547629,current_m3 lower quantum cost and lower saved calibration time,quantum cost units and classical seconds are not added
5,9068459409.271755,10426962138.905777,1.1498052390514166,1358502729.6340227,211.53492418600945,212.60991901095258,1.0749948249431327,42.30698483720189,42.52198380219052,current_m3 lower quantum cost and lower saved calibration time,quantum cost units and classical seconds are not added
10,18136918818.54351,20853924277.811554,1.1498052390514166,2717005459.2680454,211.53492418600945,212.60991901095258,1.0749948249431327,21.153492418600944,21.26099190109526,current_m3 lower quantum cost and lower saved calibration time,quantum cost units and classical seconds are not added
50,90684594092.71756,104269621389.05779,1.1498052390514166,13585027296.340227,211.53492418600945,212.60991901095258,1.0749948249431327,4.230698483720189,4.252198380219052,current_m3 lower quantum cost and lower saved calibration time,quantum cost units and classical seconds are not added
100,181369188185.43512,208539242778.11557,1.1498052390514166,27170054592.680454,211.53492418600945,212.60991901095258,1.0749948249431327,2.1153492418600943,2.126099190109526,current_m3 lower quantum cost and lower saved calibration time,quantum cost units and classical seconds are not added
1000,1813691881854.351,2085392427781.1555,1.1498052390514166,271700545926.80453,211.53492418600945,212.60991901095258,1.0749948249431327,0.21153492418600944,0.21260991901095258,current_m3 lower quantum cost and lower saved calibration time,quantum cost units and classical seconds are not added
