varied_metric,threshold_multiplier,varied_threshold,other_thresholds,pf,model,passed,total,coverage,failed_conditions,median_direct_cost_ratio_to_current_over_covered
eta_min,7.5,0.075,canonical,current_m3,original_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_min,7.5,0.075,canonical,current_m3,refit_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_min,7.5,0.075,canonical,current_m3,two_term,16,17,0.9411764705882353,LiH_CAS2e4o,1.0
eta_min,7.5,0.075,canonical,two_term_center,original_one_term,11,17,0.6470588235294118,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H7;LiH_CAS2e4o,1.1475847187934167
eta_min,7.5,0.075,canonical,two_term_center,refit_one_term,12,17,0.7058823529411765,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;LiH_CAS2e4o,1.1478076242777788
eta_min,7.5,0.075,canonical,two_term_center,two_term,17,17,1.0,,1.151257977613777
eta_min,10.0,0.1,canonical,current_m3,original_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_min,10.0,0.1,canonical,current_m3,refit_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_min,10.0,0.1,canonical,current_m3,two_term,16,17,0.9411764705882353,LiH_CAS2e4o,1.0
eta_min,10.0,0.1,canonical,two_term_center,original_one_term,11,17,0.6470588235294118,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H7;LiH_CAS2e4o,1.1475847187934167
eta_min,10.0,0.1,canonical,two_term_center,refit_one_term,12,17,0.7058823529411765,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;LiH_CAS2e4o,1.1478076242777788
eta_min,10.0,0.1,canonical,two_term_center,two_term,17,17,1.0,,1.151257977613777
eta_min,20.0,0.2,canonical,current_m3,original_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_min,20.0,0.2,canonical,current_m3,refit_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_min,20.0,0.2,canonical,current_m3,two_term,16,17,0.9411764705882353,LiH_CAS2e4o,1.0
eta_min,20.0,0.2,canonical,two_term_center,original_one_term,11,17,0.6470588235294118,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H7;LiH_CAS2e4o,1.1475847187934167
eta_min,20.0,0.2,canonical,two_term_center,refit_one_term,12,17,0.7058823529411765,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;LiH_CAS2e4o,1.1478076242777788
eta_min,20.0,0.2,canonical,two_term_center,two_term,17,17,1.0,,1.151257977613777
eta_min,50.0,0.5,canonical,current_m3,original_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_min,50.0,0.5,canonical,current_m3,refit_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_min,50.0,0.5,canonical,current_m3,two_term,16,17,0.9411764705882353,LiH_CAS2e4o,1.0
eta_min,50.0,0.5,canonical,two_term_center,original_one_term,11,17,0.6470588235294118,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H7;LiH_CAS2e4o,1.1475847187934167
eta_min,50.0,0.5,canonical,two_term_center,refit_one_term,12,17,0.7058823529411765,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;LiH_CAS2e4o,1.1478076242777788
eta_min,50.0,0.5,canonical,two_term_center,two_term,17,17,1.0,,1.151257977613777
eta_t,0.25,0.0125,canonical,current_m3,original_one_term,2,17,0.11764705882352941,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz;NH3_sto3g,1.0
eta_t,0.25,0.0125,canonical,current_m3,refit_one_term,2,17,0.11764705882352941,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz;NH3_sto3g,1.0
eta_t,0.25,0.0125,canonical,current_m3,two_term,14,17,0.8235294117647058,BeH2_CAS4e4o;H2O_CAS8e5o;LiH_CAS2e4o,1.0
eta_t,0.25,0.0125,canonical,two_term_center,original_one_term,8,17,0.47058823529411764,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H6;H7;LiH_CAS2e4o,1.1477799105955548
eta_t,0.25,0.0125,canonical,two_term_center,refit_one_term,8,17,0.47058823529411764,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H6;H7;LiH_CAS2e4o,1.1478076242777788
eta_t,0.25,0.0125,canonical,two_term_center,two_term,17,17,1.0,,1.151257977613777
eta_t,0.5,0.025,canonical,current_m3,original_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_t,0.5,0.025,canonical,current_m3,refit_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_t,0.5,0.025,canonical,current_m3,two_term,16,17,0.9411764705882353,LiH_CAS2e4o,1.0
eta_t,0.5,0.025,canonical,two_term_center,original_one_term,11,17,0.6470588235294118,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H7;LiH_CAS2e4o,1.1475847187934167
eta_t,0.5,0.025,canonical,two_term_center,refit_one_term,12,17,0.7058823529411765,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;LiH_CAS2e4o,1.1478076242777788
eta_t,0.5,0.025,canonical,two_term_center,two_term,17,17,1.0,,1.151257977613777
eta_t,0.75,0.037500000000000006,canonical,current_m3,original_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_t,0.75,0.037500000000000006,canonical,current_m3,refit_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_t,0.75,0.037500000000000006,canonical,current_m3,two_term,16,17,0.9411764705882353,LiH_CAS2e4o,1.0
eta_t,0.75,0.037500000000000006,canonical,two_term_center,original_one_term,11,17,0.6470588235294118,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H7;LiH_CAS2e4o,1.1475847187934167
eta_t,0.75,0.037500000000000006,canonical,two_term_center,refit_one_term,12,17,0.7058823529411765,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;LiH_CAS2e4o,1.1478076242777788
eta_t,0.75,0.037500000000000006,canonical,two_term_center,two_term,17,17,1.0,,1.151257977613777
eta_t,1.0,0.05,canonical,current_m3,original_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_t,1.0,0.05,canonical,current_m3,refit_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_t,1.0,0.05,canonical,current_m3,two_term,16,17,0.9411764705882353,LiH_CAS2e4o,1.0
eta_t,1.0,0.05,canonical,two_term_center,original_one_term,11,17,0.6470588235294118,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H7;LiH_CAS2e4o,1.1475847187934167
eta_t,1.0,0.05,canonical,two_term_center,refit_one_term,12,17,0.7058823529411765,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;LiH_CAS2e4o,1.1478076242777788
eta_t,1.0,0.05,canonical,two_term_center,two_term,17,17,1.0,,1.151257977613777
eta_t,1.25,0.0625,canonical,current_m3,original_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_t,1.25,0.0625,canonical,current_m3,refit_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_t,1.25,0.0625,canonical,current_m3,two_term,16,17,0.9411764705882353,LiH_CAS2e4o,1.0
eta_t,1.25,0.0625,canonical,two_term_center,original_one_term,11,17,0.6470588235294118,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H7;LiH_CAS2e4o,1.1475847187934167
eta_t,1.25,0.0625,canonical,two_term_center,refit_one_term,12,17,0.7058823529411765,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;LiH_CAS2e4o,1.1478076242777788
eta_t,1.25,0.0625,canonical,two_term_center,two_term,17,17,1.0,,1.151257977613777
eta_t,1.5,0.07500000000000001,canonical,current_m3,original_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_t,1.5,0.07500000000000001,canonical,current_m3,refit_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_t,1.5,0.07500000000000001,canonical,current_m3,two_term,16,17,0.9411764705882353,LiH_CAS2e4o,1.0
eta_t,1.5,0.07500000000000001,canonical,two_term_center,original_one_term,11,17,0.6470588235294118,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H7;LiH_CAS2e4o,1.1475847187934167
eta_t,1.5,0.07500000000000001,canonical,two_term_center,refit_one_term,12,17,0.7058823529411765,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;LiH_CAS2e4o,1.1478076242777788
eta_t,1.5,0.07500000000000001,canonical,two_term_center,two_term,17,17,1.0,,1.151257977613777
eta_t,2.0,0.1,canonical,current_m3,original_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_t,2.0,0.1,canonical,current_m3,refit_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_t,2.0,0.1,canonical,current_m3,two_term,16,17,0.9411764705882353,LiH_CAS2e4o,1.0
eta_t,2.0,0.1,canonical,two_term_center,original_one_term,11,17,0.6470588235294118,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H7;LiH_CAS2e4o,1.1475847187934167
eta_t,2.0,0.1,canonical,two_term_center,refit_one_term,12,17,0.7058823529411765,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;LiH_CAS2e4o,1.1478076242777788
eta_t,2.0,0.1,canonical,two_term_center,two_term,17,17,1.0,,1.151257977613777
eta_t,3.0,0.15000000000000002,canonical,current_m3,original_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_t,3.0,0.15000000000000002,canonical,current_m3,refit_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_t,3.0,0.15000000000000002,canonical,current_m3,two_term,16,17,0.9411764705882353,LiH_CAS2e4o,1.0
eta_t,3.0,0.15000000000000002,canonical,two_term_center,original_one_term,11,17,0.6470588235294118,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H7;LiH_CAS2e4o,1.1475847187934167
eta_t,3.0,0.15000000000000002,canonical,two_term_center,refit_one_term,12,17,0.7058823529411765,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;LiH_CAS2e4o,1.1478076242777788
eta_t,3.0,0.15000000000000002,canonical,two_term_center,two_term,17,17,1.0,,1.151257977613777
eta_t,5.0,0.25,canonical,current_m3,original_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_t,5.0,0.25,canonical,current_m3,refit_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_t,5.0,0.25,canonical,current_m3,two_term,16,17,0.9411764705882353,LiH_CAS2e4o,1.0
eta_t,5.0,0.25,canonical,two_term_center,original_one_term,11,17,0.6470588235294118,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H7;LiH_CAS2e4o,1.1475847187934167
eta_t,5.0,0.25,canonical,two_term_center,refit_one_term,12,17,0.7058823529411765,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;LiH_CAS2e4o,1.1478076242777788
eta_t,5.0,0.25,canonical,two_term_center,two_term,17,17,1.0,,1.151257977613777
eta_t,7.5,0.375,canonical,current_m3,original_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_t,7.5,0.375,canonical,current_m3,refit_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_t,7.5,0.375,canonical,current_m3,two_term,16,17,0.9411764705882353,LiH_CAS2e4o,1.0
eta_t,7.5,0.375,canonical,two_term_center,original_one_term,11,17,0.6470588235294118,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H7;LiH_CAS2e4o,1.1475847187934167
eta_t,7.5,0.375,canonical,two_term_center,refit_one_term,12,17,0.7058823529411765,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;LiH_CAS2e4o,1.1478076242777788
eta_t,7.5,0.375,canonical,two_term_center,two_term,17,17,1.0,,1.151257977613777
eta_t,10.0,0.5,canonical,current_m3,original_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_t,10.0,0.5,canonical,current_m3,refit_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_t,10.0,0.5,canonical,current_m3,two_term,16,17,0.9411764705882353,LiH_CAS2e4o,1.0
eta_t,10.0,0.5,canonical,two_term_center,original_one_term,11,17,0.6470588235294118,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H7;LiH_CAS2e4o,1.1475847187934167
eta_t,10.0,0.5,canonical,two_term_center,refit_one_term,12,17,0.7058823529411765,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;LiH_CAS2e4o,1.1478076242777788
eta_t,10.0,0.5,canonical,two_term_center,two_term,17,17,1.0,,1.151257977613777
eta_t,20.0,1.0,canonical,current_m3,original_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_t,20.0,1.0,canonical,current_m3,refit_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_t,20.0,1.0,canonical,current_m3,two_term,16,17,0.9411764705882353,LiH_CAS2e4o,1.0
eta_t,20.0,1.0,canonical,two_term_center,original_one_term,11,17,0.6470588235294118,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H7;LiH_CAS2e4o,1.1475847187934167
eta_t,20.0,1.0,canonical,two_term_center,refit_one_term,12,17,0.7058823529411765,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;LiH_CAS2e4o,1.1478076242777788
eta_t,20.0,1.0,canonical,two_term_center,two_term,17,17,1.0,,1.151257977613777
eta_t,50.0,2.5,canonical,current_m3,original_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_t,50.0,2.5,canonical,current_m3,refit_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
eta_t,50.0,2.5,canonical,current_m3,two_term,16,17,0.9411764705882353,LiH_CAS2e4o,1.0
eta_t,50.0,2.5,canonical,two_term_center,original_one_term,11,17,0.6470588235294118,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H7;LiH_CAS2e4o,1.1475847187934167
eta_t,50.0,2.5,canonical,two_term_center,refit_one_term,12,17,0.7058823529411765,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;LiH_CAS2e4o,1.1478076242777788
eta_t,50.0,2.5,canonical,two_term_center,two_term,17,17,1.0,,1.151257977613777
maximum_unseen_residual_over_epsilon,0.25,0.0125,canonical,current_m3,original_one_term,2,17,0.11764705882352941,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz;NH3_sto3g,1.0
maximum_unseen_residual_over_epsilon,0.25,0.0125,canonical,current_m3,refit_one_term,2,17,0.11764705882352941,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz;NH3_sto3g,1.0
maximum_unseen_residual_over_epsilon,0.25,0.0125,canonical,current_m3,two_term,14,17,0.8235294117647058,BeH2_CAS4e4o;LiH_CAS2e4o;NH3_ccpvdz,1.0
maximum_unseen_residual_over_epsilon,0.25,0.0125,canonical,two_term_center,original_one_term,8,17,0.47058823529411764,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H6;H7;LiH_CAS2e4o,1.1477799105955548
maximum_unseen_residual_over_epsilon,0.25,0.0125,canonical,two_term_center,refit_one_term,8,17,0.47058823529411764,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H6;H7;LiH_CAS2e4o,1.1478076242777788
maximum_unseen_residual_over_epsilon,0.25,0.0125,canonical,two_term_center,two_term,17,17,1.0,,1.151257977613777
maximum_unseen_residual_over_epsilon,0.5,0.025,canonical,current_m3,original_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
maximum_unseen_residual_over_epsilon,0.5,0.025,canonical,current_m3,refit_one_term,3,17,0.17647058823529413,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch125;BeH2_stretch150;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H2O_CAS8e5o;H2O_stretch125;H2O_stretch150;H6;H7;LiH_CAS2e4o;NH3_631g;NH3_ccpvdz,1.0
maximum_unseen_residual_over_epsilon,0.5,0.025,canonical,current_m3,two_term,16,17,0.9411764705882353,LiH_CAS2e4o,1.0
maximum_unseen_residual_over_epsilon,0.5,0.025,canonical,two_term_center,original_one_term,11,17,0.6470588235294118,BeH2_CAS4e4o;BeH2_CAS4e5o;BeH2_stretch150_631g;BeH2_stretch150_ccpvdz;H7;LiH_CAS2e4o,1.1475847187934167
